Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst
Na2WSbS3Br3,1.4034,-1.0467,0.1780,30.0000,25.3998,0.0367,0.0329,0.0514
Na2FeMnO3S3,1.4033,-1.5987,0.0261,30.0000,25.3720,0.0367,0.0328,0.0509
Na2SbZnO3Br3,1.3721,-1.3741,0.1281,30.0000,25.3645,0.0367,0.0328,0.0541
Na2VCuO3F3,1.3906,-2.3883,0.1209,30.0000,25.3826,0.0367,0.0328,0.0519
Na2NbCuO3Cl3,1.3548,-1.8597,0.1405,30.0000,25.4220,0.0367,0.0328,0.0560
Na2VNbS6,1.3703,-1.3884,0.1980,30.0000,25.3713,0.0367,0.0328,0.0543
K2VCuO3Cl3,1.3974,-1.9296,0.1131,30.0000,25.3550,0.0367,0.0328,0.0510
Na2ZrMoS6,1.3728,-1.4789,0.2214,30.0000,25.4026,0.0367,0.0329,0.0533
Na2WMnS3Se3,1.3974,-1.0748,0.2657,30.0000,25.3854,0.0367,0.0329,0.0516
K2SnCuO3S3,1.4104,-1.6660,0.1421,30.0000,25.3784,0.0367,0.0328,0.0505
Na2SnMnO3Se3,1.3957,-1.4246,0.2824,30.0000,25.3840,0.0367,0.0328,0.0518
Na2FeMnO6,1.4413,-1.7938,0.0095,30.0000,25.2994,0.0368,0.0328,0.0494
K2NbCuO3Br3,1.3437,-1.8162,0.1249,30.0000,25.3838,0.0368,0.0328,0.0584
Li2VCuSe3F3,1.3837,-1.8714,0.3251,30.0000,25.4043,0.0368,0.0329,0.0528
Na2VCuO3Cl3,1.3765,-1.8600,0.1004,30.0000,25.3228,0.0368,0.0328,0.0539
Na2WSbSe3Cl3,1.3870,-1.0876,0.3079,30.0000,25.4041,0.0368,0.0329,0.0518
Na2SnNbSe3Cl3,1.3702,-1.4058,0.3046,30.0000,25.3804,0.0368,0.0329,0.0550
Na2SbZnSe3Br3,1.4019,-1.1232,0.2411,30.0000,25.3468,0.0368,0.0328,0.0512
K2CrWS3Se3,1.4262,-1.1786,0.2701,30.0000,25.3232,0.0368,0.0329,0.0497
K2MoSbSe3F3,1.3525,-1.8699,0.3957,30.0000,25.4121,0.0368,0.0329,0.0563
Na2NbCuO3F3,1.3602,-2.4494,0.1646,30.0000,25.3608,0.0368,0.0328,0.0562
K2FeMnO3S3,1.4403,-1.6201,0.0465,30.0000,25.2822,0.0368,0.0329,0.0490
Na2CrWSe3I3,1.4008,-1.0710,0.4727,30.0000,25.3673,0.0368,0.0329,0.0517
K2VSbS6,1.3530,-1.0826,0.2211,30.0000,25.3308,0.0368,0.0329,0.0564
Na2TiMoS6,1.4302,-1.3557,0.2061,30.0000,25.3230,0.0368,0.0329,0.0500
K2VCuSe3F3,1.3663,-1.9673,0.2963,30.0000,25.3762,0.0368,0.0328,0.0542
Na2WFeS3Br3,1.4385,-1.1171,0.1076,30.0000,25.3004,0.0368,0.0329,0.0495
K2MnBiO6,1.3917,-1.8618,0.1854,30.0000,25.3592,0.0368,0.0329,0.0523
K2WSbSe3Br3,1.3812,-1.1240,0.2662,30.0000,25.3847,0.0368,0.0328,0.0533
Na2MnZnCl3I3,1.3793,-1.2617,0.4101,30.0000,25.3774,0.0368,0.0329,0.0540
K2CrWSe3Br3,1.4204,-1.2882,0.2242,30.0000,25.3054,0.0368,0.0329,0.0503
Na2ZrSbSe3Br3,1.3759,-1.3897,0.2556,30.0000,25.3437,0.0368,0.0329,0.0542
Na2VSbS6,1.3792,-1.0659,0.2198,30.0000,25.3624,0.0368,0.0329,0.0539
K2WSbS3Br3,1.4423,-1.1657,0.1807,30.0000,25.2737,0.0368,0.0329,0.0490
Na2WFeSe3Cl3,1.4286,-1.2191,0.2519,30.0000,25.3197,0.0368,0.0329,0.0499
Na2VCuO3Br3,1.3320,-1.7049,0.0872,30.0000,25.3380,0.0368,0.0328,0.0614
Na2SnSbSe3I3,1.3845,-0.8641,0.5095,30.0000,25.3777,0.0368,0.0329,0.0532
K2ZrMoS6,1.3332,-1.5057,0.2225,30.0000,25.3430,0.0368,0.0329,0.0615
K2NbZnSe3Br3,1.3768,-1.4111,0.2302,30.0000,25.3682,0.0368,0.0328,0.0536
K2MnBiO3Se3,1.3865,-1.3624,0.2961,30.0000,25.3422,0.0368,0.0329,0.0522
Na2SnCuO3S3,1.4071,-1.6473,0.1339,30.0000,25.3088,0.0368,0.0329,0.0515
K2SnZnBr3I3,1.3384,-1.2284,0.3601,30.0000,25.3953,0.0368,0.0329,0.0592
K2TaFeS3Br3,1.3769,-1.4143,0.5472,30.0000,25.4099,0.0368,0.0329,0.0534
K2NbFeS3I3,1.3590,-1.1938,0.4531,30.0000,25.3772,0.0368,0.0329,0.0563
Na2NbZnSe3Cl3,1.3901,-1.3185,0.2722,30.0000,25.3544,0.0368,0.0329,0.0527
K2NbCuO3I3,1.4040,-1.6675,0.4835,30.0000,25.3639,0.0368,0.0329,0.0505
K2FeSbO3Br3,1.4540,-1.4960,0.1338,30.0000,25.2205,0.0368,0.0329,0.0488
Na2MnBiO3I3,1.3433,-1.2767,0.4563,30.0000,25.3732,0.0368,0.0329,0.0587
Na2NbFeS3I3,1.3575,-1.0802,0.4635,30.0000,25.4041,0.0368,0.0329,0.0563
Na2SnCuS3Se3,1.3484,-0.8146,0.2749,30.0000,25.3530,0.0368,0.0328,0.0577
K2ZrWSe6,1.3527,-1.3208,0.3489,30.0000,25.3796,0.0368,0.0328,0.0576
K2FeMnO6,1.4256,-1.7555,0.0353,30.0000,25.2609,0.0368,0.0329,0.0496
Na2SnZnF3I3,1.3822,-1.9259,0.4541,30.0000,25.3654,0.0368,0.0329,0.0532
K2MnSbO3Se3,1.3269,-1.4010,0.3150,30.0000,25.3835,0.0368,0.0329,0.0620
Na2ZrFeO3Br3,1.4634,-2.0160,0.0583,30.0000,25.2323,0.0368,0.0329,0.0487
Na2MnSbO3Br3,1.3445,-1.5260,0.1291,30.0000,25.3537,0.0368,0.0328,0.0585
K2VTaS3Se3,1.4149,-1.3209,0.7386,30.0000,25.3753,0.0368,0.0329,0.0503
K2VSbO3Se3,1.4351,-1.5340,0.3575,30.0000,25.3318,0.0368,0.0329,0.0492
K2WBiSe3I3,1.3811,-1.0368,0.4595,30.0000,25.3479,0.0368,0.0329,0.0534
K2NbZnSe3Cl3,1.4365,-1.4484,0.2703,30.0000,25.2924,0.0368,0.0329,0.0493
Na2SnNbSe3I3,1.3765,-1.0088,0.5095,30.0000,25.3781,0.0368,0.0329,0.0534
Na2CrMoO3I3,1.3930,-1.4994,0.5332,30.0000,25.3592,0.0368,0.0329,0.0525
Na2ZrSbS3I3,1.4159,-1.2282,0.4681,30.0000,25.3248,0.0368,0.0329,0.0506
Na2NbZnS3I3,1.3506,-1.1273,0.4594,30.0000,25.3773,0.0368,0.0329,0.0582
Na2WBiO3I3,1.3978,-1.3710,0.4473,30.0000,25.3942,0.0368,0.0329,0.0512
Na2MoWS3Se3,1.3545,-1.0357,0.3439,30.0000,25.3570,0.0368,0.0329,0.0572
Na2ZrWS6,1.4307,-1.4891,0.1614,30.0000,25.2671,0.0368,0.0329,0.0498
K2ZrSbSe3I3,1.4036,-1.3285,0.4964,30.0000,25.3377,0.0368,0.0329,0.0510
Na2MnSbO6,1.4493,-2.0736,0.1818,30.0000,25.2152,0.0368,0.0329,0.0493
Na2SbZnSe3I3,1.3588,-0.8947,0.5015,30.0000,25.3704,0.0368,0.0329,0.0560
Na2SnZnCl3I3,1.3603,-1.2080,0.4221,30.0000,25.3752,0.0368,0.0329,0.0558
K2MoWS3Se3,1.4383,-1.1034,0.3390,30.0000,25.3158,0.0368,0.0329,0.0493
K2SnNbSe3I3,1.3579,-1.1435,0.4999,30.0000,25.3463,0.0368,0.0329,0.0557
Na2NbCuO3Br3,1.3187,-1.7627,0.1175,30.0000,25.2710,0.0368,0.0328,0.0649
K2CrMnS3I3,1.3936,-1.1787,0.4270,30.0000,25.3353,0.0368,0.0329,0.0521
K2MnSbO3Cl3,1.4545,-1.8009,0.1614,30.0000,25.2547,0.0368,0.0329,0.0488
Na2SnSbSe3Br3,1.4208,-1.0344,0.2688,30.0000,25.2830,0.0368,0.0329,0.0501
K2SnSbSe3I3,1.3492,-0.9769,0.5001,30.0000,25.3638,0.0368,0.0329,0.0580
Na2SnTaSe3Br3,1.4050,-1.3563,0.5876,30.0000,25.3558,0.0368,0.0329,0.0512
Na2MnBiO3Br3,1.4468,-1.4711,0.1364,30.0000,25.2422,0.0368,0.0329,0.0492
Na2SnMoS3Se3,1.3427,-0.9646,0.3543,30.0000,25.3862,0.0368,0.0328,0.0580
Na2MnBiO6,1.3042,-1.9165,0.1813,30.0000,25.2939,0.0368,0.0328,0.0678
Na2ZrWS3Se3,1.3329,-1.3269,0.2780,30.0000,25.3333,0.0368,0.0329,0.0615
Na2CrMnS3I3,1.3163,-1.1144,0.4367,30.0000,25.3365,0.0368,0.0329,0.0631
Na2MnBiO3Se3,1.3869,-1.3257,0.2993,30.0000,25.3180,0.0368,0.0329,0.0530
Na2MoMnS6,1.3242,-1.1313,0.1966,30.0000,25.3240,0.0368,0.0328,0.0633
K2SnCrS3Se3,1.3189,-1.0546,0.2724,30.0000,25.3416,0.0368,0.0329,0.0651
K2VCuO3Br3,1.3155,-1.7382,0.0973,30.0000,25.3029,0.0368,0.0328,0.0652
K2SnMnO3Se3,1.3441,-1.4967,0.2797,30.0000,25.3210,0.0368,0.0328,0.0588
K2SnBiSe3I3,1.3912,-0.9973,0.4728,30.0000,25.3587,0.0368,0.0329,0.0526
K2CrMnSe3I3,1.3502,-1.1763,0.4755,30.0000,25.3403,0.0368,0.0329,0.0578
K2SnFeO3Br3,1.4619,-1.4316,0.0977,30.0000,25.2507,0.0368,0.0329,0.0487
K2MnBiO3Br3,1.3088,-1.5192,0.1416,30.0000,25.3075,0.0368,0.0328,0.0674
Na2SnNbS3Br3,1.3597,-1.2332,0.1541,30.0000,25.3324,0.0368,0.0329,0.0559
Na2TiWS6,1.4449,-1.3613,0.1435,30.0000,25.2616,0.0368,0.0329,0.0493
Na2SnFeF3I3,1.3550,-1.9315,0.4581,30.0000,25.3510,0.0368,0.0329,0.0568
K2ZrSbSe3Br3,1.4659,-1.5089,0.2548,30.0000,25.2581,0.0368,0.0329,0.0484
K2MnZnCl3I3,1.4162,-1.3597,0.4020,30.0000,25.3211,0.0368,0.0329,0.0506
K2SnNbSe3Cl3,1.3801,-1.6057,0.3012,30.0000,25.3184,0.0368,0.0329,0.0539
K2SnTaSe3Br3,1.4003,-1.4471,0.5744,30.0000,25.3605,0.0368,0.0329,0.0511
Na2SnCrS3Se3,1.3268,-1.0253,0.2744,30.0000,25.3275,0.0368,0.0329,0.0630
Na2VFeO3Br3,1.4594,-1.8248,0.0724,30.0000,25.2115,0.0368,0.0329,0.0487
Na2WSbO3I3,1.4295,-1.3649,0.4773,30.0000,25.3184,0.0368,0.0329,0.0497
K2NbMnS3I3,1.3418,-1.2095,0.4549,30.0000,25.3516,0.0368,0.0329,0.0591
K2TaCuS3Br3,1.3874,-1.3264,0.5517,30.0000,25.3594,0.0368,0.0329,0.0524
Na2WBiSe3I3,1.4186,-0.9503,0.4662,30.0000,25.2971,0.0368,0.0329,0.0507
K2FeSbO3I3,1.3623,-1.3313,0.4794,30.0000,25.3841,0.0368,0.0329,0.0556
K2SbZnO3I3,1.3654,-1.2818,0.4752,30.0000,25.3309,0.0368,0.0329,0.0550
K2NbSbS3Se3,1.4506,-1.0463,0.3443,30.0000,25.2632,0.0368,0.0329,0.0493
K2VTaSe6,1.3640,-1.3020,0.7323,30.0000,25.3420,0.0368,0.0329,0.0559
K2TaFeSe3Cl3,1.3852,-1.5253,0.6802,30.0000,25.3564,0.0368,0.0329,0.0528
K2NbFeSe3I3,1.3972,-1.2008,0.4949,30.0000,25.2899,0.0368,0.0329,0.0518
Na2ZrSbSe3I3,1.4016,-1.1453,0.5059,30.0000,25.3516,0.0368,0.0329,0.0519
Na2SnFeO3I3,1.3933,-1.3132,0.4630,30.0000,25.3232,0.0368,0.0329,0.0521
Na2TiSbS3I3,1.3328,-1.0646,0.4751,30.0000,25.3425,0.0368,0.0329,0.0614
Na2TaZnSe3Br3,1.3837,-1.3021,0.5842,30.0000,25.3694,0.0368,0.0329,0.0531
K2TaCuO3Br3,1.3385,-1.8290,0.5864,30.0000,25.3214,0.0368,0.0329,0.0597
Na2MnSbO3Se3,1.3279,-1.3561,0.3199,30.0000,25.3283,0.0368,0.0329,0.0620
Na2VMnO3Br3,1.4695,-1.9492,0.0744,30.0000,25.1641,0.0368,0.0329,0.0486
K2ZrWS3Se3,1.4606,-1.3447,0.2761,30.0000,25.1845,0.0368,0.0329,0.0491
Na2VSbO3Se3,1.4172,-1.5255,0.3652,30.0000,25.2858,0.0368,0.0329,0.0505
K2TaFeSe3Br3,1.3775,-1.4354,0.5750,30.0000,25.3151,0.0368,0.0329,0.0544
Na2CrWSe3Br3,1.3278,-1.2174,0.2237,30.0000,25.3244,0.0368,0.0329,0.0622
K2SnZnCl3I3,1.4460,-1.3391,0.4142,30.0000,25.2600,0.0368,0.0329,0.0493
K2NbMnSe3Br3,1.3054,-1.4540,0.2324,30.0000,25.2862,0.0368,0.0329,0.0679
Na2VCuO3I3,1.3261,-1.5184,0.4999,30.0000,25.3317,0.0368,0.0329,0.0623
K2MnBiO3I3,1.4312,-1.4081,0.4471,30.0000,25.2737,0.0368,0.0329,0.0500
Na2TaFeSe3Cl3,1.3493,-1.4278,0.7030,30.0000,25.3769,0.0368,0.0329,0.0583
Na2TaZnSe3I3,1.3815,-1.1331,0.7744,30.0000,25.3517,0.0368,0.0329,0.0531
K2SnFeF3I3,1.3619,-1.9812,0.4478,30.0000,25.3699,0.0368,0.0329,0.0557
K2MnZnF3I3,1.4423,-2.0860,0.4339,30.0000,25.2711,0.0368,0.0329,0.0494
Na2MoBiO3I3,1.4336,-1.3183,0.5123,30.0000,25.3107,0.0369,0.0329,0.0496
Na2NbMnS3I3,1.3341,-1.1527,0.4653,30.0000,25.3382,0.0369,0.0329,0.0611
K2TaMnSe3I3,1.3486,-1.2415,0.7636,30.0000,25.3704,0.0369,0.0329,0.0577
K2TaCuSe3Cl3,1.3655,-1.4112,0.6831,30.0000,25.3568,0.0369,0.0329,0.0550
K2SnFeO3I3,1.4420,-1.3200,0.4524,30.0000,25.2391,0.0369,0.0329,0.0491
K2WSbSe3I3,1.3519,-0.9104,0.4838,30.0000,25.3481,0.0369,0.0329,0.0574
K2TiMoS6,1.3101,-1.4853,0.2086,30.0000,25.3408,0.0369,0.0328,0.0665
K2TaZnSe3Br3,1.3334,-1.4310,0.5702,30.0000,25.3382,0.0369,0.0329,0.0607
K2CrMnO3S3,1.4633,-1.7014,0.0585,30.0000,25.1971,0.0369,0.0329,0.0485
Na2SbZnS3I3,1.4457,-0.8888,0.4614,30.0000,25.2509,0.0369,0.0329,0.0496
K2NbMnSe3I3,1.3447,-1.2214,0.4964,30.0000,25.3265,0.0369,0.0329,0.0588
Na2MnSbO3I3,1.3343,-1.3294,0.4933,30.0000,25.3374,0.0369,0.0329,0.0606
Na2SnNbS3I3,1.4412,-1.0319,0.4723,30.0000,25.2735,0.0369,0.0329,0.0492
Na2CrMnO3S3,1.4806,-1.6513,0.0391,30.0000,25.1179,0.0369,0.0329,0.0485
K2TiBiSe3I3,1.4530,-1.2300,0.4738,30.0000,25.2704,0.0369,0.0329,0.0488
K2WSbSe3Cl3,1.4509,-1.2548,0.3048,30.0000,25.2266,0.0369,0.0329,0.0490
K2TaCuSe3I3,1.3440,-1.1595,0.7634,30.0000,25.3384,0.0369,0.0329,0.0580
Na2WSbS3I3,1.4427,-0.9437,0.4561,30.0000,25.2900,0.0369,0.0329,0.0497
Na2VMnO3I3,1.4543,-1.8698,0.4963,30.0000,25.2705,0.0369,0.0329,0.0489
Na2MnCuF3I3,1.4381,-1.9198,0.4549,30.0000,25.2392,0.0369,0.0329,0.0498
Na2NbTaS6,1.4271,-1.4160,0.7553,30.0000,25.3267,0.0369,0.0330,0.0498
K2NbZnSe3I3,1.3649,-1.1930,0.4913,30.0000,25.3337,0.0369,0.0329,0.0554
K2WSbS3I3,1.4593,-1.0205,0.4479,30.0000,25.2353,0.0369,0.0329,0.0488
K2TaMnSe3Cl3,1.4121,-1.5698,0.6824,30.0000,25.2829,0.0369,0.0329,0.0511
K2SnSbSe3Br3,1.4609,-1.1347,0.2675,30.0000,25.2223,0.0369,0.0329,0.0487
Na2TaCuO3I3,1.3547,-1.6786,0.8423,30.0000,25.3828,0.0369,0.0329,0.0566
Na2MoSbSe3F3,1.4451,-1.7612,0.4049,30.0000,25.2648,0.0369,0.0329,0.0491
Na2CrWS3I3,1.4373,-1.0822,0.4298,30.0000,25.2685,0.0369,0.0330,0.0498
K2SbZnSe3Br3,1.4711,-1.1742,0.2410,30.0000,25.1248,0.0369,0.0329,0.0488
K2MoMnS6,1.4372,-1.2335,0.1997,30.0000,25.2297,0.0369,0.0329,0.0496
K2NbZnS3I3,1.4441,-1.2087,0.4494,30.0000,25.2455,0.0369,0.0329,0.0490
K2MnBiO3S3,1.4534,-1.7007,0.1782,30.0000,25.2087,0.0369,0.0329,0.0489
K2SnZnF3I3,1.4564,-2.0369,0.4441,30.0000,25.2453,0.0369,0.0329,0.0490
Na2NbTaS3Se3,1.3823,-1.2435,0.7442,30.0000,25.3602,0.0369,0.0329,0.0531
Li2MoWS3Se3,1.4421,-1.0264,0.3627,30.0000,25.2469,0.0369,0.0329,0.0493
Na2NbSbS3Se3,1.4479,-0.9988,0.3501,30.0000,25.2277,0.0369,0.0329,0.0492
K2SnMoS3Se3,1.3142,-1.0136,0.3482,30.0000,25.3130,0.0369,0.0329,0.0661
K2TaMnSe3Br3,1.3429,-1.5232,0.5767,30.0000,25.2861,0.0369,0.0329,0.0596
K2MnSbO3Br3,1.2918,-1.5982,0.1355,30.0000,25.2553,0.0369,0.0329,0.0739
Na2TaZnO3I3,1.4205,-1.7163,0.8324,30.0000,25.3306,0.0369,0.0330,0.0504
K2TiSbSe3Cl3,1.4664,-1.6537,0.2923,30.0000,25.1691,0.0369,0.0329,0.0484
K2WSbSe3F3,1.4699,-1.8312,0.3277,30.0000,25.1492,0.0369,0.0329,0.0481
Na2NbCuO3I3,1.3129,-1.5853,0.4960,30.0000,25.2957,0.0369,0.0329,0.0657
K2SnMnCl3I3,1.3129,-1.3319,0.4189,30.0000,25.2946,0.0369,0.0329,0.0655
Na2MnCuCl3I3,1.2954,-1.2207,0.4197,30.0000,25.2884,0.0369,0.0329,0.0713
K2MoSbO3I3,1.4387,-1.3983,0.5402,30.0000,25.2600,0.0369,0.0329,0.0499
K2MoFeSe3Cl3,1.2991,-1.3125,0.3095,30.0000,25.2758,0.0369,0.0329,0.0710
Na2TaCuO3Br3,1.4490,-1.8230,0.6058,30.0000,25.2666,0.0369,0.0329,0.0491
Na2MoSbO3I3,1.4530,-1.3576,0.5542,30.0000,25.2452,0.0369,0.0329,0.0489
K2MnBiO3Cl3,1.4620,-1.7138,0.1646,30.0000,25.1821,0.0369,0.0329,0.0488
Na2NbMnSe3I3,1.3062,-1.1382,0.5067,30.0000,25.3366,0.0369,0.0329,0.0672
Na2MnZnBr3I3,1.3006,-1.1817,0.3500,30.0000,25.2984,0.0369,0.0329,0.0708
Na2TiSbSe3Cl3,1.4656,-1.4347,0.2955,30.0000,25.1546,0.0369,0.0329,0.0489
K2TiWS3Se3,1.4647,-1.3549,0.2708,30.0000,25.1579,0.0369,0.0329,0.0488
Na2TaZnO3F3,1.4131,-2.5398,0.8501,30.0000,25.3066,0.0369,0.0330,0.0511
K2SbZnSe3I3,1.4120,-1.0106,0.4918,30.0000,25.2988,0.0369,0.0329,0.0511
K2FeMnF3I3,1.4525,-2.0286,0.4379,30.0000,25.2348,0.0369,0.0329,0.0492
Na2TaCuS3I3,1.3613,-1.0474,0.7965,30.0000,25.3446,0.0369,0.0329,0.0560
K2NbTaSe6,1.4289,-1.2803,0.7175,30.0000,25.2791,0.0369,0.0330,0.0502
Na2FeSbO3I3,1.4507,-1.3096,0.4914,30.0000,25.2332,0.0369,0.0329,0.0490
K2TaZnSe3I3,1.3849,-1.2249,0.7560,30.0000,25.3470,0.0369,0.0329,0.0529
K2MnSbO3I3,1.3450,-1.4496,0.4813,30.0000,25.3226,0.0369,0.0329,0.0582
Na2TaMnS3I3,1.4046,-1.1816,0.7971,30.0000,25.3205,0.0369,0.0329,0.0517
K2MnCuF3I3,1.4718,-2.0026,0.4439,30.0000,25.1679,0.0369,0.0329,0.0486
Na2TaCuO3F3,1.4004,-2.6473,0.8681,30.0000,25.3365,0.0369,0.0330,0.0515
K2TiCrS3I3,1.3022,-1.3384,0.4351,30.0000,25.2850,0.0369,0.0329,0.0691
K2CrWSe6,1.2875,-1.1521,0.3476,30.0000,25.2647,0.0369,0.0329,0.0744
Na2TaMnSe3Cl3,1.3101,-1.4723,0.7053,30.0000,25.3037,0.0369,0.0329,0.0663
Na2TiWS3Se3,1.3027,-1.1929,0.2725,30.0000,25.2685,0.0369,0.0328,0.0680
Na2SnMnCl3I3,1.3106,-1.2676,0.4272,30.0000,25.3028,0.0369,0.0329,0.0667
K2TiCrO3S3,1.2872,-2.0487,0.0669,30.0000,25.2307,0.0369,0.0329,0.0739
K2TiSbS3I3,1.4613,-1.2521,0.4646,30.0000,25.2200,0.0369,0.0329,0.0487
Na2CrWS3Se3,1.2974,-1.1286,0.2718,30.0000,25.2618,0.0369,0.0329,0.0717
Na2TaFeS3Br3,1.3259,-1.2669,0.5633,30.0000,25.3184,0.0369,0.0329,0.0637
Na2FeMnF3I3,1.4469,-1.9780,0.4487,30.0000,25.2317,0.0369,0.0329,0.0493
Na2SnBiSe3I3,1.4469,-0.8812,0.4804,30.0000,25.2320,0.0369,0.0329,0.0495
Na2TaCuS3Br3,1.3158,-1.1760,0.5679,30.0000,25.2826,0.0369,0.0329,0.0654
Na2TiCrO3S3,1.4859,-2.0391,0.0479,30.0000,25.0783,0.0369,0.0329,0.0486
Na2FeZnF3I3,1.3023,-1.9375,0.4423,30.0000,25.2706,0.0369,0.0329,0.0695
K2VCuO3I3,1.4431,-1.6074,0.4863,30.0000,25.2354,0.0369,0.0329,0.0496
Na2TaCuO3Cl3,1.4604,-2.0202,0.7707,30.0000,25.2378,0.0369,0.0330,0.0489
Na2VZnSe3Cl3,1.2770,-1.3439,0.2582,30.0000,25.2024,0.0369,0.0329,0.0803
K2SnWSe6,1.3033,-0.9926,0.3577,30.0000,25.2377,0.0369,0.0329,0.0691
K2TaCuO3I3,1.4398,-1.7530,0.8163,30.0000,25.2430,0.0369,0.0330,0.0494
K2VNbS6,1.2850,-1.4502,0.2011,30.0000,25.2313,0.0369,0.0329,0.0750
K2MnSbF3I3,1.4718,-2.0907,0.4764,30.0000,25.2052,0.0369,0.0329,0.0488
K2NbCuO3Cl3,1.4940,-1.9964,0.1485,30.0000,25.1060,0.0369,0.0330,0.0481
Na2MnSbF3I3,1.4613,-2.0062,0.4880,30.0000,25.1819,0.0369,0.0329,0.0488
Na2TaFeSe3I3,1.4373,-1.0813,0.7808,30.0000,25.2845,0.0369,0.0330,0.0496
K2WSbO3I3,1.4911,-1.3902,0.4678,30.0000,25.1112,0.0369,0.0329,0.0485
Na2CuZnF3I3,1.2915,-1.9005,0.4485,30.0000,25.3009,0.0369,0.0329,0.0731
K2SnVS3I3,1.2959,-1.1541,0.4637,30.0000,25.2699,0.0369,0.0329,0.0709
Na2WSbSe3I3,1.2971,-0.9042,0.4920,30.0000,25.2966,0.0369,0.0329,0.0706
Na2TaZnO3Br3,1.4582,-1.8426,0.5943,30.0000,25.2105,0.0369,0.0330,0.0492
Na2WFeSe3I3,1.4672,-0.9602,0.4665,30.0000,25.1718,0.0369,0.0329,0.0489
Na2SnMnS3Se3,1.2919,-0.9856,0.2676,30.0000,25.2568,0.0369,0.0329,0.0725
Na2SnSbS3I3,1.4714,-0.8726,0.4737,30.0000,25.1402,0.0369,0.0330,0.0486
Na2TaCuSe3Cl3,1.3173,-1.2861,0.7058,30.0000,25.3057,0.0369,0.0329,0.0634
Na2MoFeO3Cl3,1.4963,-1.5971,0.1854,30.0000,25.0823,0.0369,0.0330,0.0482
K2TaCuS3I3,1.4382,-1.1710,0.7739,30.0000,25.2301,0.0369,0.0330,0.0493
K2SbZnO3Br3,1.2680,-1.4481,0.1344,30.0000,25.1634,0.0369,0.0329,0.0820
K2WFeSe3I3,1.4909,-1.0344,0.4586,30.0000,25.1275,0.0369,0.0330,0.0483
K2MoMnS3Se3,1.2781,-1.1025,0.3258,30.0000,25.2411,0.0369,0.0329,0.0781
Na2SnSbO3I3,1.4785,-1.2762,0.4980,30.0000,25.1693,0.0369,0.0329,0.0483
Na2MoBiS3I3,1.3011,-0.9272,0.4891,30.0000,25.2465,0.0369,0.0329,0.0688
K2TiWSe6,1.3045,-1.2772,0.3485,30.0000,25.2606,0.0369,0.0329,0.0697
Na2TiSbSe3I3,1.2846,-1.0390,0.5137,30.0000,25.2370,0.0369,0.0329,0.0745
Na2SnWSe6,1.2783,-0.9807,0.3624,30.0000,25.2449,0.0369,0.0329,0.0775
Na2TaMnSe3I3,1.3192,-1.1455,0.7825,30.0000,25.3169,0.0369,0.0329,0.0648
Na2CrMoO3Br3,1.4926,-1.6214,0.1589,30.0000,25.0817,0.0369,0.0329,0.0483
K2TaFeSe3I3,1.4738,-1.2228,0.7620,30.0000,25.1817,0.0369,0.0329,0.0487
Na2WFeSe3Br3,1.2801,-1.0935,0.2176,30.0000,25.2399,0.0369,0.0329,0.0782
K2WFeSe3Br3,1.4982,-1.2404,0.2184,30.0000,25.0411,0.0369,0.0329,0.0484
Na2NbZnSe3I3,1.2823,-1.0993,0.5012,30.0000,25.2690,0.0369,0.0329,0.0777
Na2VFeSe3F3,1.4827,-2.1497,0.2896,30.0000,25.1043,0.0369,0.0329,0.0484
K2TiInSe3I3,1.3971,-1.3532,1.3725,30.0000,25.3918,0.0370,0.0330,0.0520
Na2MnBiO3Cl3,1.5031,-1.6978,0.1595,30.0000,25.0088,0.0370,0.0329,0.0482
Na2TiInSe3Br3,1.4200,-1.4274,1.3355,30.0000,25.2890,0.0370,0.0330,0.0505
Na2MoSbO3Br3,1.4990,-1.4322,0.2327,30.0000,25.0354,0.0370,0.0330,0.0482
K2SnTaSe3I3,1.4632,-1.2658,0.7497,30.0000,25.1855,0.0370,0.0330,0.0487
Na2SnMnF3I3,1.4894,-2.0009,0.4600,30.0000,25.0891,0.0370,0.0330,0.0485
K2TiCrO3Se3,1.5074,-2.0824,0.2604,30.0000,25.0207,0.0370,0.0330,0.0483
Na2FeMnO3Se3,1.4996,-1.3860,0.2419,30.0000,25.0386,0.0370,0.0330,0.0482
Na2NbFeO3Cl3,1.5119,-2.0747,0.1230,30.0000,24.9918,0.0370,0.0329,0.0484
K2VMnSe3Br3,1.2748,-1.4487,0.2191,30.0000,25.2268,0.0370,0.0329,0.0798
Na2SnMnBr3I3,1.2731,-1.1743,0.3683,30.0000,25.1823,0.0370,0.0329,0.0806
K2WSbO3Br3,1.4936,-1.4304,0.1855,30.0000,25.0338,0.0370,0.0329,0.0485
Na2VZnO3I3,1.4831,-1.5571,0.4890,30.0000,25.1172,0.0370,0.0330,0.0484
K2VFeO3Br3,1.5099,-1.8714,0.0836,30.0000,24.9679,0.0370,0.0329,0.0482
Na2MoInS3I3,1.3578,-0.9793,1.5427,30.0000,25.3668,0.0370,0.0330,0.0561
K2MnInO3Br3,1.4143,-1.6716,1.5236,30.0000,25.3178,0.0370,0.0330,0.0510
