Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst
K2SnFeO3Cl3,1.6642,-1.8002,0.1114,30.0000,23.6675,0.0380,0.0333,0.0500
K2GeMnBr6,1.2403,-1.4346,4.9832,30.0000,24.9706,0.0380,0.0336,0.1088
Na2GeFeO3Br3,1.4170,-1.5063,7.3523,30.0000,25.3622,0.0380,0.0339,0.0523
Na2TiGaSe3Cl3,1.6269,-1.5962,1.8324,30.0000,24.0745,0.0380,0.0334,0.0497
Na2TiSbO3Br3,1.6631,-1.9221,0.1354,30.0000,23.6790,0.0380,0.0333,0.0499
K2VMnO3Cl3,1.6638,-2.0701,0.0972,30.0000,23.6640,0.0380,0.0333,0.0500
K2MnInSe6,1.1559,-1.0723,1.4092,30.0000,24.2484,0.0380,0.0332,0.2738
K2MnSbO6,1.6596,-2.0039,0.1869,30.0000,23.6974,0.0380,0.0333,0.0499
K2GeCrO3I3,1.5136,-1.4663,5.8032,30.0000,24.9776,0.0380,0.0338,0.0495
K2SnInS3I3,1.6327,-1.0550,1.4098,30.0000,23.9631,0.0380,0.0334,0.0498
Na2GeCuS3Se3,1.4537,-0.8108,6.8069,30.0000,25.1949,0.0380,0.0339,0.0509
Na2MoWO3S3,1.6639,-1.6098,0.2599,30.0000,23.6557,0.0380,0.0333,0.0501
Na2GeVSe3F3,1.3746,-2.0778,7.5908,30.0000,25.3830,0.0380,0.0339,0.0558
K2ZrMoSe6,1.1374,-1.3443,0.4057,30.0000,24.0681,0.0380,0.0331,0.3183
Na2VFeSe3I3,1.1334,-1.0388,0.5086,30.0000,24.0032,0.0380,0.0331,0.3453
K2NbCuSe3Cl3,1.1381,-1.3862,0.2807,30.0000,24.0108,0.0380,0.0331,0.3267
K2CrMoS3I3,1.1325,-1.1319,0.4909,30.0000,24.0308,0.0380,0.0331,0.3206
Li2GeTaS3Br3,1.5062,-1.2305,6.1948,30.0000,25.0167,0.0380,0.0338,0.0497
Na2SnMoO3Se3,1.6674,-1.4665,0.3756,30.0000,23.6731,0.0380,0.0333,0.0501
K2TiBiS3I3,1.6610,-1.3413,0.4339,30.0000,23.7152,0.0380,0.0333,0.0498
K2MoWS6,1.6706,-1.1826,0.2457,30.0000,23.5987,0.0380,0.0333,0.0503
Li2GeNbS3Br3,1.2939,-1.2502,6.6852,30.0000,25.2504,0.0380,0.0338,0.0754
Na2GeSbO3I3,1.5336,-1.2833,5.5434,30.0000,24.8411,0.0380,0.0338,0.0496
Na2ZrCrSe3Br3,1.1320,-1.5103,0.2046,30.0000,23.9797,0.0380,0.0331,0.3239
Na2MnInSe3I3,1.1444,-1.0198,1.4021,30.0000,24.2395,0.0380,0.0332,0.2910
Na2SnCrSe3Br3,1.1315,-1.1886,0.2212,30.0000,23.9696,0.0380,0.0331,0.3420
Na2SnTaS3I3,1.6588,-1.0988,0.7776,30.0000,23.6814,0.0381,0.0334,0.0502
K2TiGaS3Br3,1.6401,-1.6049,1.5888,30.0000,23.9300,0.0381,0.0334,0.0501
K2GeTaO3Br3,1.5214,-1.9502,6.0360,30.0000,24.9384,0.0381,0.0338,0.0497
K2SnVSe3Br3,1.1318,-1.4025,0.2479,30.0000,23.9340,0.0381,0.0331,0.3429
Na2CrMoS3Se3,1.1286,-1.0874,0.3387,30.0000,23.9418,0.0381,0.0331,0.3532
Na2ZrBiS3I3,1.6720,-1.2492,0.4375,30.0000,23.6231,0.0381,0.0333,0.0501
Na2VZnSe3Br3,1.1311,-1.2584,0.2160,30.0000,23.9702,0.0381,0.0331,0.3458
Na2GeFeSe3F3,1.3204,-1.7828,7.4636,30.0000,25.3197,0.0381,0.0339,0.0677
Na2GeTaSe3F3,1.5088,-2.1929,6.4523,30.0000,24.9692,0.0381,0.0339,0.0497
K2WBiO3Br3,1.6737,-1.4587,0.1849,30.0000,23.5055,0.0381,0.0333,0.0503
K2SnTaS3I3,1.6638,-1.2326,0.7573,30.0000,23.7080,0.0381,0.0334,0.0502
K2SnVO3Br3,1.6765,-1.8906,0.1403,30.0000,23.5082,0.0381,0.0334,0.0504
K2ZrFeO3I3,1.6715,-1.9806,0.4452,30.0000,23.5573,0.0381,0.0334,0.0503
K2SnCrSe3I3,1.1337,-1.0481,0.4807,30.0000,23.9682,0.0381,0.0331,0.3377
K2GeInSe3I3,1.5616,-0.9721,5.1670,30.0000,24.6563,0.0381,0.0338,0.0498
Na2CrMoS3I3,1.1304,-1.0455,0.5030,30.0000,23.9126,0.0381,0.0331,0.3352
Na2TiWO3Se3,1.6791,-1.9294,0.2862,30.0000,23.5488,0.0381,0.0333,0.0501
Na2SnZnS3Se3,1.6723,-0.9512,0.2641,30.0000,23.5410,0.0381,0.0334,0.0503
K2WFeSe3F3,1.6755,-1.9780,0.2722,30.0000,23.5330,0.0381,0.0334,0.0503
Na2TiCrO3Cl3,1.6807,-2.1440,0.0297,30.0000,23.4797,0.0381,0.0333,0.0504
Na2VNbO3Se3,1.6750,-2.1106,0.3565,30.0000,23.5356,0.0381,0.0334,0.0506
Na2GeInSe3Br3,1.5346,-1.1690,6.0570,30.0000,24.8465,0.0381,0.0338,0.0499
K2GeNbS3Br3,1.2327,-1.3488,5.9553,30.0000,25.0585,0.0381,0.0337,0.1117
Li2GeMoSe6,1.2289,-0.9111,5.5819,30.0000,24.9578,0.0381,0.0337,0.1210
Na2ZrMoS3Se3,1.1245,-1.2459,0.3412,30.0000,23.8873,0.0381,0.0331,0.3590
K2SnMoO3Se3,1.6742,-1.5092,0.3679,30.0000,23.5394,0.0381,0.0334,0.0504
K2GeTaSe3F3,1.5319,-2.1975,6.1323,30.0000,24.9025,0.0381,0.0338,0.0499
Na2TaSbO6,1.6685,-2.4013,0.8786,30.0000,23.6313,0.0381,0.0334,0.0505
K2WGaS3I3,1.6564,-1.1138,1.4209,30.0000,23.7419,0.0381,0.0335,0.0500
K2VNbSe6,1.1274,-1.2809,0.4043,30.0000,23.9033,0.0381,0.0331,0.3590
Li2GeVSe3Cl3,1.2739,-1.3207,7.3188,30.0000,25.2357,0.0381,0.0339,0.0859
Na2MoGaS3Cl3,1.6437,-1.2625,2.1483,30.0000,23.9492,0.0381,0.0336,0.0501
K2GeVO3Br3,1.5105,-1.8473,7.0034,30.0000,24.9818,0.0381,0.0339,0.0496
Na2WFeO3F3,1.6781,-2.5075,0.1393,30.0000,23.4964,0.0382,0.0334,0.0506
K2GeTaSe3Cl3,1.5568,-1.5094,5.6832,30.0000,24.7387,0.0382,0.0338,0.0498
K2GeSbO3I3,1.5736,-1.3169,5.2997,30.0000,24.6111,0.0382,0.0338,0.0497
Na2SnSbO3Br3,1.6802,-1.3759,0.1753,30.0000,23.4674,0.0382,0.0334,0.0504
K2ZrCrSe3Br3,1.1219,-1.5893,0.2062,30.0000,23.8557,0.0382,0.0331,0.3703
Na2VNbS3Se3,1.1292,-1.1899,0.3341,30.0000,23.8680,0.0382,0.0331,0.3618
K2ZrGaS3Br3,1.6584,-1.6250,1.4958,30.0000,23.7553,0.0382,0.0335,0.0503
Na2GeBiO3I3,1.5794,-1.2458,4.9248,30.0000,24.5138,0.0382,0.0338,0.0499
K2VFeS3Br3,1.1168,-1.3781,0.0863,30.0000,23.7804,0.0382,0.0331,0.4024
Li2GeVO3Br3,1.4694,-1.7182,8.0465,30.0000,25.1889,0.0382,0.0340,0.0507
Na2MnSbSe3Br3,1.1225,-1.1526,0.2436,30.0000,23.8072,0.0382,0.0331,0.3675
Na2SnGaO3Br3,1.6588,-1.5525,1.6552,30.0000,23.7210,0.0382,0.0336,0.0504
Na2TiCrS3Se3,1.1206,-1.2823,0.2471,30.0000,23.7842,0.0382,0.0331,0.4126
K2CrWO3Br3,1.6882,-1.6846,0.1211,30.0000,23.4002,0.0382,0.0334,0.0507
K2MnSbS3I3,1.1210,-1.0058,0.4570,30.0000,23.8467,0.0382,0.0332,0.3764
K2GeNbSe3F3,1.5310,-2.1812,6.5921,30.0000,24.9243,0.0382,0.0339,0.0499
Na2SnGaS3I3,1.6629,-0.9448,1.5817,30.0000,23.6574,0.0382,0.0335,0.0505
K2GeSbS3Br3,1.5740,-1.0210,5.6971,30.0000,24.6403,0.0382,0.0338,0.0500
K2MoFeO3Br3,1.6848,-1.6420,0.1553,30.0000,23.4262,0.0382,0.0334,0.0507
K2ZrCrSe3I3,1.1268,-1.3121,0.4760,30.0000,23.8041,0.0382,0.0331,0.3794
K2GeInSe3Br3,1.5603,-1.2187,5.8044,30.0000,24.6826,0.0382,0.0338,0.0499
K2SnSbO3Br3,1.6897,-1.4873,0.1786,30.0000,23.3669,0.0382,0.0334,0.0507
K2GeGaSe3I3,1.5734,-0.9804,5.4700,30.0000,24.5693,0.0382,0.0338,0.0500
Na2ZrCrSe3I3,1.1225,-1.2473,0.4855,30.0000,23.8323,0.0382,0.0331,0.4060
Na2TiMoS3Se3,1.1213,-1.1782,0.3400,30.0000,23.7505,0.0382,0.0332,0.3901
K2SnGaSe3Cl3,1.6589,-1.3523,1.5886,30.0000,23.6932,0.0382,0.0335,0.0504
Na2SnInO3Br3,1.6614,-1.5365,1.4867,30.0000,23.6790,0.0382,0.0335,0.0503
K2SnMnS3Se3,1.1157,-1.0669,0.2660,30.0000,23.7854,0.0382,0.0331,0.4058
K2MnGaO3Cl3,1.6507,-1.8141,2.3224,30.0000,23.8346,0.0382,0.0336,0.0501
K2GeBiO3I3,1.5938,-1.2956,4.7333,30.0000,24.3536,0.0382,0.0338,0.0501
Na2GeNbSe3Br3,1.1986,-1.2363,5.1494,30.0000,24.7137,0.0383,0.0337,0.1672
Na2GeVSe3I3,1.1896,-0.9829,4.8025,30.0000,24.6551,0.0383,0.0336,0.1837
K2NbCuS3Br3,1.1149,-1.3165,0.1239,30.0000,23.6837,0.0383,0.0331,0.4073
Na2TiWSe6,1.1165,-1.1558,0.3533,30.0000,23.7187,0.0383,0.0331,0.4076
Na2GeMnO3Se3,1.5014,-1.4489,7.6246,30.0000,25.0174,0.0383,0.0340,0.0501
K2GeCrO3Br3,1.5374,-1.6183,6.9505,30.0000,24.8799,0.0383,0.0340,0.0499
Na2GeSbS3Br3,1.5748,-0.9490,6.0023,30.0000,24.6393,0.0383,0.0339,0.0497
K2FeSbO3Cl3,1.6939,-1.7904,0.1591,30.0000,23.2745,0.0383,0.0334,0.0509
Li2GeVSe3F3,1.4792,-1.9197,8.1574,30.0000,25.0943,0.0383,0.0341,0.0510
K2GeSbSe3F3,1.5523,-1.9080,6.2822,30.0000,24.6886,0.0383,0.0339,0.0499
K2WGaS3Br3,1.6768,-1.2992,1.3384,30.0000,23.5378,0.0383,0.0335,0.0508
K2GeFeO3Se3,1.5436,-1.3895,7.1247,30.0000,24.8203,0.0383,0.0340,0.0502
K2MoAgS3I3,1.1390,-1.0306,2.3383,30.0000,24.1093,0.0383,0.0334,0.3174
K2MnSbBr3I3,1.1156,-1.2541,0.3849,30.0000,23.6848,0.0383,0.0332,0.4142
K2GeVS3I3,1.1931,-1.1592,5.4355,30.0000,24.7054,0.0383,0.0337,0.1748
Li2WGaO3Br3,1.6735,-1.6041,1.5874,30.0000,23.5601,0.0383,0.0335,0.0508
Na2NbCuS3I3,1.1125,-1.0393,0.4688,30.0000,23.6753,0.0383,0.0332,0.4199
K2ZrCrO3I3,1.6955,-2.0293,0.4536,30.0000,23.2775,0.0383,0.0335,0.0509
Na2GeTaSe3Cl3,1.5762,-1.3903,5.9561,30.0000,24.5700,0.0383,0.0339,0.0499
Na2MoAgS3I3,1.1441,-0.9296,2.4314,30.0000,24.1003,0.0383,0.0334,0.3133
K2MnSbI6,1.1127,-1.1013,0.5829,30.0000,23.7000,0.0383,0.0332,0.4174
K2TiCrO3I3,1.6946,-2.0586,0.4606,30.0000,23.2501,0.0383,0.0335,0.0510
Na2WMnO6,1.6989,-2.1547,0.1426,30.0000,23.1883,0.0383,0.0335,0.0510
Na2SnFeS3Se3,1.1094,-0.8782,0.2657,30.0000,23.6242,0.0383,0.0332,0.4202
Na2MoGaSe3F3,1.6656,-1.8677,1.9570,30.0000,23.6693,0.0383,0.0336,0.0507
K2TiWO3Se3,1.6986,-1.9977,0.2836,30.0000,23.2528,0.0384,0.0334,0.0512
K2GeCrO3Se3,1.5352,-1.5321,7.1887,30.0000,24.8173,0.0384,0.0340,0.0502
K2SnWS3Se3,1.6928,-1.0315,0.2895,30.0000,23.2809,0.0384,0.0334,0.0510
K2VNbO3Se3,1.6986,-2.1500,0.3490,30.0000,23.2403,0.0384,0.0334,0.0510
Na2GeVO3Br3,1.5251,-1.7620,7.4801,30.0000,24.8946,0.0384,0.0340,0.0501
K2TiMoO3Se3,1.6949,-2.0289,0.3551,30.0000,23.2246,0.0384,0.0334,0.0510
K2MoSbSe3I3,1.1135,-0.9211,0.5428,30.0000,23.6882,0.0384,0.0331,0.4115
Na2TaFeO3F3,1.6876,-2.8130,0.8668,30.0000,23.3551,0.0384,0.0335,0.0510
Na2GeCrS3I3,1.1983,-1.0122,5.6566,30.0000,24.7041,0.0384,0.0337,0.1597
K2GeVO3I3,1.5826,-1.7783,5.8423,30.0000,24.5020,0.0384,0.0339,0.0503
K2CrMoSe3I3,1.1129,-1.0602,0.5264,30.0000,23.5978,0.0384,0.0332,0.4238
K2GeWS3Se3,1.6041,-1.0259,5.3307,30.0000,24.3139,0.0384,0.0339,0.0503
K2CuZnBr3I3,1.1127,-1.1874,0.3497,30.0000,23.5428,0.0384,0.0332,0.4170
Na2WFeO3I3,1.7017,-1.4857,0.4436,30.0000,23.2420,0.0384,0.0335,0.0513
Na2GeInO3I3,1.5546,-1.3697,6.7231,30.0000,24.6391,0.0384,0.0340,0.0500
Na2TaMnO3F3,1.6953,-2.8709,0.8709,30.0000,23.2848,0.0384,0.0335,0.0512
Na2TaFeO3Cl3,1.6991,-2.1030,0.7678,30.0000,23.2600,0.0384,0.0335,0.0512
Na2SnGeS3Se3,1.5883,-0.8538,6.1985,30.0000,24.4697,0.0384,0.0340,0.0501
Na2FeMnSe3Br3,1.1051,-1.1933,0.1812,30.0000,23.5645,0.0384,0.0332,0.4261
K2SbCuO3Cl3,1.1051,-1.7824,0.1734,30.0000,23.4775,0.0384,0.0332,0.4314
K2ZrInO3Br3,1.6852,-2.0866,1.4578,30.0000,23.4007,0.0384,0.0336,0.0510
Na2GeWS3Se3,1.6040,-1.0005,5.5889,30.0000,24.3293,0.0384,0.0339,0.0501
Li2GeVO3I3,1.5818,-1.6266,6.4938,30.0000,24.5679,0.0384,0.0340,0.0501
Na2VFeS3Br3,1.1021,-1.2685,0.0763,30.0000,23.4703,0.0384,0.0331,0.4348
Na2GeFeS3Se3,1.2146,-0.8564,6.8960,30.0000,24.8119,0.0384,0.0339,0.1391
K2SbZnO3Cl3,1.7097,-1.8382,0.1594,30.0000,23.1002,0.0384,0.0335,0.0513
K2NbCuSe3I3,1.1053,-1.1295,0.4989,30.0000,23.5725,0.0384,0.0332,0.4267
K2SnGeBr3I3,1.1551,-1.2190,4.1628,30.0000,24.3634,0.0385,0.0336,0.2743
Na2CrWO3Br3,1.7069,-1.6087,0.1145,30.0000,23.0836,0.0385,0.0335,0.0514
K2MoFeO3I3,1.7013,-1.4982,0.5099,30.0000,23.1879,0.0385,0.0335,0.0514
K2WAgO3Cl3,1.6618,-1.7220,2.8514,30.0000,23.6728,0.0385,0.0337,0.0507
K2GeMnCl3I3,1.1825,-1.3630,5.2861,30.0000,24.5228,0.0385,0.0337,0.2079
K2WGaSe3Cl3,1.6896,-1.4177,1.4594,30.0000,23.3533,0.0385,0.0336,0.0511
Na2SnMnO3S3,1.7101,-1.7490,0.1195,30.0000,23.0739,0.0385,0.0335,0.0513
Na2ZrInO3Br3,1.6884,-2.0840,1.5307,30.0000,23.3970,0.0385,0.0336,0.0510
K2GeCuO3S3,1.4764,-1.6298,9.5110,30.0000,25.1298,0.0385,0.0342,0.0510
K2SnInO3I3,1.6907,-1.4322,1.4942,30.0000,23.3314,0.0385,0.0336,0.0508
Na2GeVSe3Br3,1.1765,-1.2461,5.4551,30.0000,24.5366,0.0385,0.0337,0.2144
K2ZrGaSe3Cl3,1.6882,-1.7897,1.6342,30.0000,23.3853,0.0385,0.0336,0.0513
Na2WFeO3Cl3,1.7105,-1.5966,0.1226,30.0000,23.0518,0.0385,0.0335,0.0515
Na2TiFeSe3Br3,1.1008,-1.3654,0.1869,30.0000,23.4352,0.0385,0.0331,0.4291
Na2NbFeO3I3,1.7067,-1.8541,0.4906,30.0000,23.1455,0.0385,0.0335,0.0512
Na2MnSbS3Se3,1.1001,-0.9146,0.3020,30.0000,23.4876,0.0385,0.0332,0.4350
Na2GeVSe3Cl3,1.1992,-1.3041,6.8592,30.0000,24.7649,0.0385,0.0339,0.1674
Li2SnGaSe3F3,1.6819,-1.7647,1.9396,30.0000,23.4552,0.0385,0.0336,0.0511
Li2GeVS3Cl3,1.4548,-1.2775,10.0558,30.0000,25.2800,0.0385,0.0343,0.0517
Li2WGaSe3I3,1.6903,-0.9567,1.4024,30.0000,23.3611,0.0385,0.0335,0.0511
K2ZrGaO3Br3,1.6864,-2.0815,1.6224,30.0000,23.3697,0.0385,0.0336,0.0508
Na2MoAgO3F3,1.6441,-2.3031,4.2252,30.0000,23.9134,0.0385,0.0338,0.0509
Li2GeTaSe3Cl3,1.5991,-1.3046,6.2704,30.0000,24.3758,0.0385,0.0340,0.0505
K2SnBiS3I3,1.7069,-1.0149,0.4360,30.0000,23.0822,0.0385,0.0335,0.0512
Na2GeVS3Cl3,1.5042,-1.3273,9.1864,30.0000,25.0722,0.0385,0.0342,0.0506
Na2ZrGaSe3F3,1.6870,-2.3246,1.8861,30.0000,23.4293,0.0385,0.0336,0.0511
Na2MnGaSe3I3,1.1156,-1.0245,1.5088,30.0000,23.6903,0.0385,0.0333,0.4134
K2MoAgO3Cl3,1.6612,-1.6999,3.4517,30.0000,23.7069,0.0385,0.0338,0.0510
Li2GeTaSe3F3,1.5873,-2.1450,6.8226,30.0000,24.4849,0.0385,0.0341,0.0503
Na2GeTaO3Br3,1.5971,-1.9063,6.3541,30.0000,24.3654,0.0385,0.0341,0.0503
K2ZrSbO3I3,1.7133,-1.8590,0.4816,30.0000,23.0368,0.0385,0.0335,0.0515
Na2ZrWO3Se3,1.7117,-1.9327,0.2912,30.0000,23.0167,0.0385,0.0335,0.0516
Na2WSbO3F3,1.7181,-2.3140,0.2408,30.0000,22.9645,0.0385,0.0335,0.0517
Na2VMnO3Cl3,1.7229,-2.0077,0.0824,30.0000,22.9441,0.0386,0.0335,0.0517
K2TaFeO3Br3,1.7108,-1.9813,0.5819,30.0000,23.0542,0.0386,0.0335,0.0515
K2GeMoSe6,1.1609,-0.9973,5.0933,30.0000,24.3781,0.0386,0.0337,0.2585
Na2GeGaO3I3,1.5825,-1.3856,7.2483,30.0000,24.5108,0.0386,0.0341,0.0505
Na2GeCuO3Se3,1.2169,-1.3573,7.4978,30.0000,24.8353,0.0386,0.0340,0.1445
Na2SnNbO3Br3,1.7194,-1.9621,0.1577,30.0000,22.9559,0.0386,0.0335,0.0516
K2GeCrS3I3,1.1716,-1.0956,5.3997,30.0000,24.4181,0.0386,0.0338,0.2334
Li2GeVSe3Br3,1.1649,-1.2543,5.7415,30.0000,24.4396,0.0386,0.0338,0.2343
Na2GeVS3I3,1.1667,-1.0368,5.6945,30.0000,24.4403,0.0386,0.0338,0.2457
K2ZrSbO3Br3,1.7181,-1.9588,0.1575,30.0000,22.9387,0.0386,0.0335,0.0517
K2SnGeS3Se3,1.6143,-0.9175,5.8798,30.0000,24.1937,0.0386,0.0340,0.0507
K2ZrGaO3I3,1.6982,-2.0337,1.6624,30.0000,23.2332,0.0386,0.0337,0.0513
Na2NbCuSe3I3,1.1003,-0.9669,0.5091,30.0000,23.3904,0.0386,0.0332,0.4353
K2MnSbO3F3,1.7206,-2.3523,0.1849,30.0000,22.9281,0.0386,0.0335,0.0518
Na2GeCuO3S3,1.4547,-1.5996,10.4265,30.0000,25.2055,0.0386,0.0344,0.0517
K2GeNbO3Br3,1.6060,-1.9520,6.4852,30.0000,24.3370,0.0386,0.0341,0.0505
Na2MnBiSe3I3,1.0958,-0.8743,0.4759,30.0000,23.4110,0.0386,0.0332,0.4369
K2TiFeS3I3,1.0978,-1.2885,0.4268,30.0000,23.3799,0.0386,0.0332,0.4391
Na2SbCuO3Cl3,1.0931,-1.7266,0.1680,30.0000,23.2618,0.0386,0.0332,0.4401
Na2NbTaO3Se3,1.7139,-2.1636,0.7945,30.0000,22.9931,0.0386,0.0336,0.0516
K2ZrBiO3Br3,1.7244,-1.9517,0.1604,30.0000,22.9126,0.0386,0.0335,0.0518
K2TiCrS3Se3,1.0972,-1.3450,0.2465,30.0000,23.3266,0.0386,0.0332,0.4394
K2ZrWO3Se3,1.7206,-2.0077,0.2885,30.0000,22.9153,0.0386,0.0335,0.0519
Na2GeBiS3I3,1.6498,-0.8432,4.6366,30.0000,23.8508,0.0386,0.0339,0.0509
Na2SnZnI6,1.0955,-0.9708,0.5705,30.0000,23.3308,0.0386,0.0333,0.4404
Na2CrMoSe3I3,1.0948,-1.0314,0.5378,30.0000,23.3223,0.0386,0.0332,0.4450
K2GeTaS3I3,1.6424,-1.2345,4.9465,30.0000,23.8781,0.0387,0.0339,0.0511
K2GeVS3Cl3,1.5591,-1.4665,8.4733,30.0000,24.7267,0.0387,0.0342,0.0507
K2SnGeI6,1.1384,-0.9900,3.8412,30.0000,24.0069,0.0387,0.0336,0.3322
Na2MnSbO3F3,1.7287,-2.3870,0.1797,30.0000,22.8933,0.0387,0.0335,0.0517
K2MoMnO3Se3,1.7244,-1.5680,0.3458,30.0000,22.8369,0.0387,0.0336,0.0518
K2GeFeSe3F3,1.1897,-1.9594,6.9985,30.0000,24.6159,0.0387,0.0339,0.1834
Na2TaFeO3I3,1.7165,-1.8482,0.8413,30.0000,22.9907,0.0387,0.0336,0.0517
K2WFeO3Cl3,1.7315,-1.7072,0.1305,30.0000,22.8084,0.0387,0.0336,0.0519
Li2GeWS3Se3,1.6284,-0.9916,5.8874,30.0000,24.0928,0.0387,0.0340,0.0508
K2TiInO3I3,1.7041,-2.0362,1.6037,30.0000,23.1386,0.0387,0.0336,0.0515
K2MoInO3I3,1.7058,-1.5547,1.5801,30.0000,23.1082,0.0387,0.0337,0.0516
K2NbFeO3Cl3,1.7293,-2.1556,0.1326,30.0000,22.8530,0.0387,0.0335,0.0518
Na2MnCuI6,1.0927,-1.0081,0.5793,30.0000,23.3152,0.0387,0.0332,0.4443
K2GeZnI6,1.1362,-1.0958,4.0159,30.0000,24.0136,0.0387,0.0336,0.3273
Na2SnTaO3I3,1.7216,-1.9227,0.8190,30.0000,22.9451,0.0387,0.0336,0.0519
Na2TaSbO3S3,1.7201,-1.8094,0.8037,30.0000,22.9061,0.0387,0.0336,0.0519
Na2MoMnO3S3,1.7324,-1.6553,0.2084,30.0000,22.7932,0.0387,0.0336,0.0522
K2WInO3Br3,1.7182,-1.6870,1.3049,30.0000,22.9838,0.0387,0.0337,0.0518
Na2GeCrO3Br3,1.5956,-1.5993,7.4223,30.0000,24.3704,0.0387,0.0342,0.0508
Na2NbTaO6,1.7230,-2.8900,0.9043,30.0000,22.9247,0.0387,0.0336,0.0517
K2MnGaO6,1.6950,-2.0420,2.7743,30.0000,23.3323,0.0388,0.0338,0.0516
Li2WGaS3I3,1.7131,-0.9898,1.5344,30.0000,23.0394,0.0388,0.0337,0.0519
K2GeMnS3Se3,1.1692,-1.0187,6.5111,30.0000,24.4405,0.0388,0.0339,0.2363
K2SnVO3I3,1.7321,-1.8242,0.4887,30.0000,22.7868,0.0388,0.0336,0.0522
Na2WGaO3I3,1.7135,-1.5467,1.5598,30.0000,23.0409,0.0388,0.0337,0.0519
Na2MoInO3I3,1.7060,-1.5536,1.6432,30.0000,23.0617,0.0388,0.0337,0.0519
Na2GeNbO3Br3,1.6235,-1.8519,6.8884,30.0000,24.1665,0.0388,0.0342,0.0510
Na2CuZnBr3I3,1.0801,-1.1018,0.3543,30.0000,23.0677,0.0388,0.0332,0.4492
K2GeCrSe3I3,1.1374,-1.0389,4.5945,30.0000,23.9931,0.0388,0.0337,0.3480
K2SnMoSe6,1.0825,-0.9885,0.4135,30.0000,23.0928,0.0388,0.0332,0.4498
K2SnZnI6,1.0906,-1.1058,0.5600,30.0000,23.1612,0.0388,0.0333,0.4483
K2MnInO3S3,1.7062,-1.8664,2.0748,30.0000,23.0979,0.0388,0.0337,0.0520
K2FeMnSe6,1.0846,-1.0352,0.3304,30.0000,23.0679,0.0388,0.0332,0.4493
Na2CrMoO3S3,1.7373,-1.7089,0.2190,30.0000,22.6886,0.0388,0.0336,0.0521
K2ZrBiS3I3,1.7326,-1.3796,0.4300,30.0000,22.7503,0.0388,0.0336,0.0523
Na2ZrFeSe3Br3,1.0811,-1.4419,0.1978,30.0000,23.0140,0.0388,0.0332,0.4477
K2MnInO6,1.7041,-2.0415,2.3497,30.0000,23.1044,0.0388,0.0338,0.0516
Na2ZrMoO3S3,1.7390,-2.0168,0.2352,30.0000,22.6602,0.0388,0.0336,0.0522
K2TiSbO3I3,1.7336,-1.8641,0.4896,30.0000,22.7303,0.0388,0.0336,0.0525
Na2WMnO3S3,1.7418,-1.6589,0.1393,30.0000,22.5965,0.0388,0.0336,0.0522
K2GeSbSe3Cl3,1.6518,-1.1016,5.7779,30.0000,23.8422,0.0388,0.0341,0.0512
K2MoMnSe6,1.0841,-1.0673,0.4015,30.0000,23.0462,0.0388,0.0332,0.4462
Na2GeMnBr3I3,1.1253,-1.1553,4.6126,30.0000,23.9556,0.0388,0.0337,0.3566
Na2GeFeO3Se3,1.6070,-1.4358,7.6078,30.0000,24.2896,0.0389,0.0343,0.0510
Na2GeZnI6,1.1229,-0.9543,4.1447,30.0000,23.8738,0.0389,0.0337,0.4030
Na2GeCrSe3I3,1.1319,-0.9861,4.7725,30.0000,23.9430,0.0389,0.0337,0.3594
Na2SnGaS3Br3,1.7250,-1.1950,1.5249,30.0000,22.9001,0.0389,0.0337,0.0522
Na2WGaSe3F3,1.7185,-1.8306,1.6480,30.0000,22.9377,0.0389,0.0337,0.0520
Na2GeMoO3Se3,1.6211,-1.4745,7.1236,30.0000,24.1345,0.0389,0.0342,0.0510
Na2MnInO3S3,1.7116,-1.7877,2.2393,30.0000,23.0222,0.0389,0.0338,0.0519
K2ZrWO3S3,1.7423,-2.0216,0.1710,30.0000,22.5709,0.0389,0.0336,0.0525
Na2TiBiO3I3,1.7378,-1.7791,0.4638,30.0000,22.6531,0.0389,0.0336,0.0526
K2GeCrSe6,1.1351,-1.0469,5.3362,30.0000,24.0383,0.0389,0.0338,0.3397
K2GeInO3Br3,1.6180,-1.5800,7.5969,30.0000,24.2218,0.0389,0.0342,0.0510
Na2CrMoSe3Br3,1.0824,-1.2195,0.2699,30.0000,22.9706,0.0389,0.0332,0.4485
Li2GeVS3Br3,1.1691,-1.2330,7.2387,30.0000,24.4294,0.0389,0.0340,0.2341
K2TiInO3Br3,1.7202,-2.0736,1.5482,30.0000,22.9074,0.0389,0.0337,0.0523
K2NbFeO3I3,1.7424,-1.8987,0.4782,30.0000,22.6553,0.0389,0.0337,0.0525
K2CrAgS3I3,1.1022,-1.0418,2.3989,30.0000,23.4304,0.0389,0.0335,0.4451
Na2TiInO3Br3,1.7208,-2.0561,1.6333,30.0000,22.9122,0.0389,0.0338,0.0522
K2SnGaS3Br3,1.7275,-1.2644,1.4560,30.0000,22.8319,0.0389,0.0337,0.0523
K2TiMoSe6,1.0786,-1.2358,0.4088,30.0000,22.9884,0.0389,0.0332,0.4500
