Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst
Na2SbCuO3Br3,0.99945,-1.34692,0.13921,30.00000,19.78328,0.04212,0.03351,0.48211
Rb2VMnO3I3,1.67385,-1.97864,22.23336,30.00000,23.54461,0.04213,0.03657,0.05682
Rb2SnTaO3Br3,1.69475,-2.06326,20.80536,30.00000,23.28762,0.04213,0.03646,0.05692
K2VNbO3S3,1.92331,-2.09948,0.21268,30.00000,19.54845,0.04214,0.03461,0.06141
Na2MoMnO6,1.92277,-2.01783,0.22414,30.00000,19.49459,0.04214,0.03464,0.06070
Rb2CrMnO3I3,1.67734,-1.65941,22.17390,30.00000,23.51166,0.04215,0.03660,0.05673
Rb2SnCuF3I3,1.10296,-1.91078,19.85943,30.00000,23.39558,0.04215,0.03600,0.50949
Na2WInO3Cl3,1.90891,-1.73595,1.70761,30.00000,19.76259,0.04215,0.03480,0.06067
Rb2SnZnI6,1.05856,-1.13217,14.29827,30.00000,22.41060,0.04215,0.03532,0.51772
Rb2MnSbSe3I3,1.07016,-1.01881,16.39391,30.00000,22.78052,0.04216,0.03559,0.52089
Rb2GeMnBr6,1.15156,-1.46261,24.17274,30.00000,24.19139,0.04216,0.03652,0.31969
Rb2MnSbO3Cl3,1.46448,-1.81564,30.79036,30.00000,25.17957,0.04216,0.03732,0.05748
Rb2TiInO3I3,1.68830,-2.03495,21.59724,30.00000,23.37446,0.04217,0.03660,0.05709
K2WFeO3F3,1.92992,-2.53913,0.14680,30.00000,19.45430,0.04218,0.03471,0.06123
Rb2TiGaSe3Br3,1.69277,-1.61187,21.34859,30.00000,23.32019,0.04220,0.03654,0.05717
Rb2GeVSe3Br3,1.15055,-1.35523,24.53989,30.00000,24.20042,0.04220,0.03655,0.35394
Rb2CrMoO3Se3,1.61592,-1.62817,25.79068,30.00000,24.18360,0.04221,0.03690,0.05614
K2GeWS6,1.86132,-1.08134,6.56569,30.00000,20.55953,0.04224,0.03521,0.05987
Rb2CrWO3Se3,1.67941,-1.65408,22.49662,30.00000,23.47455,0.04224,0.03663,0.05726
Rb2WFeO3Br3,1.68522,-1.60744,22.13777,30.00000,23.40685,0.04224,0.03662,0.05679
Rb2VFeSe3F3,1.59210,-2.17927,27.16492,30.00000,24.38515,0.04225,0.03703,0.05616
Rb2GeTaO3I3,1.67475,-1.89119,22.71962,30.00000,23.52259,0.04225,0.03664,0.05700
Na2GeCrO3Cl3,1.82400,-1.68064,10.44516,30.00000,21.23838,0.04226,0.03556,0.05920
Rb2GeFeO3Br3,1.34121,-1.56000,32.01354,30.00000,25.33511,0.04227,0.03741,0.07187
Rb2GeNbSe3F3,1.52591,-2.19054,30.03766,30.00000,24.85716,0.04228,0.03731,0.05638
Rb2GeMnO3Se3,1.43394,-1.46797,32.38555,30.00000,25.29171,0.04228,0.03748,0.05843
Na2GeFeCl3I3,1.01497,-1.19786,5.52351,30.00000,20.55167,0.04229,0.03424,0.49790
Rb2MoWS6,1.65541,-1.19681,24.14170,30.00000,23.77941,0.04230,0.03676,0.05678
K2VSbO3S3,1.93145,-1.69232,0.23426,30.00000,19.37481,0.04230,0.03478,0.06149
Rb2GeBiS3I3,1.71194,-0.99757,20.57984,30.00000,23.03234,0.04231,0.03647,0.05753
Rb2MoSbSe3I3,1.06132,-0.96768,15.78792,30.00000,22.49957,0.04233,0.03552,0.52325
Rb2GeWS3Se3,1.64499,-1.03889,24.91810,30.00000,23.84646,0.04234,0.03689,0.05689
Rb2CrMnO3Se3,1.59904,-1.65043,27.55888,30.00000,24.31400,0.04236,0.03711,0.05651
Rb2ZrCrO3Se3,1.63448,-2.08541,25.91905,30.00000,24.00576,0.04236,0.03701,0.05655
K2MoSbO3F3,1.93214,-2.31604,0.32164,30.00000,19.37391,0.04236,0.03476,0.06169
Rb2GeSbO3I3,1.66613,-1.28435,24.06297,30.00000,23.64587,0.04238,0.03683,0.05692
Li2GeVO3F3,1.79340,-2.34476,14.08156,30.00000,21.80272,0.04238,0.03593,0.05896
Rb2NbSbS6,1.61824,-1.08961,26.82896,30.00000,24.16779,0.04239,0.03705,0.05658
Rb2ZrGaSe3F3,1.63374,-2.29503,26.11652,30.00000,24.03527,0.04239,0.03702,0.05691
Rb2MoFeO3Br3,1.64937,-1.65433,25.34411,30.00000,23.85246,0.04243,0.03697,0.05703
Rb2SnTaO3I3,1.75381,-1.94237,17.82738,30.00000,22.36294,0.04244,0.03627,0.05843
Rb2NbCuSe3I3,1.06448,-1.17236,16.73638,30.00000,22.56795,0.04244,0.03567,0.52449
Rb2MnCuBr3I3,1.06361,-1.28223,17.23262,30.00000,22.61869,0.04245,0.03574,0.52674
Rb2TiFeO3Br3,1.61787,-2.06579,27.40368,30.00000,24.23805,0.04245,0.03716,0.05649
Rb2SnGaSe3Cl3,1.68261,-1.32707,23.28365,30.00000,23.40140,0.04246,0.03683,0.05750
Rb2MnGaS6,1.43413,-1.17703,33.25997,30.00000,25.30662,0.04246,0.03761,0.05948
Rb2SnBiO3I3,1.76372,-1.32629,17.00553,30.00000,22.27773,0.04246,0.03623,0.05859
Na2GeCrO6,1.80970,-2.15830,12.72981,30.00000,21.50309,0.04246,0.03588,0.05944
Rb2FeMnO3Se3,1.62028,-1.50126,27.36499,30.00000,24.12759,0.04251,0.03714,0.05682
Rb2WMnS6,1.65595,-1.23567,25.68204,30.00000,23.79437,0.04251,0.03705,0.05710
Li2WGaO3F3,1.91783,-2.39652,2.34735,30.00000,19.58197,0.04252,0.03494,0.06146
Rb2VFeS3Br3,1.13698,-1.40133,25.15425,30.00000,24.03222,0.04253,0.03668,0.41416
Rb2WGaS3Br3,1.71334,-1.32590,21.41488,30.00000,23.00030,0.04253,0.03664,0.05794
Rb2GeFeSe3F3,1.26168,-1.91485,31.84514,30.00000,25.11624,0.04254,0.03742,0.10629
Rb2GeMnS3Se3,1.21155,-1.02623,29.92280,30.00000,24.79439,0.04255,0.03723,0.16988
Rb2TiGaSe3F3,1.62304,-2.31005,28.03429,30.00000,24.17822,0.04256,0.03726,0.05684
Rb2VZnO3Br3,1.64283,-1.74014,26.83774,30.00000,23.88357,0.04260,0.03716,0.05714
Rb2SnCrO3Br3,1.67843,-1.66467,24.54430,30.00000,23.47759,0.04260,0.03695,0.05758
Li2GeWO6,1.85708,-2.17144,9.39729,30.00000,20.75147,0.04260,0.03562,0.06061
Na2GeNbO3Cl3,1.85161,-1.92321,9.37860,30.00000,20.73431,0.04261,0.03564,0.06023
K2GeFeSe3Cl3,1.00995,-1.28109,6.36946,30.00000,20.43979,0.04263,0.03436,0.50341
Li2WGaO3Cl3,1.92680,-1.82444,2.07152,30.00000,19.43844,0.04264,0.03499,0.06190
K2TaMnO3F3,1.93704,-2.96093,0.82220,30.00000,19.21573,0.04264,0.03489,0.06239
Rb2CrMoO3Br3,1.66592,-1.66788,25.51116,30.00000,23.61864,0.04265,0.03704,0.05756
Rb2ZrBiS3I3,1.78468,-1.35557,16.62171,30.00000,21.98455,0.04266,0.03625,0.05968
Na2CrMoO6,1.94439,-2.08325,0.23665,30.00000,19.08759,0.04267,0.03485,0.06267
Rb2NbFeO3Br3,1.67572,-2.01602,25.43386,30.00000,23.59766,0.04268,0.03699,0.05762
Rb2GeVSe3F3,1.54401,-2.12734,32.14852,30.00000,24.81707,0.04271,0.03764,0.05685
K2MnGaO3F3,1.92501,-2.42718,2.69633,30.00000,19.48738,0.04271,0.03508,0.06196
Rb2WGaSe3Cl3,1.73002,-1.41869,21.32961,30.00000,22.79966,0.04272,0.03668,0.05853
Na2ZrWO6,1.94496,-2.77892,0.17262,30.00000,19.05525,0.04273,0.03484,0.06256
K2FeSbS3I3,0.99108,-0.92182,0.45530,30.00000,19.25878,0.04273,0.03360,0.48517
Rb2WInO3I3,1.76748,-1.54439,18.38249,30.00000,22.20181,0.04274,0.03648,0.05921
K2CrWO6,1.94974,-2.20930,0.15834,30.00000,19.06481,0.04274,0.03483,0.06269
Rb2SnMoO3Se3,1.70828,-1.51878,23.27189,30.00000,23.13159,0.04274,0.03687,0.05828
Rb2ZrInO3Br3,1.69417,-2.13938,24.40879,30.00000,23.26299,0.04275,0.03700,0.05802
K2CrAgSe3I3,0.99055,-0.99684,2.12016,30.00000,19.58248,0.04276,0.03381,0.49236
Rb2GeVO3Br3,1.53935,-1.88621,32.32155,30.00000,24.79975,0.04277,0.03767,0.05714
Rb2MnInO3Cl3,1.53984,-1.89657,32.72218,30.00000,24.84203,0.04279,0.03771,0.05684
Rb2SnMoS6,1.65675,-1.07948,26.83399,30.00000,23.72238,0.04282,0.03724,0.05745
Rb2GeVSe3Cl3,1.16955,-1.50275,29.65941,30.00000,24.45758,0.04283,0.03726,0.26999
Rb2TiGaSe3Cl3,1.67817,-1.77508,25.84305,30.00000,23.49109,0.04286,0.03714,0.05821
Rb2GeSbSe3Cl3,1.66876,-1.12003,26.74192,30.00000,23.64256,0.04286,0.03721,0.05781
Rb2SnSbO3Br3,1.72647,-1.53164,22.16907,30.00000,22.82210,0.04288,0.03681,0.05856
Rb2MnSbO6,1.48920,-1.99953,34.83985,30.00000,25.08368,0.04289,0.03788,0.05813
Na2GeGaS3Br3,1.88047,-1.15554,8.05451,30.00000,20.30385,0.04289,0.03555,0.06146
Rb2CrWO3Br3,1.72777,-1.70018,22.26592,30.00000,22.81265,0.04289,0.03685,0.05890
Rb2ZrFeO3Br3,1.68943,-2.09054,25.46759,30.00000,23.36744,0.04290,0.03711,0.05815
Rb2GeFeO3Se3,1.56059,-1.39910,32.33388,30.00000,24.65294,0.04290,0.03770,0.05695
Rb2GeInO3Br3,1.61280,-1.60649,30.32681,30.00000,24.26417,0.04291,0.03754,0.05721
Rb2GeGaSe3Br3,1.69015,-1.24919,24.96504,30.00000,23.29880,0.04291,0.03708,0.05824
Rb2GeMoSe6,1.09474,-0.99809,23.43648,30.00000,23.33255,0.04291,0.03658,0.53396
Rb2SnMnO3S3,1.59010,-1.79022,31.59221,30.00000,24.44560,0.04293,0.03766,0.05725
Rb2SnCrO3Se3,1.69974,-1.50957,24.80929,30.00000,23.22863,0.04293,0.03706,0.05828
Rb2MnBiSe3I3,1.04334,-1.07988,15.05016,30.00000,21.79584,0.04294,0.03553,0.52548
Rb2MnSbO3S3,1.59400,-1.61345,31.43676,30.00000,24.42726,0.04296,0.03766,0.05741
Rb2SnVO3I3,1.75519,-1.82270,20.43554,30.00000,22.40584,0.04297,0.03671,0.05938
Rb2ZrMoO3Se3,1.71266,-2.11569,24.24008,30.00000,23.08321,0.04297,0.03706,0.05849
Na2SnCrSe6,0.98575,-0.99463,0.36192,30.00000,19.13213,0.04297,0.03361,0.48464
Rb2WMnO3Se3,1.73668,-1.59138,22.39706,30.00000,22.72060,0.04298,0.03683,0.05913
Rb2NbTaO3Se3,1.74139,-2.16971,21.76131,30.00000,22.60905,0.04299,0.03685,0.05911
Na2NbFeO3F3,1.96117,-2.67270,0.14479,30.00000,18.83964,0.04300,0.03500,0.06313
Na2SnWO3S3,1.96016,-1.64030,0.19190,30.00000,18.83922,0.04300,0.03499,0.06329
Rb2MnSbBr3I3,1.04669,-1.29471,16.24626,30.00000,21.90666,0.04300,0.03567,0.52771
Rb2NbTaO6,1.64179,-2.88472,29.16881,30.00000,23.97702,0.04301,0.03753,0.05783
Rb2SnFeO3Cl3,1.61560,-1.83536,30.88091,30.00000,24.26472,0.04302,0.03763,0.05777
Rb2GeCuO3Se3,1.18817,-1.36036,31.92543,30.00000,24.64608,0.04303,0.03753,0.22703
Rb2NbFeO3I3,1.75213,-1.90450,20.98337,30.00000,22.41969,0.04304,0.03675,0.05917
K2WBiO3Cl3,1.96135,-1.76572,0.21234,30.00000,18.75595,0.04305,0.03495,0.06383
K2FeMnCl3I3,0.98341,-1.36589,0.40519,30.00000,19.06528,0.04305,0.03364,0.48389
Rb2GeGaO3I3,1.68322,-1.40946,26.77952,30.00000,23.45815,0.04305,0.03727,0.05851
Rb2TiCrSe6,1.07223,-1.34005,20.97271,30.00000,22.70875,0.04308,0.03624,0.53928
Na2SnInO3Cl3,1.94647,-1.74863,1.92645,30.00000,19.02360,0.04310,0.03513,0.06342
Rb2FeMnO3S3,1.47908,-1.65364,36.17160,30.00000,25.17181,0.04310,0.03809,0.05857
Rb2GeCrO3Br3,1.59455,-1.64803,32.23128,30.00000,24.40545,0.04312,0.03781,0.05761
Rb2WFeO3I3,1.78584,-1.50559,18.72317,30.00000,21.93369,0.04313,0.03658,0.06040
Na2GeMnI6,0.99356,-1.01053,4.19018,30.00000,19.65127,0.04317,0.03412,0.49928
Rb2MoInO3Br3,1.72413,-1.69975,24.30364,30.00000,22.86617,0.04317,0.03711,0.05915
Rb2GeGaSe3F3,1.59709,-2.00204,32.46625,30.00000,24.37004,0.04318,0.03782,0.05770
K2ZrWO6,1.96797,-2.78937,0.17727,30.00000,18.66090,0.04318,0.03498,0.06394
Rb2ZrBiO3I3,1.80142,-1.88158,17.50594,30.00000,21.67951,0.04319,0.03655,0.06040
Rb2GeCrO3Se3,1.59901,-1.54548,32.55481,30.00000,24.38509,0.04319,0.03783,0.05776
Na2ZrBiO3Cl3,1.96909,-2.05595,0.18330,30.00000,18.67892,0.04321,0.03498,0.06392
Rb2FeSbO3Cl3,1.62861,-1.80655,30.73320,30.00000,24.04361,0.04322,0.03768,0.05797
Rb2FeMnO3Br3,1.69281,-1.73078,27.05941,30.00000,23.33335,0.04323,0.03738,0.05870
Rb2TiMoO3Se3,1.70501,-2.05042,25.96710,30.00000,23.12432,0.04323,0.03726,0.05893
Rb2GeNbO3I3,1.72424,-1.90276,24.95117,30.00000,22.92395,0.04324,0.03725,0.05918
K2CrMoO3F3,1.97367,-2.60322,0.23314,30.00000,18.63389,0.04324,0.03510,0.06401
Rb2GeVS3Cl3,1.42162,-1.48766,37.85467,30.00000,25.31672,0.04324,0.03826,0.06126
Rb2SnZnS3Se3,1.74722,-1.00477,22.59287,30.00000,22.52350,0.04324,0.03698,0.05954
Rb2TiWO3Se3,1.74639,-2.05018,22.63071,30.00000,22.54281,0.04324,0.03696,0.05971
Rb2SnGeO3Se3,1.65759,-1.37837,29.24804,30.00000,23.71364,0.04325,0.03755,0.05827
K2VFeO3F3,1.97218,-2.65257,0.11219,30.00000,18.63236,0.04326,0.03502,0.06431
Na2SnFeO3F3,1.97379,-2.28392,0.11722,30.00000,18.62249,0.04326,0.03502,0.06432
Rb2TiCrO3Se3,1.68366,-2.10723,27.91365,30.00000,23.43569,0.04328,0.03748,0.05895
Na2SnMoSe6,0.97872,-0.91214,0.42121,30.00000,18.81981,0.04329,0.03358,0.48625
Na2WBiO3Cl3,1.97319,-1.67271,0.21098,30.00000,18.55922,0.04330,0.03506,0.06452
Rb2TaMnO3Cl3,1.68804,-2.20321,28.03833,30.00000,23.39219,0.04330,0.03746,0.05891
K2MoFeO3F3,1.97062,-2.39272,0.21916,30.00000,18.65852,0.04331,0.03504,0.06363
Rb2FeMnSe3Br3,1.05554,-1.30137,20.45712,30.00000,22.38033,0.04332,0.03626,0.54456
Rb2MoInO3I3,1.77580,-1.55106,20.39032,30.00000,22.02448,0.04332,0.03682,0.06035
Rb2NbCuO3Cl3,1.61364,-2.11187,32.06715,30.00000,24.17879,0.04333,0.03783,0.05796
Rb2ZrCrO3S3,1.58511,-2.08299,33.65861,30.00000,24.45367,0.04333,0.03795,0.05769
Rb2SnGaS3Br3,1.74260,-1.24935,23.39752,30.00000,22.59588,0.04336,0.03708,0.05980
Rb2VMnO3Br3,1.69897,-2.03851,27.33404,30.00000,23.24006,0.04336,0.03744,0.05882
Na2GeGaSe3Cl3,1.89795,-1.23946,8.11563,30.00000,19.86045,0.04338,0.03576,0.06249
Rb2ZrBiO3Br3,1.78433,-2.07324,20.42205,30.00000,22.01088,0.04339,0.03681,0.06046
Rb2SnBiO3Br3,1.78801,-1.48236,19.72998,30.00000,21.85456,0.04340,0.03675,0.06032
Rb2VCuO3Cl3,1.57185,-2.07173,35.08498,30.00000,24.61302,0.04342,0.03813,0.05804
Rb2TiCrO3S3,1.50670,-2.10060,37.13799,30.00000,24.98542,0.04343,0.03830,0.05836
Rb2GeVS3Br3,1.13007,-1.39266,29.85915,30.00000,23.95914,0.04344,0.03737,0.45190
K2SnFeO3S3,1.97433,-1.62604,0.12672,30.00000,18.55417,0.04344,0.03511,0.06424
Rb2TiCrO3I3,1.76343,-2.06950,22.40128,30.00000,22.28661,0.04344,0.03700,0.06030
K2WGaO3Cl3,1.96113,-1.82426,1.81166,30.00000,18.79915,0.04346,0.03523,0.06405
Rb2GeSbO3Br3,1.68536,-1.49441,28.86729,30.00000,23.42308,0.04348,0.03763,0.05895
Rb2VCuO3F3,1.37556,-2.63385,39.52229,30.00000,25.38595,0.04348,0.03846,0.06686
Rb2MnGaO3Cl3,1.55982,-1.90240,36.04818,30.00000,24.70107,0.04348,0.03826,0.05780
Rb2FeMnS3Se3,1.08437,-1.08662,25.22856,30.00000,23.11064,0.04349,0.03685,0.54473
Li2GeGaSe3Cl3,1.90136,-1.21016,8.63864,30.00000,19.89487,0.04349,0.03580,0.06275
K2SnTaO3Cl3,1.97714,-2.07211,0.71194,30.00000,18.53735,0.04349,0.03518,0.06475
Rb2VSbSe6,1.04808,-1.02850,19.19070,30.00000,22.00968,0.04349,0.03608,0.54448
Rb2TiInO3Br3,1.72694,-2.12499,26.08724,30.00000,22.88834,0.04353,0.03738,0.05989
Rb2ZrCrO3I3,1.78390,-2.05197,21.11460,30.00000,21.93329,0.04355,0.03690,0.06086
Rb2MoGaO3I3,1.77314,-1.57492,21.61916,30.00000,22.07474,0.04355,0.03699,0.06070
Na2TiCrSe6,0.97914,-1.28155,0.35078,30.00000,18.68485,0.04356,0.03363,0.48756
Na2TiMoSe6,0.97554,-1.17652,0.41714,30.00000,18.62325,0.04356,0.03364,0.48645
Rb2AgGaI6,1.03039,-1.11445,16.37797,30.00000,21.43352,0.04356,0.03571,0.53980
Na2GeCuCl3I3,0.99356,-1.11156,5.47071,30.00000,19.52731,0.04357,0.03431,0.50630
Rb2GeInS3I3,1.75849,-1.01163,23.77005,30.00000,22.42067,0.04357,0.03718,0.06059
Na2SnVO3Cl3,1.98562,-1.89736,0.16227,30.00000,18.42752,0.04357,0.03524,0.06493
Rb2WGaO3I3,1.80118,-1.60623,19.37861,30.00000,21.61837,0.04358,0.03680,0.06116
Rb2SbAgO3S3,1.66609,-1.52369,31.01177,30.00000,23.66108,0.04360,0.03784,0.05883
K2SnBiO3Cl3,1.98196,-1.69859,0.20798,30.00000,18.39333,0.04360,0.03515,0.06497
K2GeCrO3Cl3,1.89879,-1.72399,9.52446,30.00000,19.95765,0.04360,0.03593,0.06329
Rb2GeInO3I3,1.73690,-1.39086,25.21866,30.00000,22.65039,0.04360,0.03728,0.05988
Rb2NbMnO3Br3,1.74112,-2.10042,25.47324,30.00000,22.66782,0.04362,0.03735,0.06038
Rb2FeMnO3Cl3,1.58882,-1.78594,35.31713,30.00000,24.47128,0.04362,0.03819,0.05839
Rb2GeGaO3Br3,1.63562,-1.61256,32.63714,30.00000,23.99454,0.04362,0.03795,0.05870
Rb2ZrCrO3Cl3,1.63553,-2.20878,32.91781,30.00000,23.97159,0.04365,0.03800,0.05881
Rb2SnGaS3I3,1.80263,-1.08644,19.75804,30.00000,21.63531,0.04365,0.03688,0.06130
Li2GeWS6,1.92233,-1.06405,7.46329,30.00000,19.55113,0.04368,0.03580,0.06341
Rb2SbCuO3F3,1.15508,-2.26366,33.52592,30.00000,24.35874,0.04369,0.03780,0.32592
Rb2FeMnO6,1.36872,-1.85299,40.77274,30.00000,25.36717,0.04369,0.03860,0.06747
Na2GeVO3Cl3,1.89021,-1.85277,10.53648,30.00000,20.02193,0.04371,0.03604,0.06310
Rb2GeZnI6,1.03752,-1.14393,18.04602,30.00000,21.66002,0.04371,0.03602,0.54124
Na2ZrCrO3F3,1.98822,-2.80222,0.08437,30.00000,18.29869,0.04372,0.03516,0.06476
Rb2MnInO6,1.56513,-2.03931,37.09423,30.00000,24.64508,0.04372,0.03839,0.05818
Rb2GeZnO3Se3,1.66079,-1.35584,31.81595,30.00000,23.66725,0.04374,0.03791,0.05938
K2GeGaS3Br3,1.92482,-1.23490,7.60193,30.00000,19.48311,0.04376,0.03583,0.06375
K2SnFeS3I3,0.97264,-0.95558,0.42993,30.00000,18.40879,0.04377,0.03366,0.48819
Rb2SbCuO3Cl3,1.11502,-1.81970,30.28378,30.00000,23.65264,0.04383,0.03751,0.52645
Li2GeGaS3Br3,1.91708,-1.14456,8.58132,30.00000,19.59834,0.04384,0.03590,0.06364
Na2GeCrO3F3,1.88313,-2.35660,12.31768,30.00000,20.21051,0.04387,0.03626,0.06335
Rb2MnInO3S3,1.65051,-1.86313,33.41833,30.00000,23.80891,0.04387,0.03816,0.05945
Rb2VTaO3Se3,1.78440,-2.16580,23.06230,30.00000,21.97986,0.04390,0.03729,0.06144
Rb2GeNbO3Br3,1.69272,-2.00281,30.17821,30.00000,23.31388,0.04391,0.03785,0.06009
Rb2CuZnBr3I3,1.02521,-1.25245,17.03747,30.00000,21.34337,0.04392,0.03590,0.54039
Rb2FeMnCl3I3,1.04347,-1.41789,20.37530,30.00000,21.85251,0.04392,0.03627,0.55007
K2SnWO3S3,1.99699,-1.74102,0.19469,30.00000,18.14266,0.04392,0.03527,0.06596
Rb2GeMoO3Se3,1.69358,-1.52225,30.35885,30.00000,23.29689,0.04392,0.03785,0.05990
K2SnCrO3Cl3,1.99471,-1.83801,0.12181,30.00000,18.18188,0.04393,0.03527,0.06551
Rb2GeBiO3Br3,1.75346,-1.51100,25.48721,30.00000,22.38023,0.04394,0.03743,0.06079
K2WInO3Cl3,1.98522,-1.82590,1.61845,30.00000,18.42087,0.04394,0.03535,0.06560
Rb2ZrSbO3I3,1.82267,-1.87317,19.36560,30.00000,21.29488,0.04396,0.03695,0.06222
Rb2SnVO3Br3,1.76539,-1.92584,24.61505,30.00000,22.21923,0.04396,0.03739,0.06111
Rb2GeCuO3S3,1.45754,-1.63124,41.65793,30.00000,25.20527,0.04398,0.03886,0.06043
Rb2SnWO3Se3,1.81319,-1.49457,20.55956,30.00000,21.46116,0.04399,0.03703,0.06217
Rb2TiGaO3I3,1.78719,-2.07638,22.98432,30.00000,21.91464,0.04400,0.03726,0.06157
Rb2NbZnO3Br3,1.76338,-1.89911,25.04228,30.00000,22.28415,0.04402,0.03744,0.06098
K2VTaO6,1.99179,-2.91617,0.89922,30.00000,18.21773,0.04402,0.03533,0.06579
Na2SnInO3F3,1.97866,-2.29906,2.17499,30.00000,18.42476,0.04403,0.03540,0.06582
Rb2ZrFeO3Cl3,1.67894,-2.16575,32.64158,30.00000,23.57592,0.04404,0.03810,0.05983
Rb2SnNbO3Br3,1.78639,-2.04153,23.10153,30.00000,21.89418,0.04407,0.03726,0.06138
Rb2CrMnO3Br3,1.74656,-1.77405,27.25025,30.00000,22.55808,0.04407,0.03763,0.06122
Rb2MoBiSe3I3,1.01454,-0.98723,14.54289,30.00000,20.68608,0.04412,0.03558,0.53636
Rb2SnGeBr6,1.04393,-1.43184,22.38265,30.00000,22.01203,0.04412,0.03650,0.55751
Rb2TiBiO3Br3,1.80719,-2.03081,21.63802,30.00000,21.59292,0.04413,0.03716,0.06207
Li2GeGaS3I3,1.94138,-0.90170,7.07378,30.00000,19.13316,0.04415,0.03587,0.06510
Rb2SbCuO3Br3,1.05435,-1.42509,24.02403,30.00000,22.24090,0.04416,0.03677,0.56002
Rb2MoGaS3Cl3,1.71411,-1.38037,30.21013,30.00000,22.98068,0.04416,0.03792,0.06068
K2ZrCrO6,2.00682,-2.66545,0.09933,30.00000,17.99032,0.04417,0.03532,0.06671
Rb2WGaO3Br3,1.79994,-1.75716,22.85644,30.00000,21.71391,0.04421,0.03733,0.06222
Rb2ZrGaO3Br3,1.76199,-2.14892,26.21910,30.00000,22.27526,0.04422,0.03765,0.06141
Rb2ZrWO3S3,1.76650,-2.06076,26.22109,30.00000,22.24495,0.04423,0.03765,0.06179
Na2NbMnO3F3,2.01061,-2.81778,0.14797,30.00000,17.92794,0.04424,0.03535,0.06678
K2TiCrO6,2.01251,-2.65510,0.05878,30.00000,17.91670,0.04425,0.03533,0.06687
Rb2SbZnO3Cl3,1.72039,-1.86430,30.16287,30.00000,22.89206,0.04427,0.03800,0.06094
Li2GeCuBr6,0.98031,-1.19809,5.42333,30.00000,18.98149,0.04431,0.03434,0.50745
Rb2TaCuO3Cl3,1.75521,-2.15654,27.62595,30.00000,22.44388,0.04431,0.03772,0.06151
Rb2CrMnO3S3,1.64015,-1.73792,36.51043,30.00000,23.94728,0.04436,0.03853,0.05978
K2GeVO3Cl3,1.93299,-1.90016,9.60480,30.00000,19.39392,0.04436,0.03622,0.06497
Rb2ZrSbO3Br3,1.80514,-2.05169,23.05083,30.00000,21.62158,0.04436,0.03740,0.06248
Rb2ZrCrO3Br3,1.78158,-2.13907,25.63674,30.00000,22.04402,0.04437,0.03756,0.06238
Na2SnGaO3Cl3,1.99308,-1.74666,2.20376,30.00000,18.18584,0.04438,0.03558,0.06675
Na2GeVO3F3,1.90500,-2.41294,12.43261,30.00000,19.86804,0.04438,0.03646,0.06464
Rb2VNbO3Se3,1.77743,-2.19609,25.96017,30.00000,22.10121,0.04440,0.03764,0.06208
K2NbSbO3S3,2.01360,-1.76047,0.25413,30.00000,17.84266,0.04441,0.03549,0.06765
K2GeBiO3Cl3,1.96021,-1.68881,6.74759,30.00000,18.88644,0.04444,0.03603,0.06609
Rb2GeGaS3I3,1.78855,-1.00971,25.15304,30.00000,21.87027,0.04446,0.03761,0.06255
Rb2TiCrO3Cl3,1.65192,-2.25150,36.23847,30.00000,23.79199,0.04447,0.03854,0.06046
Rb2MoFeO3Cl3,1.70694,-1.75768,32.41266,30.00000,23.12264,0.04447,0.03828,0.06088
Rb2GeFeO3Cl3,1.56111,-1.77405,41.40502,30.00000,24.64864,0.04448,0.03906,0.05965
Na2GeNbO3F3,1.92474,-2.49862,10.84276,30.00000,19.47970,0.04448,0.03638,0.06536
K2GeCuCl3I3,0.98315,-1.23704,5.23035,30.00000,18.72179,0.04449,0.03433,0.50689
Rb2NbFeO3Cl3,1.70669,-2.17966,32.57291,30.00000,23.10399,0.04449,0.03824,0.06106
K2GeGaSe3Cl3,1.95425,-1.31435,7.66545,30.00000,18.97494,0.04451,0.03610,0.06590
Rb2GeWO3Se3,1.77509,-1.47948,26.59653,30.00000,22.09129,0.04452,0.03772,0.06214
Rb2MnGaO3S3,1.65375,-1.85489,36.89258,30.00000,23.82244,0.04456,0.03863,0.06021
K2CrMoO6,2.01606,-2.11521,0.23673,30.00000,17.74783,0.04456,0.03544,0.06726
Rb2WInO3Br3,1.83237,-1.69386,21.46776,30.00000,21.15551,0.04457,0.03726,0.06334
Rb2SnWS6,1.81366,-1.11323,23.27470,30.00000,21.43716,0.04461,0.03747,0.06314
Rb2MoMnO3Se3,1.78949,-1.56089,25.66072,30.00000,21.82975,0.04462,0.03769,0.06268
