Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst
Li2WGaSe3Cl3,1.60426,-1.25306,1.60183,30.00000,24.29170,0.03778,0.03334,0.04915
K2SnInSe3Br3,1.61397,-1.23424,1.21191,30.00000,24.21195,0.03778,0.03335,0.04934
K2AgInBr3I3,1.20397,-1.18440,2.72651,30.00000,24.79434,0.03778,0.03330,0.14648
Na2SnGeBr3I3,1.25429,-1.14817,4.31020,30.00000,25.10748,0.03778,0.03348,0.09584
Na2AgGaI6,1.20319,-0.93227,2.82307,30.00000,24.79375,0.03778,0.03330,0.15576
K2SnBiO3I3,1.64077,-1.31166,0.45465,30.00000,23.95916,0.03779,0.03329,0.04956
K2VZnO3I3,1.63508,-1.65658,0.47597,30.00000,23.99428,0.03779,0.03327,0.04974
K2WInSe3Br3,1.62282,-1.34743,1.13849,30.00000,24.12045,0.03779,0.03334,0.04957
Na2GeFeO3I3,1.41693,-1.40182,6.05717,30.00000,25.31732,0.03779,0.03372,0.05279
K2TaFeO3Cl3,1.63448,-2.14320,0.73139,30.00000,24.02357,0.03779,0.03331,0.04961
K2SnGaO3I3,1.59867,-1.44334,1.62127,30.00000,24.31888,0.03779,0.03336,0.04936
K2ZrInO3I3,1.61164,-2.02121,1.52784,30.00000,24.24806,0.03779,0.03337,0.04932
Na2GeBiSe3I3,1.53625,-0.84430,4.05119,30.00000,24.83755,0.03780,0.03356,0.04911
K2GeMoS3Se3,1.35843,-1.02125,6.15829,30.00000,25.38458,0.03780,0.03373,0.05821
K2WMnO3Se3,1.64301,-1.59846,0.27647,30.00000,23.87476,0.03780,0.03323,0.04965
K2VZnSe3I3,1.15857,-1.17145,0.49387,30.00000,24.28694,0.03781,0.03307,0.25080
Na2SnGaSe3Br3,1.61886,-1.17040,1.36238,30.00000,24.12943,0.03781,0.03335,0.04952
Na2VFeO3Cl3,1.64514,-1.96310,0.07949,30.00000,23.88637,0.03782,0.03321,0.04979
K2GeMnF3I3,1.47800,-2.06116,5.69237,30.00000,25.15701,0.03782,0.03370,0.05003
K2TiFeO3I3,1.64349,-1.95425,0.45155,30.00000,23.89527,0.03782,0.03328,0.04964
K2GeCrS3Se3,1.40856,-1.05997,6.55234,30.00000,25.36552,0.03782,0.03375,0.05325
Na2MoBiO3Br3,1.64328,-1.38269,0.22539,30.00000,23.90874,0.03782,0.03322,0.04971
K2CrWO3I3,1.64286,-1.56534,0.44204,30.00000,23.93140,0.03783,0.03328,0.04966
K2GeNbSe3Cl3,1.31456,-1.47825,6.03692,30.00000,25.32131,0.03783,0.03368,0.06882
K2GeVSe3I3,1.25074,-1.06915,4.62303,30.00000,25.03896,0.03783,0.03349,0.10106
K2SnCrO3I3,1.63551,-1.49935,0.46052,30.00000,23.95663,0.03783,0.03329,0.04950
Na2VFeSe3Br3,1.15132,-1.28107,0.21659,30.00000,24.23097,0.03783,0.03305,0.26542
K2ZrGaSe3F3,1.60296,-2.30025,1.78642,30.00000,24.24725,0.03783,0.03341,0.04928
K2GeTaS3Br3,1.48496,-1.37581,5.60846,30.00000,25.17141,0.03783,0.03372,0.04990
Na2SnMoS6,1.65025,-1.04887,0.24573,30.00000,23.87901,0.03784,0.03326,0.04998
Na2GeTaS3Br3,1.47779,-1.27180,5.88076,30.00000,25.17888,0.03784,0.03370,0.05007
K2CrWO3Se3,1.64107,-1.65020,0.28279,30.00000,23.89799,0.03784,0.03329,0.04955
K2SnCuO3Se3,1.14983,-1.30990,0.28700,30.00000,24.14865,0.03784,0.03303,0.27894
Na2NbFeO3Br3,1.64991,-1.94359,0.10444,30.00000,23.84206,0.03784,0.03329,0.04955
K2SnSbSe3Cl3,1.64860,-1.14942,0.31018,30.00000,23.83991,0.03785,0.03327,0.04984
K2SnGeBr6,1.24410,-1.39749,4.60535,30.00000,25.05237,0.03785,0.03352,0.10267
K2NbZnO3Br3,1.65441,-1.87249,0.11388,30.00000,23.81331,0.03785,0.03327,0.04974
Na2GeMoS3Se3,1.33766,-0.94214,6.50661,30.00000,25.35837,0.03786,0.03375,0.06154
Na2GeNbSe3Cl3,1.31765,-1.29628,6.37372,30.00000,25.32042,0.03786,0.03371,0.06529
K2AgGaBr3I3,1.19276,-1.19473,2.89073,30.00000,24.68583,0.03786,0.03336,0.17891
Na2SbZnO3Cl3,1.65309,-1.75367,0.15290,30.00000,23.80230,0.03786,0.03325,0.04978
Na2GeZnBr3I3,1.24080,-1.14122,4.55356,30.00000,25.03348,0.03787,0.03353,0.10639
K2GeZnF3I3,1.49910,-2.08150,5.60252,30.00000,25.02636,0.03787,0.03369,0.04989
Na2TiSbO3I3,1.64735,-1.76815,0.50224,30.00000,23.88151,0.03787,0.03332,0.04962
K2CrMoSe6,1.14850,-1.17392,0.40741,30.00000,24.21383,0.03787,0.03307,0.27747
Na2GeCrO3I3,1.46758,-1.41221,6.10238,30.00000,25.20091,0.03787,0.03374,0.05024
K2ZrMoO3Se3,1.65194,-2.07146,0.35515,30.00000,23.83114,0.03787,0.03332,0.05002
Na2SnVO3I3,1.64344,-1.72376,0.50124,30.00000,23.88234,0.03788,0.03333,0.04988
Na2GeInSe3I3,1.50799,-0.93124,5.35363,30.00000,25.02101,0.03788,0.03368,0.04954
K2SnMnI6,1.14709,-1.12164,0.56499,30.00000,24.22214,0.03789,0.03308,0.28077
K2AgGaF3I3,1.20945,-1.98613,3.64228,30.00000,24.81128,0.03789,0.03344,0.14694
K2WMnS6,1.65778,-1.22683,0.14298,30.00000,23.79204,0.03789,0.03327,0.04987
K2GeSbS3I3,1.53924,-0.94894,4.96615,30.00000,24.88833,0.03789,0.03369,0.04934
Na2MnCuBr3I3,1.14743,-1.12411,0.35794,30.00000,24.13419,0.03789,0.03308,0.29349
K2TiFeSe3I3,1.14514,-1.27032,0.47550,30.00000,24.18078,0.03789,0.03311,0.29593
Na2GeGaSe3I3,1.50148,-0.93715,5.67917,30.00000,25.05425,0.03789,0.03375,0.04974
Na2TiCrO3Br3,1.65891,-2.03326,0.03780,30.00000,23.75065,0.03790,0.03327,0.04989
Na2VFeSe3Cl3,1.14813,-1.37095,0.25979,30.00000,24.13612,0.03790,0.03306,0.29393
Na2GeNbS3Br3,1.29838,-1.23367,6.29186,30.00000,25.30282,0.03790,0.03370,0.07312
K2GeCuS3Se3,1.32508,-0.85612,6.42034,30.00000,25.32163,0.03790,0.03373,0.06474
Na2GeMnF3I3,1.48197,-1.94325,5.97988,30.00000,25.16847,0.03791,0.03373,0.04999
K2VFeSe3Cl3,1.14337,-1.52880,0.25842,30.00000,24.15558,0.03791,0.03305,0.28692
Na2SnGeI6,1.21426,-0.94217,3.95749,30.00000,24.88689,0.03791,0.03351,0.13505
Na2ZrBiO3I3,1.65253,-1.89526,0.45771,30.00000,23.83079,0.03791,0.03331,0.04970
K2MnCuBr3I3,1.14230,-1.20653,0.35318,30.00000,24.14990,0.03791,0.03310,0.30827
Na2GeMnBr6,1.25476,-1.32247,5.21732,30.00000,25.11904,0.03791,0.03359,0.09395
K2TiCrSe3I3,1.15197,-1.29060,0.48256,30.00000,24.17167,0.03791,0.03310,0.28835
K2FeMnS3I3,1.14561,-1.13971,0.41883,30.00000,24.15496,0.03792,0.03308,0.30473
K2MoFeSe3I3,1.15080,-1.02363,0.51950,30.00000,24.18288,0.03792,0.03308,0.27851
Na2WGaS3Cl3,1.62325,-1.26400,1.74959,30.00000,24.11971,0.03792,0.03344,0.04966
K2TiCrO3Br3,1.65808,-2.11458,0.05161,30.00000,23.72996,0.03792,0.03331,0.04999
Na2ZrMoO3Se3,1.65881,-1.99496,0.36247,30.00000,23.75056,0.03793,0.03333,0.04989
Na2GeCrS3Se3,1.43135,-1.02416,6.95626,30.00000,25.31094,0.03793,0.03383,0.05145
K2GeFeO3Br3,1.33020,-1.55010,6.88870,30.00000,25.38296,0.03793,0.03381,0.06351
Na2GeTaS3I3,1.53056,-1.11044,5.14187,30.00000,24.85986,0.03793,0.03368,0.04928
K2FeMnO3F3,1.65663,-2.40619,0.03742,30.00000,23.69624,0.03794,0.03328,0.04962
Na2CrMoO3Cl3,1.66180,-1.68163,0.19835,30.00000,23.73178,0.03794,0.03330,0.05019
K2TiGaSe3F3,1.61981,-2.31767,1.91311,30.00000,24.14540,0.03794,0.03339,0.04992
Na2GeMnS3Se3,1.39880,-0.98461,6.91000,30.00000,25.35502,0.03794,0.03386,0.05417
Na2ZrGaO3I3,1.62776,-2.03945,1.73458,30.00000,24.07947,0.03794,0.03342,0.04975
Li2GeMoS3Se3,1.42485,-0.96071,6.91316,30.00000,25.31896,0.03794,0.03383,0.05125
K2GeVSe3F3,1.40664,-2.12950,7.11288,30.00000,25.33223,0.03794,0.03385,0.05300
K2WGaSe3F3,1.62808,-2.02759,1.57535,30.00000,24.04168,0.03794,0.03344,0.04978
K2VFeSe3Br3,1.13742,-1.35390,0.21761,30.00000,24.10116,0.03795,0.03311,0.31896
Na2GeVO3I3,1.49193,-1.63904,6.14417,30.00000,25.09717,0.03796,0.03379,0.04994
K2GeMnO3Se3,1.34884,-1.42640,7.13956,30.00000,25.32212,0.03796,0.03385,0.05941
Na2ZrBiO3Br3,1.66436,-1.97466,0.15650,30.00000,23.68288,0.03796,0.03332,0.05016
Li2GeNbSe3Cl3,1.43224,-1.27311,6.76655,30.00000,25.27827,0.03797,0.03383,0.05101
K2SbCuO3F3,1.13511,-2.22923,0.19786,30.00000,24.03855,0.03797,0.03307,0.31841
K2VZnSe3Br3,1.13849,-1.38335,0.21698,30.00000,24.07182,0.03797,0.03305,0.31116
Na2AgInI6,1.17749,-0.99405,2.67915,30.00000,24.54532,0.03797,0.03336,0.20013
Na2TaSbSe6,1.14866,-1.01655,0.72901,30.00000,24.16341,0.03797,0.03314,0.28548
Na2GeMnCl3I3,1.24737,-1.25959,5.53233,30.00000,25.10048,0.03798,0.03361,0.09981
Na2MoBiSe3I3,1.13920,-0.93155,0.52024,30.00000,24.08922,0.03798,0.03310,0.32788
K2CrMnO3I3,1.65650,-1.64892,0.45165,30.00000,23.80062,0.03798,0.03331,0.04991
K2SnFeO3Cl3,1.66423,-1.80015,0.11136,30.00000,23.66751,0.03798,0.03330,0.05003
K2GeMnBr6,1.24031,-1.43460,4.98318,30.00000,24.97059,0.03798,0.03360,0.10882
Na2GeFeO3Br3,1.41705,-1.50628,7.35234,30.00000,25.36219,0.03798,0.03385,0.05232
Na2TiGaSe3Cl3,1.62688,-1.59624,1.83236,30.00000,24.07446,0.03798,0.03342,0.04972
Na2TiSbO3Br3,1.66306,-1.92211,0.13537,30.00000,23.67903,0.03798,0.03331,0.04990
K2VMnO3Cl3,1.66378,-2.07013,0.09715,30.00000,23.66401,0.03798,0.03331,0.05002
K2MnInSe6,1.15592,-1.07229,1.40925,30.00000,24.24844,0.03799,0.03323,0.27382
K2MnSbO6,1.65962,-2.00392,0.18691,30.00000,23.69736,0.03799,0.03330,0.04988
K2GeCrO3I3,1.51357,-1.46634,5.80319,30.00000,24.97756,0.03799,0.03376,0.04950
K2SnInS3I3,1.63275,-1.05500,1.40982,30.00000,23.96306,0.03799,0.03341,0.04984
Na2GeCuS3Se3,1.45366,-0.81082,6.80695,30.00000,25.19492,0.03800,0.03386,0.05086
Na2MoWO3S3,1.66386,-1.60985,0.25993,30.00000,23.65566,0.03800,0.03333,0.05012
Na2GeVSe3F3,1.37461,-2.07785,7.59084,30.00000,25.38298,0.03800,0.03390,0.05584
K2ZrMoSe6,1.13742,-1.34427,0.40570,30.00000,24.06814,0.03800,0.03306,0.31829
Na2VFeSe3I3,1.13340,-1.03876,0.50857,30.00000,24.00321,0.03801,0.03310,0.34530
K2NbCuSe3Cl3,1.13814,-1.38624,0.28071,30.00000,24.01081,0.03801,0.03307,0.32672
K2CrMoS3I3,1.13250,-1.13186,0.49086,30.00000,24.03084,0.03801,0.03306,0.32065
Li2GeTaS3Br3,1.50618,-1.23049,6.19482,30.00000,25.01675,0.03802,0.03384,0.04969
Na2SnMoO3Se3,1.66737,-1.46655,0.37559,30.00000,23.67314,0.03802,0.03334,0.05014
K2TiBiS3I3,1.66097,-1.34134,0.43394,30.00000,23.71523,0.03803,0.03334,0.04981
K2MoWS6,1.67055,-1.18264,0.24573,30.00000,23.59872,0.03803,0.03334,0.05025
Li2GeNbS3Br3,1.29387,-1.25015,6.68518,30.00000,25.25036,0.03803,0.03376,0.07537
Na2GeSbO3I3,1.53359,-1.28331,5.54344,30.00000,24.84109,0.03803,0.03377,0.04956
Na2ZrCrSe3Br3,1.13196,-1.51026,0.20465,30.00000,23.97966,0.03804,0.03308,0.32389
Na2MnInSe3I3,1.14440,-1.01978,1.40206,30.00000,24.23953,0.03805,0.03320,0.29097
Na2SnCrSe3Br3,1.13147,-1.18855,0.22123,30.00000,23.96963,0.03805,0.03310,0.34196
Na2SnTaS3I3,1.65882,-1.09880,0.77761,30.00000,23.68144,0.03805,0.03337,0.05020
K2TiGaS3Br3,1.64013,-1.60487,1.58881,30.00000,23.92995,0.03805,0.03343,0.05010
K2GeTaO3Br3,1.52143,-1.95019,6.03602,30.00000,24.93840,0.03806,0.03382,0.04969
K2SnVSe3Br3,1.13179,-1.40249,0.24790,30.00000,23.93404,0.03806,0.03308,0.34293
Na2CrMoS3Se3,1.12861,-1.08738,0.33869,30.00000,23.94179,0.03807,0.03310,0.35323
Na2ZrBiS3I3,1.67196,-1.24922,0.43751,30.00000,23.62307,0.03807,0.03335,0.05011
Na2VZnSe3Br3,1.13107,-1.25842,0.21595,30.00000,23.97022,0.03807,0.03309,0.34582
Na2GeFeSe3F3,1.32037,-1.78280,7.46364,30.00000,25.31974,0.03808,0.03391,0.06768
Na2GeTaSe3F3,1.50884,-2.19286,6.45233,30.00000,24.96919,0.03808,0.03386,0.04970
K2WBiO3Br3,1.67372,-1.45866,0.18485,30.00000,23.50546,0.03809,0.03334,0.05032
K2SnTaS3I3,1.66384,-1.23262,0.75725,30.00000,23.70802,0.03809,0.03337,0.05018
K2SnVO3Br3,1.67649,-1.89063,0.14032,30.00000,23.50825,0.03809,0.03339,0.05044
K2ZrFeO3I3,1.67150,-1.98064,0.44519,30.00000,23.55730,0.03810,0.03340,0.05032
K2SnCrSe3I3,1.13374,-1.04808,0.48067,30.00000,23.96818,0.03810,0.03313,0.33769
K2GeInSe3I3,1.56163,-0.97207,5.16702,30.00000,24.65629,0.03810,0.03377,0.04976
Na2CrMoS3I3,1.13037,-1.04547,0.50303,30.00000,23.91255,0.03811,0.03313,0.33516
Na2TiWO3Se3,1.67914,-1.92936,0.28621,30.00000,23.54881,0.03811,0.03334,0.05011
Na2SnZnS3Se3,1.67235,-0.95123,0.26414,30.00000,23.54103,0.03811,0.03336,0.05033
K2WFeSe3F3,1.67550,-1.97796,0.27220,30.00000,23.53303,0.03811,0.03337,0.05029
Na2TiCrO3Cl3,1.68072,-2.14397,0.02975,30.00000,23.47970,0.03811,0.03335,0.05039
Na2VNbO3Se3,1.67505,-2.11064,0.35653,30.00000,23.53556,0.03811,0.03338,0.05059
Na2GeInSe3Br3,1.53457,-1.16901,6.05699,30.00000,24.84652,0.03812,0.03384,0.04993
K2GeNbS3Br3,1.23268,-1.34880,5.95535,30.00000,25.05851,0.03812,0.03370,0.11166
Li2GeMoSe6,1.22887,-0.91110,5.58194,30.00000,24.95784,0.03812,0.03370,0.12099
Na2ZrMoS3Se3,1.12448,-1.24595,0.34122,30.00000,23.88732,0.03812,0.03310,0.35898
K2SnMoO3Se3,1.67423,-1.50919,0.36789,30.00000,23.53945,0.03812,0.03338,0.05038
K2GeTaSe3F3,1.53191,-2.19750,6.13230,30.00000,24.90251,0.03813,0.03384,0.04987
Na2TaSbO6,1.66853,-2.40128,0.87857,30.00000,23.63133,0.03813,0.03342,0.05046
K2WGaS3I3,1.65643,-1.11384,1.42091,30.00000,23.74193,0.03814,0.03348,0.05004
K2VNbSe6,1.12742,-1.28088,0.40434,30.00000,23.90332,0.03814,0.03313,0.35902
Li2GeVSe3Cl3,1.27393,-1.32068,7.31875,30.00000,25.23574,0.03814,0.03387,0.08586
Na2MoGaS3Cl3,1.64371,-1.26253,2.14825,30.00000,23.94921,0.03814,0.03357,0.05007
K2GeVO3Br3,1.51049,-1.84725,7.00337,30.00000,24.98177,0.03815,0.03394,0.04964
Na2WFeO3F3,1.67814,-2.50750,0.13933,30.00000,23.49641,0.03815,0.03335,0.05058
K2GeTaSe3Cl3,1.55682,-1.50943,5.68316,30.00000,24.73873,0.03816,0.03384,0.04976
K2GeSbO3I3,1.57355,-1.31688,5.29969,30.00000,24.61107,0.03816,0.03379,0.04974
Na2SnSbO3Br3,1.68021,-1.37589,0.17535,30.00000,23.46742,0.03817,0.03338,0.05044
K2ZrCrSe3Br3,1.12194,-1.58935,0.20616,30.00000,23.85572,0.03818,0.03309,0.37028
Na2VNbS3Se3,1.12923,-1.18986,0.33407,30.00000,23.86800,0.03818,0.03314,0.36176
K2ZrGaS3Br3,1.65843,-1.62503,1.49583,30.00000,23.75533,0.03818,0.03350,0.05031
Na2GeBiO3I3,1.57937,-1.24580,4.92485,30.00000,24.51379,0.03818,0.03376,0.04992
K2VFeS3Br3,1.11678,-1.37807,0.08631,30.00000,23.78041,0.03819,0.03310,0.40243
Li2GeVO3Br3,1.46937,-1.71824,8.04650,30.00000,25.18895,0.03819,0.03400,0.05074
Na2MnSbSe3Br3,1.12253,-1.15259,0.24355,30.00000,23.80715,0.03819,0.03312,0.36747
Na2SnGaO3Br3,1.65883,-1.55246,1.65520,30.00000,23.72098,0.03820,0.03355,0.05038
Na2TiCrS3Se3,1.12059,-1.28229,0.24709,30.00000,23.78425,0.03820,0.03306,0.41263
K2CrWO3Br3,1.68819,-1.68455,0.12107,30.00000,23.40017,0.03821,0.03336,0.05070
K2MnSbS3I3,1.12100,-1.00580,0.45698,30.00000,23.84669,0.03821,0.03316,0.37643
K2GeNbSe3F3,1.53099,-2.18115,6.59210,30.00000,24.92427,0.03821,0.03391,0.04989
Na2SnGaS3I3,1.66293,-0.94476,1.58174,30.00000,23.65741,0.03821,0.03352,0.05054
K2GeSbS3Br3,1.57404,-1.02098,5.69706,30.00000,24.64028,0.03821,0.03383,0.05001
K2MoFeO3Br3,1.68483,-1.64204,0.15531,30.00000,23.42617,0.03822,0.03339,0.05070
K2ZrCrSe3I3,1.12683,-1.31214,0.47600,30.00000,23.80409,0.03822,0.03313,0.37937
K2GeInSe3Br3,1.56025,-1.21874,5.80439,30.00000,24.68258,0.03822,0.03385,0.04992
K2SnSbO3Br3,1.68969,-1.48735,0.17864,30.00000,23.36692,0.03823,0.03339,0.05074
K2GeGaSe3I3,1.57338,-0.98037,5.47000,30.00000,24.56926,0.03823,0.03381,0.04999
Na2ZrCrSe3I3,1.12251,-1.24733,0.48553,30.00000,23.83228,0.03823,0.03313,0.40598
Na2TiMoS3Se3,1.12131,-1.17821,0.34002,30.00000,23.75049,0.03824,0.03315,0.39013
K2SnGaSe3Cl3,1.65894,-1.35234,1.58862,30.00000,23.69323,0.03824,0.03348,0.05042
Na2SnInO3Br3,1.66138,-1.53651,1.48669,30.00000,23.67901,0.03824,0.03349,0.05033
K2SnMnS3Se3,1.11567,-1.06688,0.26595,30.00000,23.78538,0.03824,0.03314,0.40576
K2MnGaO3Cl3,1.65071,-1.81408,2.32240,30.00000,23.83460,0.03824,0.03360,0.05006
K2GeBiO3I3,1.59375,-1.29559,4.73333,30.00000,24.35358,0.03825,0.03378,0.05013
Na2GeNbSe3Br3,1.19860,-1.23631,5.14937,30.00000,24.71374,0.03825,0.03368,0.16721
Na2GeVSe3I3,1.18955,-0.98293,4.80253,30.00000,24.65513,0.03826,0.03363,0.18369
K2NbCuS3Br3,1.11489,-1.31651,0.12387,30.00000,23.68368,0.03827,0.03310,0.40732
Na2TiWSe6,1.11652,-1.15581,0.35326,30.00000,23.71867,0.03827,0.03312,0.40759
Na2GeMnO3Se3,1.50137,-1.44886,7.62461,30.00000,25.01744,0.03827,0.03404,0.05010
K2GeCrO3Br3,1.53743,-1.61827,6.95047,30.00000,24.87991,0.03828,0.03399,0.04991
Na2GeSbS3Br3,1.57483,-0.94896,6.00228,30.00000,24.63926,0.03828,0.03392,0.04970
K2FeSbO3Cl3,1.69393,-1.79037,0.15906,30.00000,23.27449,0.03830,0.03342,0.05089
Li2GeVSe3F3,1.47922,-1.91972,8.15743,30.00000,25.09433,0.03830,0.03405,0.05095
K2GeSbSe3F3,1.55232,-1.90801,6.28222,30.00000,24.68860,0.03831,0.03393,0.04993
K2WGaS3Br3,1.67681,-1.29915,1.33835,30.00000,23.53782,0.03831,0.03354,0.05081
K2GeFeO3Se3,1.54361,-1.38949,7.12472,30.00000,24.82032,0.03831,0.03400,0.05016
K2MoAgS3I3,1.13897,-1.03057,2.33830,30.00000,24.10933,0.03831,0.03337,0.31737
K2MnSbBr3I3,1.11562,-1.25413,0.38491,30.00000,23.68482,0.03832,0.03316,0.41421
K2GeVS3I3,1.19313,-1.15924,5.43546,30.00000,24.70543,0.03832,0.03375,0.17477
Li2WGaO3Br3,1.67353,-1.60412,1.58736,30.00000,23.56008,0.03832,0.03351,0.05077
Na2NbCuS3I3,1.11254,-1.03927,0.46883,30.00000,23.67529,0.03833,0.03318,0.41986
K2ZrCrO3I3,1.69549,-2.02929,0.45365,30.00000,23.27750,0.03833,0.03345,0.05085
Na2GeTaSe3Cl3,1.57617,-1.39029,5.95609,30.00000,24.57000,0.03833,0.03391,0.04992
Na2MoAgS3I3,1.14409,-0.92961,2.43143,30.00000,24.10026,0.03834,0.03339,0.31328
K2MnSbI6,1.11269,-1.10126,0.58287,30.00000,23.69997,0.03834,0.03317,0.41745
K2TiCrO3I3,1.69455,-2.05863,0.46065,30.00000,23.25007,0.03834,0.03347,0.05099
Na2WMnO6,1.69890,-2.15468,0.14263,30.00000,23.18830,0.03835,0.03346,0.05103
Na2SnFeS3Se3,1.10941,-0.87816,0.26570,30.00000,23.62424,0.03835,0.03315,0.42024
Na2MoGaSe3F3,1.66564,-1.86775,1.95695,30.00000,23.66928,0.03835,0.03359,0.05068
K2TiWO3Se3,1.69865,-1.99774,0.28357,30.00000,23.25284,0.03836,0.03342,0.05123
K2GeCrO3Se3,1.53517,-1.53213,7.18871,30.00000,24.81729,0.03836,0.03401,0.05020
K2SnWS3Se3,1.69285,-1.03153,0.28949,30.00000,23.28088,0.03836,0.03344,0.05099
K2VNbO3Se3,1.69860,-2.15005,0.34896,30.00000,23.24035,0.03836,0.03344,0.05102
Na2GeVO3Br3,1.52508,-1.76198,7.48007,30.00000,24.89460,0.03836,0.03404,0.05012
K2TiMoO3Se3,1.69486,-2.02887,0.35510,30.00000,23.22459,0.03837,0.03343,0.05101
K2MoSbSe3I3,1.11347,-0.92110,0.54280,30.00000,23.68822,0.03837,0.03313,0.41150
Na2TaFeO3F3,1.68762,-2.81296,0.86676,30.00000,23.35506,0.03837,0.03349,0.05104
Na2GeCrS3I3,1.19826,-1.01217,5.65656,30.00000,24.70407,0.03837,0.03374,0.15972
K2GeVO3I3,1.58260,-1.77827,5.84234,30.00000,24.50196,0.03838,0.03390,0.05026
K2CrMoSe3I3,1.11292,-1.06022,0.52636,30.00000,23.59776,0.03838,0.03316,0.42375
K2GeWS3Se3,1.60409,-1.02587,5.33067,30.00000,24.31390,0.03839,0.03392,0.05027
K2CuZnBr3I3,1.11266,-1.18741,0.34973,30.00000,23.54277,0.03839,0.03316,0.41700
Na2WFeO3I3,1.70165,-1.48573,0.44359,30.00000,23.24200,0.03839,0.03346,0.05127
Na2GeInO3I3,1.55464,-1.36967,6.72306,30.00000,24.63906,0.03839,0.03400,0.04999
Na2TaMnO3F3,1.69533,-2.87093,0.87090,30.00000,23.28481,0.03840,0.03353,0.05118
Na2TaFeO3Cl3,1.69905,-2.10296,0.76780,30.00000,23.25995,0.03841,0.03350,0.05119
Na2SnGeS3Se3,1.58834,-0.85382,6.19848,30.00000,24.46975,0.03841,0.03399,0.05013
Na2FeMnSe3Br3,1.10512,-1.19328,0.18123,30.00000,23.56450,0.03842,0.03318,0.42611
K2SbCuO3Cl3,1.10510,-1.78245,0.17336,30.00000,23.47749,0.03842,0.03315,0.43145
K2ZrInO3Br3,1.68523,-2.08664,1.45783,30.00000,23.40074,0.03842,0.03356,0.05098
Na2GeWS3Se3,1.60398,-1.00046,5.58886,30.00000,24.32927,0.03842,0.03393,0.05011
Li2GeVO3I3,1.58183,-1.62662,6.49381,30.00000,24.56791,0.03843,0.03402,0.05012
Na2VFeS3Br3,1.10214,-1.26847,0.07635,30.00000,23.47033,0.03844,0.03314,0.43480
Na2GeFeS3Se3,1.21455,-0.85638,6.89604,30.00000,24.81187,0.03844,0.03389,0.13905
K2SbZnO3Cl3,1.70975,-1.83816,0.15939,30.00000,23.10023,0.03844,0.03348,0.05129
K2NbCuSe3I3,1.10528,-1.12950,0.49886,30.00000,23.57246,0.03845,0.03319,0.42668
K2SnGeBr3I3,1.15512,-1.21903,4.16276,30.00000,24.36343,0.03845,0.03358,0.27429
Na2CrWO3Br3,1.70694,-1.60874,0.11449,30.00000,23.08358,0.03846,0.03348,0.05141
K2MoFeO3I3,1.70133,-1.49816,0.50991,30.00000,23.18793,0.03846,0.03349,0.05137
K2WAgO3Cl3,1.66177,-1.72198,2.85137,30.00000,23.67275,0.03846,0.03370,0.05065
K2GeMnCl3I3,1.18253,-1.36299,5.28612,30.00000,24.52282,0.03846,0.03374,0.20788
K2WGaSe3Cl3,1.68959,-1.41771,1.45944,30.00000,23.35332,0.03846,0.03360,0.05110
Na2SnMnO3S3,1.71010,-1.74902,0.11948,30.00000,23.07391,0.03846,0.03345,0.05133
Na2ZrInO3Br3,1.68836,-2.08397,1.53067,30.00000,23.39703,0.03847,0.03362,0.05096
K2GeCuO3S3,1.47639,-1.62982,9.51102,30.00000,25.12980,0.03847,0.03425,0.05097
K2SnInO3I3,1.69067,-1.43216,1.49425,30.00000,23.33141,0.03847,0.03360,0.05075
Na2GeVSe3Br3,1.17652,-1.24610,5.45515,30.00000,24.53657,0.03848,0.03374,0.21444
K2ZrGaSe3Cl3,1.68815,-1.78973,1.63419,30.00000,23.38526,0.03848,0.03360,0.05129
Na2WFeO3Cl3,1.71047,-1.59660,0.12263,30.00000,23.05180,0.03848,0.03348,0.05150
Na2TiFeSe3Br3,1.10082,-1.36536,0.18689,30.00000,23.43524,0.03848,0.03313,0.42914
Na2NbFeO3I3,1.70667,-1.85414,0.49059,30.00000,23.14549,0.03848,0.03351,0.05121
Na2MnSbS3Se3,1.10008,-0.91464,0.30196,30.00000,23.48757,0.03848,0.03319,0.43500
Na2GeVSe3Cl3,1.19923,-1.30407,6.85921,30.00000,24.76489,0.03848,0.03390,0.16743
Li2SnGaSe3F3,1.68193,-1.76469,1.93960,30.00000,23.45524,0.03849,0.03365,0.05110
Li2GeVS3Cl3,1.45481,-1.27751,10.05577,30.00000,25.28002,0.03850,0.03432,0.05174
Li2WGaSe3I3,1.69033,-0.95670,1.40236,30.00000,23.36113,0.03850,0.03354,0.05111
K2ZrGaO3Br3,1.68644,-2.08148,1.62235,30.00000,23.36967,0.03851,0.03359,0.05084
Na2MoAgO3F3,1.64412,-2.30314,4.22519,30.00000,23.91340,0.03851,0.03381,0.05085
Li2GeTaSe3Cl3,1.59909,-1.30459,6.27035,30.00000,24.37582,0.03852,0.03403,0.05051
K2SnBiS3I3,1.70692,-1.01492,0.43599,30.00000,23.08218,0.03852,0.03350,0.05119
Na2GeVS3Cl3,1.50424,-1.32728,9.18639,30.00000,25.07216,0.03852,0.03425,0.05059
