Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,PCE_Std_Error,PCE_Q10_Worst,PCE_Q90_Best,LCOE_Median,LCOE_Std_Error,LCOE_Q10_Best,LCOE_Q90_Worst
K2GeSbO3I3,1.5736,-1.3169,5.2997,30.0000,24.6696,5.6358,15.6963,29.3681,0.0381,0.0368,0.0337,0.0496
Na2GeFeSe3F3,1.3204,-1.7828,7.4636,30.0000,25.2520,7.5960,10.5092,29.5315,0.0381,0.0948,0.0339,0.0659
K2GeTaSe3F3,1.5319,-2.1975,6.1323,30.0000,24.9132,5.7570,16.0138,29.3601,0.0381,0.0487,0.0338,0.0495
K2MoFeO3Br3,1.6848,-1.6420,0.1553,30.0000,23.4085,5.6582,14.6825,28.9389,0.0381,0.0292,0.0334,0.0508
Na2MoGaS3Cl3,1.6437,-1.2625,2.1483,30.0000,23.9129,5.5908,15.2336,29.0653,0.0381,0.0295,0.0334,0.0500
Na2VNbS3Se3,1.1292,-1.1899,0.3341,30.0000,23.8927,9.9643,1.2962,29.3234,0.0381,0.1398,0.0331,0.3787
K2VZnSe3Br3,1.1385,-1.3833,0.2170,30.0000,23.9819,9.8999,1.6452,29.2721,0.0381,0.1362,0.0331,0.3155
Na2GeBiO3I3,1.5794,-1.2458,4.9248,30.0000,24.5607,5.5894,15.9136,29.2418,0.0381,0.0411,0.0338,0.0494
Na2SnGaO3Br3,1.6588,-1.5525,1.6552,30.0000,23.8424,5.5536,15.1612,28.9452,0.0381,0.0268,0.0335,0.0501
Na2CrMoS3Se3,1.1286,-1.0874,0.3387,30.0000,23.8776,9.9627,1.3350,29.2662,0.0381,0.1400,0.0331,0.3825
K2ZrCrSe3Br3,1.1219,-1.5893,0.2062,30.0000,23.8585,9.9641,1.3544,29.3543,0.0381,0.1396,0.0331,0.3684
K2GeInSe3Br3,1.5603,-1.2187,5.8044,30.0000,24.7208,5.6196,15.9026,29.2856,0.0381,0.0397,0.0339,0.0498
K2GeVO3Br3,1.5105,-1.8473,7.0034,30.0000,24.9982,5.8963,15.9984,29.4307,0.0382,0.0495,0.0339,0.0502
Na2TiCrS3Se3,1.1206,-1.2823,0.2471,30.0000,23.8634,10.0514,1.3530,29.3230,0.0382,0.1391,0.0331,0.3740
K2SnTaS3I3,1.6638,-1.2326,0.7573,30.0000,23.6545,5.5513,14.9979,29.0181,0.0382,0.0221,0.0333,0.0499
K2GeNbSe3F3,1.5310,-2.1812,6.5921,30.0000,24.8448,5.8202,15.9181,29.3696,0.0382,0.0489,0.0339,0.0498
K2GeTaSe3Cl3,1.5568,-1.5094,5.6832,30.0000,24.7255,5.7004,15.8779,29.3143,0.0382,0.0442,0.0338,0.0496
K2SnVO3Br3,1.6765,-1.8906,0.1403,30.0000,23.4640,5.5752,14.8390,28.9433,0.0382,0.0249,0.0333,0.0503
Na2GeNbSe3Br3,1.1986,-1.2363,5.1494,30.0000,24.8222,9.0670,3.8157,29.4819,0.0382,0.1225,0.0336,0.1501
K2CuZnBr3I3,1.1127,-1.1874,0.3497,30.0000,23.8284,10.0441,1.2303,29.3010,0.0382,0.1420,0.0332,0.3996
K2GeCrO3Br3,1.5374,-1.6183,6.9505,30.0000,24.9371,5.8174,15.9671,29.3515,0.0382,0.0506,0.0339,0.0501
K2VFeS3Br3,1.1168,-1.3781,0.0863,30.0000,23.8867,10.1156,1.2018,29.3416,0.0382,0.1423,0.0330,0.4114
K2CrWO3Br3,1.6882,-1.6846,0.1211,30.0000,23.4202,5.5914,14.7009,28.8582,0.0382,0.0232,0.0334,0.0505
Na2GeVSe3I3,1.1896,-0.9829,4.8025,30.0000,24.7546,9.2732,3.0964,29.4982,0.0382,0.1271,0.0336,0.1783
Na2WFeO3F3,1.6781,-2.5075,0.1393,30.0000,23.4856,5.5966,14.8610,28.9648,0.0382,0.0263,0.0334,0.0503
K2ZrFeO3I3,1.6715,-1.9806,0.4452,30.0000,23.4696,5.5889,14.8233,28.9426,0.0382,0.0251,0.0335,0.0502
K2VNbSe6,1.1274,-1.2809,0.4043,30.0000,23.7849,9.8965,1.5518,29.2651,0.0382,0.1380,0.0331,0.3326
K2SnMoO3Se3,1.6742,-1.5092,0.3679,30.0000,23.4621,5.5681,14.7499,28.9622,0.0382,0.0215,0.0334,0.0505
K2WGaS3I3,1.6564,-1.1138,1.4209,30.0000,23.7481,5.5408,15.0260,28.9420,0.0382,0.0297,0.0335,0.0502
Li2GeMoSe6,1.2289,-0.9111,5.5819,30.0000,24.8698,8.8607,4.3322,29.4143,0.0382,0.1197,0.0337,0.1332
K2GeGaSe3I3,1.5734,-0.9804,5.4700,30.0000,24.6069,5.7201,15.6192,29.2492,0.0382,0.0409,0.0338,0.0500
Li2GeVO3Br3,1.4694,-1.7182,8.0465,30.0000,25.1243,6.1331,15.6347,29.4475,0.0382,0.0593,0.0341,0.0509
Na2TaSbO6,1.6685,-2.4013,0.8786,30.0000,23.5364,5.6558,14.6472,28.8554,0.0382,0.0264,0.0335,0.0510
Na2ZrCrSe3I3,1.1225,-1.2473,0.4855,30.0000,23.7750,10.0022,1.3014,29.2404,0.0382,0.1408,0.0332,0.3901
Na2TiWO3Se3,1.6791,-1.9294,0.2862,30.0000,23.3636,5.6795,14.4971,28.8571,0.0382,0.0295,0.0334,0.0507
K2GeNbS3Br3,1.2327,-1.3488,5.9553,30.0000,24.9218,8.7861,4.8703,29.4836,0.0382,0.1181,0.0337,0.1205
Na2MoGaSe3F3,1.6656,-1.8677,1.9570,30.0000,23.7257,5.5869,14.9277,29.0021,0.0382,0.0247,0.0336,0.0505
Na2GeMnO3Se3,1.5014,-1.4489,7.6246,30.0000,25.0783,5.9492,16.0092,29.5413,0.0382,0.0539,0.0340,0.0500
K2GeBiO3I3,1.5938,-1.2956,4.7333,30.0000,24.4061,5.5880,15.5850,29.2345,0.0382,0.0363,0.0338,0.0500
K2SnSbO3Br3,1.6897,-1.4873,0.1786,30.0000,23.2956,5.6688,14.5582,28.8619,0.0382,0.0283,0.0334,0.0509
Na2SnInO3Br3,1.6614,-1.5365,1.4867,30.0000,23.7338,5.6693,14.8545,28.9941,0.0382,0.0298,0.0334,0.0506
K2GeSbSe3F3,1.5523,-1.9080,6.2822,30.0000,24.7321,5.7366,15.7812,29.3564,0.0382,0.0437,0.0339,0.0499
Na2GeSbS3Br3,1.5748,-0.9490,6.0023,30.0000,24.5693,5.5817,15.7861,29.2560,0.0383,0.0376,0.0339,0.0498
Na2MoAgS3I3,1.1441,-0.9296,2.4314,30.0000,24.0949,9.7177,1.8462,29.4164,0.0383,0.1350,0.0333,0.2832
K2SnGaSe3Cl3,1.6589,-1.3523,1.5886,30.0000,23.6643,5.5779,15.0363,29.0215,0.0383,0.0305,0.0335,0.0502
Na2SnGaS3I3,1.6629,-0.9448,1.5817,30.0000,23.6502,5.6177,14.8030,28.9121,0.0383,0.0263,0.0336,0.0506
Na2TiMoS3Se3,1.1213,-1.1782,0.3400,30.0000,23.7165,10.0535,1.2427,29.3012,0.0383,0.1418,0.0331,0.3939
K2SnWS3Se3,1.6928,-1.0315,0.2895,30.0000,23.2823,5.6332,14.4590,28.8097,0.0383,0.0249,0.0334,0.0509
K2GeCrO3Se3,1.5352,-1.5321,7.1887,30.0000,24.8151,5.7572,16.0497,29.2984,0.0383,0.0467,0.0341,0.0498
K2TiWO3Se3,1.6986,-1.9977,0.2836,30.0000,23.3754,5.6260,14.6873,28.8025,0.0383,0.0247,0.0334,0.0507
K2GeSbS3Br3,1.5740,-1.0210,5.6971,30.0000,24.5542,5.6314,15.8585,29.2161,0.0383,0.0400,0.0339,0.0499
Na2NbCuS3I3,1.1125,-1.0393,0.4688,30.0000,23.5745,10.1067,1.0826,29.2924,0.0383,0.1432,0.0331,0.4257
K2MnGaO3Cl3,1.6507,-1.8141,2.3224,30.0000,23.7374,5.6309,14.9633,29.0730,0.0383,0.0337,0.0335,0.0508
Na2MnSbSe3Br3,1.1225,-1.1526,0.2436,30.0000,23.6174,10.0045,1.2771,29.2217,0.0383,0.1410,0.0331,0.3976
K2NbCuS3Br3,1.1149,-1.3165,0.1239,30.0000,23.6719,10.1201,1.0622,29.2395,0.0383,0.1440,0.0331,0.4285
K2TiMoO3Se3,1.6949,-2.0289,0.3551,30.0000,23.3146,5.6487,14.5881,28.8325,0.0383,0.0256,0.0334,0.0511
Na2TaFeO3F3,1.6876,-2.8130,0.8668,30.0000,23.3727,5.5464,14.7650,28.8696,0.0383,0.0216,0.0336,0.0509
K2GeWS3Se3,1.6041,-1.0259,5.3307,30.0000,24.4055,5.5961,15.5888,29.1816,0.0383,0.0367,0.0339,0.0499
Na2SnFeS3Se3,1.1094,-0.8782,0.2657,30.0000,23.6763,10.1398,1.1606,29.3004,0.0383,0.1423,0.0331,0.4106
Na2TiWSe6,1.1165,-1.1558,0.3533,30.0000,23.6877,10.1094,1.0445,29.2676,0.0383,0.1438,0.0331,0.4297
K2FeSbO3Cl3,1.6939,-1.7904,0.1591,30.0000,23.2114,5.6444,14.4996,28.7662,0.0383,0.0258,0.0334,0.0510
K2GeMnCl3I3,1.1825,-1.3630,5.2861,30.0000,24.5771,9.3301,2.8160,29.4073,0.0383,0.1300,0.0338,0.1964
Na2GeFeS3Se3,1.2146,-0.8564,6.8960,30.0000,24.9318,8.9492,4.1108,29.4976,0.0383,0.1239,0.0339,0.1412
K2ZrCrO3I3,1.6955,-2.0293,0.4536,30.0000,23.3657,5.6557,14.4655,28.8617,0.0383,0.0247,0.0334,0.0512
Na2WMnO6,1.6989,-2.1547,0.1426,30.0000,23.1456,5.6353,14.3382,28.7717,0.0383,0.0234,0.0334,0.0513
K2GeVS3I3,1.1931,-1.1592,5.4355,30.0000,24.7345,9.2532,3.1802,29.5062,0.0383,0.1275,0.0336,0.1736
Na2GeVO3Br3,1.5251,-1.7620,7.4801,30.0000,24.8537,5.9457,15.5012,29.3370,0.0383,0.0502,0.0340,0.0510
Na2GeWS3Se3,1.6040,-1.0005,5.5889,30.0000,24.4579,5.6241,15.5943,29.2067,0.0383,0.0369,0.0339,0.0503
K2MnSbI6,1.1127,-1.1013,0.5829,30.0000,23.6910,10.1220,1.1196,29.2728,0.0383,0.1432,0.0331,0.4224
K2SnMnS3Se3,1.1157,-1.0669,0.2660,30.0000,23.7177,10.1214,1.0401,29.2862,0.0384,0.1440,0.0332,0.4290
K2CrMoSe3I3,1.1129,-1.0602,0.5264,30.0000,23.5996,10.0440,1.1283,29.2639,0.0384,0.1429,0.0332,0.4204
Na2GeTaSe3Cl3,1.5762,-1.3903,5.9561,30.0000,24.5617,5.6845,15.6275,29.1595,0.0384,0.0406,0.0339,0.0503
K2WGaS3Br3,1.6768,-1.2992,1.3384,30.0000,23.4506,5.6707,14.7303,28.9526,0.0384,0.0291,0.0335,0.0510
Na2GeCrS3I3,1.1983,-1.0122,5.6566,30.0000,24.7240,9.0766,3.8127,29.4223,0.0384,0.1235,0.0338,0.1484
K2ZrInO3Br3,1.6852,-2.0866,1.4578,30.0000,23.4808,5.6015,14.6675,28.8767,0.0384,0.0272,0.0335,0.0510
Na2GeInO3I3,1.5546,-1.3697,6.7231,30.0000,24.7208,5.7856,15.6584,29.3236,0.0384,0.0474,0.0339,0.0506
Li2WGaO3Br3,1.6735,-1.6041,1.5874,30.0000,23.5092,5.6087,14.8020,28.9239,0.0384,0.0281,0.0336,0.0508
K2SbZnO3Cl3,1.7097,-1.8382,0.1594,30.0000,23.1301,5.6789,14.3034,28.6797,0.0384,0.0288,0.0335,0.0518
K2WAgO3Cl3,1.6618,-1.7220,2.8514,30.0000,23.7718,5.5647,15.1124,29.0507,0.0384,0.0286,0.0337,0.0505
K2MoSbSe3I3,1.1135,-0.9211,0.5428,30.0000,23.5719,10.1551,1.0420,29.2059,0.0384,0.1445,0.0332,0.4281
Na2ZrInO3Br3,1.6884,-2.0840,1.5307,30.0000,23.4278,5.7409,14.3226,28.9403,0.0384,0.0300,0.0335,0.0519
K2GeFeO3Se3,1.5436,-1.3895,7.1247,30.0000,24.7855,5.7577,15.8126,29.3587,0.0384,0.0458,0.0340,0.0503
K2GeVO3I3,1.5826,-1.7783,5.8423,30.0000,24.4738,5.7583,15.3527,29.2905,0.0384,0.0424,0.0339,0.0507
K2VNbO3Se3,1.6986,-2.1500,0.3490,30.0000,23.2271,5.6133,14.4969,28.7948,0.0384,0.0212,0.0335,0.0510
K2TiCrO3I3,1.6946,-2.0586,0.4606,30.0000,23.1294,5.6355,14.4279,28.8120,0.0384,0.0249,0.0334,0.0510
Li2GeVSe3F3,1.4792,-1.9197,8.1574,30.0000,25.0703,6.1227,15.6570,29.4979,0.0384,0.0580,0.0341,0.0506
Na2TaMnO3F3,1.6953,-2.8709,0.8709,30.0000,23.3126,5.5664,14.6778,28.8441,0.0384,0.0261,0.0335,0.0509
K2SnBiS3I3,1.7069,-1.0149,0.4360,30.0000,23.2684,5.6817,14.3030,28.7580,0.0384,0.0229,0.0336,0.0518
Na2GeVSe3Br3,1.1765,-1.2461,5.4551,30.0000,24.5868,9.4245,2.6937,29.4199,0.0384,0.1312,0.0338,0.2051
Na2WFeO3I3,1.7017,-1.4857,0.4436,30.0000,23.2354,5.6046,14.5639,28.8015,0.0384,0.0226,0.0335,0.0511
Li2GeVO3I3,1.5818,-1.6266,6.4938,30.0000,24.5577,5.6784,15.6459,29.2706,0.0384,0.0409,0.0340,0.0503
K2SbCuO3Cl3,1.1051,-1.7824,0.1734,30.0000,23.4996,10.2671,1.0000,29.2972,0.0384,0.1474,0.0331,0.4406
K2MnSbBr3I3,1.1156,-1.2541,0.3849,30.0000,23.6027,10.1250,1.0859,29.2811,0.0384,0.1440,0.0331,0.4249
Na2VFeS3Br3,1.1021,-1.2685,0.0763,30.0000,23.4510,10.1721,1.0000,29.2079,0.0384,0.1452,0.0331,0.4294
K2SnGeBr3I3,1.1551,-1.2190,4.1628,30.0000,24.3041,9.7538,1.8682,29.4200,0.0384,0.1380,0.0335,0.2850
Na2VMnO3Cl3,1.7229,-2.0077,0.0824,30.0000,23.0348,5.6605,14.3035,28.7269,0.0385,0.0249,0.0335,0.0514
Na2TaFeO3Cl3,1.6991,-2.1030,0.7678,30.0000,23.1386,5.6516,14.5332,28.8034,0.0385,0.0232,0.0336,0.0512
Na2CrWO3Br3,1.7069,-1.6087,0.1145,30.0000,23.1768,5.7118,14.3655,28.8653,0.0385,0.0246,0.0334,0.0514
Li2WGaSe3I3,1.6903,-0.9567,1.4024,30.0000,23.4122,5.6429,14.6168,28.8619,0.0385,0.0295,0.0336,0.0509
Na2NbTaO3Se3,1.7139,-2.1636,0.7945,30.0000,23.2376,5.6421,14.3448,28.7715,0.0385,0.0241,0.0336,0.0515
Na2MnBiSe3I3,1.0958,-0.8743,0.4759,30.0000,23.4710,10.2302,1.0000,29.2564,0.0385,0.1468,0.0332,0.4353
K2SnInO3I3,1.6907,-1.4322,1.4942,30.0000,23.3445,5.6461,14.5631,28.7781,0.0385,0.0268,0.0336,0.0511
K2MoFeO3I3,1.7013,-1.4982,0.5099,30.0000,23.1146,5.6191,14.4689,28.8336,0.0385,0.0257,0.0335,0.0510
Na2GeVSe3Cl3,1.1992,-1.3041,6.8592,30.0000,24.8026,9.1095,3.6690,29.4868,0.0385,0.1262,0.0339,0.1560
Na2ZrWO3Se3,1.7117,-1.9327,0.2912,30.0000,22.9800,5.6797,14.2500,28.6949,0.0385,0.0242,0.0335,0.0516
K2MnSbO3F3,1.7206,-2.3523,0.1849,30.0000,22.9742,5.5988,14.4796,28.7185,0.0385,0.0202,0.0335,0.0512
Na2SnZnI6,1.0955,-0.9708,0.5705,30.0000,23.5336,10.2014,1.0000,29.2198,0.0385,0.1460,0.0332,0.4349
Na2MnGaSe3I3,1.1156,-1.0245,1.5088,30.0000,23.6946,10.0803,1.2422,29.3869,0.0385,0.1431,0.0333,0.4037
Na2SnNbO3Br3,1.7194,-1.9621,0.1577,30.0000,22.9939,5.7101,14.0844,28.7611,0.0385,0.0240,0.0334,0.0518
K2TiCrS3Se3,1.0972,-1.3450,0.2465,30.0000,23.4777,10.2473,1.0000,29.2556,0.0385,0.1457,0.0331,0.4324
Li2SnGaSe3F3,1.6819,-1.7647,1.9396,30.0000,23.4247,5.5451,14.9012,28.8958,0.0385,0.0236,0.0336,0.0505
Na2WFeO3Cl3,1.7105,-1.5966,0.1226,30.0000,23.0080,5.6913,14.2696,28.7744,0.0385,0.0257,0.0334,0.0517
K2MoAgS3I3,1.1390,-1.0306,2.3383,30.0000,23.7928,9.8756,1.5907,29.2728,0.0385,0.1388,0.0334,0.3257
Li2GeTaSe3Cl3,1.5991,-1.3046,6.2704,30.0000,24.3913,5.6135,15.5218,29.2174,0.0385,0.0389,0.0339,0.0506
Na2GeVS3Cl3,1.5042,-1.3273,9.1864,30.0000,25.0979,5.9546,15.7776,29.4747,0.0385,0.0515,0.0342,0.0509
K2MoAgO3Cl3,1.6612,-1.6999,3.4517,30.0000,23.7755,5.5829,15.1247,28.9060,0.0385,0.0299,0.0338,0.0504
Na2NbFeO3I3,1.7067,-1.8541,0.4906,30.0000,23.0697,5.6113,14.4574,28.8016,0.0385,0.0233,0.0335,0.0509
Na2GeCuO3S3,1.4547,-1.5996,10.4265,30.0000,25.2010,6.2196,15.7144,29.5112,0.0385,0.0636,0.0344,0.0513
K2ZrSbO3I3,1.7133,-1.8590,0.4816,30.0000,23.0820,5.5927,14.4271,28.6455,0.0385,0.0234,0.0336,0.0514
K2TiFeS3I3,1.0978,-1.2885,0.4268,30.0000,23.3609,10.2793,1.0000,29.2422,0.0385,0.1482,0.0332,0.4399
Na2SnGeS3Se3,1.5883,-0.8538,6.1985,30.0000,24.4245,5.5923,15.5116,29.1229,0.0385,0.0386,0.0340,0.0506
K2ZrGaSe3Cl3,1.6882,-1.7897,1.6342,30.0000,23.3724,5.6293,14.5675,28.8103,0.0385,0.0232,0.0336,0.0511
Na2MoAgO3F3,1.6441,-2.3031,4.2252,30.0000,23.8859,5.6007,15.0552,29.0258,0.0385,0.0333,0.0338,0.0507
K2GeCrS3I3,1.1716,-1.0956,5.3997,30.0000,24.4493,9.4998,2.3040,29.3758,0.0385,0.1345,0.0337,0.2334
K2GeCuO3S3,1.4764,-1.6298,9.5110,30.0000,25.0999,6.1068,15.6584,29.4148,0.0385,0.0579,0.0343,0.0514
K2ZrGaO3Br3,1.6864,-2.0815,1.6224,30.0000,23.4318,5.6671,14.5396,28.8954,0.0385,0.0268,0.0336,0.0514
Na2SnMnO3S3,1.7101,-1.7490,0.1195,30.0000,22.9983,5.6835,14.2736,28.7714,0.0386,0.0231,0.0335,0.0516
K2TaFeO3Br3,1.7108,-1.9813,0.5819,30.0000,23.0676,5.6315,14.2309,28.7307,0.0386,0.0249,0.0336,0.0518
K2NbCuSe3I3,1.1053,-1.1295,0.4989,30.0000,23.4508,10.1266,1.1357,29.2794,0.0386,0.1433,0.0331,0.4189
Li2GeVSe3Br3,1.1649,-1.2543,5.7415,30.0000,24.5361,9.6593,2.0177,29.4456,0.0386,0.1381,0.0338,0.2646
Na2GeCuO3Se3,1.2169,-1.3573,7.4978,30.0000,24.9170,9.0031,4.1166,29.5764,0.0386,0.1241,0.0339,0.1393
K2WGaSe3Cl3,1.6896,-1.4177,1.4594,30.0000,23.3405,5.6160,14.6468,28.8044,0.0386,0.0271,0.0336,0.0514
Li2GeVS3Cl3,1.4548,-1.2775,10.0558,30.0000,25.1861,6.3716,15.0484,29.4442,0.0386,0.0657,0.0343,0.0529
K2ZrSbO3Br3,1.7181,-1.9588,0.1575,30.0000,22.9365,5.7094,14.1060,28.7659,0.0386,0.0226,0.0334,0.0517
Na2FeMnSe3Br3,1.1051,-1.1933,0.1812,30.0000,23.4415,10.2156,1.0355,29.2341,0.0386,0.1452,0.0332,0.4330
K2ZrGaO3I3,1.6982,-2.0337,1.6624,30.0000,23.1682,5.5848,14.6119,28.8360,0.0386,0.0229,0.0337,0.0510
Na2GeCrSe3I3,1.1319,-0.9861,4.7725,30.0000,24.2430,9.8575,1.6861,29.3922,0.0386,0.1411,0.0338,0.3181
K2SnZnI6,1.0906,-1.1058,0.5600,30.0000,23.4468,10.3339,1.0000,29.2706,0.0386,0.1491,0.0332,0.4414
Na2ZrGaSe3F3,1.6870,-2.3246,1.8861,30.0000,23.2440,5.6019,14.5529,28.7922,0.0386,0.0264,0.0337,0.0513
K2GeNbO3Br3,1.6060,-1.9520,6.4852,30.0000,24.2937,5.6058,15.5944,29.1573,0.0386,0.0373,0.0341,0.0503
Na2GeBiS3I3,1.6498,-0.8432,4.6366,30.0000,23.8286,5.5913,15.0451,29.0745,0.0386,0.0298,0.0339,0.0512
K2GeFeSe3F3,1.1897,-1.9594,6.9985,30.0000,24.6664,9.2277,2.8836,29.3793,0.0386,0.1312,0.0340,0.1921
Na2WSbO3F3,1.7181,-2.3140,0.2408,30.0000,22.9449,5.6869,14.3381,28.6769,0.0386,0.0266,0.0336,0.0517
K2GeCrSe3I3,1.1374,-1.0389,4.5945,30.0000,24.0591,9.8568,1.6744,29.3192,0.0386,0.1411,0.0337,0.3194
Na2GeTaO3Br3,1.5971,-1.9063,6.3541,30.0000,24.2707,5.6506,15.4834,29.2134,0.0386,0.0372,0.0341,0.0506
K2GeMoSe6,1.1609,-0.9973,5.0933,30.0000,24.1573,9.6722,1.9430,29.3800,0.0386,0.1391,0.0338,0.2776
K2SnGeI6,1.1384,-0.9900,3.8412,30.0000,23.9250,9.8568,1.6139,29.3517,0.0386,0.1396,0.0336,0.3188
Na2MoInO3I3,1.7060,-1.5536,1.6432,30.0000,23.1438,5.6318,14.3854,28.7840,0.0387,0.0237,0.0336,0.0516
K2GeTaS3I3,1.6424,-1.2345,4.9465,30.0000,23.8723,5.6589,14.8500,29.0353,0.0387,0.0331,0.0340,0.0515
K2SnGeS3Se3,1.6143,-0.9175,5.8798,30.0000,24.1588,5.5929,15.3488,29.1142,0.0387,0.0352,0.0340,0.0508
Na2GeZnI6,1.1229,-0.9543,4.1447,30.0000,23.9646,10.0270,1.2649,29.3469,0.0387,0.1455,0.0337,0.4131
K2ZrWO3Se3,1.7206,-2.0077,0.2885,30.0000,22.8437,5.6289,14.2613,28.6289,0.0387,0.0259,0.0336,0.0515
Na2SbCuO3Cl3,1.0931,-1.7266,0.1680,30.0000,23.0872,10.2847,1.0000,29.1850,0.0387,0.1465,0.0332,0.4357
Na2GeVS3I3,1.1667,-1.0368,5.6945,30.0000,24.3636,9.5335,2.2839,29.4076,0.0387,0.1364,0.0338,0.2363
Na2NbCuSe3I3,1.1003,-0.9669,0.5091,30.0000,23.2524,10.2436,1.0000,29.1972,0.0387,0.1486,0.0332,0.4460
K2GeVS3Cl3,1.5591,-1.4665,8.4733,30.0000,24.6345,5.7239,15.6924,29.2209,0.0387,0.0473,0.0342,0.0505
Na2MnSbS3Se3,1.1001,-0.9146,0.3020,30.0000,23.1589,10.2714,1.0000,29.2272,0.0387,0.1492,0.0332,0.4446
K2MoMnO3Se3,1.7244,-1.5680,0.3458,30.0000,22.8769,5.7687,13.9114,28.7966,0.0387,0.0230,0.0335,0.0524
K2NbFeO3I3,1.7424,-1.8987,0.4782,30.0000,22.8541,5.7241,14.1561,28.6995,0.0387,0.0247,0.0336,0.0521
K2SnVO3I3,1.7321,-1.8242,0.4887,30.0000,22.8101,5.6923,14.1243,28.6988,0.0387,0.0250,0.0336,0.0522
Na2TaFeO3I3,1.7165,-1.8482,0.8413,30.0000,23.0321,5.6871,14.3482,28.7827,0.0387,0.0290,0.0336,0.0519
Na2MnSbO3F3,1.7287,-2.3870,0.1797,30.0000,22.7575,5.6673,14.1349,28.6077,0.0387,0.0258,0.0336,0.0516
K2MnInO3S3,1.7062,-1.8664,2.0748,30.0000,23.0735,5.6798,14.3779,28.8970,0.0387,0.0239,0.0337,0.0518
K2MoInO3I3,1.7058,-1.5547,1.5801,30.0000,23.1944,5.6452,14.5113,28.7408,0.0387,0.0276,0.0337,0.0517
Na2GeGaO3I3,1.5825,-1.3856,7.2483,30.0000,24.3264,5.6239,15.6272,29.1214,0.0387,0.0402,0.0342,0.0504
K2NbFeO3Cl3,1.7293,-2.1556,0.1326,30.0000,22.8122,5.6805,14.0938,28.7117,0.0387,0.0224,0.0336,0.0520
Na2SnTaO3I3,1.7216,-1.9227,0.8190,30.0000,23.0006,5.6818,14.2404,28.7093,0.0387,0.0271,0.0336,0.0518
Na2MnCuI6,1.0927,-1.0081,0.5793,30.0000,23.3547,10.2887,1.0000,29.1804,0.0387,0.1489,0.0333,0.4428
K2ZrBiO3Br3,1.7244,-1.9517,0.1604,30.0000,22.7524,5.7531,13.9664,28.7182,0.0387,0.0228,0.0335,0.0521
K2GeZnI6,1.1362,-1.0958,4.0159,30.0000,23.9917,9.8690,1.5516,29.3013,0.0387,0.1408,0.0337,0.3350
K2TiInO3I3,1.7041,-2.0362,1.6037,30.0000,23.0975,5.6350,14.4821,28.7578,0.0387,0.0261,0.0337,0.0515
Li2WGaS3I3,1.7131,-0.9898,1.5344,30.0000,23.0247,5.6554,14.5429,28.8319,0.0387,0.0245,0.0337,0.0513
Na2WGaO3I3,1.7135,-1.5467,1.5598,30.0000,23.0902,5.6183,14.4135,28.7124,0.0387,0.0232,0.0337,0.0517
K2MnGaO6,1.6950,-2.0420,2.7743,30.0000,23.4045,5.6472,14.4395,28.8123,0.0387,0.0247,0.0338,0.0518
Na2TaSbO3S3,1.7201,-1.8094,0.8037,30.0000,22.9775,5.7369,14.1289,28.7377,0.0387,0.0287,0.0336,0.0519
Li2GeWS3Se3,1.6284,-0.9916,5.8874,30.0000,24.0388,5.6633,15.3098,29.0882,0.0387,0.0359,0.0340,0.0512
K2MnInO6,1.7041,-2.0415,2.3497,30.0000,23.2645,5.6375,14.4815,28.8409,0.0388,0.0252,0.0337,0.0517
Li2GeTaSe3F3,1.5873,-2.1450,6.8226,30.0000,24.2509,5.6974,15.6004,29.1832,0.0388,0.0417,0.0341,0.0511
Na2NbTaO6,1.7230,-2.8900,0.9043,30.0000,22.8590,5.7349,13.9407,28.7655,0.0388,0.0250,0.0336,0.0522
Na2GeCrO3Br3,1.5956,-1.5993,7.4223,30.0000,24.3173,5.7002,15.4508,29.2248,0.0388,0.0425,0.0342,0.0510
Na2WMnO3S3,1.7418,-1.6589,0.1393,30.0000,22.7478,5.7330,13.9284,28.6802,0.0388,0.0214,0.0335,0.0523
Na2SnGaS3Br3,1.7250,-1.1950,1.5249,30.0000,22.8962,5.6522,14.1784,28.7862,0.0388,0.0227,0.0337,0.0519
Na2CrMoSe3I3,1.0948,-1.0314,0.5378,30.0000,23.1288,10.2077,1.0000,29.1213,0.0388,0.1467,0.0332,0.4376
Na2SnFeSe3Cl3,1.0808,-1.1728,0.2521,30.0000,23.0800,10.3659,1.0000,29.2513,0.0388,0.1501,0.0332,0.4486
K2MoMnSe6,1.0841,-1.0673,0.4015,30.0000,23.0714,10.4409,1.0000,29.2344,0.0388,0.1506,0.0332,0.4463
K2WInO3Br3,1.7182,-1.6870,1.3049,30.0000,22.9961,5.5956,14.4538,28.6434,0.0388,0.0246,0.0338,0.0515
Na2MnInO3S3,1.7116,-1.7877,2.2393,30.0000,23.0569,5.7376,14.1086,28.7919,0.0388,0.0245,0.0339,0.0526
K2GeGaSe3F3,1.6021,-2.0283,8.4019,30.0000,24.4713,5.6578,15.6136,29.2185,0.0388,0.0384,0.0343,0.0508
K2GeMnS3Se3,1.1692,-1.0187,6.5111,30.0000,24.3643,9.5855,2.2710,29.4450,0.0388,0.1358,0.0339,0.2411
Na2WGaSe3F3,1.7185,-1.8306,1.6480,30.0000,22.9745,5.6418,14.1660,28.7069,0.0388,0.0233,0.0338,0.0522
