Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,PCE_Std_Error,PCE_Q10_Worst,PCE_Q90_Best,LCOE_Median,LCOE_Std_Error,LCOE_Q10_Best,LCOE_Q90_Worst
Na2TiWS6,1.4449,-1.3613,0.1435,30.0000,25.3809,6.3278,15.4955,29.5652,0.0367,0.0610,0.0328,0.0488
Na2NbCuO3F3,1.3602,-2.4494,0.1646,30.0000,25.5126,7.1154,12.8691,29.6094,0.0367,0.0780,0.0328,0.0549
Na2TiMoS6,1.4302,-1.3557,0.2061,30.0000,25.3585,6.4847,15.0428,29.5144,0.0367,0.0644,0.0329,0.0497
K2SnCuO3S3,1.4104,-1.6660,0.1421,30.0000,25.4267,6.7036,14.4047,29.5748,0.0367,0.0711,0.0328,0.0510
K2MnBiO6,1.3917,-1.8618,0.1854,30.0000,25.4345,6.8857,14.3690,29.5659,0.0367,0.0747,0.0328,0.0519
K2WSbSe3Br3,1.3812,-1.1240,0.2662,30.0000,25.4268,7.0883,13.2579,29.5614,0.0367,0.0783,0.0328,0.0537
Na2SbZnO3Br3,1.3721,-1.3741,0.1281,30.0000,25.3774,6.9924,13.5837,29.5791,0.0367,0.0744,0.0328,0.0530
Na2CrMnS3I3,1.3163,-1.1144,0.4367,30.0000,25.3506,7.7120,10.2273,29.5811,0.0367,0.0904,0.0329,0.0648
Na2MnSbO3Br3,1.3445,-1.5260,0.1291,30.0000,25.4259,7.3238,12.2011,29.5560,0.0367,0.0827,0.0328,0.0572
Na2WFeS3Br3,1.4385,-1.1171,0.1076,30.0000,25.3346,6.4826,15.3742,29.6135,0.0367,0.0635,0.0328,0.0494
K2NbCuO3Br3,1.3437,-1.8162,0.1249,30.0000,25.3571,7.3520,11.7275,29.5913,0.0367,0.0823,0.0329,0.0583
K2FeMnO6,1.4256,-1.7555,0.0353,30.0000,25.3268,6.6873,14.4952,29.5508,0.0367,0.0674,0.0328,0.0513
Na2VNbS6,1.3703,-1.3884,0.1980,30.0000,25.3928,7.1003,13.0021,29.5765,0.0367,0.0785,0.0328,0.0553
Na2FeMnO3S3,1.4033,-1.5987,0.0261,30.0000,25.3743,6.6693,14.4874,29.4959,0.0367,0.0687,0.0328,0.0511
K2NbZnSe3Br3,1.3768,-1.4111,0.2302,30.0000,25.4149,6.9853,13.5740,29.5948,0.0367,0.0774,0.0329,0.0533
K2SnNbSe3Cl3,1.3801,-1.6057,0.3012,30.0000,25.4356,6.8261,14.2496,29.6012,0.0367,0.0712,0.0328,0.0514
Na2SnNbS3I3,1.4412,-1.0319,0.4723,30.0000,25.3609,6.4235,15.3157,29.5201,0.0367,0.0643,0.0329,0.0492
Na2WBiO3I3,1.3978,-1.3710,0.4473,30.0000,25.3901,6.7183,14.3406,29.6102,0.0367,0.0700,0.0329,0.0513
K2NbSbS3Se3,1.4506,-1.0463,0.3443,30.0000,25.3599,6.1333,15.9734,29.5164,0.0367,0.0575,0.0329,0.0479
Na2ZrSbSe3Br3,1.3759,-1.3897,0.2556,30.0000,25.4011,6.9771,13.4994,29.5843,0.0367,0.0733,0.0329,0.0538
K2WBiSe3I3,1.3811,-1.0368,0.4595,30.0000,25.4172,7.0398,13.2683,29.6934,0.0367,0.0771,0.0329,0.0535
Na2CrMoO3I3,1.3930,-1.4994,0.5332,30.0000,25.4655,6.8721,14.1647,29.6395,0.0367,0.0720,0.0329,0.0518
Na2VCuO3Cl3,1.3765,-1.8600,0.1004,30.0000,25.3576,7.1231,12.9519,29.5973,0.0368,0.0788,0.0329,0.0545
K2ZrWSe6,1.3527,-1.3208,0.3489,30.0000,25.3867,7.2143,12.4623,29.5797,0.0368,0.0794,0.0329,0.0559
Na2MnBiO3Br3,1.4468,-1.4711,0.1364,30.0000,25.3172,6.4171,15.1868,29.5412,0.0368,0.0624,0.0328,0.0492
K2VCuSe3F3,1.3663,-1.9673,0.2963,30.0000,25.3889,7.2005,12.7751,29.6035,0.0368,0.0800,0.0328,0.0556
Na2ZrMoS6,1.3728,-1.4789,0.2214,30.0000,25.3162,7.0374,13.4696,29.5389,0.0368,0.0768,0.0329,0.0536
Na2MoBiO3I3,1.4336,-1.3183,0.5123,30.0000,25.2976,6.3336,15.4284,29.5639,0.0368,0.0596,0.0329,0.0490
Na2WMnS3Se3,1.3974,-1.0748,0.2657,30.0000,25.4060,6.7785,14.1131,29.6176,0.0368,0.0688,0.0328,0.0514
K2WSbS3Br3,1.4423,-1.1657,0.1807,30.0000,25.3409,6.3403,15.4738,29.5783,0.0368,0.0624,0.0329,0.0487
K2ZrSbSe3I3,1.4036,-1.3285,0.4964,30.0000,25.4133,6.6388,14.6812,29.5980,0.0368,0.0673,0.0328,0.0509
Na2WBiSe3I3,1.4186,-0.9503,0.4662,30.0000,25.3511,6.5199,15.1033,29.5895,0.0368,0.0652,0.0328,0.0500
Na2FeMnO6,1.4413,-1.7938,0.0095,30.0000,25.2753,6.3248,15.4045,29.4917,0.0368,0.0625,0.0328,0.0486
Na2SnMoS3Se3,1.3427,-0.9646,0.3543,30.0000,25.4279,7.3805,11.8232,29.5899,0.0368,0.0825,0.0329,0.0579
Na2SnMnCl3I3,1.3106,-1.2676,0.4272,30.0000,25.4179,7.6376,10.4957,29.6386,0.0368,0.0877,0.0328,0.0628
Na2VFeO3Br3,1.4594,-1.8248,0.0724,30.0000,25.2845,6.2267,15.8100,29.5519,0.0368,0.0604,0.0328,0.0482
Na2CrWSe3I3,1.4008,-1.0710,0.4727,30.0000,25.3568,6.6892,14.3835,29.5274,0.0368,0.0682,0.0329,0.0515
K2WSbSe3Cl3,1.4509,-1.2548,0.3048,30.0000,25.2730,6.3288,15.3935,29.4867,0.0368,0.0604,0.0329,0.0498
Na2MnBiO3Se3,1.3869,-1.3257,0.2993,30.0000,25.3424,6.8611,13.9981,29.5698,0.0368,0.0722,0.0328,0.0517
Na2WSbSe3Cl3,1.3870,-1.0876,0.3079,30.0000,25.3301,6.9041,13.8628,29.6056,0.0368,0.0746,0.0329,0.0529
Na2VSbS6,1.3792,-1.0659,0.2198,30.0000,25.3497,7.1151,13.0616,29.5752,0.0368,0.0793,0.0329,0.0543
K2MnSbO3Se3,1.3269,-1.4010,0.3150,30.0000,25.4163,7.5482,10.7557,29.6038,0.0368,0.0868,0.0328,0.0619
Na2VCuO3F3,1.3906,-2.3883,0.1209,30.0000,25.2985,6.8703,13.9705,29.5251,0.0368,0.0743,0.0328,0.0522
K2SnMnO3Se3,1.3441,-1.4967,0.2797,30.0000,25.4104,7.3370,12.1893,29.6176,0.0368,0.0824,0.0328,0.0565
K2VCuO3I3,1.4431,-1.6074,0.4863,30.0000,25.3336,6.1958,15.8766,29.5500,0.0368,0.0568,0.0330,0.0482
K2SnZnBr3I3,1.3384,-1.2284,0.3601,30.0000,25.4172,7.4334,11.4561,29.5685,0.0368,0.0855,0.0329,0.0596
Na2WSbS3Br3,1.4034,-1.0467,0.1780,30.0000,25.2596,6.8142,14.1603,29.5249,0.0368,0.0721,0.0328,0.0519
Na2TiSbS3I3,1.3328,-1.0646,0.4751,30.0000,25.3975,7.5161,11.2270,29.5820,0.0368,0.0884,0.0329,0.0602
Na2VCuO3Br3,1.3320,-1.7049,0.0872,30.0000,25.2941,7.5729,10.7441,29.5832,0.0368,0.0867,0.0328,0.0622
K2CrMnS3I3,1.3936,-1.1787,0.4270,30.0000,25.3713,6.9169,13.8310,29.5948,0.0368,0.0740,0.0329,0.0525
Na2SnZnCl3I3,1.3603,-1.2080,0.4221,30.0000,25.4677,7.0883,12.9745,29.5770,0.0368,0.0756,0.0329,0.0547
K2CrWSe3Br3,1.4204,-1.2882,0.2242,30.0000,25.3568,6.7159,14.3503,29.4826,0.0368,0.0706,0.0329,0.0512
Na2NbFeS3I3,1.3575,-1.0802,0.4635,30.0000,25.3648,7.1909,12.6537,29.5808,0.0368,0.0794,0.0328,0.0560
K2TaFeSe3Cl3,1.3852,-1.5253,0.6802,30.0000,25.3724,7.0523,13.6462,29.6294,0.0368,0.0802,0.0329,0.0536
Na2MnSbO3Se3,1.3279,-1.3561,0.3199,30.0000,25.3973,7.5059,11.2569,29.5448,0.0368,0.0879,0.0329,0.0607
K2VSbO3Se3,1.4351,-1.5340,0.3575,30.0000,25.2779,6.5174,14.9828,29.5784,0.0368,0.0672,0.0328,0.0497
Na2SnNbSe3Cl3,1.3702,-1.4058,0.3046,30.0000,25.3402,7.1407,12.9338,29.5387,0.0368,0.0804,0.0329,0.0551
Na2SnCuO3S3,1.4071,-1.6473,0.1339,30.0000,25.2951,6.7636,14.2691,29.5009,0.0368,0.0714,0.0329,0.0515
Na2SnNbS3Br3,1.3597,-1.2332,0.1541,30.0000,25.3345,7.1739,12.6306,29.5157,0.0368,0.0795,0.0328,0.0557
K2SnZnCl3I3,1.4460,-1.3391,0.4142,30.0000,25.2920,6.3883,15.2542,29.4849,0.0368,0.0621,0.0329,0.0495
K2CrWS3Se3,1.4262,-1.1786,0.2701,30.0000,25.2559,6.4269,15.4461,29.5915,0.0368,0.0636,0.0329,0.0492
K2MoMnS6,1.4372,-1.2335,0.1997,30.0000,25.2135,6.3709,15.1035,29.4854,0.0368,0.0613,0.0329,0.0498
K2TaFeSe3Br3,1.3775,-1.4354,0.5750,30.0000,25.3907,7.0964,13.0831,29.5342,0.0368,0.0774,0.0329,0.0546
Li2VCuSe3F3,1.3837,-1.8714,0.3251,30.0000,25.2830,6.9273,13.6009,29.4992,0.0368,0.0739,0.0329,0.0531
K2TaCuS3Br3,1.3874,-1.3264,0.5517,30.0000,25.4215,6.7616,14.2590,29.5126,0.0368,0.0685,0.0329,0.0517
Na2SnSbSe3Br3,1.4208,-1.0344,0.2688,30.0000,25.3325,6.5964,14.6301,29.5355,0.0368,0.0660,0.0328,0.0509
K2MnBiO3Se3,1.3865,-1.3624,0.2961,30.0000,25.3532,7.0062,13.3879,29.5588,0.0368,0.0747,0.0328,0.0535
K2VSbS6,1.3530,-1.0826,0.2211,30.0000,25.3758,7.1884,12.4238,29.5506,0.0368,0.0788,0.0329,0.0562
Na2TaZnSe3I3,1.3815,-1.1331,0.7744,30.0000,25.3335,6.9528,13.6575,29.6174,0.0368,0.0742,0.0329,0.0533
Na2NbZnS3I3,1.3506,-1.1273,0.4594,30.0000,25.3541,7.2541,12.4811,29.5731,0.0368,0.0824,0.0329,0.0562
K2NbMnSe3I3,1.3447,-1.2214,0.4964,30.0000,25.3821,7.3319,11.7599,29.6297,0.0368,0.0817,0.0329,0.0582
K2SnFeF3I3,1.3619,-1.9812,0.4478,30.0000,25.3264,7.1173,12.9649,29.5162,0.0368,0.0800,0.0329,0.0550
K2SnMnCl3I3,1.3129,-1.3319,0.4189,30.0000,25.3140,7.7911,9.6900,29.5831,0.0368,0.0919,0.0328,0.0670
Na2WFeSe3Cl3,1.4286,-1.2191,0.2519,30.0000,25.2349,6.5273,14.9110,29.5015,0.0368,0.0647,0.0329,0.0500
K2ZrMoS6,1.3332,-1.5057,0.2225,30.0000,25.3872,7.5280,10.6538,29.5379,0.0368,0.0857,0.0329,0.0622
Li2MoWS3Se3,1.4421,-1.0264,0.3627,30.0000,25.3699,6.3200,15.3785,29.5025,0.0368,0.0620,0.0329,0.0492
Na2MnCuF3I3,1.4381,-1.9198,0.4549,30.0000,25.3350,6.3527,15.3922,29.5852,0.0368,0.0614,0.0329,0.0493
Na2SnMnO3Se3,1.3957,-1.4246,0.2824,30.0000,25.4178,6.6908,14.6631,29.6036,0.0368,0.0718,0.0329,0.0507
K2VCuO3Cl3,1.3974,-1.9296,0.1131,30.0000,25.3000,6.8158,14.1381,29.5405,0.0368,0.0720,0.0329,0.0521
K2MnBiO3Br3,1.3088,-1.5192,0.1416,30.0000,25.3181,7.8035,9.9348,29.5930,0.0368,0.0913,0.0329,0.0662
Na2SnTaSe3Br3,1.4050,-1.3563,0.5876,30.0000,25.3376,6.5555,14.7321,29.5197,0.0368,0.0643,0.0330,0.0510
Na2VSbO3Se3,1.4172,-1.5255,0.3652,30.0000,25.3316,6.6483,14.5890,29.5608,0.0368,0.0662,0.0329,0.0509
K2SnNbSe3I3,1.3579,-1.1435,0.4999,30.0000,25.3593,7.2300,12.3000,29.5618,0.0368,0.0805,0.0328,0.0569
K2TaFeS3Br3,1.3769,-1.4143,0.5472,30.0000,25.4275,6.9387,13.5572,29.6218,0.0368,0.0721,0.0329,0.0534
Na2NbTaS3Se3,1.3823,-1.2435,0.7442,30.0000,25.4017,6.8770,13.8845,29.5923,0.0368,0.0742,0.0330,0.0523
Na2ZrSbSe3I3,1.4016,-1.1453,0.5059,30.0000,25.3263,6.7265,14.1742,29.4863,0.0368,0.0687,0.0329,0.0517
K2MnBiO3I3,1.4312,-1.4081,0.4471,30.0000,25.2320,6.4599,15.1330,29.5070,0.0368,0.0667,0.0329,0.0496
Na2MnZnCl3I3,1.3793,-1.2617,0.4101,30.0000,25.3750,6.9225,13.5933,29.5640,0.0368,0.0736,0.0329,0.0533
K2SbZnSe3Br3,1.4711,-1.1742,0.2410,30.0000,25.2430,6.0704,16.0349,29.5434,0.0368,0.0532,0.0329,0.0483
Na2NbMnS3I3,1.3341,-1.1527,0.4653,30.0000,25.3149,7.4216,11.4851,29.5338,0.0368,0.0840,0.0330,0.0594
K2MnSbO3Cl3,1.4545,-1.8009,0.1614,30.0000,25.2431,6.2738,15.4066,29.5355,0.0368,0.0569,0.0329,0.0489
K2SnFeO3Br3,1.4619,-1.4316,0.0977,30.0000,25.1817,6.1702,15.7500,29.5126,0.0368,0.0563,0.0329,0.0484
K2TaZnSe3Br3,1.3334,-1.4310,0.5702,30.0000,25.3281,7.5238,10.8405,29.5447,0.0368,0.0866,0.0328,0.0620
Na2SnFeF3I3,1.3550,-1.9315,0.4581,30.0000,25.3517,7.1094,12.8669,29.6320,0.0368,0.0747,0.0328,0.0551
K2SbZnO3I3,1.3654,-1.2818,0.4752,30.0000,25.3878,7.1523,12.7043,29.5452,0.0368,0.0802,0.0329,0.0558
Na2SnNbSe3I3,1.3765,-1.0088,0.5095,30.0000,25.3886,7.0755,13.1403,29.6853,0.0368,0.0753,0.0329,0.0548
K2TiWS3Se3,1.4647,-1.3549,0.2708,30.0000,25.1977,6.2698,15.5480,29.4347,0.0368,0.0587,0.0330,0.0488
K2NbCuO3I3,1.4040,-1.6675,0.4835,30.0000,25.2828,6.7830,14.3347,29.5317,0.0368,0.0701,0.0329,0.0519
Na2TaCuO3F3,1.4004,-2.6473,0.8681,30.0000,25.4374,6.7180,14.3101,29.5838,0.0368,0.0686,0.0329,0.0513
Na2ZrFeO3Br3,1.4634,-2.0160,0.0583,30.0000,25.2240,6.2628,15.6977,29.4474,0.0368,0.0602,0.0329,0.0490
K2NbMnS3I3,1.3418,-1.2095,0.4549,30.0000,25.3548,7.4088,11.6314,29.5641,0.0368,0.0840,0.0329,0.0585
Na2MnBiO3I3,1.3433,-1.2767,0.4563,30.0000,25.3685,7.3006,12.0243,29.5457,0.0368,0.0794,0.0329,0.0580
Na2MoMnS6,1.3242,-1.1313,0.1966,30.0000,25.2807,7.6618,10.3623,29.5337,0.0368,0.0898,0.0329,0.0641
Na2SnSbSe3I3,1.3845,-0.8641,0.5095,30.0000,25.4210,6.8101,14.1232,29.5408,0.0368,0.0729,0.0330,0.0519
Na2NbCuO3Cl3,1.3548,-1.8597,0.1405,30.0000,25.3117,7.2586,12.1803,29.5835,0.0368,0.0792,0.0328,0.0571
K2TaMnSe3I3,1.3486,-1.2415,0.7636,30.0000,25.4027,7.2570,12.0785,29.6408,0.0368,0.0807,0.0329,0.0573
Na2ZrSbS3I3,1.4159,-1.2282,0.4681,30.0000,25.3430,6.5884,14.7875,29.4889,0.0368,0.0665,0.0328,0.0502
Na2SnSbS3I3,1.4714,-0.8726,0.4737,30.0000,25.2699,6.0516,15.9712,29.4600,0.0368,0.0542,0.0329,0.0482
K2MnBiO3S3,1.4534,-1.7007,0.1782,30.0000,25.2799,6.3252,15.4544,29.4676,0.0368,0.0610,0.0329,0.0491
Na2SbZnSe3Br3,1.4019,-1.1232,0.2411,30.0000,25.2691,6.7334,14.2488,29.5019,0.0368,0.0681,0.0329,0.0515
Na2FeMnF3I3,1.4469,-1.9780,0.4487,30.0000,25.3123,6.3525,15.2240,29.4860,0.0368,0.0594,0.0329,0.0496
K2VTaSe6,1.3640,-1.3020,0.7323,30.0000,25.4025,7.0630,13.0584,29.5038,0.0368,0.0766,0.0329,0.0546
K2NbFeSe3I3,1.3972,-1.2008,0.4949,30.0000,25.3621,6.7346,14.1862,29.5569,0.0368,0.0677,0.0329,0.0519
Na2MnSbO6,1.4493,-2.0736,0.1818,30.0000,25.1752,6.4540,14.8845,29.4720,0.0368,0.0630,0.0329,0.0498
K2MoSbSe3F3,1.3525,-1.8699,0.3957,30.0000,25.3480,7.4086,11.5248,29.5548,0.0368,0.0838,0.0329,0.0588
Na2SnCuS3Se3,1.3484,-0.8146,0.2749,30.0000,25.3547,7.3912,11.8118,29.5573,0.0368,0.0860,0.0328,0.0586
K2MnSbO3I3,1.3450,-1.4496,0.4813,30.0000,25.3606,7.2839,12.1599,29.5948,0.0368,0.0810,0.0329,0.0575
Na2MoSbSe3F3,1.4451,-1.7612,0.4049,30.0000,25.2503,6.3465,15.3743,29.5493,0.0368,0.0592,0.0329,0.0492
K2MnZnCl3I3,1.4162,-1.3597,0.4020,30.0000,25.3646,6.6423,14.5235,29.5831,0.0368,0.0691,0.0329,0.0508
Na2SbZnS3I3,1.4457,-0.8888,0.4614,30.0000,25.3228,6.3062,15.5142,29.5645,0.0368,0.0607,0.0329,0.0492
K2NbZnSe3I3,1.3649,-1.1930,0.4913,30.0000,25.3486,7.0796,13.2767,29.5228,0.0368,0.0771,0.0329,0.0541
Na2FeSbO3I3,1.4507,-1.3096,0.4914,30.0000,25.2991,6.2816,15.5734,29.4993,0.0368,0.0610,0.0330,0.0489
Na2WSbS3I3,1.4427,-0.9437,0.4561,30.0000,25.3023,6.1779,15.8256,29.5523,0.0368,0.0561,0.0329,0.0483
K2CrMnSe3I3,1.3502,-1.1763,0.4755,30.0000,25.2601,7.2863,12.0102,29.5439,0.0368,0.0824,0.0328,0.0574
Na2VCuO3I3,1.3261,-1.5184,0.4999,30.0000,25.2812,7.6114,10.7652,29.5058,0.0368,0.0912,0.0329,0.0615
Na2NbCuO3Br3,1.3187,-1.7627,0.1175,30.0000,25.3145,7.7167,10.1207,29.5421,0.0368,0.0915,0.0328,0.0644
Na2SnZnF3I3,1.3822,-1.9259,0.4541,30.0000,25.3872,6.9671,13.6787,29.5467,0.0368,0.0760,0.0329,0.0535
K2NbZnSe3Cl3,1.4365,-1.4484,0.2703,30.0000,25.2540,6.3748,15.1149,29.4965,0.0368,0.0596,0.0329,0.0499
Na2VMnO3I3,1.4543,-1.8698,0.4963,30.0000,25.3041,6.2312,15.6430,29.5616,0.0368,0.0559,0.0329,0.0490
Na2TiWS3Se3,1.3027,-1.1929,0.2725,30.0000,25.3024,7.9070,9.2399,29.5527,0.0368,0.0944,0.0328,0.0690
Na2NbMnSe3I3,1.3062,-1.1382,0.5067,30.0000,25.3599,7.7731,9.6931,29.5877,0.0368,0.0909,0.0329,0.0674
Na2TaCuS3I3,1.3613,-1.0474,0.7965,30.0000,25.2986,7.1368,12.8749,29.5357,0.0368,0.0791,0.0329,0.0551
K2MnBiO3Cl3,1.4620,-1.7138,0.1646,30.0000,25.2245,6.2937,15.4413,29.4602,0.0368,0.0580,0.0330,0.0491
K2SnZnF3I3,1.4564,-2.0369,0.4441,30.0000,25.2512,6.2546,15.5640,29.5744,0.0368,0.0579,0.0329,0.0490
Na2MnSbF3I3,1.4613,-2.0062,0.4880,30.0000,25.1683,6.3003,15.5135,29.5238,0.0368,0.0602,0.0330,0.0491
Na2CrWSe3Br3,1.3278,-1.2174,0.2237,30.0000,25.3323,7.4971,11.1993,29.6005,0.0368,0.0847,0.0328,0.0608
K2SnBiSe3I3,1.3912,-0.9973,0.4728,30.0000,25.3113,6.9727,13.5562,29.5941,0.0368,0.0727,0.0329,0.0531
K2SnSbSe3Br3,1.4609,-1.1347,0.2675,30.0000,25.2374,6.2777,15.6502,29.4959,0.0368,0.0607,0.0329,0.0488
K2TiCrO3S3,1.2872,-2.0487,0.0669,30.0000,25.2317,8.0939,8.2239,29.5803,0.0368,0.0986,0.0329,0.0757
Na2ZrWS3Se3,1.3329,-1.3269,0.2780,30.0000,25.2893,7.5861,10.5797,29.5579,0.0368,0.0864,0.0329,0.0632
K2FeMnO3S3,1.4403,-1.6201,0.0465,30.0000,25.2191,6.3223,15.2252,29.4492,0.0368,0.0576,0.0329,0.0493
Na2NbZnSe3Cl3,1.3901,-1.3185,0.2722,30.0000,25.2948,6.9304,13.7779,29.5471,0.0368,0.0767,0.0329,0.0525
Na2SnCrS3Se3,1.3268,-1.0253,0.2744,30.0000,25.3997,7.5878,10.9656,29.6219,0.0368,0.0862,0.0329,0.0616
K2VCuO3Br3,1.3155,-1.7382,0.0973,30.0000,25.3143,7.7799,10.0559,29.5655,0.0368,0.0928,0.0329,0.0652
Na2TaZnO3F3,1.4131,-2.5398,0.8501,30.0000,25.2943,6.6644,14.6662,29.5396,0.0369,0.0675,0.0330,0.0508
Na2SnFeO3I3,1.3933,-1.3132,0.4630,30.0000,25.3310,6.8672,13.8698,29.4999,0.0369,0.0735,0.0329,0.0525
K2NbZnS3I3,1.4441,-1.2087,0.4494,30.0000,25.2737,6.3695,15.3942,29.5993,0.0369,0.0596,0.0329,0.0494
Na2TaZnSe3Br3,1.3837,-1.3021,0.5842,30.0000,25.3178,6.8107,14.0882,29.5620,0.0369,0.0717,0.0328,0.0519
Na2VMnO3Br3,1.4695,-1.9492,0.0744,30.0000,25.1003,6.1731,15.4114,29.5307,0.0369,0.0563,0.0329,0.0488
K2NbFeS3I3,1.3590,-1.1938,0.4531,30.0000,25.3763,7.3207,12.0317,29.5591,0.0369,0.0838,0.0330,0.0578
K2SnMoS3Se3,1.3142,-1.0136,0.3482,30.0000,25.2997,7.6998,10.2795,29.6194,0.0369,0.0925,0.0329,0.0641
Na2SnMnS3Se3,1.2919,-0.9856,0.2676,30.0000,25.2998,7.9955,8.9465,29.6844,0.0369,0.0961,0.0328,0.0710
K2TaZnSe3I3,1.3849,-1.2249,0.7560,30.0000,25.3644,6.9254,13.5515,29.5719,0.0369,0.0731,0.0329,0.0535
K2ZrWS3Se3,1.4606,-1.3447,0.2761,30.0000,25.2056,6.1896,15.6218,29.4614,0.0369,0.0581,0.0330,0.0487
Na2TaFeSe3Cl3,1.3493,-1.4278,0.7030,30.0000,25.3940,7.3554,11.7500,29.5608,0.0369,0.0832,0.0329,0.0585
Na2SnBiSe3I3,1.4469,-0.8812,0.4804,30.0000,25.2895,6.3422,15.3539,29.5254,0.0369,0.0602,0.0329,0.0494
K2TaCuO3I3,1.4398,-1.7530,0.8163,30.0000,25.3122,6.3403,15.3178,29.5250,0.0369,0.0607,0.0329,0.0495
Na2MoWS3Se3,1.3545,-1.0357,0.3439,30.0000,25.3534,7.2547,12.4880,29.6332,0.0369,0.0815,0.0329,0.0564
K2TiBiSe3I3,1.4530,-1.2300,0.4738,30.0000,25.2569,6.2882,15.6852,29.4553,0.0369,0.0617,0.0329,0.0484
K2NbMnSe3Br3,1.3054,-1.4540,0.2324,30.0000,25.3540,7.8637,9.6242,29.6489,0.0369,0.0937,0.0328,0.0682
Na2VFeSe3F3,1.4827,-2.1497,0.2896,30.0000,25.2488,6.0235,15.8942,29.5038,0.0369,0.0508,0.0329,0.0479
K2SbZnSe3I3,1.4120,-1.0106,0.4918,30.0000,25.2838,6.7193,14.4372,29.5152,0.0369,0.0716,0.0329,0.0514
Na2NbSbS3Se3,1.4479,-0.9988,0.3501,30.0000,25.3049,6.3302,15.2924,29.5273,0.0369,0.0594,0.0330,0.0492
Na2CrMnO3S3,1.4806,-1.6513,0.0391,30.0000,25.1271,6.0664,15.6764,29.4639,0.0369,0.0549,0.0329,0.0484
Na2TaCuS3Br3,1.3158,-1.1760,0.5679,30.0000,25.2482,7.7038,10.1110,29.5483,0.0369,0.0896,0.0330,0.0655
Na2CrWS3Se3,1.2974,-1.1286,0.2718,30.0000,25.3254,7.8572,9.5571,29.5961,0.0369,0.0920,0.0329,0.0676
Na2ZrWS6,1.4307,-1.4891,0.1614,30.0000,25.2823,6.6244,14.5618,29.5094,0.0369,0.0664,0.0329,0.0507
Na2SbZnSe3I3,1.3588,-0.8947,0.5015,30.0000,25.2718,7.2764,12.1132,29.5470,0.0369,0.0812,0.0329,0.0577
K2TiCrS3I3,1.3022,-1.3384,0.4351,30.0000,25.3490,7.8133,9.4062,29.5754,0.0369,0.0920,0.0329,0.0684
Na2MnSbO3I3,1.3343,-1.3294,0.4933,30.0000,25.3869,7.4254,11.6673,29.5885,0.0369,0.0845,0.0328,0.0591
K2SnSbSe3I3,1.3492,-0.9769,0.5001,30.0000,25.3058,7.3737,11.5625,29.5602,0.0369,0.0837,0.0329,0.0592
K2TaCuS3I3,1.4382,-1.1710,0.7739,30.0000,25.1984,6.4760,15.1745,29.5538,0.0369,0.0653,0.0329,0.0498
K2FeSbO3I3,1.3623,-1.3313,0.4794,30.0000,25.2741,7.1330,12.8712,29.6049,0.0369,0.0784,0.0328,0.0551
Na2MnBiO6,1.3042,-1.9165,0.1813,30.0000,25.2966,7.8118,9.6060,29.5998,0.0369,0.0945,0.0328,0.0674
K2TiWSe6,1.3045,-1.2772,0.3485,30.0000,25.2671,7.8101,9.5218,29.5925,0.0369,0.0901,0.0329,0.0688
Na2TaCuO3I3,1.3547,-1.6786,0.8423,30.0000,25.3496,7.3769,11.8842,29.5675,0.0369,0.0852,0.0329,0.0582
K2TiSbSe3Cl3,1.4664,-1.6537,0.2923,30.0000,25.1991,6.2479,15.5387,29.4569,0.0369,0.0604,0.0329,0.0486
Na2TaMnS3I3,1.4046,-1.1816,0.7971,30.0000,25.3045,6.7845,14.1762,29.5012,0.0369,0.0705,0.0329,0.0521
K2TaCuSe3I3,1.3440,-1.1595,0.7634,30.0000,25.4311,7.2997,12.1122,29.5519,0.0369,0.0809,0.0329,0.0577
K2MoSbO3I3,1.4387,-1.3983,0.5402,30.0000,25.3659,6.4654,15.3865,29.5931,0.0369,0.0633,0.0329,0.0496
K2TaMnSe3Br3,1.3429,-1.5232,0.5767,30.0000,25.3332,7.4955,11.2296,29.6413,0.0369,0.0867,0.0329,0.0609
K2WSbSe3F3,1.4699,-1.8312,0.3277,30.0000,25.1706,6.1259,15.6940,29.4245,0.0369,0.0543,0.0329,0.0486
Na2TiCrO3S3,1.4859,-2.0391,0.0479,30.0000,25.1392,5.9278,15.9404,29.4582,0.0369,0.0470,0.0329,0.0481
K2MoWS3Se3,1.4383,-1.1034,0.3390,30.0000,25.2449,6.4074,15.2806,29.5137,0.0369,0.0620,0.0329,0.0495
K2SnTaSe3Br3,1.4003,-1.4471,0.5744,30.0000,25.2902,6.7487,14.3901,29.4817,0.0369,0.0706,0.0329,0.0517
K2VTaS3Se3,1.4149,-1.3209,0.7386,30.0000,25.2910,6.6080,14.6100,29.4727,0.0369,0.0665,0.0330,0.0510
K2MoFeSe3Cl3,1.2991,-1.3125,0.3095,30.0000,25.2783,7.8253,9.6571,29.5684,0.0369,0.0921,0.0329,0.0675
K2TaCuSe3Cl3,1.3655,-1.4112,0.6831,30.0000,25.3816,7.1611,12.6224,29.5783,0.0369,0.0795,0.0329,0.0557
Na2WFeSe3I3,1.4672,-0.9602,0.4665,30.0000,25.2073,6.1519,15.7311,29.4378,0.0369,0.0566,0.0330,0.0484
