Target_Bandgap_eV,ML_MAE_eV,PCE_Current,PCE_Future,Percent_SQ_Current,Percent_SQ_Future,LCOE_Penalty_Current,LCOE_Penalty_Future
1.55000,0.32500,0.20524,0.25029,65.88626,80.34950,0.00547,0.00139
1.60417,0.32500,0.20161,0.24600,66.95318,81.69263,0.00399,0.00119
1.65833,0.32500,0.19603,0.23940,67.65421,82.62397,0.00322,0.00085
1.71250,0.32500,0.19160,0.23190,68.89005,83.38027,0.00235,0.00041
1.76667,0.32500,0.18344,0.22438,69.04970,84.45897,0.00149,0.00021
1.82083,0.32500,0.17630,0.21360,69.62724,84.35562,0.00096,0.00024
1.87500,0.32500,0.16852,0.20533,69.99922,85.28671,0.00010,0.00000
1.92917,0.32500,0.15881,0.19478,69.47551,85.21147,0.00074,0.00000
1.98333,0.32500,0.15105,0.18401,69.71507,84.92772,0.00069,0.00000
2.03750,0.32500,0.14417,0.17333,70.41123,84.65254,0.00000,0.00000
2.09167,0.32500,0.13512,0.16455,70.06970,85.33316,0.00000,0.00000
2.14583,0.32500,0.12682,0.15522,69.92322,85.57930,0.00000,0.00000
2.20000,0.32500,0.12056,0.14578,70.91583,85.75326,0.00000,0.00000
0.90000,0.35000,0.10509,0.12864,72.47477,88.71763,0.00000,0.00000
0.95417,0.35000,0.13804,0.17511,69.30868,87.92252,0.00086,0.00000
1.00833,0.35000,0.16922,0.19949,67.79941,79.92727,0.00400,0.00187
1.06250,0.35000,0.18490,0.22618,66.18409,80.95862,0.00629,0.00167
1.11667,0.35000,0.19322,0.23735,63.41957,77.90484,0.00900,0.00236
1.17083,0.35000,0.20036,0.24526,62.64617,76.68409,0.00964,0.00270
1.22500,0.35000,0.20355,0.24858,61.68282,75.32580,0.01077,0.00304
1.27917,0.35000,0.20641,0.25271,61.73697,75.58507,0.00986,0.00283
1.33333,0.35000,0.20774,0.25315,61.67302,75.15573,0.01041,0.00282
1.38750,0.35000,0.20759,0.25345,62.03651,75.74106,0.00943,0.00268
1.44167,0.35000,0.20733,0.25337,63.09689,77.11129,0.00862,0.00234
1.49583,0.35000,0.20559,0.25033,63.94005,77.85334,0.00770,0.00214
1.55000,0.35000,0.20271,0.24774,65.07592,79.53285,0.00605,0.00168
1.60417,0.35000,0.20017,0.24350,66.47286,80.86435,0.00450,0.00132
1.65833,0.35000,0.19513,0.23698,67.34518,81.78629,0.00381,0.00105
1.71250,0.35000,0.18949,0.22896,68.13278,82.32146,0.00285,0.00094
1.76667,0.35000,0.18327,0.22249,68.98328,83.74626,0.00161,0.00064
1.82083,0.35000,0.17543,0.21533,69.28194,85.04241,0.00148,0.00008
1.87500,0.35000,0.16890,0.20222,70.15458,83.99465,0.00000,0.00033
1.92917,0.35000,0.16030,0.19344,70.12712,84.62698,0.00000,0.00016
1.98333,0.35000,0.15192,0.18389,70.11655,84.87397,0.00025,0.00018
2.03750,0.35000,0.14478,0.17549,70.71076,85.70755,0.00000,0.00000
2.09167,0.35000,0.13539,0.16531,70.21185,85.72730,0.00000,0.00000
2.14583,0.35000,0.12738,0.15626,70.23048,86.15169,0.00000,0.00000
2.20000,0.35000,0.12039,0.14574,70.81743,85.73123,0.00000,0.00000
0.90000,0.37500,0.10703,0.12173,73.81439,83.94882,0.00000,0.00074
0.95417,0.37500,0.13996,0.16655,70.27442,83.62448,0.00065,0.00073
1.00833,0.37500,0.16411,0.19915,65.75251,79.79150,0.00671,0.00199
1.06250,0.37500,0.18193,0.22374,65.12086,80.08717,0.00704,0.00173
1.11667,0.37500,0.18935,0.23418,62.15085,76.86465,0.01048,0.00278
1.17083,0.37500,0.19545,0.24119,61.11038,75.41081,0.01149,0.00304
1.22500,0.37500,0.20036,0.24601,60.71501,74.54799,0.01163,0.00321
1.27917,0.37500,0.20339,0.24916,60.83525,74.52473,0.01164,0.00314
1.33333,0.37500,0.20501,0.24975,60.86460,74.14537,0.01151,0.00330
1.38750,0.37500,0.20394,0.24943,60.94485,74.53983,0.01114,0.00305
1.44167,0.37500,0.20368,0.24954,61.98772,75.94369,0.01045,0.00274
1.49583,0.37500,0.20258,0.24711,63.00419,76.85194,0.00887,0.00245
1.55000,0.37500,0.20040,0.24409,64.33322,78.36062,0.00734,0.00197
1.60417,0.37500,0.19712,0.24039,65.45956,79.83088,0.00602,0.00171
1.65833,0.37500,0.19270,0.23477,66.50654,81.02548,0.00471,0.00130
1.71250,0.37500,0.18822,0.22797,67.67598,81.96690,0.00356,0.00102
1.76667,0.37500,0.18254,0.22020,68.70940,82.88566,0.00177,0.00081
1.82083,0.37500,0.17439,0.21174,68.87303,83.62413,0.00192,0.00061
1.87500,0.37500,0.16622,0.20243,69.04349,84.08103,0.00151,0.00024
1.92917,0.37500,0.15914,0.19303,69.62089,84.44409,0.00022,0.00033
1.98333,0.37500,0.14992,0.18339,69.19544,84.64316,0.00095,0.00016
2.03750,0.37500,0.14326,0.17385,69.96701,84.90971,0.00000,0.00015
2.09167,0.37500,0.13568,0.16418,70.36029,85.14323,0.00000,0.00000
2.14583,0.37500,0.12718,0.15308,70.11775,84.39898,0.00030,0.00044
2.20000,0.37500,0.11957,0.14397,70.33496,84.68580,0.00000,0.00015
0.90000,0.40000,0.10472,0.12680,72.22138,87.44702,0.00000,0.00000
0.95417,0.40000,0.14088,0.16569,70.73568,83.19002,0.00000,0.00064
1.00833,0.40000,0.16016,0.20171,64.16907,80.82045,0.00905,0.00171
1.06250,0.40000,0.17900,0.21810,64.07024,78.06786,0.00940,0.00247
1.11667,0.40000,0.18827,0.23023,61.79658,75.56803,0.01134,0.00312
1.17083,0.40000,0.19463,0.23551,60.85387,73.63446,0.01177,0.00366
1.22500,0.40000,0.19844,0.24158,60.13439,73.20513,0.01275,0.00367
1.27917,0.40000,0.19974,0.24520,59.74192,73.34041,0.01308,0.00359
1.33333,0.40000,0.20152,0.24678,59.82772,73.26542,0.01265,0.00351
1.38750,0.40000,0.20166,0.24782,60.26570,74.05804,0.01224,0.00316
1.44167,0.40000,0.20228,0.24495,61.56190,74.54620,0.01104,0.00312
1.49583,0.40000,0.20002,0.24434,62.20664,75.99113,0.00980,0.00274
1.55000,0.40000,0.19833,0.24105,63.66923,77.38397,0.00829,0.00235
1.60417,0.40000,0.19486,0.23775,64.71059,78.95361,0.00681,0.00203
1.65833,0.40000,0.18960,0.23404,65.43717,80.77456,0.00587,0.00128
1.71250,0.40000,0.18544,0.22656,66.67556,81.46081,0.00454,0.00124
1.76667,0.40000,0.18133,0.22049,68.25429,82.99678,0.00275,0.00060
1.82083,0.40000,0.17304,0.21136,68.34014,83.47260,0.00263,0.00040
1.87500,0.40000,0.16696,0.20252,69.35168,84.12126,0.00155,0.00038
1.92917,0.40000,0.15851,0.19215,69.34430,84.06219,0.00125,0.00020
1.98333,0.40000,0.15026,0.18269,69.35010,84.31794,0.00109,0.00023
2.03750,0.40000,0.14387,0.17438,70.26665,85.16577,0.00000,0.00000
2.09167,0.40000,0.13608,0.16400,70.56858,85.04552,0.00000,0.00013
2.14583,0.40000,0.12709,0.15413,70.07127,84.97681,0.00000,0.00000
2.20000,0.40000,0.11895,0.14367,69.97333,84.51109,0.00049,0.00007
0.90000,0.42500,0.09945,0.12214,68.58588,84.23789,0.00405,0.00046
0.95417,0.42500,0.13656,0.16372,68.56744,82.20153,0.00373,0.00116
1.00833,0.42500,0.16124,0.19631,64.60560,78.65347,0.00789,0.00256
1.06250,0.42500,0.17596,0.21607,62.98440,77.34171,0.01025,0.00270
1.11667,0.42500,0.18392,0.22745,60.36784,74.65577,0.01296,0.00357
1.17083,0.42500,0.18838,0.23203,58.90075,72.54719,0.01491,0.00406
1.22500,0.42500,0.19454,0.23764,58.95194,72.01158,0.01432,0.00395
1.27917,0.42500,0.19782,0.23976,59.16926,71.71182,0.01393,0.00388
1.33333,0.42500,0.19899,0.24333,59.07523,72.24181,0.01404,0.00374
1.38750,0.42500,0.19997,0.24290,59.76045,72.58920,0.01314,0.00367
1.44167,0.42500,0.19923,0.24222,60.63176,73.71717,0.01169,0.00347
1.49583,0.42500,0.19726,0.23967,61.34767,74.53931,0.01092,0.00310
1.55000,0.42500,0.19533,0.23813,62.70560,76.44755,0.00952,0.00261
1.60417,0.42500,0.19145,0.23391,63.57964,77.67929,0.00868,0.00231
1.65833,0.42500,0.18740,0.22902,64.67538,79.04191,0.00735,0.00180
1.71250,0.42500,0.18354,0.22338,65.99093,80.31784,0.00542,0.00152
1.76667,0.42500,0.17875,0.21870,67.28396,82.32115,0.00402,0.00090
1.82083,0.42500,0.17108,0.21053,67.56563,83.14366,0.00315,0.00057
1.87500,0.42500,0.16519,0.20102,68.61306,83.49667,0.00206,0.00048
1.92917,0.42500,0.15809,0.19277,69.16251,84.33134,0.00147,0.00042
1.98333,0.42500,0.15055,0.18312,69.48456,84.51825,0.00054,0.00029
2.03750,0.42500,0.14338,0.17274,70.02828,84.36499,0.00026,0.00032
2.09167,0.42500,0.13514,0.16517,70.08204,85.65191,0.00016,0.00000
2.14583,0.42500,0.12786,0.15389,70.49424,84.84469,0.00000,0.00004
2.20000,0.42500,0.11965,0.14392,70.38247,84.65730,0.00000,0.00017
0.90000,0.45000,0.10139,0.12088,69.92257,83.36368,0.00111,0.00076
0.95417,0.45000,0.13617,0.15722,68.37070,78.94134,0.00276,0.00256
1.00833,0.45000,0.15662,0.19024,62.75091,76.22339,0.01137,0.00342
1.06250,0.45000,0.16934,0.21212,60.61267,75.92736,0.01363,0.00303
1.11667,0.45000,0.18259,0.22066,59.93233,72.42611,0.01414,0.00415
1.17083,0.45000,0.18740,0.23027,58.59227,71.99654,0.01598,0.00413
1.22500,0.45000,0.19124,0.23335,57.95233,70.71086,0.01595,0.00445
1.27917,0.45000,0.19424,0.23676,58.09738,70.81630,0.01563,0.00425
1.33333,0.45000,0.19397,0.23894,57.58738,70.93716,0.01609,0.00425
1.38750,0.45000,0.19363,0.24110,57.86615,72.05010,0.01501,0.00382
1.44167,0.45000,0.19568,0.23816,59.55346,72.47938,0.01348,0.00373
1.49583,0.45000,0.19450,0.23724,60.48939,73.78190,0.01186,0.00343
1.55000,0.45000,0.19269,0.23473,61.85925,75.35412,0.01002,0.00292
1.60417,0.45000,0.18925,0.23249,62.84653,77.20677,0.00937,0.00253
1.65833,0.45000,0.18650,0.22689,64.36603,78.30404,0.00756,0.00202
1.71250,0.45000,0.18139,0.22267,65.21937,80.06028,0.00671,0.00167
1.76667,0.45000,0.17497,0.21697,65.86007,81.67171,0.00600,0.00121
1.82083,0.45000,0.17064,0.20756,67.39230,81.97172,0.00396,0.00102
1.87500,0.45000,0.16354,0.20043,67.92906,83.25326,0.00251,0.00064
1.92917,0.45000,0.15745,0.18880,68.87939,82.59455,0.00131,0.00085
1.98333,0.45000,0.14898,0.18417,68.75992,85.00095,0.00176,0.00013
2.03750,0.45000,0.14066,0.17419,68.69973,85.07260,0.00225,0.00002
2.09167,0.45000,0.13522,0.16356,70.12306,84.81846,0.00000,0.00000
2.14583,0.45000,0.12712,0.15363,70.08817,84.70383,0.00000,0.00000
2.20000,0.45000,0.12093,0.14282,71.13396,84.01310,0.00000,0.00049
0.90000,0.47500,0.10145,0.13176,69.96785,90.87241,0.00000,0.00000
0.95417,0.47500,0.12772,0.16420,64.12949,82.44272,0.01054,0.00164
1.00833,0.47500,0.15223,0.19313,60.99194,77.38004,0.01485,0.00302
1.06250,0.47500,0.16608,0.20589,59.44708,73.69614,0.01528,0.00411
1.11667,0.47500,0.17688,0.21759,58.05607,71.41837,0.01641,0.00439
1.17083,0.47500,0.18473,0.22795,57.75716,71.27207,0.01641,0.00437
1.22500,0.47500,0.18778,0.23032,56.90348,69.79486,0.01700,0.00454
1.27917,0.47500,0.18996,0.23391,56.81749,69.96205,0.01686,0.00453
1.33333,0.47500,0.19132,0.23426,56.79846,69.54922,0.01695,0.00459
1.38750,0.47500,0.19173,0.23510,57.29824,70.25697,0.01625,0.00444
1.44167,0.47500,0.19200,0.23464,58.43300,71.40963,0.01515,0.00416
1.49583,0.47500,0.19154,0.23296,59.56950,72.44973,0.01340,0.00375
1.55000,0.47500,0.18958,0.23167,60.85929,74.37366,0.01196,0.00325
1.60417,0.47500,0.18735,0.22848,62.21614,75.87691,0.01040,0.00295
1.65833,0.47500,0.18239,0.22443,62.94822,77.45490,0.00932,0.00242
1.71250,0.47500,0.17946,0.21936,64.52519,78.87249,0.00788,0.00197
1.76667,0.47500,0.17445,0.21453,65.66411,80.75148,0.00599,0.00131
1.82083,0.47500,0.16845,0.20598,66.52584,81.34944,0.00513,0.00135
1.87500,0.47500,0.16270,0.19920,67.58185,82.74024,0.00377,0.00080
1.92917,0.47500,0.15575,0.18955,68.13636,82.92310,0.00292,0.00059
1.98333,0.47500,0.14852,0.18137,68.54974,83.70834,0.00178,0.00045
2.03750,0.47500,0.14085,0.17234,68.79148,84.17153,0.00229,0.00028
2.09167,0.47500,0.13371,0.16243,69.34027,84.23397,0.00123,0.00023
2.14583,0.47500,0.12571,0.15403,69.31135,84.92298,0.00184,0.00003
2.20000,0.47500,0.11714,0.14618,68.90351,85.99113,0.00199,0.00000
0.90000,0.50000,0.10143,0.12241,69.95224,84.41876,0.00000,0.00000
0.95417,0.50000,0.13469,0.16119,67.62788,80.93029,0.00415,0.00189
1.00833,0.50000,0.14611,0.18115,58.54000,72.58092,0.01915,0.00468
1.06250,0.50000,0.16660,0.20000,59.63233,71.58775,0.01609,0.00441
1.11667,0.50000,0.17376,0.21229,57.03198,69.67941,0.01851,0.00508
1.17083,0.50000,0.17993,0.21709,56.25623,67.87456,0.01835,0.00540
1.22500,0.50000,0.18372,0.22573,55.67233,68.40417,0.01892,0.00521
1.27917,0.50000,0.18701,0.23017,55.93541,68.84483,0.01826,0.00500
1.33333,0.50000,0.18758,0.23054,55.68891,68.44426,0.01884,0.00511
1.38750,0.50000,0.18849,0.23059,56.32894,68.90857,0.01759,0.00487
1.44167,0.50000,0.18928,0.23082,57.60605,70.24711,0.01599,0.00451
1.49583,0.50000,0.19016,0.22976,59.13889,71.45616,0.01389,0.00425
1.55000,0.50000,0.18684,0.22737,59.98171,72.99126,0.01334,0.00371
1.60417,0.50000,0.18385,0.22473,61.05280,74.62971,0.01199,0.00338
1.65833,0.50000,0.17993,0.22035,62.09702,76.04752,0.01082,0.00294
1.71250,0.50000,0.17637,0.21545,63.41403,77.46510,0.00906,0.00248
1.76667,0.50000,0.16961,0.20977,63.84226,78.95808,0.00850,0.00192
1.82083,0.50000,0.16840,0.20297,66.50614,80.15776,0.00555,0.00170
1.87500,0.50000,0.16074,0.19522,66.76687,81.08887,0.00429,0.00144
1.92917,0.50000,0.15364,0.18726,67.21531,81.92354,0.00376,0.00101
1.98333,0.50000,0.14587,0.17895,67.32243,82.59460,0.00418,0.00083
2.03750,0.50000,0.14031,0.17059,68.52783,83.31826,0.00275,0.00069
2.09167,0.50000,0.13396,0.16397,69.47061,85.03272,0.00104,0.00000
2.14583,0.50000,0.12534,0.15258,69.10496,84.12155,0.00178,0.00015
2.20000,0.50000,0.11744,0.14261,69.08168,83.88583,0.00146,0.00037
0.90000,0.52500,0.10195,0.11908,70.31379,82.12660,0.00000,0.00166
0.95417,0.52500,0.12936,0.15356,64.95019,77.10306,0.00951,0.00308
1.00833,0.52500,0.15055,0.18392,60.31876,73.69110,0.01652,0.00432
1.06250,0.52500,0.16173,0.19593,57.89006,70.13130,0.01813,0.00529
1.11667,0.52500,0.17176,0.20656,56.37772,67.79765,0.01903,0.00561
1.17083,0.52500,0.17570,0.21433,54.93332,67.01212,0.02042,0.00580
1.22500,0.52500,0.17880,0.22280,54.18183,67.51489,0.02116,0.00555
1.27917,0.52500,0.18404,0.22521,55.04788,67.36143,0.02014,0.00556
1.33333,0.52500,0.18519,0.22465,54.98084,66.69403,0.01930,0.00569
1.38750,0.52500,0.18719,0.22440,55.94108,67.05880,0.01815,0.00550
1.44167,0.52500,0.18470,0.22457,56.21036,68.34389,0.01819,0.00519
1.49583,0.52500,0.18513,0.22659,57.57500,70.46841,0.01634,0.00451
1.55000,0.52500,0.18348,0.22566,58.90318,72.44402,0.01469,0.00385
1.60417,0.52500,0.18030,0.22110,59.87484,73.42493,0.01321,0.00366
1.65833,0.52500,0.17630,0.21567,60.84390,74.43481,0.01218,0.00325
1.71250,0.52500,0.17543,0.21199,63.07765,76.22283,0.00949,0.00270
1.76667,0.52500,0.17003,0.20619,63.99956,77.61171,0.00884,0.00251
1.82083,0.52500,0.16635,0.19892,65.69692,78.55843,0.00619,0.00235
1.87500,0.52500,0.16046,0.19407,66.64892,80.60888,0.00529,0.00165
1.92917,0.52500,0.15167,0.18645,66.35355,81.56738,0.00569,0.00127
1.98333,0.52500,0.14684,0.17796,67.77293,82.13573,0.00386,0.00097
2.03750,0.52500,0.14022,0.17002,68.48340,83.03582,0.00185,0.00065
2.09167,0.52500,0.13133,0.15996,68.10372,82.95321,0.00358,0.00079
2.14583,0.52500,0.12443,0.14851,68.60524,81.88099,0.00284,0.00115
2.20000,0.52500,0.11821,0.14398,69.53617,84.69433,0.00050,0.00022
0.90000,0.55000,0.09284,0.12291,64.02977,84.76516,0.01585,0.00000
0.95417,0.55000,0.12525,0.14995,62.88483,75.28811,0.01388,0.00417
1.00833,0.55000,0.14798,0.17774,59.29046,71.21623,0.01839,0.00528
1.06250,0.55000,0.15546,0.18946,55.64468,67.81548,0.02159,0.00614
1.11667,0.55000,0.16492,0.20453,54.13133,67.13178,0.02325,0.00602
1.17083,0.55000,0.17165,0.21198,53.66891,66.27851,0.02304,0.00613
1.22500,0.55000,0.17614,0.21803,53.37621,66.06854,0.02289,0.00605
1.27917,0.55000,0.17928,0.21842,53.62300,65.33044,0.02149,0.00606
1.33333,0.55000,0.18066,0.22203,53.63592,65.91784,0.02174,0.00581
1.38750,0.55000,0.18137,0.22311,54.19969,66.67613,0.02091,0.00571
1.44167,0.55000,0.18432,0.22304,56.09589,67.88015,0.01858,0.00527
1.49583,0.55000,0.18109,0.22165,56.31991,68.93270,0.01814,0.00501
1.55000,0.55000,0.18060,0.21946,57.97879,70.45266,0.01624,0.00456
1.60417,0.55000,0.17944,0.21720,59.58927,72.12794,0.01405,0.00406
1.65833,0.55000,0.17618,0.21361,60.80449,73.72072,0.01279,0.00356
1.71250,0.55000,0.17405,0.21174,62.58102,76.13071,0.01039,0.00289
1.76667,0.55000,0.16711,0.20474,62.90203,77.06643,0.01014,0.00259
1.82083,0.55000,0.16259,0.19696,64.21052,77.78701,0.00865,0.00242
1.87500,0.55000,0.15672,0.19024,65.09682,79.01894,0.00736,0.00196
1.92917,0.55000,0.15208,0.18392,66.53134,80.45896,0.00481,0.00177
1.98333,0.55000,0.14383,0.17691,66.38498,81.64974,0.00595,0.00139
2.03750,0.55000,0.13864,0.16956,67.71352,82.81201,0.00389,0.00078
2.09167,0.55000,0.13357,0.15528,69.26939,80.52607,0.00207,0.00175
2.14583,0.55000,0.12465,0.15148,68.72647,83.51587,0.00296,0.00064
2.20000,0.55000,0.11591,0.14372,68.18477,84.54335,0.00256,0.00015
0.90000,0.57500,0.09935,0.11816,68.51607,81.48930,0.00274,0.00189
0.95417,0.57500,0.12156,0.14552,61.03357,73.06443,0.01724,0.00526
1.00833,0.57500,0.14506,0.16422,58.11952,65.79962,0.01967,0.00772
1.06250,0.57500,0.15324,0.18281,54.85160,65.43525,0.02253,0.00723
1.11667,0.57500,0.16017,0.20280,52.57123,66.56556,0.02498,0.00640
1.17083,0.57500,0.16608,0.20633,51.92740,64.51101,0.02627,0.00691
1.22500,0.57500,0.17227,0.20931,52.20259,63.42592,0.02458,0.00712
1.27917,0.57500,0.17559,0.21364,52.52051,63.90112,0.02346,0.00672
1.33333,0.57500,0.17806,0.21771,52.86291,64.63315,0.02292,0.00650
1.38750,0.57500,0.18020,0.21675,53.84985,64.77303,0.02155,0.00641
1.44167,0.57500,0.18044,0.21620,54.91443,65.79822,0.02000,0.00595
1.49583,0.57500,0.17706,0.21573,55.06680,67.09354,0.01988,0.00564
1.55000,0.57500,0.17603,0.21348,56.51112,68.53385,0.01824,0.00526
1.60417,0.57500,0.17416,0.21482,57.83764,71.34044,0.01675,0.00435
1.65833,0.57500,0.17125,0.21004,59.10288,72.49042,0.01522,0.00415
1.71250,0.57500,0.16867,0.20611,60.64387,74.10581,0.01300,0.00346
1.76667,0.57500,0.16385,0.20005,61.67398,75.29963,0.01182,0.00328
1.82083,0.57500,0.16070,0.19414,63.46442,76.67367,0.00990,0.00284
1.87500,0.57500,0.15470,0.18786,64.25761,78.03246,0.00886,0.00266
1.92917,0.57500,0.14857,0.18099,64.99604,79.17745,0.00753,0.00200
1.98333,0.57500,0.14323,0.17304,66.10410,79.86639,0.00583,0.00202
2.03750,0.57500,0.13740,0.16522,67.10723,80.69556,0.00470,0.00142
2.09167,0.57500,0.13075,0.15592,67.80340,80.85809,0.00408,0.00153
2.14583,0.57500,0.12370,0.14752,68.20093,81.33378,0.00303,0.00170
2.20000,0.57500,0.11720,0.14244,68.94239,83.78808,0.00230,0.00042
0.90000,0.60000,0.09518,0.12247,65.64112,84.46318,0.00818,0.00050
0.95417,0.60000,0.11558,0.14770,58.02973,74.15669,0.02490,0.00503
1.00833,0.60000,0.14139,0.16927,56.65043,67.81906,0.02192,0.00689
1.06250,0.60000,0.14991,0.17842,53.66003,63.86411,0.02564,0.00801
1.11667,0.60000,0.15839,0.19536,51.98657,64.12259,0.02622,0.00735
1.17083,0.60000,0.16521,0.20303,51.65594,63.47943,0.02620,0.00720
1.22500,0.60000,0.16750,0.20709,50.75800,62.75349,0.02714,0.00722
1.27917,0.60000,0.17348,0.21013,51.88704,62.85187,0.02501,0.00728
1.33333,0.60000,0.17241,0.21092,51.18566,62.61777,0.02565,0.00731
1.38750,0.60000,0.17416,0.21173,52.04531,63.27460,0.02428,0.00700
1.44167,0.60000,0.17322,0.21374,52.71786,65.05027,0.02388,0.00641
1.49583,0.60000,0.17403,0.21271,54.12501,66.15183,0.02203,0.00609
1.55000,0.60000,0.17117,0.21175,54.95156,67.97630,0.02038,0.00544
1.60417,0.60000,0.17099,0.20988,56.78394,69.70016,0.01864,0.00496
1.65833,0.60000,0.16960,0.20546,58.53463,70.91104,0.01647,0.00461
1.71250,0.60000,0.16633,0.20137,59.80503,72.40393,0.01451,0.00435
1.76667,0.60000,0.16158,0.19728,60.81886,74.25864,0.01348,0.00367
1.82083,0.60000,0.15780,0.19076,62.32056,75.33741,0.01152,0.00336
1.87500,0.60000,0.15331,0.18583,63.67944,77.18915,0.00987,0.00274
1.92917,0.60000,0.14900,0.18022,65.18488,78.84113,0.00742,0.00217
1.98333,0.60000,0.14330,0.17490,66.13973,80.72093,0.00608,0.00154
2.03750,0.60000,0.13559,0.16297,66.22464,79.59337,0.00623,0.00228
2.09167,0.60000,0.12993,0.15722,67.38014,81.53090,0.00385,0.00116
2.14583,0.60000,0.12174,0.14934,67.11923,82.33698,0.00515,0.00108
2.20000,0.60000,0.11734,0.14296,69.02562,84.09527,0.00125,0.00034
