ML_MAE_eV,Achieved_PCE_Percent,SQ_Saturation_Percent,LCOE_Penalty_Current,LCOE_Penalty_Future
0.23749,28.04997,100.00444,0.00000,0.00000
0.58037,26.51319,94.52547,0.00245,0.00021
0.18128,27.57546,98.31270,0.00072,0.00006
0.29813,27.57073,98.29585,0.00073,0.00006
0.40760,26.45585,94.32103,0.00254,0.00022
0.25407,27.73918,98.89640,0.00047,0.00004
0.35820,27.81605,99.17047,0.00035,0.00003
0.17032,28.03753,99.96010,0.00002,0.00000
0.26636,28.04176,99.97518,0.00001,0.00000
0.05908,28.04813,99.99787,0.00000,0.00000
0.12028,27.65231,98.58671,0.00061,0.00005
0.09022,27.93954,99.61072,0.00017,0.00001
0.22267,28.01812,99.89087,0.00005,0.00000
0.57169,26.54311,94.63213,0.00240,0.00020
0.02123,28.04392,99.98287,0.00001,0.00000
0.25820,27.47945,97.97041,0.00087,0.00007
0.20930,26.92712,96.00122,0.00176,0.00015
0.15533,27.98063,99.75721,0.00010,0.00001
0.36380,24.47646,87.26407,0.00616,0.00052
0.02148,28.04209,99.97634,0.00001,0.00000
0.50918,18.00823,64.20339,0.02355,0.00200
0.40755,27.98783,99.78289,0.00009,0.00001
0.58878,0.50000,1.78261,2.32679,0.19770
0.11506,27.87247,99.37161,0.00027,0.00002
0.13466,27.92390,99.55497,0.00019,0.00002
0.48779,27.16685,96.85592,0.00137,0.00012
0.23245,26.70112,95.19547,0.00213,0.00018
0.42858,25.80001,91.98281,0.00368,0.00031
0.10611,28.04994,100.00432,0.00000,0.00000
0.20458,24.64978,87.88199,0.00582,0.00049
0.09080,27.89884,99.46561,0.00023,0.00002
0.23845,24.92970,88.87996,0.00528,0.00045
0.45240,27.60833,98.42989,0.00067,0.00006
0.55624,19.75068,70.41562,0.01774,0.00151
0.19361,27.82479,99.20163,0.00034,0.00003
0.19656,26.52010,94.55009,0.00243,0.00021
0.58760,26.37102,94.01862,0.00269,0.00023
0.27680,27.47684,97.96109,0.00088,0.00007
0.00904,28.03906,99.96556,0.00001,0.00000
0.33447,0.50000,1.78261,2.32679,0.19770
0.14427,27.75334,98.94689,0.00045,0.00004
0.54680,26.18634,93.36019,0.00300,0.00026
0.23121,25.57862,91.19351,0.00408,0.00035
0.26432,26.92629,95.99825,0.00176,0.00015
0.45747,25.73782,91.76111,0.00379,0.00032
0.56010,26.13394,93.17335,0.00309,0.00026
0.01520,28.04708,99.99412,0.00000,0.00000
0.08652,27.96209,99.69112,0.00013,0.00001
0.29400,27.61864,98.46665,0.00066,0.00006
0.37981,23.11144,82.39747,0.00902,0.00077
0.18166,26.47456,94.38774,0.00251,0.00021
0.54096,21.43414,76.41752,0.01303,0.00111
0.20148,26.32558,93.85660,0.00276,0.00023
0.02069,28.04986,100.00405,0.00000,0.00000
0.54508,25.05574,89.32934,0.00504,0.00043
0.03526,28.04135,99.97372,0.00001,0.00000
0.30994,28.04976,100.00370,0.00000,0.00000
0.41552,25.95480,92.53469,0.00341,0.00029
0.03741,28.02314,99.90877,0.00004,0.00000
0.56435,28.03935,99.96658,0.00001,0.00000
0.00192,28.04728,99.99486,0.00000,0.00000
0.16435,28.01723,99.88772,0.00005,0.00000
0.00844,28.04918,100.00162,0.00000,0.00000
0.41967,23.00149,82.00547,0.00927,0.00079
0.45643,24.72521,88.15094,0.00568,0.00048
0.10398,28.01731,99.88799,0.00005,0.00000
0.30183,27.12956,96.72296,0.00143,0.00012
0.31324,27.88962,99.43275,0.00024,0.00002
0.52948,24.88116,88.70693,0.00538,0.00046
0.25041,27.81093,99.15220,0.00036,0.00003
0.08839,28.04955,100.00293,0.00000,0.00000
0.15811,27.25741,97.17878,0.00123,0.00010
0.52086,25.88005,92.26818,0.00354,0.00030
0.55035,0.50000,1.78261,2.32679,0.19770
0.04087,28.03653,99.95651,0.00002,0.00000
0.15706,28.04490,99.98635,0.00001,0.00000
0.31326,27.79652,99.10083,0.00038,0.00003
0.58057,26.17434,93.31739,0.00302,0.00026
0.21907,27.15663,96.81947,0.00139,0.00012
0.09371,27.87421,99.37782,0.00026,0.00002
0.40779,28.03343,99.94549,0.00002,0.00000
0.19318,27.07299,96.52129,0.00152,0.00013
0.34482,27.77021,99.00703,0.00042,0.00004
0.00723,28.04713,99.99431,0.00000,0.00000
0.22344,27.50265,98.05313,0.00084,0.00007
0.20197,27.84122,99.26021,0.00031,0.00003
0.59842,26.11417,93.10288,0.00313,0.00027
0.34305,27.91899,99.53745,0.00020,0.00002
0.58280,26.81224,95.59166,0.00195,0.00017
0.48401,25.16925,89.73402,0.00483,0.00041
0.17889,27.76333,98.98249,0.00043,0.00004
0.05372,27.95470,99.66477,0.00014,0.00001
0.39597,24.31900,86.70270,0.00648,0.00055
0.54074,0.50000,1.78261,2.32679,0.19770
0.18579,27.96851,99.71403,0.00012,0.00001
0.23364,28.00603,99.84779,0.00006,0.00001
0.52772,26.77374,95.45438,0.00201,0.00017
0.56789,27.83713,99.24562,0.00032,0.00003
0.22570,27.69287,98.73129,0.00054,0.00005
0.51266,23.11936,82.42570,0.00900,0.00077
0.29363,25.95894,92.54944,0.00340,0.00029
0.16638,27.93153,99.58219,0.00018,0.00002
0.12464,27.66266,98.62358,0.00059,0.00005
0.39029,26.92980,96.01078,0.00175,0.00015
0.29243,28.04396,99.98302,0.00001,0.00000
0.08670,27.98021,99.75574,0.00010,0.00001
0.01948,28.04803,99.99751,0.00000,0.00000
0.21245,27.43144,97.79925,0.00095,0.00008
0.55333,25.46569,90.79090,0.00428,0.00036
0.27309,28.01257,99.87110,0.00005,0.00000
0.14988,27.77284,99.01640,0.00042,0.00004
0.30394,26.59761,94.82645,0.00230,0.00020
0.47321,24.77793,88.33887,0.00557,0.00047
0.18199,27.77853,99.03670,0.00041,0.00003
0.05093,28.03537,99.95239,0.00002,0.00000
0.51896,0.50000,1.78261,2.32679,0.19770
0.53187,0.50000,1.78261,2.32679,0.19770
0.59832,26.25382,93.60075,0.00289,0.00025
0.52006,0.50000,1.78261,2.32679,0.19770
0.31636,28.04416,99.98372,0.00001,0.00000
0.11890,27.95249,99.65689,0.00015,0.00001
0.38639,0.50000,1.78261,2.32679,0.19770
0.29727,28.03359,99.94606,0.00002,0.00000
0.34470,26.68109,95.12407,0.00216,0.00018
0.40631,27.24556,97.13654,0.00124,0.00011
0.38977,27.80164,99.11907,0.00038,0.00003
0.00203,28.04841,99.99887,0.00000,0.00000
0.38902,27.90732,99.49586,0.00021,0.00002
0.43924,27.70631,98.77923,0.00052,0.00004
0.47466,27.74275,98.90915,0.00047,0.00004
0.57137,27.54063,98.18853,0.00078,0.00007
0.19035,27.40956,97.72125,0.00098,0.00008
0.22929,27.97060,99.72145,0.00012,0.00001
0.14787,27.94512,99.63064,0.00016,0.00001
0.29515,23.97830,85.48803,0.00717,0.00061
0.27220,27.89770,99.46156,0.00023,0.00002
0.42012,0.50000,1.78261,2.32679,0.19770
0.48551,0.50000,1.78261,2.32679,0.19770
0.27044,23.30937,83.10315,0.00859,0.00073
0.26597,27.94833,99.64207,0.00015,0.00001
0.39983,27.17377,96.88058,0.00136,0.00012
0.42853,25.79372,91.96039,0.00369,0.00031
0.30336,26.63790,94.97009,0.00224,0.00019
0.10181,28.01704,99.88705,0.00005,0.00000
0.11637,28.04992,100.00427,0.00000,0.00000
0.38470,27.90752,99.49656,0.00021,0.00002
0.07324,28.04511,99.98713,0.00001,0.00000
0.04459,28.00972,99.86095,0.00006,0.00000
0.21398,27.59806,98.39327,0.00069,0.00006
0.18400,28.04052,99.97074,0.00001,0.00000
0.59963,26.97455,96.17034,0.00168,0.00014
0.30912,27.86255,99.33625,0.00028,0.00002
0.33489,26.87600,95.81896,0.00184,0.00016
0.10175,28.02625,99.91986,0.00003,0.00000
0.21044,27.90833,99.49947,0.00021,0.00002
0.07275,28.02718,99.92317,0.00003,0.00000
0.09076,28.04841,99.99888,0.00000,0.00000
0.45791,0.50000,1.78261,2.32679,0.19770
0.32672,27.36205,97.55186,0.00106,0.00009
0.06581,28.00078,99.82908,0.00007,0.00001
0.43106,27.98791,99.78319,0.00009,0.00001
0.03770,28.04999,100.00451,0.00000,0.00000
0.23562,27.97062,99.72154,0.00012,0.00001
0.50590,27.57291,98.30363,0.00073,0.00006
0.57433,0.50000,1.78261,2.32679,0.19770
0.27878,27.72359,98.84082,0.00050,0.00004
0.43237,27.74442,98.91510,0.00046,0.00004
0.18013,27.88394,99.41252,0.00025,0.00002
0.08690,28.03268,99.94280,0.00002,0.00000
0.20406,27.41940,97.75632,0.00097,0.00008
0.12882,28.04465,99.98546,0.00001,0.00000
0.19270,28.04798,99.99735,0.00000,0.00000
0.01945,28.04969,100.00343,0.00000,0.00000
0.18709,25.91133,92.37972,0.00348,0.00030
0.19357,27.98518,99.77343,0.00010,0.00001
0.32318,28.04507,99.98696,0.00001,0.00000
0.16948,27.76980,99.00559,0.00042,0.00004
0.41259,28.03541,99.95254,0.00002,0.00000
0.30132,27.67039,98.65115,0.00058,0.00005
0.54157,23.38081,83.35782,0.00843,0.00072
0.46808,27.67899,98.68180,0.00056,0.00005
0.53650,0.50000,1.78261,2.32679,0.19770
0.31312,27.96086,99.68673,0.00013,0.00001
0.49490,28.04547,99.98839,0.00000,0.00000
0.22423,27.93721,99.60242,0.00017,0.00001
0.48045,25.82257,92.06327,0.00364,0.00031
0.28921,27.14714,96.78563,0.00140,0.00012
0.27800,27.73703,98.88875,0.00047,0.00004
0.03087,28.02526,99.91635,0.00004,0.00000
0.15618,27.77928,99.03935,0.00041,0.00003
0.59394,25.66899,91.51572,0.00392,0.00033
0.40282,27.59186,98.37117,0.00070,0.00006
0.41894,28.03222,99.94117,0.00002,0.00000
0.36424,0.50000,1.78261,2.32679,0.19770
0.01184,28.04517,99.98734,0.00001,0.00000
0.46869,27.07562,96.53065,0.00152,0.00013
0.07705,28.04428,99.98414,0.00001,0.00000
0.25038,26.85506,95.74433,0.00188,0.00016
0.15358,27.75777,98.96268,0.00044,0.00004
0.54061,26.64258,94.98676,0.00223,0.00019
0.45577,28.04668,99.99271,0.00000,0.00000
0.57252,22.06933,78.68213,0.01144,0.00097
0.40728,22.65708,80.77759,0.01005,0.00085
0.16386,28.04969,100.00343,0.00000,0.00000
0.18051,27.28993,97.29472,0.00117,0.00010
0.20789,27.47352,97.94927,0.00088,0.00008
0.59697,27.63251,98.51609,0.00064,0.00005
0.56696,0.50000,1.78261,2.32679,0.19770
0.22975,27.33284,97.44769,0.00111,0.00009
0.15310,27.84558,99.27576,0.00031,0.00003
0.07714,28.03940,99.96675,0.00001,0.00000
0.21785,27.16640,96.85431,0.00137,0.00012
0.50125,27.46005,97.90125,0.00091,0.00008
0.05388,28.04719,99.99453,0.00000,0.00000
0.21149,28.03773,99.96082,0.00002,0.00000
0.39266,27.53984,98.18569,0.00078,0.00007
0.58215,26.64183,94.98412,0.00223,0.00019
0.57705,27.99511,99.80886,0.00008,0.00001
0.20332,28.05000,100.00454,0.00000,0.00000
0.40465,27.69320,98.73248,0.00054,0.00005
0.38773,26.06936,92.94312,0.00321,0.00027
0.28992,27.40711,97.71249,0.00099,0.00008
0.38830,27.03322,96.37951,0.00159,0.00013
0.12303,27.99378,99.80410,0.00008,0.00001
0.49870,27.93659,99.60023,0.00017,0.00001
0.17882,27.86976,99.36196,0.00027,0.00002
0.24664,28.01568,99.88218,0.00005,0.00000
0.28352,0.50000,1.78261,2.32679,0.19770
0.16809,28.02184,99.90416,0.00004,0.00000
0.44841,27.20033,96.97528,0.00132,0.00011
0.37797,28.01242,99.87057,0.00005,0.00000
0.43925,27.39064,97.65378,0.00101,0.00009
0.40429,27.79489,99.09502,0.00039,0.00003
0.45609,0.50000,1.78261,2.32679,0.19770
0.39496,0.50000,1.78261,2.32679,0.19770
0.21919,26.86350,95.77442,0.00186,0.00016
0.36032,25.43685,90.68808,0.00434,0.00037
0.00562,28.04691,99.99353,0.00000,0.00000
0.12570,28.00568,99.84655,0.00006,0.00001
0.08092,27.98542,99.77430,0.00010,0.00001
0.35237,26.63721,94.96764,0.00224,0.00019
0.54795,27.71845,98.82249,0.00050,0.00004
0.50364,27.30191,97.33745,0.00116,0.00010
0.59666,0.50000,1.78261,2.32679,0.19770
0.54569,25.71534,91.68095,0.00383,0.00033
0.48438,27.17749,96.89386,0.00135,0.00012
0.14157,28.03357,99.94598,0.00002,0.00000
0.55352,27.58900,98.36097,0.00070,0.00006
0.06133,27.98094,99.75832,0.00010,0.00001
0.57753,26.85651,95.74950,0.00187,0.00016
0.39879,28.01929,99.89504,0.00004,0.00000
0.16403,27.96453,99.69983,0.00013,0.00001
0.24278,27.39855,97.68200,0.00100,0.00009
0.18363,28.00473,99.84316,0.00007,0.00001
0.54970,26.17586,93.32283,0.00302,0.00026
0.45420,28.04907,100.00125,0.00000,0.00000
0.22220,27.49528,98.02683,0.00085,0.00007
0.25445,26.79538,95.53155,0.00198,0.00017
0.08025,27.98899,99.78702,0.00009,0.00001
0.16801,28.01110,99.86585,0.00006,0.00000
0.46379,27.82266,99.19402,0.00034,0.00003
0.38074,26.40494,94.13952,0.00263,0.00022
0.42821,26.69999,95.19147,0.00213,0.00018
0.53664,28.04981,100.00385,0.00000,0.00000
0.55960,27.26683,97.21236,0.00121,0.00010
0.48942,28.00634,99.84889,0.00006,0.00001
0.52289,25.02020,89.20264,0.00511,0.00043
0.35968,27.98201,99.76213,0.00010,0.00001
0.15527,27.35022,97.50968,0.00108,0.00009
0.12707,28.04109,99.97278,0.00001,0.00000
0.04371,27.91699,99.53033,0.00020,0.00002
0.03692,27.94973,99.64707,0.00015,0.00001
0.45482,27.47987,97.97191,0.00087,0.00007
0.04477,28.04917,100.00159,0.00000,0.00000
0.25659,28.02751,99.92438,0.00003,0.00000
0.46321,26.97391,96.16804,0.00168,0.00014
0.48606,25.74664,91.79255,0.00378,0.00032
0.43245,27.75928,98.96805,0.00044,0.00004
0.31956,27.51271,98.08899,0.00082,0.00007
0.35245,28.04995,100.00436,0.00000,0.00000
0.51044,27.99002,99.79071,0.00009,0.00001
0.48560,19.76485,70.46614,0.01770,0.00150
0.00045,28.04857,99.99943,0.00000,0.00000
0.41960,27.98253,99.76401,0.00010,0.00001
0.21277,28.02630,99.92004,0.00003,0.00000
0.02253,28.03966,99.96770,0.00001,0.00000
0.44357,27.97311,99.73043,0.00011,0.00001
0.25320,0.50000,1.78261,2.32679,0.19770
0.59835,28.03449,99.94924,0.00002,0.00000
0.13729,27.75340,98.94709,0.00045,0.00004
0.41510,28.04914,100.00149,0.00000,0.00000
0.43474,27.18134,96.90756,0.00135,0.00011
0.34379,0.50000,1.78261,2.32679,0.19770
0.48839,26.99418,96.24030,0.00165,0.00014
0.50728,27.27356,97.23636,0.00120,0.00010
0.17018,28.04986,100.00405,0.00000,0.00000
0.05661,28.04921,100.00171,0.00000,0.00000
0.27617,26.51934,94.54739,0.00244,0.00021
0.23268,27.88215,99.40611,0.00025,0.00002
0.59859,26.71610,95.24890,0.00211,0.00018
0.59731,26.97938,96.18755,0.00167,0.00014
0.53916,25.84259,92.13464,0.00361,0.00031
0.34759,27.56984,98.29268,0.00073,0.00006
0.32094,27.40402,97.70147,0.00099,0.00008
0.52219,24.82716,88.51439,0.00548,0.00047
0.10151,28.00458,99.84260,0.00007,0.00001
0.16332,28.02779,99.92535,0.00003,0.00000
0.44296,28.03121,99.93756,0.00003,0.00000
0.22120,28.02356,99.91027,0.00004,0.00000
0.47364,27.97978,99.75419,0.00010,0.00001
0.21384,27.16880,96.86288,0.00137,0.00012
0.29912,0.50000,1.78261,2.32679,0.19770
0.33653,27.21969,97.04430,0.00129,0.00011
0.05681,27.98367,99.76808,0.00010,0.00001
0.37391,27.07216,96.51832,0.00152,0.00013
0.45067,26.57350,94.74050,0.00234,0.00020
0.14530,28.01976,99.89674,0.00004,0.00000
0.56473,27.11180,96.65967,0.00146,0.00012
0.16859,28.03051,99.93507,0.00003,0.00000
0.01961,28.04711,99.99425,0.00000,0.00000
0.08896,27.74058,98.90140,0.00047,0.00004
0.10313,28.04716,99.99442,0.00000,0.00000
0.52110,27.69806,98.74979,0.00053,0.00005
0.13724,27.84992,99.29120,0.00030,0.00003
0.57704,27.44700,97.85472,0.00093,0.00008
0.29621,27.49862,98.03876,0.00084,0.00007
0.06625,27.90219,99.47759,0.00022,0.00002
0.24602,28.04252,99.97786,0.00001,0.00000
0.13839,27.16093,96.83481,0.00138,0.00012
0.59295,26.85665,95.75000,0.00187,0.00016
0.58161,0.50000,1.78261,2.32679,0.19770
0.56237,0.50000,1.78261,2.32679,0.19770
0.32618,0.50000,1.78261,2.32679,0.19770
0.02135,28.04249,99.97777,0.00001,0.00000
0.16806,27.66450,98.63014,0.00059,0.00005
0.04037,28.04805,99.99758,0.00000,0.00000
0.59435,26.22957,93.51431,0.00293,0.00025
0.14978,27.09543,96.60127,0.00149,0.00013
0.07157,28.02826,99.92704,0.00003,0.00000
0.58241,27.09869,96.61291,0.00148,0.00013
0.08919,27.61651,98.45904,0.00066,0.00006
0.48829,16.53797,58.96159,0.02939,0.00250
0.17291,28.03445,99.94911,0.00002,0.00000
0.02122,28.04751,99.99569,0.00000,0.00000
0.09139,27.99733,99.81678,0.00008,0.00001
0.15729,27.96580,99.70435,0.00013,0.00001
0.39698,26.56896,94.72431,0.00235,0.00020
0.58807,26.16801,93.29483,0.00304,0.00026
0.07937,28.04579,99.98953,0.00000,0.00000
0.01377,28.04984,100.00397,0.00000,0.00000
0.28520,0.50000,1.78261,2.32679,0.19770
0.55718,27.52703,98.14003,0.00080,0.00007
0.12533,27.81193,99.15576,0.00036,0.00003
0.12860,27.96130,99.68831,0.00013,0.00001
0.47563,26.82315,95.63054,0.00193,0.00016
0.12574,27.95297,99.65861,0.00014,0.00001
0.04662,28.04994,100.00431,0.00000,0.00000
0.01208,28.04973,100.00357,0.00000,0.00000
0.29664,26.98920,96.22255,0.00166,0.00014
0.08515,27.90477,99.48677,0.00022,0.00002
0.11602,27.79646,99.10061,0.00038,0.00003
0.21018,27.76863,99.00141,0.00043,0.00004
0.22263,27.99389,99.80450,0.00008,0.00001
0.43106,28.01331,99.87372,0.00005,0.00000
0.42154,24.96165,88.99389,0.00522,0.00044
0.15475,28.01234,99.87026,0.00005,0.00000
0.14063,28.04988,100.00413,0.00000,0.00000
0.20171,27.27578,97.24427,0.00120,0.00010
0.24678,19.17102,68.34900,0.01956,0.00166
0.12469,28.01923,99.89483,0.00004,0.00000
0.18429,26.73605,95.32001,0.00207,0.00018
0.43978,27.94241,99.62098,0.00016,0.00001
0.03212,28.04752,99.99569,0.00000,0.00000
0.30533,27.71643,98.81530,0.00051,0.00004
0.49647,26.93436,96.02703,0.00175,0.00015
0.45021,25.59491,91.25158,0.00405,0.00034
0.47779,0.50000,1.78261,2.32679,0.19770
0.31591,27.75594,98.95614,0.00045,0.00004
0.02307,28.04977,100.00372,0.00000,0.00000
0.25703,25.90623,92.36153,0.00349,0.00030
0.09979,28.03701,99.95824,0.00002,0.00000
0.23629,27.74503,98.91725,0.00046,0.00004
0.24160,27.86903,99.35933,0.00027,0.00002
0.52238,0.50000,1.78261,2.32679,0.19770
0.43388,25.81134,92.02321,0.00366,0.00031
0.20192,28.04994,100.00432,0.00000,0.00000
0.16656,28.01873,99.89306,0.00005,0.00000
0.49705,27.17892,96.89896,0.00135,0.00011
0.09448,27.95701,99.67303,0.00014,0.00001
0.22739,27.74613,98.92120,0.00046,0.00004
0.08624,28.03687,99.95773,0.00002,0.00000
0.22520,28.03777,99.96094,0.00002,0.00000
0.33771,27.77348,99.01868,0.00042,0.00004
0.46179,27.28356,97.27201,0.00118,0.00010
0.17413,27.69595,98.74226,0.00054,0.00005
0.25384,28.04094,99.97223,0.00001,0.00000
0.52950,27.19444,96.95427,0.00133,0.00011
0.01214,28.04186,99.97553,0.00001,0.00000
0.57146,27.04848,96.43391,0.00156,0.00013
0.53077,27.68690,98.71001,0.00055,0.00005
0.27501,27.34426,97.48842,0.00109,0.00009
0.10205,28.04500,99.98672,0.00001,0.00000
0.27138,26.95535,96.10189,0.00171,0.00015
0.28881,26.45492,94.31774,0.00254,0.00022
0.53242,26.71074,95.22980,0.00212,0.00018
0.43998,28.03872,99.96431,0.00002,0.00000
0.41663,25.78877,91.94274,0.00370,0.00031
0.05893,28.04949,100.00271,0.00000,0.00000
0.10650,27.74727,98.92525,0.00046,0.00004
0.19885,28.04917,100.00160,0.00000,0.00000
0.50508,26.34288,93.91827,0.00273,0.00023
0.24847,27.51409,98.09391,0.00082,0.00007
0.12320,28.03611,99.95504,0.00002,0.00000
0.30871,27.57220,98.30109,0.00073,0.00006
0.58426,27.35341,97.52106,0.00107,0.00009
0.55935,27.32574,97.42239,0.00112,0.00009
0.55932,27.29174,97.30116,0.00117,0.00010
0.06551,28.04023,99.96972,0.00001,0.00000
0.39879,28.03310,99.94428,0.00002,0.00000
0.51590,28.04891,100.00067,0.00000,0.00000
0.55155,28.01242,99.87057,0.00005,0.00000
0.51396,21.75140,77.54862,0.01223,0.00104
0.33176,26.75926,95.40277,0.00203,0.00017
0.24341,26.95246,96.09158,0.00172,0.00015
0.35518,27.14958,96.79436,0.00140,0.00012
0.03086,28.04077,99.97165,0.00001,0.00000
0.03161,28.04996,100.00439,0.00000,0.00000
0.33451,25.47734,90.83244,0.00426,0.00036
0.40269,0.50000,1.78261,2.32679,0.19770
0.31414,26.52964,94.58411,0.00242,0.00021
0.36155,0.50000,1.78261,2.32679,0.19770
0.01599,28.03712,99.95863,0.00002,0.00000
0.15955,27.71252,98.80136,0.00051,0.00004
0.08182,28.04409,99.98346,0.00001,0.00000
0.24547,28.04507,99.98698,0.00001,0.00000
0.40439,24.82819,88.51808,0.00548,0.00047
0.04976,28.04999,100.00451,0.00000,0.00000
0.39422,0.50000,1.78261,2.32679,0.19770
0.11001,27.74561,98.91931,0.00046,0.00004
0.27920,28.04664,99.99257,0.00000,0.00000
0.27611,28.00782,99.85415,0.00006,0.00001
0.07221,27.93296,99.58727,0.00018,0.00001
0.24960,27.96576,99.70422,0.00013,0.00001
0.45075,25.99519,92.67870,0.00334,0.00028
0.57683,28.00609,99.84798,0.00006,0.00001
0.17431,27.46756,97.92803,0.00089,0.00008
0.07139,28.01479,99.87903,0.00005,0.00000
0.38378,23.35397,83.26216,0.00849,0.00072
0.22990,27.33506,97.45561,0.00110,0.00009
0.24820,27.20194,96.98103,0.00131,0.00011
0.37392,26.22058,93.48224,0.00294,0.00025
0.42313,0.50000,1.78261,2.32679,0.19770
0.28227,0.50000,1.78261,2.32679,0.19770
0.46125,27.07401,96.52492,0.00152,0.00013
0.34167,27.73791,98.89187,0.00047,0.00004
0.29973,27.77250,99.01520,0.00042,0.00004
0.40111,27.44682,97.85408,0.00093,0.00008
0.17555,28.02618,99.91963,0.00003,0.00000
0.15278,27.98806,99.78373,0.00009,0.00001
0.44521,28.04911,100.00138,0.00000,0.00000
0.18294,27.84662,99.27946,0.00031,0.00003
0.08982,28.04995,100.00437,0.00000,0.00000
0.19732,27.67097,98.65321,0.00058,0.00005
0.24246,27.97551,99.73898,0.00011,0.00001
0.26777,28.01019,99.86263,0.00006,0.00000
0.35465,28.03933,99.96651,0.00001,0.00000
0.41520,27.67220,98.65759,0.00057,0.00005
0.21083,27.34957,97.50736,0.00108,0.00009
0.57469,27.12160,96.69457,0.00144,0.00012
0.41624,26.43522,94.24748,0.00258,0.00022
0.42415,28.03408,99.94779,0.00002,0.00000
0.13940,27.97074,99.72196,0.00012,0.00001
0.27088,27.97342,99.73153,0.00011,0.00001
0.39549,17.53258,62.50757,0.02533,0.00215
0.48337,21.94969,78.25556,0.01173,0.00100
0.23800,27.37184,97.58675,0.00104,0.00009
0.54501,20.04763,71.47430,0.01685,0.00143
0.45362,0.50000,1.78261,2.32679,0.19770
0.16381,28.01015,99.86247,0.00006,0.00000
0.00852,28.04998,100.00449,0.00000,0.00000
0.38199,27.42312,97.76958,0.00096,0.00008
0.42280,27.71178,98.79870,0.00051,0.00004
0.55503,18.35624,65.44411,0.02230,0.00189
0.56001,27.68768,98.71280,0.00055,0.00005
0.38786,27.83331,99.23201,0.00033,0.00003
0.13885,27.80628,99.13561,0.00037,0.00003
0.00362,28.04943,100.00250,0.00000,0.00000
0.37738,25.97993,92.62429,0.00336,0.00029
0.07398,28.04906,100.00120,0.00000,0.00000
0.40151,0.50000,1.78261,2.32679,0.19770
0.00147,28.04822,99.99820,0.00000,0.00000
0.39024,22.93451,81.76668,0.00942,0.00080
0.51555,0.50000,1.78261,2.32679,0.19770
0.31664,27.93585,99.59758,0.00017,0.00001
0.34360,27.85561,99.31150,0.00029,0.00002
0.47342,27.88366,99.41152,0.00025,0.00002
0.31978,27.28253,97.26836,0.00119,0.00010
0.08642,28.04086,99.97198,0.00001,0.00000
0.48862,0.50000,1.78261,2.32679,0.19770
0.36658,20.57396,73.35077,0.01534,0.00130
0.37827,27.45035,97.86666,0.00092,0.00008
0.16187,27.87220,99.37064,0.00027,0.00002
0.19855,27.11060,96.65538,0.00146,0.00012
0.02177,28.03462,99.94970,0.00002,0.00000
0.19847,28.01370,99.87512,0.00005,0.00000
0.35060,27.98494,99.77260,0.00010,0.00001
0.50930,26.87992,95.83296,0.00184,0.00016
0.53735,27.95106,99.65179,0.00015,0.00001
0.11338,27.11873,96.68436,0.00145,0.00012
0.23506,27.94605,99.63396,0.00016,0.00001
0.56892,20.84479,74.31634,0.01459,0.00124
0.17636,27.47148,97.94200,0.00089,0.00008
0.53407,0.50000,1.78261,2.32679,0.19770
0.15848,27.88896,99.43040,0.00024,0.00002
0.54489,25.65424,91.46312,0.00394,0.00033
0.06357,28.04243,99.97757,0.00001,0.00000
0.21646,27.98835,99.78477,0.00009,0.00001
0.13504,28.02229,99.90574,0.00004,0.00000
0.45003,0.50000,1.78261,2.32679,0.19770
0.34803,25.90829,92.36888,0.00349,0.00030
0.50444,28.03718,99.95884,0.00002,0.00000
0.17068,28.04210,99.97638,0.00001,0.00000
0.33784,27.55054,98.22386,0.00076,0.00006
0.39514,26.99833,96.25511,0.00164,0.00014
0.37125,25.43846,90.69381,0.00433,0.00037
0.12616,28.04101,99.97251,0.00001,0.00000
0.31381,27.46209,97.90852,0.00090,0.00008
0.22677,27.54236,98.19469,0.00078,0.00007
0.34613,27.09468,96.59861,0.00149,0.00013
0.09218,27.97576,99.73986,0.00011,0.00001
0.05258,28.04835,99.99865,0.00000,0.00000
0.47842,16.82973,60.00177,0.02815,0.00239
0.59687,28.04613,99.99076,0.00000,0.00000
0.21971,28.03727,99.95915,0.00002,0.00000
0.52358,25.35794,90.40674,0.00448,0.00038
0.21936,26.71143,95.23226,0.00211,0.00018
0.18914,27.98488,99.77239,0.00010,0.00001
0.49596,0.50000,1.78261,2.32679,0.19770
0.28049,27.90537,99.48891,0.00022,0.00002
0.24902,27.85187,99.29815,0.00030,0.00003
0.00554,28.04932,100.00211,0.00000,0.00000
0.08862,27.47454,97.95291,0.00088,0.00007
0.55643,27.61499,98.45365,0.00066,0.00006
0.49019,0.50000,1.78261,2.32679,0.19770
0.28832,27.59088,98.36769,0.00070,0.00006
0.51541,27.55700,98.24690,0.00075,0.00006
0.07581,27.77988,99.04152,0.00041,0.00003
0.34417,26.12279,93.13362,0.00311,0.00026
0.21678,27.81587,99.16983,0.00035,0.00003
0.18735,28.04831,99.99851,0.00000,0.00000
0.46743,27.77685,99.03070,0.00041,0.00004
0.37334,27.74964,98.93368,0.00046,0.00004
0.59179,21.91241,78.12265,0.01183,0.00100
0.55849,0.50000,1.78261,2.32679,0.19770
0.34895,26.06256,92.91888,0.00322,0.00027
0.52107,25.37607,90.47137,0.00445,0.00038
0.56666,27.93035,99.57798,0.00018,0.00002
