ML_MAE_eV,Achieved_PCE_Percent,SQ_Saturation_Percent,LCOE_Penalty_Current,LCOE_Penalty_Future
0.25806,28.04357,99.98161,0.00001,0.00000
0.24705,27.40333,97.69902,0.00099,0.00008
0.55419,25.90260,92.34857,0.00350,0.00030
0.13613,28.02956,99.93167,0.00003,0.00000
0.18901,26.11270,93.09763,0.00313,0.00027
0.56234,0.50000,1.78261,2.32679,0.19770
0.24374,27.77707,99.03150,0.00041,0.00004
0.03622,28.05000,100.00454,0.00000,0.00000
0.54577,27.96055,99.68565,0.00013,0.00001
0.59448,20.50978,73.12198,0.01552,0.00132
0.37618,26.56594,94.71354,0.00236,0.00020
0.29302,24.55966,87.56069,0.00600,0.00051
0.56577,25.10559,89.50707,0.00495,0.00042
0.52050,26.89461,95.88532,0.00181,0.00015
0.00496,28.04892,100.00069,0.00000,0.00000
0.38734,26.56509,94.71049,0.00236,0.00020
0.40618,27.07391,96.52455,0.00152,0.00013
0.04011,28.00127,99.83081,0.00007,0.00001
0.10350,28.04975,100.00366,0.00000,0.00000
0.39077,27.36466,97.56115,0.00106,0.00009
0.23929,26.92049,95.97758,0.00177,0.00015
0.37526,27.49420,98.02300,0.00085,0.00007
0.19050,28.04829,99.99845,0.00000,0.00000
0.18316,27.57960,98.32747,0.00072,0.00006
0.38707,26.29536,93.74884,0.00282,0.00024
0.20464,26.02356,92.77982,0.00329,0.00028
0.29953,27.24526,97.13548,0.00125,0.00011
0.26131,27.77424,99.02140,0.00042,0.00004
0.16855,28.03345,99.94553,0.00002,0.00000
0.03843,27.97632,99.74186,0.00011,0.00001
0.51016,22.43707,79.99317,0.01056,0.00090
0.52351,26.50044,94.48002,0.00247,0.00021
0.17392,28.04458,99.98523,0.00001,0.00000
0.27779,27.48460,97.98877,0.00087,0.00007
0.03819,28.01158,99.86758,0.00006,0.00000
0.49972,27.69184,98.72764,0.00054,0.00005
0.10044,28.01313,99.87309,0.00005,0.00000
0.09845,27.97311,99.73043,0.00011,0.00001
0.40003,11.99605,42.76860,0.05651,0.00480
0.30765,28.00849,99.85654,0.00006,0.00001
0.39656,28.03961,99.96749,0.00001,0.00000
0.30012,27.89724,99.45991,0.00023,0.00002
0.45921,0.50000,1.78261,2.32679,0.19770
0.17986,27.69631,98.74356,0.00054,0.00005
0.48145,28.01180,99.86834,0.00006,0.00000
0.19788,28.04965,100.00330,0.00000,0.00000
0.54918,27.08459,96.56265,0.00150,0.00013
0.45943,28.04892,100.00070,0.00000,0.00000
0.14624,28.02711,99.92292,0.00003,0.00000
0.02185,28.04999,100.00452,0.00000,0.00000
0.59597,25.39479,90.53813,0.00441,0.00037
0.03611,28.04036,99.97019,0.00001,0.00000
0.09241,27.96390,99.69758,0.00013,0.00001
0.23920,28.01404,99.87635,0.00005,0.00000
0.54667,24.17686,86.19592,0.00676,0.00057
0.08887,27.97893,99.75117,0.00011,0.00001
0.34557,25.74418,91.78378,0.00378,0.00032
0.40394,25.88564,92.28811,0.00353,0.00030
0.18348,28.02108,99.90143,0.00004,0.00000
0.10285,28.03767,99.96058,0.00002,0.00000
0.14200,27.58895,98.36079,0.00070,0.00006
0.29272,26.38544,94.07001,0.00266,0.00023
0.54433,28.04082,99.97181,0.00001,0.00000
0.04865,28.03142,99.93832,0.00003,0.00000
0.44589,23.43479,83.55027,0.00831,0.00071
0.59182,0.50000,1.78261,2.32679,0.19770
0.41530,27.91117,99.50958,0.00021,0.00002
0.07677,27.99997,99.82617,0.00007,0.00001
0.36685,25.52945,91.01821,0.00417,0.00035
0.09750,27.46983,97.93613,0.00089,0.00008
0.07262,27.92861,99.57178,0.00018,0.00002
0.34983,27.38632,97.63839,0.00102,0.00009
0.20744,27.30044,97.33219,0.00116,0.00010
0.14398,27.61523,98.45450,0.00066,0.00006
0.59131,28.02892,99.92938,0.00003,0.00000
0.04851,28.02091,99.90085,0.00004,0.00000
0.48635,26.96541,96.13773,0.00170,0.00014
0.57325,25.69291,91.60098,0.00387,0.00033
0.08929,28.04877,100.00017,0.00000,0.00000
0.27972,27.60393,98.41419,0.00068,0.00006
0.38837,27.47075,97.93941,0.00089,0.00008
0.04865,28.03301,99.94397,0.00002,0.00000
0.31978,26.07704,92.97049,0.00319,0.00027
0.01311,28.04702,99.99394,0.00000,0.00000
0.01612,28.04999,100.00452,0.00000,0.00000
0.47354,25.27264,90.10263,0.00464,0.00039
0.43239,27.08462,96.56275,0.00150,0.00013
0.59643,0.50000,1.78261,2.32679,0.19770
0.49840,0.50000,1.78261,2.32679,0.19770
0.50177,25.93463,92.46279,0.00344,0.00029
0.24765,26.64839,95.00750,0.00222,0.00019
0.29559,27.55502,98.23982,0.00076,0.00006
0.14046,28.01919,99.89470,0.00004,0.00000
0.45377,27.03974,96.40275,0.00158,0.00013
0.12799,27.96867,99.71459,0.00012,0.00001
0.34430,27.54171,98.19239,0.00078,0.00007
0.19733,28.04986,100.00405,0.00000,0.00000
0.21358,27.39232,97.65976,0.00101,0.00009
0.38320,25.32406,90.28597,0.00454,0.00039
0.20100,28.00765,99.85356,0.00006,0.00001
0.17343,27.73021,98.86442,0.00049,0.00004
0.23789,27.87002,99.36288,0.00027,0.00002
0.19568,27.25345,97.16466,0.00123,0.00010
0.42842,28.01820,99.89119,0.00005,0.00000
0.07560,27.96415,99.69846,0.00013,0.00001
0.39067,26.93440,96.02719,0.00175,0.00015
0.06140,27.98692,99.77965,0.00009,0.00001
0.23193,27.95188,99.65472,0.00015,0.00001
0.54363,27.94813,99.64136,0.00015,0.00001
0.31039,27.82864,99.21535,0.00033,0.00003
0.20957,28.04510,99.98706,0.00001,0.00000
0.38704,0.50000,1.78261,2.32679,0.19770
0.26858,28.02039,99.89898,0.00004,0.00000
0.59815,23.20037,82.71451,0.00883,0.00075
0.17092,27.98018,99.75563,0.00010,0.00001
0.53551,24.86936,88.66483,0.00540,0.00046
0.34088,26.23802,93.54444,0.00291,0.00025
0.43658,27.85674,99.31554,0.00029,0.00002
0.18067,28.00247,99.83507,0.00007,0.00001
0.53552,26.87570,95.81790,0.00184,0.00016
0.24028,27.08798,96.57472,0.00150,0.00013
0.55798,28.01711,99.88727,0.00005,0.00000
0.25942,27.28331,97.27111,0.00118,0.00010
0.42038,27.44254,97.83882,0.00093,0.00008
0.14136,27.93556,99.59653,0.00017,0.00001
0.30038,24.38320,86.93160,0.00635,0.00054
0.03876,28.04885,100.00045,0.00000,0.00000
0.17306,27.62582,98.49223,0.00065,0.00005
0.46299,0.50000,1.78261,2.32679,0.19770
0.28411,27.94084,99.61536,0.00016,0.00001
0.58358,28.04543,99.98824,0.00000,0.00000
0.44932,26.04487,92.85580,0.00325,0.00028
0.16583,27.60377,98.41364,0.00068,0.00006
0.46297,21.02260,74.95029,0.01411,0.00120
0.28458,25.65827,91.47749,0.00393,0.00033
0.51881,19.89495,70.92997,0.01731,0.00147
0.34689,26.06983,92.94479,0.00321,0.00027
0.14133,27.16094,96.83486,0.00138,0.00012
0.23404,27.16952,96.86545,0.00137,0.00012
0.43523,27.95564,99.66812,0.00014,0.00001
0.05196,28.04174,99.97510,0.00001,0.00000
0.59617,28.02685,99.92201,0.00003,0.00000
0.47430,26.99120,96.22970,0.00165,0.00014
0.40159,28.04863,99.99965,0.00000,0.00000
0.00466,28.04852,99.99927,0.00000,0.00000
0.32456,27.81557,99.16875,0.00035,0.00003
0.23071,27.44102,97.83339,0.00094,0.00008
0.11593,27.96258,99.69288,0.00013,0.00001
0.57285,27.15755,96.82276,0.00139,0.00012
0.22662,28.01132,99.86663,0.00006,0.00000
0.17323,27.72833,98.85771,0.00049,0.00004
0.50342,27.90403,99.48412,0.00022,0.00002
0.12008,27.87780,99.39063,0.00026,0.00002
0.23183,27.65904,98.61068,0.00059,0.00005
0.10023,28.00582,99.84705,0.00006,0.00001
0.04998,28.04918,100.00163,0.00000,0.00000
0.44747,28.03129,99.93785,0.00003,0.00000
0.52612,27.36006,97.54474,0.00106,0.00009
0.23751,27.83254,99.22924,0.00033,0.00003
0.03589,28.04989,100.00417,0.00000,0.00000
0.16187,27.86988,99.36237,0.00027,0.00002
0.37476,26.98336,96.20174,0.00167,0.00014
0.23657,27.98522,99.77358,0.00010,0.00001
0.04032,28.04849,99.99917,0.00000,0.00000
0.52699,27.55625,98.24423,0.00075,0.00006
0.55514,0.50000,1.78261,2.32679,0.19770
0.34101,28.02368,99.91069,0.00004,0.00000
0.26410,27.75404,98.94939,0.00045,0.00004
0.54298,0.50000,1.78261,2.32679,0.19770
0.41381,27.88677,99.42260,0.00025,0.00002
0.58741,28.04428,99.98414,0.00001,0.00000
0.39118,27.34124,97.47764,0.00109,0.00009
0.36152,25.71526,91.68068,0.00383,0.00033
0.53568,24.27485,86.54528,0.00657,0.00056
0.42423,27.88964,99.43283,0.00024,0.00002
0.11354,27.47404,97.95112,0.00088,0.00008
0.10804,27.30132,97.33533,0.00116,0.00010
0.22454,0.50000,1.78261,2.32679,0.19770
0.44440,27.02409,96.34695,0.00160,0.00014
0.06050,27.99006,99.79085,0.00009,0.00001
0.49346,0.50000,1.78261,2.32679,0.19770
0.49287,21.07372,75.13255,0.01398,0.00119
0.14376,28.04990,100.00420,0.00000,0.00000
0.49231,0.50000,1.78261,2.32679,0.19770
0.53824,27.91160,99.51112,0.00021,0.00002
0.53078,0.50000,1.78261,2.32679,0.19770
0.52274,27.79058,99.07965,0.00039,0.00003
0.40623,27.86442,99.34290,0.00028,0.00002
0.23221,27.19291,96.94882,0.00133,0.00011
0.28938,26.29991,93.76507,0.00281,0.00024
0.29977,26.98711,96.21510,0.00166,0.00014
0.19320,26.47691,94.39614,0.00251,0.00021
0.55946,19.56132,69.74049,0.01832,0.00156
0.42193,28.04997,100.00444,0.00000,0.00000
0.32567,27.97179,99.72570,0.00012,0.00001
0.46677,27.73069,98.86613,0.00048,0.00004
0.51028,24.11013,85.95802,0.00690,0.00059
0.05594,27.99142,99.79571,0.00009,0.00001
0.48471,0.50000,1.78261,2.32679,0.19770
0.32862,28.04588,99.98984,0.00000,0.00000
0.41812,0.50000,1.78261,2.32679,0.19770
0.29815,25.36328,90.42577,0.00447,0.00038
0.16623,28.04905,100.00114,0.00000,0.00000
0.55373,28.03514,99.95158,0.00002,0.00000
0.21310,27.96172,99.68982,0.00013,0.00001
0.55355,27.98732,99.78106,0.00009,0.00001
0.21580,28.02900,99.92969,0.00003,0.00000
0.06251,27.93371,99.58994,0.00017,0.00001
0.38095,27.91108,99.50927,0.00021,0.00002
0.27991,27.72800,98.85653,0.00049,0.00004
0.41683,28.04790,99.99707,0.00000,0.00000
0.49653,0.50000,1.78261,2.32679,0.19770
0.31244,27.61582,98.45661,0.00066,0.00006
0.17872,27.62883,98.50300,0.00064,0.00005
0.11969,27.81696,99.17369,0.00035,0.00003
0.43763,24.67221,87.96196,0.00578,0.00049
0.19943,28.04979,100.00379,0.00000,0.00000
0.20945,27.78806,99.07068,0.00040,0.00003
0.44918,27.44377,97.84319,0.00093,0.00008
0.18488,27.95973,99.68272,0.00013,0.00001
0.40346,27.33873,97.46870,0.00110,0.00009
0.55887,28.04484,99.98615,0.00001,0.00000
0.13969,28.03634,99.95586,0.00002,0.00000
0.30670,26.17411,93.31659,0.00302,0.00026
0.26212,27.95508,99.66614,0.00014,0.00001
0.05302,27.68695,98.71021,0.00055,0.00005
0.39944,27.96025,99.68457,0.00013,0.00001
0.38959,28.04744,99.99542,0.00000,0.00000
0.22960,24.72918,88.16508,0.00567,0.00048
0.16561,27.98412,99.76966,0.00010,0.00001
0.48476,27.88350,99.41093,0.00025,0.00002
0.14487,27.70876,98.78796,0.00052,0.00004
0.56141,27.73333,98.87556,0.00048,0.00004
0.20799,27.84597,99.27714,0.00031,0.00003
0.32705,25.55694,91.11623,0.00412,0.00035
0.07156,27.84706,99.28102,0.00031,0.00003
0.09191,27.86497,99.34487,0.00028,0.00002
0.50688,26.71491,95.24463,0.00211,0.00018
0.30466,28.01456,99.87821,0.00005,0.00000
0.45210,15.80105,56.33430,0.03273,0.00278
0.25729,26.61605,94.89220,0.00227,0.00019
0.05215,28.03636,99.95590,0.00002,0.00000
0.11278,27.89579,99.45476,0.00023,0.00002
0.12538,28.03742,99.95968,0.00002,0.00000
0.07623,27.97452,99.73544,0.00011,0.00001
0.13351,27.97704,99.74444,0.00011,0.00001
0.15602,27.97672,99.74329,0.00011,0.00001
0.07713,28.04367,99.98198,0.00001,0.00000
0.27224,0.50000,1.78261,2.32679,0.19770
0.04750,28.02969,99.93213,0.00003,0.00000
0.45293,24.30229,86.64313,0.00651,0.00055
0.30098,27.66179,98.62050,0.00059,0.00005
0.07534,27.78920,99.07475,0.00039,0.00003
0.46487,27.12764,96.71614,0.00143,0.00012
0.12938,27.11629,96.67567,0.00145,0.00012
0.02144,28.04926,100.00192,0.00000,0.00000
0.48439,0.50000,1.78261,2.32679,0.19770
0.09011,28.04786,99.99692,0.00000,0.00000
0.27632,28.00753,99.85313,0.00006,0.00001
0.14697,27.97322,99.73081,0.00011,0.00001
0.56147,27.82091,99.18780,0.00035,0.00003
0.04432,28.02814,99.92662,0.00003,0.00000
0.17734,27.66918,98.64684,0.00058,0.00005
0.17745,27.96578,99.70430,0.00013,0.00001
0.04301,27.97752,99.74614,0.00011,0.00001
0.06647,27.99606,99.81223,0.00008,0.00001
0.09806,28.04718,99.99450,0.00000,0.00000
0.02028,28.04952,100.00283,0.00000,0.00000
0.06014,27.95436,99.66356,0.00014,0.00001
0.03669,28.00235,99.83467,0.00007,0.00001
0.26028,27.93475,99.59364,0.00017,0.00001
0.58948,0.50000,1.78261,2.32679,0.19770
0.46946,27.51023,98.08015,0.00083,0.00007
0.24141,27.61678,98.46000,0.00066,0.00006
0.05531,28.04910,100.00135,0.00000,0.00000
0.04312,28.04974,100.00363,0.00000,0.00000
0.07824,28.04476,99.98588,0.00001,0.00000
0.02472,28.03879,99.96460,0.00001,0.00000
0.08759,28.04710,99.99420,0.00000,0.00000
0.04732,28.02939,99.93108,0.00003,0.00000
0.05231,28.04944,100.00256,0.00000,0.00000
0.53235,0.50000,1.78261,2.32679,0.19770
0.30148,26.91771,95.96767,0.00177,0.00015
0.12622,28.03899,99.96529,0.00001,0.00000
0.44608,22.08352,78.73272,0.01141,0.00097
0.34687,27.96299,99.69434,0.00013,0.00001
0.40985,27.74871,98.93039,0.00046,0.00004
0.22059,23.63965,84.28067,0.00788,0.00067
0.18445,27.48472,97.98920,0.00087,0.00007
0.00392,28.04789,99.99703,0.00000,0.00000
0.51442,23.28098,83.00194,0.00865,0.00073
0.17387,27.15450,96.81190,0.00139,0.00012
0.48441,27.75997,98.97051,0.00044,0.00004
0.44086,27.31256,97.37540,0.00114,0.00010
0.52940,24.54952,87.52456,0.00602,0.00051
0.56331,0.50000,1.78261,2.32679,0.19770
0.23419,28.02816,99.92669,0.00003,0.00000
0.41996,18.80069,67.02867,0.02077,0.00177
0.08390,28.04477,99.98590,0.00001,0.00000
0.37374,0.50000,1.78261,2.32679,0.19770
0.39471,0.50000,1.78261,2.32679,0.19770
0.26100,27.77509,99.02442,0.00042,0.00004
0.28134,28.01640,99.88474,0.00005,0.00000
0.49919,0.50000,1.78261,2.32679,0.19770
0.42192,27.99373,99.80395,0.00008,0.00001
0.35855,27.75367,98.94807,0.00045,0.00004
0.24410,27.76377,98.98406,0.00043,0.00004
0.16491,28.04370,99.98209,0.00001,0.00000
0.24943,28.04041,99.97036,0.00001,0.00000
0.18354,26.58835,94.79344,0.00232,0.00020
0.13790,28.04519,99.98740,0.00001,0.00000
0.57665,28.04821,99.99816,0.00000,0.00000
0.28910,26.15918,93.26336,0.00305,0.00026
0.07413,28.01115,99.86603,0.00006,0.00000
0.44431,26.99346,96.23776,0.00165,0.00014
0.54002,23.03847,82.13733,0.00918,0.00078
0.20904,28.04975,100.00366,0.00000,0.00000
0.59951,28.04944,100.00256,0.00000,0.00000
0.58920,27.54856,98.21681,0.00077,0.00007
0.12266,28.04687,99.99337,0.00000,0.00000
0.49669,25.76316,91.85145,0.00375,0.00032
0.50050,25.97491,92.60638,0.00337,0.00029
0.42920,27.92243,99.54975,0.00019,0.00002
0.24734,27.75754,98.96185,0.00044,0.00004
0.12975,27.98016,99.75556,0.00010,0.00001
0.34162,26.64674,95.00162,0.00222,0.00019
0.52598,0.50000,1.78261,2.32679,0.19770
0.30599,27.96664,99.70736,0.00012,0.00001
0.43185,27.40136,97.69201,0.00100,0.00008
0.07418,27.91250,99.51432,0.00021,0.00002
0.58093,27.67488,98.66717,0.00057,0.00005
0.39748,27.63399,98.52138,0.00063,0.00005
0.36681,27.62062,98.47370,0.00065,0.00006
0.22247,27.97643,99.74226,0.00011,0.00001
0.13153,28.00483,99.84351,0.00007,0.00001
0.39525,25.85425,92.17619,0.00358,0.00030
0.54954,26.55848,94.68693,0.00237,0.00020
0.43540,26.85712,95.75165,0.00187,0.00016
0.27673,25.98313,92.63571,0.00336,0.00029
0.04354,28.02211,99.90511,0.00004,0.00000
0.09901,28.00578,99.84690,0.00006,0.00001
0.52230,28.01184,99.86849,0.00006,0.00000
0.32415,0.50000,1.78261,2.32679,0.19770
0.23358,28.01091,99.86517,0.00006,0.00000
0.55068,27.99254,99.79969,0.00008,0.00001
0.17908,27.77015,99.00681,0.00042,0.00004
0.47552,20.46093,72.94782,0.01566,0.00133
0.53894,27.06814,96.50401,0.00153,0.00013
0.52171,19.95470,71.14299,0.01713,0.00146
0.41697,0.50000,1.78261,2.32679,0.19770
0.19235,27.94942,99.64596,0.00015,0.00001
0.59275,26.97527,96.17291,0.00168,0.00014
0.08704,28.02390,99.91148,0.00004,0.00000
0.05190,27.96591,99.70476,0.00013,0.00001
0.43860,25.80719,92.00843,0.00367,0.00031
0.42774,26.43167,94.23484,0.00258,0.00022
0.33421,27.20140,96.97909,0.00132,0.00011
0.24107,27.62637,98.49420,0.00065,0.00005
0.18176,27.69987,98.75626,0.00053,0.00005
0.21957,27.84803,99.28449,0.00030,0.00003
0.37477,27.76210,98.97813,0.00044,0.00004
0.18161,28.01891,99.89369,0.00004,0.00000
0.24115,0.50000,1.78261,2.32679,0.19770
0.21623,28.02910,99.93003,0.00003,0.00000
0.29542,27.66164,98.61995,0.00059,0.00005
0.20966,27.02087,96.33545,0.00161,0.00014
0.33401,26.41345,94.16989,0.00261,0.00022
0.48630,25.87034,92.23358,0.00356,0.00030
0.11296,27.37632,97.60271,0.00104,0.00009
0.58818,16.75603,59.73900,0.02846,0.00242
0.30834,28.04871,99.99996,0.00000,0.00000
0.27426,28.04521,99.98746,0.00001,0.00000
0.05396,28.04756,99.99585,0.00000,0.00000
0.35363,27.59919,98.39731,0.00069,0.00006
0.07378,28.04881,100.00032,0.00000,0.00000
0.50720,28.01599,99.88330,0.00005,0.00000
0.56250,22.92621,81.73707,0.00944,0.00080
0.51861,26.66061,95.05104,0.00220,0.00019
0.47498,27.87241,99.37140,0.00027,0.00002
0.43733,27.30051,97.33245,0.00116,0.00010
0.56526,28.04995,100.00438,0.00000,0.00000
0.25181,27.86060,99.32929,0.00029,0.00002
0.51516,27.99036,99.79191,0.00009,0.00001
0.55844,25.97520,92.60742,0.00337,0.00029
0.08050,27.72439,98.84368,0.00049,0.00004
0.20127,27.89684,99.45848,0.00023,0.00002
0.26236,27.88654,99.42176,0.00025,0.00002
0.21853,27.43945,97.82778,0.00094,0.00008
0.51133,27.17098,96.87065,0.00136,0.00012
0.39002,22.88378,81.58583,0.00953,0.00081
0.09295,28.04185,99.97547,0.00001,0.00000
0.02151,28.04997,100.00444,0.00000,0.00000
0.39596,26.84487,95.70799,0.00189,0.00016
0.34484,27.99507,99.80872,0.00008,0.00001
0.37139,26.90758,95.93158,0.00179,0.00015
0.59375,17.96118,64.03562,0.02372,0.00202
0.01861,28.04671,99.99282,0.00000,0.00000
0.18163,27.69700,98.74601,0.00054,0.00005
0.09916,27.82393,99.19856,0.00034,0.00003
0.19585,27.96532,99.70263,0.00013,0.00001
0.38939,28.04700,99.99384,0.00000,0.00000
0.34768,26.42097,94.19670,0.00260,0.00022
0.47811,27.76977,99.00545,0.00042,0.00004
0.38391,26.30998,93.80097,0.00279,0.00024
0.48273,27.01987,96.33191,0.00161,0.00014
0.14469,27.66421,98.62910,0.00059,0.00005
0.10814,27.90256,99.47890,0.00022,0.00002
0.33798,27.97067,99.72173,0.00012,0.00001
0.29830,27.57637,98.31594,0.00072,0.00006
0.57683,27.72767,98.85538,0.00049,0.00004
0.37305,28.03637,99.95594,0.00002,0.00000
0.49418,0.50000,1.78261,2.32679,0.19770
0.42296,16.35810,58.32031,0.03018,0.00256
0.01721,28.02390,99.91149,0.00004,0.00000
0.26693,28.04156,99.97444,0.00001,0.00000
0.25366,27.68095,98.68881,0.00056,0.00005
0.46835,27.77669,99.03014,0.00041,0.00004
0.34926,27.77329,99.01800,0.00042,0.00004
0.48961,27.99548,99.81017,0.00008,0.00001
0.37600,26.80504,95.56597,0.00196,0.00017
0.12115,28.04222,99.97682,0.00001,0.00000
0.31223,28.04239,99.97742,0.00001,0.00000
0.28956,27.43660,97.81762,0.00094,0.00008
0.53229,26.87968,95.83209,0.00184,0.00016
0.01534,28.03515,99.95159,0.00002,0.00000
0.41766,25.61244,91.31410,0.00402,0.00034
0.14632,28.01165,99.86782,0.00006,0.00000
0.47148,25.44136,90.70414,0.00433,0.00037
0.05275,28.03646,99.95626,0.00002,0.00000
0.55472,28.04897,100.00087,0.00000,0.00000
0.00109,28.04850,99.99922,0.00000,0.00000
0.13326,27.86043,99.32870,0.00029,0.00002
0.10400,27.78839,99.07184,0.00040,0.00003
0.50795,27.98735,99.78119,0.00009,0.00001
0.18000,27.74257,98.90850,0.00047,0.00004
0.09694,28.04296,99.97946,0.00001,0.00000
0.52108,25.06530,89.36341,0.00503,0.00043
0.31352,25.79494,91.96475,0.00369,0.00031
0.01898,28.04999,100.00451,0.00000,0.00000
0.37353,27.06234,96.48333,0.00154,0.00013
0.17184,27.99663,99.81428,0.00008,0.00001
0.10204,27.74724,98.92515,0.00046,0.00004
0.03038,28.04438,99.98449,0.00001,0.00000
0.49751,22.30577,79.52507,0.01087,0.00092
0.56376,0.50000,1.78261,2.32679,0.19770
0.26494,28.02991,99.93291,0.00003,0.00000
0.10128,28.04528,99.98771,0.00001,0.00000
0.10279,27.83730,99.24623,0.00032,0.00003
0.57809,23.47320,83.68724,0.00823,0.00070
0.27336,27.10757,96.64459,0.00147,0.00012
0.06876,28.04563,99.98897,0.00000,0.00000
0.48693,0.50000,1.78261,2.32679,0.19770
0.17146,27.94124,99.61678,0.00016,0.00001
0.13999,27.93787,99.60477,0.00017,0.00001
0.53366,0.50000,1.78261,2.32679,0.19770
0.54184,26.34702,93.93305,0.00273,0.00023
0.31015,27.36931,97.57774,0.00105,0.00009
0.30626,28.04836,99.99869,0.00000,0.00000
0.09229,28.04977,100.00372,0.00000,0.00000
0.45286,27.37032,97.58134,0.00105,0.00009
0.53444,28.01614,99.88384,0.00005,0.00000
0.56611,14.65477,52.24754,0.03860,0.00328
0.05186,28.03473,99.95009,0.00002,0.00000
0.21076,27.90400,99.48401,0.00022,0.00002
0.15279,28.02696,99.92242,0.00003,0.00000
0.38775,27.94554,99.63213,0.00016,0.00001
0.53453,27.91572,99.52581,0.00020,0.00002
0.37458,28.04675,99.99298,0.00000,0.00000
0.55748,27.02180,96.33879,0.00160,0.00014
0.47705,17.78233,63.39798,0.02438,0.00207
0.13367,27.96895,99.71560,0.00012,0.00001
0.54233,0.50000,1.78261,2.32679,0.19770
0.33704,27.62050,98.47329,0.00065,0.00006
0.45337,0.50000,1.78261,2.32679,0.19770
0.11192,28.00165,99.83216,0.00007,0.00001
0.33958,26.15596,93.25187,0.00306,0.00026
0.47294,0.50000,1.78261,2.32679,0.19770
0.19339,27.98326,99.76662,0.00010,0.00001
0.43435,27.94973,99.64706,0.00015,0.00001
0.25481,25.13046,89.59573,0.00490,0.00042
0.52811,27.17830,96.89675,0.00135,0.00011
0.01668,28.04670,99.99278,0.00000,0.00000
0.53541,22.88374,81.58568,0.00953,0.00081
0.28669,27.91081,99.50830,0.00021,0.00002
0.11488,28.03481,99.95040,0.00002,0.00000
0.04201,28.00654,99.84962,0.00006,0.00001
0.19661,28.03172,99.93939,0.00003,0.00000
0.33178,19.35594,69.00828,0.01897,0.00161
0.59391,24.80185,88.42415,0.00553,0.00047
0.24867,28.03449,99.94924,0.00002,0.00000
0.30910,25.20159,89.84931,0.00477,0.00041
0.08776,27.97740,99.74570,0.00011,0.00001
0.09550,27.56173,98.26377,0.00075,0.00006
0.34155,24.79210,88.38941,0.00555,0.00047
0.21937,27.86704,99.35225,0.00028,0.00002
0.48609,28.00314,99.83749,0.00007,0.00001
0.43903,24.56943,87.59553,0.00598,0.00051
0.55149,27.19580,96.95912,0.00132,0.00011
0.59089,28.03346,99.94557,0.00002,0.00000
0.02516,28.04978,100.00376,0.00000,0.00000
0.09971,28.03329,99.94496,0.00002,0.00000
0.40276,27.10112,96.62158,0.00148,0.00013
0.11131,28.03263,99.94263,0.00002,0.00000
0.31856,28.02778,99.92533,0.00003,0.00000
0.55567,27.68317,98.69672,0.00056,0.00005
0.15045,28.04625,99.99118,0.00000,0.00000
0.03008,27.99642,99.81352,0.00008,0.00001
0.34178,28.00908,99.85866,0.00006,0.00001
0.42475,0.50000,1.78261,2.32679,0.19770
0.30089,28.04319,99.98025,0.00001,0.00000
0.28451,27.70000,98.75670,0.00053,0.00005
0.42700,27.98498,99.77273,0.00010,0.00001
0.22088,27.04910,96.43610,0.00156,0.00013
0.44517,28.02340,99.90971,0.00004,0.00000
0.29588,27.23118,97.08527,0.00127,0.00011
0.20988,27.89305,99.44498,0.00024,0.00002
0.40057,0.50000,1.78261,2.32679,0.19770
0.37394,26.87680,95.82184,0.00184,0.00016
0.24780,27.96747,99.71029,0.00012,0.00001
0.54432,26.78189,95.48345,0.00200,0.00017
0.28154,27.42991,97.79380,0.00095,0.00008
0.21082,26.81795,95.61201,0.00194,0.00016
0.59377,28.01789,99.89007,0.00005,0.00000
0.44764,28.00671,99.85019,0.00006,0.00001
0.20928,27.21540,97.02901,0.00129,0.00011
0.04315,27.93228,99.58485,0.00018,0.00001
0.02334,28.04117,99.97306,0.00001,0.00000
0.31834,0.50000,1.78261,2.32679,0.19770
0.52728,0.50000,1.78261,2.32679,0.19770
0.15840,27.95765,99.67530,0.00014,0.00001
0.15414,28.02762,99.92476,0.00003,0.00000
0.26846,26.35283,93.95376,0.00272,0.00023
0.40556,27.98568,99.77523,0.00010,0.00001
0.13585,27.74014,98.89984,0.00047,0.00004
0.22515,28.01177,99.86823,0.00006,0.00000
0.57795,21.20116,75.58690,0.01364,0.00116
0.44343,27.51257,98.08847,0.00082,0.00007
0.24667,27.84573,99.27627,0.00031,0.00003
0.11199,28.03011,99.93364,0.00003,0.00000
0.37310,25.41924,90.62529,0.00437,0.00037
0.39661,28.03426,99.94843,0.00002,0.00000
0.57540,26.73095,95.30184,0.00208,0.00018
0.28189,27.35664,97.53258,0.00107,0.00009
0.43516,26.34983,93.94306,0.00272,0.00023
0.23569,26.62439,94.92193,0.00226,0.00019
0.26044,27.02406,96.34685,0.00160,0.00014
0.07113,28.04937,100.00230,0.00000,0.00000
0.10579,28.04914,100.00147,0.00000,0.00000
0.55679,25.30130,90.20480,0.00459,0.00039
0.41856,0.50000,1.78261,2.32679,0.19770
0.51513,0.50000,1.78261,2.32679,0.19770
0.55047,25.81490,92.03592,0.00365,0.00031
0.00294,28.04916,100.00154,0.00000,0.00000
0.15712,28.02363,99.91053,0.00004,0.00000
0.36751,24.92346,88.85773,0.00530,0.00045
0.33392,0.50000,1.78261,2.32679,0.19770
0.13336,27.21257,97.01893,0.00130,0.00011
