Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,PCE_Std_Error,PCE_Q10_Worst,PCE_Q90_Best,LCOE_Median,LCOE_Std_Error,LCOE_Q10_Best,LCOE_Q90_Worst
Rb2SnTaO3I3,1.7538,-1.9424,17.8274,30.0000,22.5138,5.7457,13.7588,28.5633,0.0424,0.0258,0.0363,0.0584
Rb2GeMnO3Se3,1.4339,-1.4680,32.3855,30.0000,25.2525,6.4552,15.1418,29.5104,0.0424,0.0823,0.0375,0.0587
Rb2MoFeO3Br3,1.6494,-1.6543,25.3441,30.0000,23.9079,5.5743,15.1841,29.0319,0.0424,0.0367,0.0370,0.0568
Rb2SnBiO3I3,1.7637,-1.3263,17.0055,30.0000,22.3311,5.7608,13.6174,28.4927,0.0424,0.0246,0.0362,0.0586
Rb2ZrCrO3Se3,1.6345,-2.0854,25.9191,30.0000,24.0247,5.5646,15.3117,29.0341,0.0424,0.0381,0.0370,0.0566
Rb2MnSbSe3I3,1.0702,-1.0188,16.3939,30.0000,22.5686,10.4922,1.0000,29.1231,0.0424,0.1771,0.0356,0.5224
Rb2SnGaSe3Cl3,1.6826,-1.3271,23.2836,30.0000,23.4377,5.6296,14.7025,28.9345,0.0424,0.0325,0.0367,0.0574
Na2GeCrO6,1.8097,-2.1583,12.7298,30.0000,21.5149,5.8495,12.9186,28.1925,0.0424,0.0213,0.0358,0.0593
Rb2ZrGaSe3F3,1.6337,-2.2950,26.1165,30.0000,24.0105,5.5874,15.2345,29.0475,0.0424,0.0388,0.0370,0.0567
Rb2WGaS3Br3,1.7133,-1.3259,21.4149,30.0000,23.0712,5.6682,14.3245,28.7161,0.0424,0.0299,0.0366,0.0578
Rb2NbSbS6,1.6182,-1.0896,26.8290,30.0000,24.1043,5.5838,15.4148,29.0888,0.0425,0.0397,0.0371,0.0567
Li2WGaO3F3,1.9178,-2.3965,2.3473,30.0000,19.5814,6.0668,11.2388,27.3582,0.0425,0.0209,0.0349,0.0614
Rb2TiFeO3Br3,1.6179,-2.0658,27.4037,30.0000,24.1929,5.5975,15.3694,29.1423,0.0425,0.0403,0.0371,0.0568
Rb2MnGaS6,1.4341,-1.1770,33.2600,30.0000,25.2807,6.4904,15.0339,29.5528,0.0425,0.0820,0.0376,0.0593
Rb2FeMnO3Se3,1.6203,-1.5013,27.3650,30.0000,24.1656,5.6346,15.3004,29.1525,0.0425,0.0406,0.0371,0.0569
K2GeFeSe3Cl3,1.0099,-1.2811,6.3695,30.0000,20.5387,10.8454,1.0000,28.9309,0.0425,0.1771,0.0344,0.5029
Rb2VFeS3Br3,1.1370,-1.4013,25.1542,30.0000,24.0387,9.8749,1.5828,29.3571,0.0425,0.1670,0.0367,0.3893
Rb2GeFeSe3F3,1.2617,-1.9149,31.8451,30.0000,25.1222,8.3839,6.7184,29.4591,0.0425,0.1326,0.0374,0.1094
Rb2MnCuBr3I3,1.0636,-1.2822,17.2326,30.0000,22.5997,10.5268,1.0000,29.1165,0.0425,0.1787,0.0357,0.5257
Rb2NbCuSe3I3,1.0645,-1.1724,16.7364,30.0000,22.5227,10.5228,1.0000,29.1551,0.0425,0.1786,0.0356,0.5264
Rb2WMnS6,1.6559,-1.2357,25.6820,30.0000,23.8131,5.6531,14.9085,29.0201,0.0425,0.0374,0.0370,0.0574
Rb2GeMnS3Se3,1.2115,-1.0262,29.9228,30.0000,24.7652,9.0057,4.0396,29.4703,0.0425,0.1471,0.0372,0.1676
Li2WGaO3Cl3,1.9268,-1.8244,2.0715,30.0000,19.4666,6.0827,11.0638,27.2203,0.0425,0.0227,0.0350,0.0620
Na2CrMoO6,1.9444,-2.0832,0.2366,30.0000,19.1504,6.1078,10.8259,27.0760,0.0426,0.0239,0.0349,0.0622
Rb2VZnO3Br3,1.6428,-1.7401,26.8377,30.0000,23.9163,5.5918,15.1787,29.0610,0.0426,0.0376,0.0371,0.0572
K2TaMnO3F3,1.9370,-2.9609,0.8222,30.0000,19.2640,6.0990,10.9182,27.1659,0.0426,0.0237,0.0348,0.0621
Li2GeWO6,1.8571,-2.1714,9.3973,30.0000,20.7442,5.9781,12.1329,27.8870,0.0426,0.0227,0.0356,0.0606
Rb2SnCrO3Br3,1.6784,-1.6647,24.5443,30.0000,23.4646,5.6224,14.7539,28.9024,0.0426,0.0345,0.0370,0.0576
Na2GeNbO3Cl3,1.8516,-1.9232,9.3786,30.0000,20.7525,5.9536,12.1883,27.8650,0.0426,0.0219,0.0356,0.0604
Na2ZrWO6,1.9450,-2.7789,0.1726,30.0000,19.1003,6.1060,10.7822,27.0001,0.0426,0.0240,0.0348,0.0625
Rb2TiGaSe3F3,1.6230,-2.3101,28.0343,30.0000,24.1306,5.6076,15.3224,29.1069,0.0427,0.0407,0.0373,0.0572
Rb2CrMoO3Br3,1.6659,-1.6679,25.5112,30.0000,23.6133,5.6002,14.8834,28.9428,0.0427,0.0348,0.0370,0.0575
K2CrAgSe3I3,0.9905,-0.9968,2.1202,30.0000,19.5981,10.9300,1.0000,28.8163,0.0427,0.1743,0.0338,0.4893
Rb2WGaSe3Cl3,1.7300,-1.4187,21.3296,30.0000,22.8258,5.6870,14.1187,28.6665,0.0427,0.0292,0.0367,0.0584
K2FeSbS3I3,0.9911,-0.9218,0.4553,30.0000,19.4142,10.9862,1.0000,28.8563,0.0427,0.1738,0.0336,0.4843
Rb2WInO3I3,1.7675,-1.5444,18.3825,30.0000,22.2172,5.7871,13.5414,28.5003,0.0427,0.0257,0.0364,0.0592
K2MnGaO3F3,1.9250,-2.4272,2.6963,30.0000,19.4541,6.0824,11.0756,27.2647,0.0427,0.0227,0.0350,0.0622
Rb2NbFeO3Br3,1.6757,-2.0160,25.4339,30.0000,23.5428,5.6155,14.7995,28.9527,0.0427,0.0334,0.0371,0.0578
Rb2GeVO3Br3,1.5394,-1.8862,32.3215,30.0000,24.8236,5.7608,15.8194,29.3321,0.0427,0.0566,0.0376,0.0569
Rb2TiGaSe3Cl3,1.6782,-1.7751,25.8431,30.0000,23.6094,5.6168,14.7931,28.9535,0.0427,0.0327,0.0371,0.0578
Rb2SnMoO3Se3,1.7083,-1.5188,23.2719,30.0000,23.1274,5.6500,14.4306,28.7615,0.0427,0.0280,0.0369,0.0581
Rb2GeVSe3F3,1.5440,-2.1273,32.1485,30.0000,24.8027,5.7201,15.9496,29.3030,0.0428,0.0543,0.0377,0.0566
Rb2ZrBiS3I3,1.7847,-1.3556,16.6217,30.0000,21.8855,5.8458,13.1613,28.3496,0.0428,0.0251,0.0363,0.0597
Rb2SnMoS6,1.6568,-1.0795,26.8340,30.0000,23.7024,5.5830,14.9491,28.9772,0.0428,0.0343,0.0372,0.0579
Rb2ZrInO3Br3,1.6942,-2.1394,24.4088,30.0000,23.2508,5.6180,14.5379,28.8000,0.0428,0.0323,0.0370,0.0581
Rb2MnInO3Cl3,1.5398,-1.8966,32.7222,30.0000,24.8194,5.7433,15.8351,29.3424,0.0428,0.0548,0.0377,0.0571
Rb2SnSbO3Br3,1.7265,-1.5316,22.1691,30.0000,22.8186,5.7043,14.0630,28.6674,0.0428,0.0270,0.0368,0.0587
K2CrWO6,1.9497,-2.2093,0.1583,30.0000,18.9776,6.1339,10.6703,27.0033,0.0428,0.0241,0.0349,0.0628
Rb2GeFeO3Se3,1.5606,-1.3991,32.3339,30.0000,24.7173,5.6378,15.8359,29.3018,0.0428,0.0507,0.0377,0.0570
Na2SnCrSe6,0.9858,-0.9946,0.3619,30.0000,19.2457,10.9791,1.0000,28.8374,0.0428,0.1733,0.0336,0.4847
Rb2GeVSe3Cl3,1.1695,-1.5028,29.6594,30.0000,24.4294,9.5090,2.3650,29.3585,0.0428,0.1624,0.0372,0.2759
Rb2MnBiSe3I3,1.0433,-1.0799,15.0502,30.0000,21.8095,10.6825,1.0000,29.0144,0.0429,0.1820,0.0355,0.5281
Rb2CrWO3Br3,1.7278,-1.7002,22.2659,30.0000,22.7936,5.6805,14.1732,28.6712,0.0429,0.0289,0.0368,0.0587
Rb2GeGaSe3Br3,1.6901,-1.2492,24.9650,30.0000,23.2645,5.6227,14.5690,28.8706,0.0429,0.0305,0.0371,0.0582
Rb2MnSbO6,1.4892,-1.9995,34.8399,30.0000,25.0993,6.0496,15.7400,29.4665,0.0429,0.0698,0.0379,0.0579
Rb2GeSbSe3Cl3,1.6688,-1.1200,26.7419,30.0000,23.6323,5.6292,14.8480,28.9406,0.0429,0.0365,0.0373,0.0581
Na2GeGaS3Br3,1.8805,-1.1555,8.0545,30.0000,20.2419,6.0127,11.8066,27.6414,0.0429,0.0232,0.0356,0.0614
Rb2SnCrO3Se3,1.6997,-1.5096,24.8093,30.0000,23.2297,5.6257,14.4632,28.8067,0.0429,0.0313,0.0371,0.0585
Rb2ZrFeO3Br3,1.6894,-2.0905,25.4676,30.0000,23.3430,5.6089,14.6414,28.8549,0.0429,0.0315,0.0371,0.0582
Rb2GeMoSe6,1.0947,-0.9981,23.4365,30.0000,23.2950,10.2642,1.0000,29.2402,0.0429,0.1776,0.0365,0.5305
Rb2MnSbBr3I3,1.0467,-1.2947,16.2463,30.0000,22.0222,10.6723,1.0000,29.0820,0.0429,0.1826,0.0357,0.5302
Rb2ZrMoO3Se3,1.7127,-2.1157,24.2401,30.0000,23.0884,5.6317,14.3740,28.7295,0.0430,0.0275,0.0370,0.0586
Rb2MnSbO3S3,1.5940,-1.6134,31.4368,30.0000,24.3878,5.6413,15.5681,29.1931,0.0430,0.0466,0.0376,0.0575
Na2NbFeO3F3,1.9612,-2.6727,0.1448,30.0000,18.8438,6.1332,10.5756,26.8909,0.0430,0.0247,0.0349,0.0632
Na2SnInO3Cl3,1.9465,-1.7486,1.9264,30.0000,19.1018,6.0693,10.8493,27.0083,0.0430,0.0236,0.0351,0.0628
Na2GeMnI6,0.9936,-1.0105,4.1902,30.0000,19.7740,10.9459,1.0000,28.8316,0.0430,0.1782,0.0341,0.4993
Rb2GeInO3Br3,1.6128,-1.6065,30.3268,30.0000,24.1900,5.6097,15.4492,29.1411,0.0430,0.0430,0.0376,0.0575
Rb2SnVO3I3,1.7552,-1.8227,20.4355,30.0000,22.3536,5.7455,13.6523,28.5554,0.0430,0.0257,0.0366,0.0595
Rb2SnMnO3S3,1.5901,-1.7902,31.5922,30.0000,24.4198,5.6533,15.6088,29.2229,0.0430,0.0490,0.0377,0.0574
K2WBiO3Cl3,1.9613,-1.7657,0.2123,30.0000,18.8021,6.1607,10.4578,26.9081,0.0430,0.0260,0.0349,0.0637
Rb2NbFeO3I3,1.7521,-1.9045,20.9834,30.0000,22.4828,5.7340,13.7534,28.5248,0.0430,0.0255,0.0368,0.0594
Na2SnWO3S3,1.9602,-1.6403,0.1919,30.0000,18.8143,6.1378,10.5524,26.8707,0.0430,0.0251,0.0349,0.0635
Rb2NbTaO3Se3,1.7414,-2.1697,21.7613,30.0000,22.5750,5.7106,13.9728,28.6221,0.0430,0.0279,0.0368,0.0589
Rb2NbTaO6,1.6418,-2.8847,29.1688,30.0000,23.9019,5.5967,15.1070,29.0432,0.0431,0.0395,0.0375,0.0578
Rb2WMnO3Se3,1.7367,-1.5914,22.3971,30.0000,22.6888,5.7008,13.9815,28.5992,0.0431,0.0270,0.0369,0.0590
Rb2TiCrSe6,1.0722,-1.3401,20.9727,30.0000,22.7407,10.4372,1.0000,29.1366,0.0431,0.1817,0.0363,0.5384
Rb2GeCrO3Br3,1.5945,-1.6480,32.2313,30.0000,24.4513,5.6094,15.6182,29.2003,0.0431,0.0482,0.0378,0.0576
Rb2SnFeO3Cl3,1.6156,-1.8354,30.8809,30.0000,24.1697,5.6027,15.4286,29.1525,0.0431,0.0421,0.0377,0.0577
Rb2GeGaO3I3,1.6832,-1.4095,26.7795,30.0000,23.3942,5.6204,14.6614,28.8706,0.0431,0.0326,0.0373,0.0584
Rb2GeCuO3Se3,1.1882,-1.3604,31.9254,30.0000,24.5827,9.2851,2.9690,29.4128,0.0431,0.1588,0.0376,0.2250
Rb2FeMnO3S3,1.4791,-1.6536,36.1716,30.0000,25.1194,6.1333,15.5999,29.4459,0.0431,0.0743,0.0381,0.0585
K2FeMnCl3I3,0.9834,-1.3659,0.4052,30.0000,18.9838,11.0050,1.0000,28.8511,0.0431,0.1741,0.0336,0.4854
Na2ZrBiO3Cl3,1.9691,-2.0559,0.1833,30.0000,18.6855,6.1564,10.4080,26.7815,0.0432,0.0266,0.0350,0.0639
K2ZrWO6,1.9680,-2.7894,0.1773,30.0000,18.7312,6.1147,10.5062,26.8069,0.0432,0.0242,0.0350,0.0636
Rb2MoInO3Br3,1.7241,-1.6998,24.3036,30.0000,22.8978,5.6959,14.1507,28.7231,0.0432,0.0293,0.0371,0.0592
Rb2ZrBiO3I3,1.8014,-1.8816,17.5059,30.0000,21.6510,5.8280,13.0499,28.2364,0.0432,0.0232,0.0365,0.0603
K2MoFeO3F3,1.9706,-2.3927,0.2192,30.0000,18.6665,6.1169,10.4303,26.7312,0.0432,0.0242,0.0351,0.0638
Rb2GeVS3Cl3,1.4216,-1.4877,37.8547,30.0000,25.3309,6.5112,15.0476,29.5220,0.0432,0.0872,0.0383,0.0606
Rb2SnZnS3Se3,1.7472,-1.0048,22.5929,30.0000,22.5600,5.6970,13.8586,28.5591,0.0432,0.0266,0.0370,0.0596
Rb2SnGeO3Se3,1.6576,-1.3784,29.2480,30.0000,23.7250,5.5963,14.9297,28.9781,0.0432,0.0374,0.0376,0.0585
Rb2GeGaSe3F3,1.5971,-2.0020,32.4663,30.0000,24.3559,5.6200,15.5776,29.2255,0.0432,0.0469,0.0378,0.0577
Na2WBiO3Cl3,1.9732,-1.6727,0.2110,30.0000,18.6663,6.1618,10.4224,26.8118,0.0432,0.0274,0.0350,0.0641
Rb2TiWO3Se3,1.7464,-2.0502,22.6307,30.0000,22.5289,5.7284,13.8805,28.6270,0.0432,0.0266,0.0370,0.0594
Rb2TiMoO3Se3,1.7050,-2.0504,25.9671,30.0000,23.1389,5.6177,14.5405,28.7613,0.0432,0.0313,0.0373,0.0587
Rb2WFeO3I3,1.7858,-1.5056,18.7232,30.0000,21.8912,5.8135,13.2191,28.3391,0.0432,0.0240,0.0366,0.0602
Rb2GeCrO3Se3,1.5990,-1.5455,32.5548,30.0000,24.3365,5.6397,15.5130,29.2054,0.0432,0.0470,0.0378,0.0579
Na2GeGaSe3Cl3,1.8979,-1.2395,8.1156,30.0000,19.9365,6.0517,11.4281,27.4871,0.0433,0.0223,0.0357,0.0628
Rb2FeMnO3Br3,1.6928,-1.7308,27.0594,30.0000,23.3241,5.6635,14.4734,28.8593,0.0433,0.0326,0.0374,0.0589
Rb2GeNbO3I3,1.7242,-1.9028,24.9512,30.0000,22.8995,5.6489,14.2419,28.6828,0.0433,0.0279,0.0372,0.0591
Rb2MoInO3I3,1.7758,-1.5511,20.3903,30.0000,22.1014,5.7881,13.4200,28.3977,0.0433,0.0248,0.0367,0.0602
Rb2FeSbO3Cl3,1.6286,-1.8065,30.7332,30.0000,23.9748,5.6132,15.2475,29.0869,0.0433,0.0429,0.0377,0.0581
Rb2ZrCrO3S3,1.5851,-2.0830,33.6586,30.0000,24.4970,5.6122,15.6895,29.2387,0.0433,0.0483,0.0379,0.0576
Rb2TiCrO3Se3,1.6837,-2.1072,27.9137,30.0000,23.4148,5.6262,14.7202,28.9120,0.0433,0.0325,0.0375,0.0588
Na2SnMoSe6,0.9787,-0.9121,0.4212,30.0000,18.8195,10.9907,1.0000,28.7266,0.0433,0.1758,0.0336,0.4880
K2SnFeO3S3,1.9743,-1.6260,0.1267,30.0000,18.5321,6.1248,10.4166,26.7117,0.0433,0.0264,0.0351,0.0639
Rb2NbCuO3Cl3,1.6136,-2.1119,32.0672,30.0000,24.1838,5.6091,15.4560,29.1382,0.0433,0.0443,0.0378,0.0580
Rb2SnGaS3Br3,1.7426,-1.2494,23.3975,30.0000,22.6029,5.7133,13.8899,28.5766,0.0433,0.0264,0.0371,0.0597
K2VFeO3F3,1.9722,-2.6526,0.1122,30.0000,18.5859,6.1459,10.3406,26.7900,0.0433,0.0246,0.0351,0.0643
Rb2SnBiO3Br3,1.7880,-1.4824,19.7300,30.0000,21.9202,5.8144,13.2854,28.3548,0.0434,0.0233,0.0368,0.0605
Rb2GeVS3Br3,1.1301,-1.3927,29.8591,30.0000,24.0421,9.9440,1.4420,29.3627,0.0434,0.1755,0.0374,0.4391
Rb2TaMnO3Cl3,1.6880,-2.2032,28.0383,30.0000,23.3733,5.6347,14.5938,28.8472,0.0434,0.0341,0.0375,0.0590
K2CrMoO3F3,1.9737,-2.6032,0.2331,30.0000,18.5716,6.1491,10.2884,26.7250,0.0434,0.0270,0.0351,0.0645
Na2SnFeO3F3,1.9738,-2.2839,0.1172,30.0000,18.5176,6.1147,10.3448,26.6761,0.0434,0.0248,0.0351,0.0644
Rb2TiCrO3S3,1.5067,-2.1006,37.1380,30.0000,25.0301,5.8765,15.9201,29.4269,0.0434,0.0636,0.0383,0.0581
Rb2TiCrO3I3,1.7634,-2.0695,22.4013,30.0000,22.3088,5.7359,13.6466,28.4990,0.0434,0.0251,0.0370,0.0601
Rb2FeMnSe3Br3,1.0555,-1.3014,20.4571,30.0000,22.2939,10.6127,1.0000,29.1018,0.0434,0.1864,0.0362,0.5437
Rb2VMnO3Br3,1.6990,-2.0385,27.3340,30.0000,23.1624,5.6561,14.4371,28.7915,0.0434,0.0314,0.0375,0.0593
Rb2VCuO3Cl3,1.5718,-2.0717,35.0850,30.0000,24.6291,5.7182,15.7096,29.3093,0.0434,0.0528,0.0381,0.0581
Rb2ZrBiO3Br3,1.7843,-2.0732,20.4220,30.0000,21.9090,5.8060,13.2268,28.3633,0.0434,0.0231,0.0368,0.0607
Li2GeGaSe3Cl3,1.9014,-1.2102,8.6386,30.0000,19.9286,6.0090,11.5666,27.4116,0.0435,0.0234,0.0359,0.0627
K2WGaO3Cl3,1.9611,-1.8243,1.8117,30.0000,18.8138,6.1103,10.5745,26.8656,0.0435,0.0248,0.0353,0.0639
Na2GeCuCl3I3,0.9936,-1.1116,5.4707,30.0000,19.6430,10.9682,1.0000,28.8667,0.0435,0.1804,0.0343,0.5046
Rb2VSbSe6,1.0481,-1.0285,19.1907,30.0000,22.0967,10.6447,1.0000,29.0711,0.0435,0.1862,0.0361,0.5422
Rb2MnGaO3Cl3,1.5598,-1.9024,36.0482,30.0000,24.6917,5.7783,15.6919,29.3156,0.0435,0.0573,0.0383,0.0584
Rb2ZrCrO3I3,1.7839,-2.0520,21.1146,30.0000,21.9945,5.8028,13.2695,28.3386,0.0435,0.0236,0.0370,0.0608
Rb2VCuO3F3,1.3756,-2.6338,39.5223,30.0000,25.3511,7.0448,13.2634,29.5525,0.0435,0.1017,0.0385,0.0667
Rb2GeSbO3Br3,1.6854,-1.4944,28.8673,30.0000,23.4200,5.6296,14.6911,28.8580,0.0435,0.0336,0.0376,0.0592
Rb2GeInO3I3,1.7369,-1.3909,25.2187,30.0000,22.7332,5.6871,14.0158,28.6521,0.0435,0.0283,0.0373,0.0599
Na2TiCrSe6,0.9791,-1.2815,0.3508,30.0000,18.6912,10.9945,1.0000,28.7578,0.0435,0.1753,0.0336,0.4869
K2SnTaO3Cl3,1.9771,-2.0721,0.7119,30.0000,18.5213,6.1500,10.2541,26.6666,0.0435,0.0259,0.0352,0.0651
K2SnBiO3Cl3,1.9820,-1.6986,0.2080,30.0000,18.4345,6.1266,10.2659,26.6029,0.0435,0.0262,0.0351,0.0648
Rb2MoGaO3I3,1.7731,-1.5749,21.6192,30.0000,22.0582,5.7899,13.3820,28.3835,0.0436,0.0262,0.0370,0.0608
K2GeCrO3Cl3,1.8988,-1.7240,9.5245,30.0000,19.9759,6.0548,11.5137,27.5360,0.0436,0.0245,0.0359,0.0632
Na2SnVO3Cl3,1.9856,-1.8974,0.1623,30.0000,18.4019,6.1103,10.2173,26.5121,0.0436,0.0255,0.0352,0.0648
Rb2WGaO3I3,1.8012,-1.6062,19.3786,30.0000,21.6464,5.8082,13.0467,28.2068,0.0436,0.0248,0.0368,0.0610
Na2GeVO3Cl3,1.8902,-1.8528,10.5365,30.0000,20.0863,6.0083,11.6585,27.5613,0.0436,0.0215,0.0360,0.0629
Rb2TiInO3Br3,1.7269,-2.1250,26.0872,30.0000,22.8208,5.6724,14.0770,28.6224,0.0436,0.0276,0.0374,0.0599
Rb2FeMnO3Cl3,1.5888,-1.7859,35.3171,30.0000,24.4579,5.6252,15.6769,29.2428,0.0436,0.0468,0.0382,0.0583
Rb2FeMnS3Se3,1.0844,-1.0866,25.2286,30.0000,22.9833,10.3946,1.0000,29.1893,0.0436,0.1849,0.0369,0.5492
Rb2GeInS3I3,1.7585,-1.0116,23.7701,30.0000,22.3841,5.7513,13.5859,28.5091,0.0436,0.0240,0.0372,0.0608
Rb2SnGaS3I3,1.8026,-1.0864,19.7580,30.0000,21.6451,5.8464,12.9818,28.2394,0.0436,0.0238,0.0369,0.0614
Rb2GeGaO3Br3,1.6356,-1.6126,32.6371,30.0000,23.9736,5.5933,15.2364,29.0410,0.0436,0.0407,0.0380,0.0585
Rb2ZrCrO3Cl3,1.6355,-2.2088,32.9178,30.0000,23.9886,5.6074,15.1685,29.0729,0.0436,0.0393,0.0380,0.0588
Rb2NbMnO3Br3,1.7411,-2.1004,25.4732,30.0000,22.6292,5.7047,13.9108,28.6017,0.0437,0.0274,0.0373,0.0604
Rb2SbAgO3S3,1.6661,-1.5237,31.0118,30.0000,23.6220,5.6374,14.7864,28.9653,0.0437,0.0366,0.0378,0.0594
Li2GeWS6,1.9223,-1.0641,7.4633,30.0000,19.5251,6.0655,11.1479,27.2488,0.0437,0.0238,0.0358,0.0635
Rb2AgGaI6,1.0304,-1.1145,16.3780,30.0000,21.3404,10.7839,1.0000,28.9987,0.0437,0.1878,0.0358,0.5392
Rb2FeMnO6,1.3687,-1.8530,40.7727,30.0000,25.3618,7.0801,13.0856,29.5511,0.0437,0.1041,0.0387,0.0679
Rb2SbCuO3F3,1.1551,-2.2637,33.5259,30.0000,24.3055,9.6497,2.0168,29.3585,0.0437,0.1708,0.0379,0.3245
Rb2GeZnI6,1.0375,-1.1439,18.0460,30.0000,21.6661,10.7298,1.0000,29.0261,0.0437,0.1890,0.0360,0.5440
Rb2GeZnO3Se3,1.6608,-1.3558,31.8159,30.0000,23.6916,5.6003,14.9067,28.9603,0.0438,0.0362,0.0380,0.0592
Rb2MnInO6,1.5651,-2.0393,37.0942,30.0000,24.6370,5.6493,15.8073,29.2694,0.0438,0.0529,0.0384,0.0583
Rb2SbCuO3Cl3,1.1150,-1.8197,30.2838,30.0000,23.7125,10.0932,1.2217,29.3114,0.0438,0.1805,0.0375,0.5158
Na2ZrCrO3F3,1.9882,-2.8022,0.0844,30.0000,18.2706,6.1521,10.1210,26.5058,0.0438,0.0272,0.0352,0.0654
K2SnCrO3Cl3,1.9947,-1.8380,0.1218,30.0000,18.2215,6.1365,10.0662,26.4732,0.0438,0.0269,0.0352,0.0655
K2GeGaS3Br3,1.9248,-1.2349,7.6019,30.0000,19.4600,6.1189,11.0581,27.2667,0.0438,0.0248,0.0358,0.0644
Rb2GeNbO3Br3,1.6927,-2.0028,30.1782,30.0000,23.2813,5.6115,14.6243,28.8489,0.0438,0.0316,0.0378,0.0596
Rb2MnInO3S3,1.6505,-1.8631,33.4183,30.0000,23.8587,5.5924,15.2297,29.0427,0.0438,0.0405,0.0381,0.0589
K2SnWO3S3,1.9970,-1.7410,0.1947,30.0000,18.1928,6.1568,10.0042,26.4478,0.0438,0.0280,0.0353,0.0658
Na2GeCrO3F3,1.8831,-2.3566,12.3177,30.0000,20.2174,6.0085,11.7323,27.6423,0.0438,0.0213,0.0362,0.0632
Rb2GeMoO3Se3,1.6936,-1.5222,30.3589,30.0000,23.3068,5.6426,14.5893,28.8474,0.0439,0.0333,0.0379,0.0598
Rb2FeMnCl3I3,1.0435,-1.4179,20.3753,30.0000,21.9100,10.6945,1.0000,29.0563,0.0439,0.1893,0.0362,0.5501
Na2SnInO3F3,1.9787,-2.2991,2.1750,30.0000,18.4852,6.1390,10.2646,26.6978,0.0439,0.0262,0.0355,0.0654
Rb2VTaO3Se3,1.7844,-2.1658,23.0623,30.0000,21.9963,5.8209,13.2615,28.3746,0.0439,0.0249,0.0372,0.0615
Rb2ZrSbO3I3,1.8227,-1.8732,19.3656,30.0000,21.3593,5.8992,12.7055,28.1672,0.0439,0.0229,0.0369,0.0622
Rb2NbZnO3Br3,1.7634,-1.8991,25.0423,30.0000,22.2988,5.7613,13.6187,28.5018,0.0439,0.0247,0.0374,0.0611
Li2GeGaS3Br3,1.9171,-1.1446,8.5813,30.0000,19.5369,6.0579,11.1860,27.2849,0.0439,0.0242,0.0360,0.0638
Rb2GeBiO3Br3,1.7535,-1.5110,25.4872,30.0000,22.3700,5.7185,13.8311,28.5310,0.0439,0.0262,0.0375,0.0606
K2VTaO6,1.9918,-2.9162,0.8992,30.0000,18.2804,6.1730,10.0096,26.4991,0.0439,0.0269,0.0354,0.0660
Rb2SnNbO3Br3,1.7864,-2.0415,23.1015,30.0000,21.9241,5.8073,13.2889,28.3762,0.0440,0.0233,0.0373,0.0615
Rb2GeCuO3S3,1.4575,-1.6312,41.6579,30.0000,25.1797,6.2629,15.4427,29.4801,0.0440,0.0818,0.0389,0.0605
Rb2SnWO3Se3,1.8132,-1.4946,20.5596,30.0000,21.4769,5.8729,12.7889,28.1884,0.0440,0.0245,0.0371,0.0623
Rb2SnVO3Br3,1.7654,-1.9258,24.6150,30.0000,22.1920,5.7772,13.4699,28.4563,0.0440,0.0267,0.0374,0.0613
Rb2CuZnBr3I3,1.0252,-1.2524,17.0375,30.0000,21.1492,10.7956,1.0000,28.9587,0.0440,0.1902,0.0359,0.5432
Rb2ZrFeO3Cl3,1.6789,-2.1657,32.6416,30.0000,23.5420,5.5983,14.8344,28.9431,0.0441,0.0337,0.0382,0.0599
Rb2CrMnO3Br3,1.7466,-1.7741,27.2502,30.0000,22.5657,5.6944,13.8904,28.5773,0.0441,0.0259,0.0377,0.0609
Rb2TiGaO3I3,1.7872,-2.0764,22.9843,30.0000,21.8547,5.8174,13.2215,28.3665,0.0441,0.0254,0.0373,0.0617
Rb2TiBiO3Br3,1.8072,-2.0308,21.6380,30.0000,21.6170,5.8264,12.9356,28.1905,0.0441,0.0228,0.0372,0.0621
K2WInO3Cl3,1.9852,-1.8259,1.6184,30.0000,18.2614,6.1334,10.1926,26.5645,0.0441,0.0250,0.0354,0.0656
K2GeCuCl3I3,0.9831,-1.2370,5.2304,30.0000,19.0329,11.0038,1.0000,28.7741,0.0441,0.1823,0.0343,0.5070
Rb2MoBiSe3I3,1.0145,-0.9872,14.5429,30.0000,20.7317,10.8382,1.0000,28.9321,0.0441,0.1884,0.0356,0.5364
K2SnFeS3I3,0.9726,-0.9556,0.4299,30.0000,18.2592,11.0311,1.0000,28.7121,0.0441,0.1773,0.0336,0.4892
Li2GeGaS3I3,1.9414,-0.9017,7.0738,30.0000,19.1928,6.1104,10.8652,27.1099,0.0441,0.0250,0.0359,0.0649
Na2TiMoSe6,0.9755,-1.1765,0.4171,30.0000,18.2211,11.0153,1.0000,28.7161,0.0441,0.1770,0.0336,0.4889
Rb2ZrGaO3Br3,1.7620,-2.1489,26.2191,30.0000,22.3226,5.7558,13.6345,28.4660,0.0441,0.0278,0.0376,0.0613
Rb2MoGaS3Cl3,1.7141,-1.3804,30.2101,30.0000,22.9898,5.6431,14.3152,28.7484,0.0442,0.0300,0.0379,0.0605
Rb2SbZnO3Cl3,1.7204,-1.8643,30.1629,30.0000,22.9485,5.6660,14.1987,28.7151,0.0442,0.0313,0.0379,0.0608
