Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,PCE_Median,PCE_Std_Error,PCE_Q10_Worst,PCE_Q90_Best,LCOE_Median,LCOE_Std_Error,LCOE_Q10_Best,LCOE_Q90_Worst
K2WInSe3Br3,1.6228,-1.3474,1.1385,30.0000,24.1368,5.5897,15.3448,29.0896,0.0378,0.0329,0.0334,0.0494
K2ZrInO3I3,1.6116,-2.0212,1.5278,30.0000,24.2558,5.6079,15.4168,29.1188,0.0378,0.0347,0.0334,0.0494
Na2SnFeO3Cl3,1.6367,-1.7098,0.1005,30.0000,23.9312,5.6347,15.1554,29.0411,0.0378,0.0334,0.0333,0.0496
Na2TaMnO3Br3,1.6241,-2.0056,0.6038,30.0000,24.0635,5.5858,15.3698,29.0871,0.0378,0.0326,0.0333,0.0493
Na2MnSbO3S3,1.6397,-1.5652,0.1727,30.0000,23.8876,5.6044,15.1275,29.0481,0.0378,0.0291,0.0333,0.0496
K2ZrGaSe3F3,1.6030,-2.3003,1.7864,30.0000,24.3245,5.6092,15.5328,29.1746,0.0378,0.0360,0.0334,0.0493
Na2VCuSe3Br3,1.1588,-1.2130,0.2253,30.0000,24.2937,9.6185,2.0497,29.3617,0.0378,0.1310,0.0330,0.2490
Na2SnSbSe3Cl3,1.6399,-1.1045,0.3139,30.0000,23.9515,5.5739,15.2145,29.0489,0.0378,0.0305,0.0333,0.0495
K2SnInSe3Br3,1.6140,-1.2342,1.2119,30.0000,24.2230,5.5607,15.5576,29.1216,0.0378,0.0343,0.0333,0.0491
K2GeMoS3Se3,1.3584,-1.0213,6.1583,30.0000,25.3518,7.2284,12.3721,29.5451,0.0378,0.0842,0.0337,0.0587
K2SnCrO3I3,1.6355,-1.4993,0.4605,30.0000,23.9883,5.5893,15.2110,29.0813,0.0378,0.0308,0.0333,0.0496
K2SnBiO3I3,1.6408,-1.3117,0.4546,30.0000,23.9391,5.6059,15.1442,29.0228,0.0378,0.0316,0.0333,0.0497
K2VZnO3I3,1.6351,-1.6566,0.4760,30.0000,23.9751,5.6278,15.2147,29.0772,0.0378,0.0311,0.0333,0.0496
K2WMnO3Se3,1.6430,-1.5985,0.2765,30.0000,23.9516,5.6180,15.1892,29.0553,0.0378,0.0306,0.0333,0.0496
Na2GeBiSe3I3,1.5362,-0.8443,4.0512,30.0000,24.7814,5.7931,15.7915,29.3367,0.0378,0.0453,0.0336,0.0493
K2GeCrS3Se3,1.4086,-1.0600,6.5523,30.0000,25.3638,6.6470,14.6805,29.5720,0.0378,0.0712,0.0338,0.0526
Na2VFeO3Cl3,1.6451,-1.9631,0.0795,30.0000,23.8810,5.6095,15.1018,29.0416,0.0378,0.0307,0.0333,0.0496
Li2GeVS3I3,1.3738,-1.0434,5.9932,30.0000,25.3650,7.0543,13.2493,29.5422,0.0378,0.0811,0.0337,0.0558
Na2GeFeO3I3,1.4169,-1.4018,6.0572,30.0000,25.2925,6.6035,14.6931,29.5193,0.0378,0.0699,0.0337,0.0523
K2CrWO3Se3,1.6411,-1.6502,0.2828,30.0000,23.9058,5.6273,15.0621,29.0507,0.0378,0.0314,0.0333,0.0497
Na2MoBiO3Br3,1.6433,-1.3827,0.2254,30.0000,23.8678,5.5798,15.2004,29.0308,0.0378,0.0310,0.0333,0.0496
Na2SnGaSe3Br3,1.6189,-1.1704,1.3624,30.0000,24.1488,5.5996,15.3482,29.1101,0.0378,0.0336,0.0334,0.0494
K2GeVSe3I3,1.2507,-1.0691,4.6230,30.0000,25.0690,8.5655,5.9208,29.5213,0.0378,0.1121,0.0335,0.1014
K2SnCuO3Se3,1.1498,-1.3099,0.2870,30.0000,24.2124,9.7405,1.8403,29.3223,0.0378,0.1336,0.0331,0.2784
Na2ZrFeS3I3,1.1574,-1.2975,0.4313,30.0000,24.2635,9.6483,2.0280,29.3531,0.0378,0.1314,0.0331,0.2541
K2AgInBr3I3,1.2040,-1.1844,2.7265,30.0000,24.7227,9.1384,3.5117,29.4590,0.0378,0.1225,0.0334,0.1570
K2TaFeO3Cl3,1.6345,-2.1432,0.7314,30.0000,24.0086,5.5980,15.3451,29.0494,0.0378,0.0315,0.0333,0.0495
K2GeTaS3Br3,1.4850,-1.3758,5.6085,30.0000,25.1406,6.0283,15.7916,29.4639,0.0378,0.0548,0.0337,0.0497
Na2NbFeO3Br3,1.6499,-1.9436,0.1044,30.0000,23.8864,5.6134,15.0227,29.0118,0.0378,0.0298,0.0332,0.0499
Na2GeMoS3Se3,1.3377,-0.9421,6.5066,30.0000,25.4140,7.4370,11.4764,29.6118,0.0378,0.0892,0.0337,0.0615
K2CrWO3I3,1.6429,-1.5653,0.4420,30.0000,23.9300,5.6148,15.0843,29.0267,0.0378,0.0322,0.0333,0.0498
K2GeNbSe3Cl3,1.3146,-1.4782,6.0369,30.0000,25.3351,7.6776,10.3311,29.5439,0.0378,0.0945,0.0337,0.0664
Na2GeInSe3I3,1.5080,-0.9312,5.3536,30.0000,25.0376,5.9504,15.7799,29.4285,0.0378,0.0515,0.0337,0.0497
Na2SbZnO3Cl3,1.6531,-1.7537,0.1529,30.0000,23.8216,5.5691,15.0685,28.9910,0.0378,0.0277,0.0333,0.0498
K2SnSbSe3Cl3,1.6486,-1.1494,0.3102,30.0000,23.8467,5.5802,15.1695,29.0272,0.0378,0.0292,0.0333,0.0497
Na2SnVO3I3,1.6434,-1.7238,0.5012,30.0000,23.9075,5.5933,15.1858,29.0330,0.0378,0.0308,0.0333,0.0497
K2SnGeBr6,1.2441,-1.3975,4.6054,30.0000,25.0385,8.6408,5.5618,29.5032,0.0379,0.1136,0.0336,0.1075
Na2GeCrO3I3,1.4676,-1.4122,6.1024,30.0000,25.1959,6.1743,15.6925,29.4664,0.0379,0.0600,0.0337,0.0503
Na2VFeSe3Cl3,1.1481,-1.3710,0.2598,30.0000,24.2252,9.6874,1.9582,29.3353,0.0379,0.1324,0.0331,0.2619
K2TiFeO3I3,1.6435,-1.9542,0.4515,30.0000,23.8375,5.5674,15.1407,29.0051,0.0379,0.0314,0.0333,0.0496
K2GeCuS3Se3,1.3251,-0.8561,6.4203,30.0000,25.3297,7.6090,10.7553,29.5881,0.0379,0.0928,0.0338,0.0650
K2AgGaBr3I3,1.1928,-1.1947,2.8907,30.0000,24.7033,9.2466,3.1438,29.4554,0.0379,0.1248,0.0334,0.1737
Na2GeZnBr3I3,1.2408,-1.1412,4.5536,30.0000,25.0135,8.6184,5.7965,29.4991,0.0379,0.1122,0.0336,0.1050
K2GeMnF3I3,1.4780,-2.0612,5.6924,30.0000,25.0999,6.1727,15.4809,29.4636,0.0379,0.0590,0.0337,0.0505
K2TiCrSe3I3,1.1520,-1.2906,0.4826,30.0000,24.1923,9.7060,1.9506,29.3681,0.0379,0.1328,0.0331,0.2627
K2ZrMoO3Se3,1.6519,-2.0715,0.3551,30.0000,23.8421,5.5674,15.1469,29.0003,0.0379,0.0290,0.0333,0.0496
K2MoFeSe3I3,1.1508,-1.0236,0.5195,30.0000,24.2549,9.7240,1.8449,29.4026,0.0379,0.1337,0.0331,0.2788
Na2GeTaS3Br3,1.4778,-1.2718,5.8808,30.0000,25.1017,6.0596,15.8444,29.4397,0.0379,0.0562,0.0338,0.0498
K2NbZnO3Br3,1.6544,-1.8725,0.1139,30.0000,23.7662,5.5775,15.0562,29.0194,0.0379,0.0291,0.0333,0.0496
K2GeFeO3Br3,1.3302,-1.5501,6.8887,30.0000,25.4017,7.5072,11.1727,29.5746,0.0379,0.0907,0.0338,0.0631
K2VFeSe3Cl3,1.1434,-1.5288,0.2584,30.0000,24.1221,9.8130,1.7352,29.3420,0.0379,0.1343,0.0331,0.2919
Na2TaSbSe6,1.1487,-1.0166,0.7290,30.0000,24.2576,9.7415,1.7881,29.3677,0.0379,0.1344,0.0331,0.2865
K2CrMoSe6,1.1485,-1.1739,0.4074,30.0000,24.2156,9.7092,1.8436,29.3339,0.0379,0.1333,0.0331,0.2765
Na2GeMnS3Se3,1.3988,-0.9846,6.9100,30.0000,25.3729,6.7443,14.3502,29.5644,0.0379,0.0747,0.0338,0.0532
Na2MnCuBr3I3,1.1474,-1.1241,0.3579,30.0000,24.1635,9.7718,1.7077,29.3503,0.0379,0.1351,0.0331,0.2988
K2WMnS6,1.6578,-1.2268,0.1430,30.0000,23.7551,5.5840,15.0783,28.9832,0.0379,0.0283,0.0333,0.0499
K2SnMnI6,1.1471,-1.1216,0.5650,30.0000,24.2236,9.8016,1.7126,29.3480,0.0379,0.1352,0.0331,0.2972
Na2TiCrO3Br3,1.6589,-2.0333,0.0378,30.0000,23.7195,5.5752,15.0587,28.9805,0.0379,0.0285,0.0333,0.0498
K2TiGaSe3F3,1.6198,-2.3177,1.9131,30.0000,24.1744,5.5831,15.3943,29.1237,0.0379,0.0325,0.0334,0.0495
K2AgGaF3I3,1.2094,-1.9861,3.6423,30.0000,24.8469,9.0436,3.8358,29.4513,0.0379,0.1201,0.0334,0.1455
Na2GeNbSe3Cl3,1.3177,-1.2963,6.3737,30.0000,25.3199,7.6288,10.5037,29.5543,0.0379,0.0924,0.0337,0.0661
Na2SnMoS6,1.6502,-1.0489,0.2457,30.0000,23.8107,5.6136,15.0438,29.0094,0.0379,0.0298,0.0333,0.0500
Li2GeNbSe3Cl3,1.4322,-1.2731,6.7666,30.0000,25.2809,6.4470,15.2125,29.5425,0.0379,0.0670,0.0338,0.0513
Na2SnGeI6,1.2143,-0.9422,3.9575,30.0000,24.8863,8.9195,4.3830,29.4755,0.0379,0.1188,0.0335,0.1309
K2GeMnBr6,1.2403,-1.4346,4.9832,30.0000,25.0473,8.6324,5.7602,29.5487,0.0379,0.1138,0.0336,0.1044
K2GeSbS3I3,1.5392,-0.9489,4.9661,30.0000,24.8417,5.7577,15.9836,29.3611,0.0379,0.0469,0.0337,0.0492
Na2TiSbO3Br3,1.6631,-1.9221,0.1354,30.0000,23.7280,5.5790,14.9553,28.9875,0.0379,0.0264,0.0333,0.0500
K2GeZnF3I3,1.4991,-2.0815,5.6025,30.0000,25.0017,5.9952,15.7844,29.4144,0.0379,0.0554,0.0338,0.0497
Na2TiSbO3I3,1.6473,-1.7681,0.5022,30.0000,23.8574,5.5829,15.1160,29.0189,0.0379,0.0288,0.0333,0.0497
K2FeMnS3I3,1.1456,-1.1397,0.4188,30.0000,24.1494,9.7983,1.7115,29.3831,0.0379,0.1349,0.0331,0.2965
Li2GeMoS3Se3,1.4248,-0.9607,6.9132,30.0000,25.3454,6.5053,14.9179,29.5137,0.0379,0.0671,0.0338,0.0520
K2FeMnO3F3,1.6566,-2.4062,0.0374,30.0000,23.7094,5.6048,14.9433,28.9666,0.0379,0.0292,0.0333,0.0500
Na2GeMnBr6,1.2548,-1.3225,5.2173,30.0000,25.1085,8.4551,6.4516,29.4988,0.0379,0.1105,0.0336,0.0951
K2SnInS3I3,1.6327,-1.0550,1.4098,30.0000,24.0310,5.5876,15.2669,29.1081,0.0379,0.0313,0.0334,0.0497
Na2ZrGaO3I3,1.6278,-2.0395,1.7346,30.0000,24.1339,5.5760,15.3349,29.0921,0.0379,0.0317,0.0334,0.0495
K2WGaSe3F3,1.6281,-2.0276,1.5753,30.0000,24.0882,5.5994,15.3057,29.0991,0.0379,0.0328,0.0334,0.0496
Na2CrMoO3Cl3,1.6618,-1.6816,0.1983,30.0000,23.7150,5.5988,14.9289,28.9891,0.0379,0.0279,0.0333,0.0500
Na2GeNbS3Br3,1.2984,-1.2337,6.2919,30.0000,25.2433,7.9545,8.8943,29.5384,0.0379,0.0999,0.0338,0.0749
K2GeMnO3Se3,1.3488,-1.4264,7.1396,30.0000,25.4066,7.3052,12.0947,29.5649,0.0379,0.0874,0.0338,0.0597
Na2GeMnF3I3,1.4820,-1.9433,5.9799,30.0000,25.0963,6.0973,15.6748,29.4747,0.0379,0.0580,0.0338,0.0502
Na2GeGaSe3I3,1.5015,-0.9372,5.6792,30.0000,24.9962,5.9823,15.7691,29.4335,0.0379,0.0530,0.0337,0.0499
K2MnCuBr3I3,1.1423,-1.2065,0.3532,30.0000,24.1417,9.8303,1.6230,29.3900,0.0379,0.1359,0.0331,0.3131
Na2ZrBiO3I3,1.6525,-1.8953,0.4577,30.0000,23.8140,5.5944,15.0511,29.0334,0.0379,0.0294,0.0333,0.0497
K2TiCrO3Br3,1.6581,-2.1146,0.0516,30.0000,23.6805,5.6093,15.0015,28.9530,0.0379,0.0296,0.0333,0.0499
Na2GeFeO3Br3,1.4170,-1.5063,7.3523,30.0000,25.3552,6.5488,14.9381,29.5673,0.0379,0.0689,0.0339,0.0520
K2VFeSe3Br3,1.1374,-1.3539,0.2176,30.0000,24.0916,9.8481,1.6377,29.3208,0.0379,0.1362,0.0331,0.3108
Na2GeCuS3Se3,1.4537,-0.8108,6.8069,30.0000,25.2830,6.2975,15.4658,29.4857,0.0379,0.0633,0.0338,0.0508
Na2WGaS3Cl3,1.6233,-1.2640,1.7496,30.0000,24.0895,5.6095,15.2987,29.1322,0.0380,0.0324,0.0334,0.0497
Na2ZrBiO3Br3,1.6644,-1.9747,0.1565,30.0000,23.7445,5.5955,14.9955,28.9602,0.0380,0.0284,0.0333,0.0500
K2GeVSe3F3,1.4066,-2.1295,7.1129,30.0000,25.3476,6.6648,14.5716,29.5531,0.0380,0.0725,0.0339,0.0528
K2SnFeO3Cl3,1.6642,-1.8002,0.1114,30.0000,23.6740,5.5680,14.9694,28.9709,0.0380,0.0286,0.0333,0.0499
K2TiFeSe3I3,1.1451,-1.2703,0.4755,30.0000,24.0954,9.7997,1.6931,29.3114,0.0380,0.1356,0.0331,0.3002
K2NbCuSe3Cl3,1.1381,-1.3862,0.2807,30.0000,24.0724,9.8613,1.5176,29.3251,0.0380,0.1374,0.0331,0.3330
Na2GeTaS3I3,1.5306,-1.1104,5.1419,30.0000,24.8707,5.8362,15.8233,29.3614,0.0380,0.0487,0.0337,0.0495
K2ZrMoSe6,1.1374,-1.3443,0.4057,30.0000,24.0950,9.7974,1.7288,29.3327,0.0380,0.1348,0.0331,0.2954
Na2GeCrS3Se3,1.4314,-1.0242,6.9563,30.0000,25.2711,6.4417,15.2243,29.5072,0.0380,0.0674,0.0339,0.0512
Li2GeNbS3Br3,1.2939,-1.2502,6.6852,30.0000,25.2859,7.9910,8.8511,29.5802,0.0380,0.1008,0.0338,0.0754
K2CrMnO3I3,1.6565,-1.6489,0.4517,30.0000,23.7664,5.6106,14.9832,29.0238,0.0380,0.0299,0.0333,0.0499
Na2ZrMoO3Se3,1.6588,-1.9950,0.3625,30.0000,23.7552,5.6074,14.9320,28.9724,0.0380,0.0299,0.0333,0.0500
Na2MoWO3S3,1.6639,-1.6098,0.2599,30.0000,23.6894,5.6153,14.9189,28.9415,0.0380,0.0285,0.0333,0.0501
K2GeCrO3I3,1.5136,-1.4663,5.8032,30.0000,24.9427,5.8832,15.9722,29.3887,0.0380,0.0506,0.0338,0.0497
Na2VZnSe3Br3,1.1311,-1.2584,0.2160,30.0000,24.0228,9.9177,1.5213,29.3407,0.0380,0.1376,0.0331,0.3328
Na2AgInI6,1.1775,-0.9940,2.6792,30.0000,24.5667,9.4159,2.6750,29.4477,0.0380,0.1282,0.0333,0.1995
K2VMnO3Cl3,1.6638,-2.0701,0.0972,30.0000,23.6351,5.5658,15.0272,28.9477,0.0380,0.0273,0.0333,0.0499
K2MnSbO6,1.6596,-2.0039,0.1869,30.0000,23.6765,5.5982,14.9160,28.9597,0.0380,0.0278,0.0333,0.0500
Na2GeVO3I3,1.4919,-1.6390,6.1442,30.0000,25.0564,5.9834,15.7740,29.4151,0.0380,0.0538,0.0338,0.0499
Li2GeTaS3Br3,1.5062,-1.2305,6.1948,30.0000,25.0371,5.9297,15.8397,29.4065,0.0380,0.0520,0.0338,0.0498
Na2TiGaSe3Cl3,1.6269,-1.5962,1.8324,30.0000,24.0516,5.6012,15.3046,29.1155,0.0380,0.0336,0.0334,0.0497
K2VZnSe3Br3,1.1385,-1.3833,0.2170,30.0000,24.0404,9.8874,1.5470,29.2986,0.0380,0.1371,0.0331,0.3278
Na2SnMoO3Se3,1.6674,-1.4665,0.3756,30.0000,23.6846,5.5955,14.9845,28.9547,0.0380,0.0284,0.0333,0.0500
K2MnInSe6,1.1559,-1.0723,1.4092,30.0000,24.2376,9.6372,2.0634,29.3700,0.0380,0.1325,0.0332,0.2508
Na2GeMnCl3I3,1.2474,-1.2596,5.5323,30.0000,25.0251,8.5312,6.2269,29.4987,0.0380,0.1119,0.0337,0.0985
Na2ZrCrSe3Br3,1.1320,-1.5103,0.2046,30.0000,23.9848,9.9332,1.4772,29.3843,0.0380,0.1380,0.0331,0.3418
K2SbCuO3F3,1.1351,-2.2292,0.1979,30.0000,23.9210,9.9155,1.5108,29.3019,0.0380,0.1378,0.0331,0.3351
K2TiGaS3Br3,1.6401,-1.6049,1.5888,30.0000,23.9567,5.6065,15.1437,29.0778,0.0380,0.0304,0.0334,0.0499
Na2GeFeSe3F3,1.3204,-1.7828,7.4636,30.0000,25.3142,7.6213,10.5443,29.5542,0.0380,0.0927,0.0339,0.0665
K2SnVO3Br3,1.6765,-1.8906,0.1403,30.0000,23.5665,5.5922,14.8511,28.9405,0.0380,0.0260,0.0333,0.0502
Na2GeSbO3I3,1.5336,-1.2833,5.5434,30.0000,24.8711,5.7670,15.9157,29.3534,0.0380,0.0464,0.0338,0.0496
Na2VNbS3Se3,1.1292,-1.1899,0.3341,30.0000,23.9584,9.9369,1.4226,29.2985,0.0380,0.1389,0.0331,0.3540
Na2MoBiSe3I3,1.1392,-0.9316,0.5202,30.0000,24.0686,9.8488,1.5900,29.3161,0.0380,0.1369,0.0331,0.3167
Na2SnTaS3I3,1.6588,-1.0988,0.7776,30.0000,23.7100,5.6577,14.9514,29.0212,0.0380,0.0316,0.0334,0.0502
K2GeTaO3Br3,1.5214,-1.9502,6.0360,30.0000,24.9567,5.8401,15.8727,29.4255,0.0381,0.0493,0.0338,0.0498
Na2SnCrSe3Br3,1.1315,-1.1886,0.2212,30.0000,23.9212,9.9717,1.3602,29.3554,0.0381,0.1398,0.0331,0.3721
K2MoWS6,1.6706,-1.1826,0.2457,30.0000,23.6373,5.6188,14.8260,28.9333,0.0381,0.0280,0.0333,0.0503
K2SnVSe3Br3,1.1318,-1.4025,0.2479,30.0000,23.9399,9.9075,1.4711,29.3232,0.0381,0.1378,0.0331,0.3432
K2TiBiS3I3,1.6610,-1.3413,0.4339,30.0000,23.6759,5.6110,14.8906,28.9435,0.0381,0.0287,0.0334,0.0503
Na2GeVSe3F3,1.3746,-2.0778,7.5908,30.0000,25.3330,7.0631,13.1267,29.5491,0.0381,0.0815,0.0339,0.0567
K2SnTaS3I3,1.6638,-1.2326,0.7573,30.0000,23.6485,5.6253,14.9864,28.9858,0.0381,0.0290,0.0334,0.0501
Na2CrMoS3Se3,1.1286,-1.0874,0.3387,30.0000,23.9424,9.9917,1.3687,29.3232,0.0381,0.1396,0.0331,0.3701
K2WBiO3Br3,1.6737,-1.4587,0.1849,30.0000,23.5599,5.5676,14.9037,28.9100,0.0381,0.0260,0.0334,0.0502
Na2VNbO3Se3,1.6750,-2.1106,0.3565,30.0000,23.5884,5.6025,14.8416,28.9305,0.0381,0.0260,0.0334,0.0504
Na2SnZnS3Se3,1.6723,-0.9512,0.2641,30.0000,23.6033,5.6007,14.8747,28.9608,0.0381,0.0266,0.0333,0.0501
Na2VFeSe3I3,1.1334,-1.0388,0.5086,30.0000,23.9974,9.8899,1.5333,29.3241,0.0381,0.1374,0.0332,0.3313
Na2GeTaSe3F3,1.5088,-2.1929,6.4523,30.0000,24.9846,5.9151,15.8915,29.4137,0.0381,0.0525,0.0339,0.0498
Li2GeMoSe6,1.2289,-0.9111,5.5819,30.0000,24.9450,8.8294,4.7498,29.4858,0.0381,0.1191,0.0337,0.1236
Na2MnInSe3I3,1.1444,-1.0198,1.4021,30.0000,24.1722,9.8044,1.6578,29.3548,0.0381,0.1368,0.0332,0.3078
K2SnCrSe3I3,1.1337,-1.0481,0.4807,30.0000,23.9934,9.8734,1.5741,29.3461,0.0381,0.1368,0.0331,0.3234
K2SnMoO3Se3,1.6742,-1.5092,0.3679,30.0000,23.5738,5.5962,14.8515,28.9449,0.0381,0.0252,0.0333,0.0503
K2GeInSe3I3,1.5616,-0.9721,5.1670,30.0000,24.6093,5.7040,15.7399,29.2823,0.0381,0.0415,0.0338,0.0498
K2CrMoS3I3,1.1325,-1.1319,0.4909,30.0000,24.0213,9.8912,1.5118,29.2883,0.0381,0.1378,0.0332,0.3347
Na2ZrBiS3I3,1.6720,-1.2492,0.4375,30.0000,23.5692,5.6000,14.8993,28.9517,0.0381,0.0275,0.0333,0.0503
Na2SnSbO3Br3,1.6802,-1.3759,0.1753,30.0000,23.5002,5.6184,14.7250,28.9111,0.0381,0.0268,0.0334,0.0505
K2WGaS3I3,1.6564,-1.1138,1.4209,30.0000,23.7795,5.5994,14.9839,28.9877,0.0381,0.0293,0.0335,0.0504
Na2TiCrO3Cl3,1.6807,-2.1440,0.0297,30.0000,23.4297,5.6264,14.6884,28.8859,0.0381,0.0253,0.0334,0.0506
K2GeNbS3Br3,1.2327,-1.3488,5.9553,30.0000,24.9929,8.7362,5.2915,29.5163,0.0381,0.1160,0.0338,0.1135
Na2GeInSe3Br3,1.5346,-1.1690,6.0570,30.0000,24.8572,5.7361,16.0431,29.3821,0.0381,0.0462,0.0338,0.0495
K2GeTaSe3F3,1.5319,-2.1975,6.1323,30.0000,24.8672,5.7999,15.9176,29.3518,0.0381,0.0479,0.0338,0.0498
K2ZrCrSe3I3,1.1268,-1.3121,0.4760,30.0000,23.9407,9.9720,1.3535,29.3612,0.0381,0.1398,0.0331,0.3718
K2ZrFeO3I3,1.6715,-1.9806,0.4452,30.0000,23.6008,5.6019,14.8176,28.9278,0.0381,0.0273,0.0334,0.0504
K2VNbSe6,1.1274,-1.2809,0.4043,30.0000,23.8637,9.9652,1.3789,29.3256,0.0381,0.1396,0.0331,0.3657
Na2WFeO3F3,1.6781,-2.5075,0.1393,30.0000,23.4854,5.6417,14.7370,28.8944,0.0381,0.0279,0.0333,0.0505
Na2CrMoS3I3,1.1304,-1.0455,0.5030,30.0000,23.9289,9.9458,1.3867,29.3236,0.0381,0.1394,0.0331,0.3643
Na2MnSbSe3Br3,1.1225,-1.1526,0.2436,30.0000,23.9066,10.0000,1.2537,29.3002,0.0381,0.1410,0.0331,0.3989
Na2TiWO3Se3,1.6791,-1.9294,0.2862,30.0000,23.5257,5.5994,14.7816,28.9035,0.0381,0.0254,0.0334,0.0504
K2ZrGaS3Br3,1.6584,-1.6250,1.4958,30.0000,23.8043,5.6036,14.9556,29.0232,0.0381,0.0284,0.0335,0.0503
K2GeNbSe3F3,1.5310,-2.1812,6.5921,30.0000,24.9247,5.8030,15.8933,29.4008,0.0381,0.0481,0.0339,0.0498
Na2MoGaS3Cl3,1.6437,-1.2625,2.1483,30.0000,23.9513,5.6011,15.1659,29.0309,0.0382,0.0316,0.0335,0.0502
Na2TaSbO6,1.6685,-2.4013,0.8786,30.0000,23.6365,5.5981,14.8793,28.9474,0.0382,0.0277,0.0335,0.0504
K2GeTaSe3Cl3,1.5568,-1.5094,5.6832,30.0000,24.7395,5.6941,15.8403,29.2892,0.0382,0.0435,0.0338,0.0496
K2MoFeO3Br3,1.6848,-1.6420,0.1553,30.0000,23.4636,5.6009,14.6984,28.8907,0.0382,0.0254,0.0334,0.0505
K2WFeSe3F3,1.6755,-1.9780,0.2722,30.0000,23.4814,5.5866,14.8393,28.8871,0.0382,0.0267,0.0334,0.0502
K2ZrCrSe3Br3,1.1219,-1.5893,0.2062,30.0000,23.8532,10.0137,1.2766,29.2702,0.0382,0.1406,0.0331,0.3924
K2SnGaSe3Cl3,1.6589,-1.3523,1.5886,30.0000,23.7636,5.6070,14.9411,28.9953,0.0382,0.0305,0.0335,0.0504
Na2ZrMoS3Se3,1.1245,-1.2459,0.3412,30.0000,23.7921,9.9911,1.3329,29.2730,0.0382,0.1403,0.0331,0.3771
Na2SnInO3Br3,1.6614,-1.5365,1.4867,30.0000,23.6901,5.6193,14.8844,28.9672,0.0382,0.0293,0.0335,0.0505
K2GeVO3Br3,1.5105,-1.8473,7.0034,30.0000,24.9564,5.9389,15.7546,29.4272,0.0382,0.0522,0.0339,0.0502
Li2GeVO3Br3,1.4694,-1.7182,8.0465,30.0000,25.2093,6.1683,15.7293,29.4707,0.0382,0.0611,0.0340,0.0507
Na2TiCrS3Se3,1.1206,-1.2823,0.2471,30.0000,23.7786,10.0213,1.2646,29.2984,0.0382,0.1410,0.0331,0.3926
K2GeSbO3I3,1.5736,-1.3169,5.2997,30.0000,24.6019,5.6412,15.8236,29.2681,0.0382,0.0416,0.0338,0.0497
Na2GeNbSe3Br3,1.1986,-1.2363,5.1494,30.0000,24.7537,9.1527,3.4418,29.4923,0.0382,0.1253,0.0337,0.1628
K2GeInSe3Br3,1.5603,-1.2187,5.8044,30.0000,24.6771,5.7035,15.8578,29.2913,0.0382,0.0429,0.0339,0.0498
Li2GeVSe3Cl3,1.2739,-1.3207,7.3188,30.0000,25.1344,8.3064,7.1714,29.5122,0.0382,0.1090,0.0339,0.0891
Na2SnGaS3I3,1.6629,-0.9448,1.5817,30.0000,23.6780,5.5976,14.8398,28.9932,0.0382,0.0278,0.0335,0.0505
K2CrWO3Br3,1.6882,-1.6846,0.1211,30.0000,23.3272,5.6498,14.5639,28.8662,0.0382,0.0261,0.0334,0.0509
K2VFeS3Br3,1.1168,-1.3781,0.0863,30.0000,23.7396,10.0131,1.2671,29.2485,0.0382,0.1409,0.0331,0.3948
K2SnMnS3Se3,1.1157,-1.0669,0.2660,30.0000,23.7489,10.0381,1.2347,29.2559,0.0382,0.1415,0.0331,0.4028
Na2GeVSe3I3,1.1896,-0.9829,4.8025,30.0000,24.6403,9.3014,2.8885,29.4497,0.0382,0.1287,0.0336,0.1902
K2GeBiO3I3,1.5938,-1.2956,4.7333,30.0000,24.3965,5.6440,15.5733,29.2355,0.0382,0.0376,0.0338,0.0501
K2MnGaO3Cl3,1.6507,-1.8141,2.3224,30.0000,23.8403,5.6020,15.0156,29.0110,0.0382,0.0296,0.0335,0.0504
Na2ZrCrSe3I3,1.1225,-1.2473,0.4855,30.0000,23.7685,10.0069,1.2872,29.2959,0.0382,0.1409,0.0332,0.3906
Na2GeBiO3I3,1.5794,-1.2458,4.9248,30.0000,24.4833,5.6510,15.6123,29.2342,0.0382,0.0376,0.0338,0.0501
K2SnSbO3Br3,1.6897,-1.4873,0.1786,30.0000,23.3342,5.5928,14.6359,28.8458,0.0382,0.0244,0.0334,0.0506
K2GeSbSe3F3,1.5523,-1.9080,6.2822,30.0000,24.7219,5.7394,15.8551,29.3408,0.0382,0.0455,0.0339,0.0500
K2FeSbO3Cl3,1.6939,-1.7904,0.1591,30.0000,23.3808,5.6072,14.6164,28.8141,0.0382,0.0247,0.0334,0.0508
Na2TiMoS3Se3,1.1213,-1.1782,0.3400,30.0000,23.7690,10.0431,1.2312,29.2998,0.0382,0.1417,0.0331,0.4039
K2GeGaSe3I3,1.5734,-0.9804,5.4700,30.0000,24.5428,5.6799,15.7113,29.2344,0.0382,0.0417,0.0339,0.0499
Li2GeVSe3F3,1.4792,-1.9197,8.1574,30.0000,25.1405,6.0977,15.6815,29.4558,0.0383,0.0581,0.0341,0.0507
K2WGaS3Br3,1.6768,-1.2992,1.3384,30.0000,23.5269,5.6247,14.7332,28.9337,0.0383,0.0276,0.0335,0.0509
Na2SnGaO3Br3,1.6588,-1.5525,1.6552,30.0000,23.6831,5.6342,14.9023,28.9686,0.0383,0.0304,0.0335,0.0505
