Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta
K2ZrBiO3Br3,1.72438,-1.95168,0.16042,30.00000,0.85000,0.48000,0.97008,0.44048,22.89432,0.03864,0.03351,0.05168,22.91262,0.03863,1031.00000,879.00000,152.00000
K2TiCrS3Se3,1.09718,-1.34496,0.24648,30.00000,0.85000,0.03000,0.99612,0.31937,23.35411,0.03856,0.03319,0.43814,23.32655,0.03863,1031.00000,856.00000,175.00000
K2ZrWO3Se3,1.72064,-2.00770,0.28847,30.00000,0.85000,0.89000,1.00199,0.39053,22.95169,0.03862,0.03352,0.05158,22.91527,0.03863,1031.00000,874.00000,157.00000
Na2GeBiS3I3,1.64983,-0.84316,4.63657,30.00000,0.84427,0.08000,0.90478,0.31931,23.71256,0.03882,0.03402,0.05120,23.85082,0.03864,1037.00000,926.00000,111.00000
Na2SnZnI6,1.09548,-0.97084,0.57051,30.00000,0.83210,0.00000,0.87085,0.32500,22.80525,0.03912,0.03357,0.44120,23.33080,0.03864,1037.00000,1006.00000,31.00000
Na2CrMoSe3I3,1.09483,-1.03142,0.53783,30.00000,0.80842,0.11000,0.91392,0.28828,22.11739,0.03978,0.03403,0.44269,23.32225,0.03864,1037.00000,1142.00000,-105.00000
K2GeTaS3I3,1.64238,-1.23452,4.94649,30.00000,0.83897,0.08000,0.99348,0.28960,23.63527,0.03894,0.03414,0.05135,23.87805,0.03866,1040.00000,964.00000,76.00000
K2GeVS3Cl3,1.55905,-1.46652,8.47334,30.00000,0.78869,0.58000,1.03819,0.29315,22.89465,0.04032,0.03548,0.05335,24.72666,0.03866,1040.00000,1262.00000,-222.00000
K2SnGeI6,1.13837,-0.99001,3.84124,30.00000,0.82634,0.00000,0.96630,0.27727,23.37983,0.03922,0.03406,0.32967,24.00689,0.03866,1040.00000,1023.00000,17.00000
Na2MnSbO3F3,1.72874,-2.38700,0.17969,30.00000,0.85000,0.54000,0.98155,0.45941,22.82383,0.03871,0.03353,0.05183,22.89332,0.03866,1040.00000,895.00000,145.00000
K2MoMnO3Se3,1.72445,-1.56799,0.34581,30.00000,0.84069,0.89000,1.02044,0.36538,22.64244,0.03891,0.03372,0.05216,22.83685,0.03866,1040.00000,955.00000,85.00000
K2GeFeSe3F3,1.18972,-1.95944,6.99855,30.00000,0.77488,1.43000,1.04047,0.35714,22.40232,0.04071,0.03552,0.19208,24.61593,0.03866,1040.00000,1373.00000,-333.00000
Na2TaFeO3I3,1.71652,-1.84823,0.84128,30.00000,0.82495,0.78000,0.92351,0.35694,22.32339,0.03932,0.03407,0.05275,22.99074,0.03867,1046.00000,1046.00000,0.00000
K2WFeO3Cl3,1.73145,-1.70720,0.13046,30.00000,0.85000,0.28000,1.03011,0.38785,22.78277,0.03873,0.03354,0.05191,22.80838,0.03867,1046.00000,905.00000,141.00000
Li2GeWS3Se3,1.62839,-0.99157,5.88737,30.00000,0.65536,0.03000,0.76282,0.29581,18.46813,0.04508,0.03876,0.06148,24.09279,0.03868,1048.00000,1983.00000,-935.00000
K2TiInO3I3,1.70411,-2.03619,1.60374,30.00000,0.85000,0.78000,0.97201,0.39028,23.18410,0.03867,0.03365,0.05148,23.13863,0.03868,1048.00000,883.00000,165.00000
K2MoInO3I3,1.70583,-1.55473,1.58012,30.00000,0.85000,0.78000,0.97493,0.38611,23.15966,0.03868,0.03365,0.05153,23.10819,0.03868,1048.00000,888.00000,160.00000
K2NbFeO3Cl3,1.72927,-2.15555,0.13264,30.00000,0.85000,0.28000,1.02094,0.40031,22.81550,0.03870,0.03353,0.05183,22.85298,0.03869,1051.00000,894.00000,157.00000
Na2MnCuI6,1.09271,-1.00806,0.57935,30.00000,0.82487,0.00000,0.87914,0.31250,22.53780,0.03938,0.03372,0.44418,23.31516,0.03869,1051.00000,1057.00000,-6.00000
K2GeZnI6,1.13623,-1.09578,4.01591,30.00000,0.83960,0.00000,0.95777,0.28864,23.72806,0.03894,0.03383,0.33569,24.01356,0.03872,1053.00000,963.00000,90.00000
Na2SnTaO3I3,1.72158,-1.92268,0.81899,30.00000,0.83148,0.78000,0.91508,0.36944,22.43552,0.03920,0.03396,0.05259,22.94507,0.03872,1053.00000,1019.00000,34.00000
Na2TaSbO3S3,1.72008,-1.80942,0.80369,30.00000,0.85000,0.86000,0.95017,0.38272,22.95886,0.03871,0.03359,0.05172,22.90609,0.03872,1053.00000,897.00000,156.00000
Na2MoMnO3S3,1.73241,-1.65528,0.20840,30.00000,0.85000,0.86000,0.95124,0.38117,22.76909,0.03876,0.03355,0.05197,22.79316,0.03873,1056.00000,908.00000,148.00000
K2WInO3Br3,1.71825,-1.68704,1.30491,30.00000,0.85000,0.48000,0.98638,0.41667,22.98467,0.03878,0.03366,0.05182,22.98381,0.03874,1057.00000,915.00000,142.00000
Na2GeCrO3Br3,1.59562,-1.59931,7.42235,30.00000,0.85000,0.48000,0.96374,0.34077,24.41328,0.03872,0.03415,0.05076,24.37041,0.03874,1057.00000,898.00000,159.00000
Na2NbTaO6,1.72298,-2.89002,0.90427,30.00000,0.85000,0.00000,0.96707,0.45714,22.91598,0.03876,0.03362,0.05185,22.92470,0.03874,1057.00000,909.00000,148.00000
K2MnGaO6,1.69503,-2.04201,2.77435,30.00000,0.85000,0.00000,1.05762,0.45179,23.30513,0.03878,0.03379,0.05159,23.33230,0.03875,1060.00000,914.00000,146.00000
Li2WGaS3I3,1.71308,-0.98981,1.53440,30.00000,0.63185,0.08000,0.74744,0.30198,17.06103,0.04616,0.03906,0.06452,23.03943,0.03875,1060.00000,2067.00000,-1007.00000
K2GeMnS3Se3,1.16921,-1.01870,6.51106,30.00000,0.85000,0.03000,1.00510,0.30759,24.45829,0.03872,0.03393,0.22839,24.44047,0.03876,1062.00000,899.00000,163.00000
K2SnVO3I3,1.73208,-1.82421,0.48868,30.00000,0.83023,0.78000,1.00722,0.34167,22.24382,0.03932,0.03396,0.05291,22.78683,0.03877,1063.00000,1045.00000,18.00000
Na2WGaO3I3,1.71354,-1.54673,1.55984,30.00000,0.81318,0.78000,0.93596,0.33889,22.04373,0.03974,0.03440,0.05341,23.04093,0.03877,1063.00000,1135.00000,-72.00000
Na2MoInO3I3,1.70605,-1.55363,1.64323,30.00000,0.83817,0.78000,0.90408,0.38611,22.82940,0.03900,0.03389,0.05205,23.06175,0.03877,1063.00000,973.00000,90.00000
Na2GeNbO3Br3,1.62349,-1.85187,6.88839,30.00000,0.85000,0.48000,0.95842,0.34821,24.14308,0.03885,0.03415,0.05106,24.16654,0.03877,1063.00000,934.00000,129.00000
Na2CuZnBr3I3,1.08007,-1.10185,0.35428,30.00000,0.83236,0.30000,0.87164,0.35337,22.47533,0.03937,0.03358,0.45097,23.06770,0.03878,1067.00000,1056.00000,11.00000
K2GeCrSe3I3,1.13741,-1.03890,4.59446,30.00000,0.81430,0.11000,0.99061,0.27392,23.01072,0.03970,0.03442,0.33772,23.99307,0.03879,1068.00000,1121.00000,-53.00000
K2SnMoSe6,1.08251,-0.98855,0.41349,30.00000,0.85000,0.00000,0.97699,0.32323,23.03031,0.03887,0.03326,0.44986,23.09279,0.03880,1069.00000,939.00000,130.00000
K2SnZnI6,1.09056,-1.10583,0.56003,30.00000,0.85000,0.00000,0.93149,0.32500,23.20859,0.03876,0.03325,0.44469,23.16121,0.03880,1069.00000,907.00000,162.00000
K2MnInO3S3,1.70624,-1.86643,2.07479,30.00000,0.85000,0.86000,0.98406,0.44599,23.15439,0.03878,0.03373,0.05168,23.09785,0.03880,1069.00000,913.00000,156.00000
K2FeMnSe6,1.08464,-1.03518,0.33036,30.00000,0.85000,0.00000,0.97513,0.32576,23.07547,0.03882,0.03324,0.44750,23.06786,0.03880,1069.00000,927.00000,142.00000
Na2CrMoO3S3,1.73727,-1.70893,0.21899,30.00000,0.84457,0.86000,0.95766,0.37191,22.55311,0.03896,0.03367,0.05237,22.68857,0.03881,1073.00000,967.00000,106.00000
K2ZrBiS3I3,1.73256,-1.37960,0.42998,30.00000,0.85000,0.08000,0.93769,0.36634,22.76765,0.03880,0.03358,0.05204,22.75025,0.03881,1073.00000,922.00000,151.00000
Na2ZrFeSe3Br3,1.08109,-1.44188,0.19782,30.00000,0.83419,0.41000,0.89571,0.34645,22.55290,0.03927,0.03352,0.45002,23.01397,0.03882,1075.00000,1034.00000,41.00000
K2MnInO6,1.70405,-2.04152,2.34972,30.00000,0.85000,0.00000,1.01277,0.51607,23.18527,0.03880,0.03376,0.05170,23.10439,0.03882,1075.00000,921.00000,154.00000
Na2ZrMoO3S3,1.73899,-2.01680,0.23523,30.00000,0.85000,0.86000,0.93556,0.40432,22.66747,0.03885,0.03358,0.05221,22.66016,0.03882,1075.00000,932.00000,143.00000
K2TiSbO3I3,1.73359,-1.86406,0.48963,30.00000,0.82259,0.78000,1.01247,0.33472,22.01755,0.03954,0.03412,0.05330,22.73032,0.03882,1075.00000,1090.00000,-15.00000
Na2WMnO3S3,1.74178,-1.65891,0.13928,30.00000,0.85000,0.86000,0.94912,0.38426,22.62866,0.03887,0.03358,0.05227,22.59648,0.03883,1079.00000,938.00000,141.00000
K2GeSbSe3Cl3,1.65183,-1.10158,5.77788,30.00000,0.79635,0.61000,1.01611,0.29815,22.31659,0.04035,0.03517,0.05374,23.84223,0.03884,1080.00000,1275.00000,-195.00000
K2MoMnSe6,1.08414,-1.06734,0.40148,30.00000,0.85000,0.00000,0.98546,0.31187,23.06374,0.03884,0.03325,0.44820,23.04617,0.03884,1080.00000,930.00000,150.00000
Na2GeMnBr3I3,1.12530,-1.15533,4.61255,30.00000,0.78499,0.30000,0.91984,0.28245,21.97208,0.04076,0.03506,0.40104,23.95561,0.03885,1082.00000,1384.00000,-302.00000
Na2GeFeO3Se3,1.60704,-1.43579,7.60778,30.00000,0.81874,0.89000,0.95626,0.34763,23.39067,0.03966,0.03484,0.05229,24.28960,0.03885,1082.00000,1113.00000,-31.00000
Na2GeZnI6,1.12285,-0.95433,4.14467,30.00000,0.80756,0.00000,0.89542,0.28864,22.59014,0.04004,0.03452,0.40521,23.87382,0.03885,1082.00000,1194.00000,-112.00000
Na2GeCrSe3I3,1.13192,-0.98608,4.77255,30.00000,0.79451,0.11000,0.92422,0.27392,22.34809,0.04040,0.03487,0.36883,23.94298,0.03886,1085.00000,1289.00000,-204.00000
Na2SnGaS3Br3,1.72503,-1.19503,1.52485,30.00000,0.84551,0.38000,0.91052,0.34474,22.76365,0.03902,0.03380,0.05233,22.90008,0.03887,1086.00000,979.00000,107.00000
Na2WGaSe3F3,1.71845,-1.83055,1.64798,30.00000,0.78474,1.43000,0.95169,0.37082,21.20155,0.04063,0.03503,0.05499,22.93766,0.03887,1086.00000,1347.00000,-261.00000
Na2GeMoO3Se3,1.62106,-1.47453,7.12363,30.00000,0.80492,0.89000,0.96795,0.33136,22.85397,0.04008,0.03510,0.05303,24.13454,0.03887,1086.00000,1202.00000,-116.00000
Na2MnInO3S3,1.71157,-1.78767,2.23926,30.00000,0.85000,0.86000,0.90860,0.44599,23.07750,0.03887,0.03377,0.05188,23.02222,0.03887,1086.00000,942.00000,144.00000
K2ZrWO3S3,1.74233,-2.02156,0.17102,30.00000,0.85000,0.86000,1.01104,0.40741,22.62006,0.03888,0.03358,0.05229,22.57092,0.03887,1086.00000,946.00000,140.00000
Na2TiBiO3I3,1.73780,-1.77914,0.46376,30.00000,0.83566,0.78000,0.90863,0.37917,22.30479,0.03925,0.03388,0.05286,22.65312,0.03888,1091.00000,1028.00000,63.00000
K2GeCrSe6,1.13511,-1.04691,5.33623,30.00000,0.84648,0.00000,1.00283,0.28914,23.91272,0.03901,0.03390,0.34281,24.03825,0.03888,1091.00000,976.00000,115.00000
K2GeInO3Br3,1.61796,-1.58000,7.59688,30.00000,0.85000,0.48000,1.00111,0.39583,24.19789,0.03894,0.03424,0.05114,24.22177,0.03888,1091.00000,965.00000,126.00000
Na2CrMoSe3Br3,1.08238,-1.21950,0.26992,30.00000,0.80646,0.41000,0.92357,0.30584,21.80705,0.04003,0.03406,0.45050,22.97057,0.03889,1094.00000,1191.00000,-97.00000
Li2GeVS3Br3,1.16907,-1.23300,7.23872,30.00000,0.61705,0.38000,0.77245,0.28158,17.49103,0.04715,0.04004,0.27813,24.42945,0.03889,1094.00000,2121.00000,-1027.00000
K2TiInO3Br3,1.72018,-2.07360,1.54823,30.00000,0.85000,0.48000,0.98535,0.41815,22.95759,0.03885,0.03370,0.05194,22.90736,0.03890,1096.00000,933.00000,163.00000
K2NbFeO3I3,1.74241,-1.89872,0.47815,30.00000,0.84537,0.78000,0.99588,0.35694,22.49447,0.03906,0.03372,0.05259,22.65534,0.03890,1096.00000,996.00000,100.00000
K2CrAgS3I3,1.10216,-1.04175,2.39887,30.00000,0.85000,0.08000,0.92347,0.38738,23.44532,0.03888,0.03348,0.44256,23.43042,0.03890,1096.00000,947.00000,149.00000
Na2TiInO3Br3,1.72077,-2.05612,1.63331,30.00000,0.85000,0.48000,0.91115,0.41815,22.95002,0.03888,0.03372,0.05200,22.91221,0.03891,1099.00000,943.00000,156.00000
K2SnGaS3Br3,1.72747,-1.26444,1.45602,30.00000,0.85000,0.38000,0.97971,0.34474,22.84603,0.03893,0.03372,0.05218,22.83189,0.03891,1099.00000,962.00000,137.00000
K2TiMoSe6,1.07863,-1.23583,0.40881,30.00000,0.85000,0.00000,0.99310,0.30177,22.92612,0.03896,0.03327,0.45154,22.98841,0.03891,1099.00000,968.00000,131.00000
K2TiGaO3Br3,1.72334,-2.08976,1.73594,30.00000,0.85000,0.48000,1.02403,0.36458,22.91067,0.03892,0.03374,0.05212,22.89428,0.03892,1102.00000,959.00000,143.00000
K2GeGaSe3F3,1.60207,-2.02832,8.40192,30.00000,0.76581,1.43000,1.04633,0.34954,21.88433,0.04132,0.03612,0.05500,24.39276,0.03893,1103.00000,1527.00000,-424.00000
Na2SnFeSe3Cl3,1.08080,-1.17283,0.25211,30.00000,0.82734,0.61000,0.90648,0.35224,22.35267,0.03947,0.03366,0.45046,22.98317,0.03894,1104.00000,1074.00000,30.00000
Na2GeCrO3Se3,1.62193,-1.54202,7.68038,30.00000,0.81150,0.89000,0.96260,0.33876,23.03746,0.04001,0.03504,0.05293,24.14906,0.03895,1105.00000,1184.00000,-79.00000
Na2GeVS3Br3,1.15562,-1.25727,6.77759,30.00000,0.79132,0.38000,0.95539,0.28158,22.56500,0.04054,0.03519,0.27959,24.31695,0.03895,1105.00000,1322.00000,-217.00000
Na2GeSbSe3F3,1.64666,-1.72543,6.64673,30.00000,0.76432,1.43000,0.97107,0.34347,21.46003,0.04144,0.03602,0.05552,23.91570,0.03896,1107.00000,1548.00000,-441.00000
K2SnBiO3Br3,1.75006,-1.47433,0.17875,30.00000,0.85000,0.48000,0.97613,0.43155,22.49377,0.03898,0.03362,0.05257,22.48679,0.03897,1108.00000,971.00000,137.00000
Na2SnWS6,1.75289,-1.08104,0.18485,30.00000,0.85000,0.00000,0.91910,0.35054,22.45189,0.03902,0.03363,0.05267,22.48037,0.03899,1109.00000,977.00000,132.00000
Na2WFeSe3F3,1.75288,-1.86857,0.27414,30.00000,0.78923,1.43000,0.94645,0.37842,20.84034,0.04070,0.03486,0.05561,22.47800,0.03899,1109.00000,1372.00000,-263.00000
K2MoInO3Br3,1.73367,-1.67855,1.52347,30.00000,0.85000,0.48000,0.98846,0.41369,22.75570,0.03902,0.03375,0.05240,22.71696,0.03899,1109.00000,981.00000,128.00000
Na2VZnO3Cl3,1.75469,-1.90072,0.08233,30.00000,0.85000,0.28000,0.94333,0.39875,22.42294,0.03902,0.03362,0.05271,22.40840,0.03900,1112.00000,978.00000,134.00000
Na2TiGaSe3F3,1.72805,-2.26702,2.03112,30.00000,0.78568,1.43000,0.95064,0.37234,21.09973,0.04081,0.03511,0.05540,22.87630,0.03900,1112.00000,1400.00000,-288.00000
K2SnZnS3Se3,1.74805,-1.00272,0.26269,30.00000,0.85000,0.03000,0.95628,0.37435,22.52628,0.03897,0.03362,0.05252,22.51460,0.03900,1112.00000,969.00000,143.00000
K2CrMnO6,1.75537,-1.99105,0.04924,30.00000,0.85000,0.00000,1.05892,0.45000,22.41110,0.03902,0.03362,0.05273,22.41450,0.03901,1115.00000,982.00000,133.00000
Na2VNbSe6,1.07954,-1.17977,0.41244,30.00000,0.83950,0.00000,0.92722,0.29798,22.66700,0.03921,0.03346,0.45128,22.91967,0.03901,1115.00000,1020.00000,95.00000
Na2VSbO6,1.75402,-2.18804,0.25254,30.00000,0.85000,0.00000,1.00144,0.40714,22.43358,0.03905,0.03364,0.05274,22.46875,0.03901,1115.00000,989.00000,126.00000
K2GeVSe3Cl3,1.14838,-1.48662,6.46778,30.00000,0.77343,0.61000,1.02865,0.28232,21.94373,0.04113,0.03556,0.30600,24.10792,0.03901,1115.00000,1475.00000,-360.00000
Rb2WBiSe3I3,1.35434,-1.05213,13.45121,30.00000,0.85000,0.11000,0.97259,0.32536,25.40838,0.03904,0.03471,0.06081,25.37518,0.03902,1119.00000,988.00000,131.00000
Na2SnGeO3Se3,1.64742,-1.31567,6.76015,30.00000,0.82828,0.89000,0.94691,0.36095,23.27986,0.03960,0.03464,0.05246,23.82848,0.03903,1120.00000,1102.00000,18.00000
Na2ZrWO3S3,1.75600,-1.99541,0.16643,30.00000,0.85000,0.86000,0.93351,0.40741,22.40266,0.03906,0.03363,0.05279,22.37703,0.03903,1120.00000,995.00000,125.00000
Na2WInO3Br3,1.73776,-1.56815,1.35930,30.00000,0.85000,0.48000,0.91211,0.41667,22.68684,0.03905,0.03374,0.05250,22.64788,0.03904,1122.00000,990.00000,132.00000
Na2NbCuSe3Cl3,1.07325,-1.24267,0.28326,30.00000,0.83186,0.61000,0.90033,0.36148,22.27767,0.03955,0.03361,0.45424,22.84780,0.03904,1122.00000,1091.00000,31.00000
K2SnCrSe6,1.07543,-1.02711,0.35637,30.00000,0.85000,0.00000,0.97236,0.32955,22.84065,0.03903,0.03327,0.45250,22.87559,0.03905,1124.00000,984.00000,140.00000
K2SbZnO3F3,1.75198,-2.31477,0.18191,30.00000,0.85000,0.54000,1.04582,0.49446,22.46644,0.03900,0.03362,0.05263,22.40214,0.03905,1124.00000,974.00000,150.00000
Na2SnZnO3Se3,1.75239,-1.30514,0.27830,30.00000,0.85000,0.89000,0.90557,0.42308,22.45963,0.03903,0.03364,0.05268,22.40935,0.03906,1126.00000,983.00000,143.00000
Na2NbSbSe6,1.07445,-0.95959,0.41785,30.00000,0.85000,0.00000,0.91652,0.31313,22.81461,0.03907,0.03328,0.45372,22.82692,0.03906,1126.00000,998.00000,128.00000
K2SnTaO3I3,1.74653,-1.95582,0.79576,30.00000,0.85000,0.78000,0.98679,0.36944,22.55258,0.03906,0.03369,0.05263,22.48468,0.03908,1128.00000,994.00000,134.00000
Na2GeNbSe3F3,1.64755,-2.13145,6.99719,30.00000,0.77423,1.43000,0.96236,0.35562,21.73549,0.04121,0.03585,0.05513,23.84858,0.03909,1129.00000,1495.00000,-366.00000
K2SnNbO3Br3,1.75943,-2.01828,0.16218,30.00000,0.85000,0.48000,1.00111,0.39583,22.35691,0.03910,0.03365,0.05291,22.32864,0.03909,1129.00000,1004.00000,125.00000
K2SbAgO3S3,1.71449,-1.52510,3.32610,30.00000,0.85000,0.86000,0.96249,0.47840,23.03681,0.03912,0.03395,0.05231,23.01968,0.03910,1131.00000,1005.00000,126.00000
Na2ZrMoSe6,1.07508,-1.18490,0.41336,30.00000,0.85000,0.00000,0.90435,0.33081,22.82987,0.03905,0.03328,0.45337,22.76418,0.03911,1132.00000,993.00000,139.00000
K2SnGeO3Se3,1.66154,-1.37806,6.38112,30.00000,0.83616,0.89000,1.02377,0.36095,23.34306,0.03946,0.03447,0.05235,23.65728,0.03913,1133.00000,1072.00000,61.00000
K2TiSbO3Br3,1.76650,-1.95605,0.14151,30.00000,0.85000,0.48000,1.02852,0.35863,22.24641,0.03920,0.03368,0.05317,22.27104,0.03914,1134.00000,1018.00000,116.00000
Li2GeMoO3Se3,1.64012,-1.51126,7.61448,30.00000,0.62330,0.89000,0.76996,0.33136,17.46023,0.04709,0.04019,0.06495,23.93802,0.03915,1135.00000,2119.00000,-984.00000
Na2MoSbSe3Br3,1.06841,-0.99933,0.31438,30.00000,0.80314,0.41000,0.92627,0.30203,21.34774,0.04049,0.03419,0.45785,22.67062,0.03915,1135.00000,1310.00000,-175.00000
Na2SnFeCl3I3,1.07288,-1.19309,0.42550,30.00000,0.81298,0.50000,0.89827,0.33292,21.73929,0.04011,0.03399,0.45539,22.77547,0.03916,1137.00000,1211.00000,-74.00000
Na2SbAgO3S3,1.71700,-1.47647,3.56314,30.00000,0.85000,0.86000,0.88868,0.47840,23.00082,0.03919,0.03399,0.05247,23.02196,0.03916,1137.00000,1014.00000,123.00000
Na2NbTaO3S3,1.75882,-2.12609,0.82206,30.00000,0.85000,0.86000,0.94177,0.39506,22.36400,0.03922,0.03375,0.05310,22.37466,0.03916,1137.00000,1022.00000,115.00000
Na2CrMnO3Cl3,1.76780,-1.71363,0.02169,30.00000,0.85000,0.28000,0.94755,0.39252,22.22552,0.03920,0.03366,0.05319,22.18943,0.03916,1137.00000,1017.00000,120.00000
Na2MnSbI6,1.06855,-0.98302,0.59418,30.00000,0.80274,0.00000,0.89938,0.28295,21.34151,0.04056,0.03424,0.45876,22.78086,0.03916,1137.00000,1326.00000,-189.00000
Na2GeGaSe3Br3,1.66363,-1.17692,6.49925,30.00000,0.79367,0.41000,0.93355,0.29188,22.10438,0.04069,0.03539,0.05443,23.65977,0.03917,1142.00000,1368.00000,-226.00000
K2MoBiSe3I3,1.07682,-0.97059,0.51113,30.00000,0.85000,0.11000,0.95389,0.32297,22.88037,0.03902,0.03329,0.45251,22.74397,0.03917,1142.00000,980.00000,162.00000
Na2GeWO3Se3,1.67483,-1.43183,6.03822,30.00000,0.80761,0.89000,0.96580,0.33432,22.36698,0.04031,0.03505,0.05392,23.57678,0.03917,1142.00000,1258.00000,-116.00000
K2GeTaO3I3,1.68677,-1.87398,5.25282,30.00000,0.81110,0.78000,1.01989,0.32500,22.32028,0.04019,0.03490,0.05384,23.39469,0.03918,1145.00000,1232.00000,-87.00000
K2MoGaS3Cl3,1.74140,-1.35556,2.01035,30.00000,0.83943,0.58000,1.00828,0.33151,22.35127,0.03949,0.03406,0.05329,22.65025,0.03919,1146.00000,1081.00000,65.00000
Li2SnGaS3Br3,1.74918,-1.15731,1.61717,30.00000,0.62991,0.38000,0.73617,0.34474,16.63277,0.04689,0.03933,0.06645,22.54521,0.03920,1147.00000,2109.00000,-962.00000
Na2WFeO3Br3,1.76901,-1.50822,0.10712,30.00000,0.85000,0.48000,0.94281,0.37054,22.20502,0.03923,0.03368,0.05327,22.21001,0.03921,1148.00000,1024.00000,124.00000
Na2TiGaO3I3,1.74489,-2.03423,1.83552,30.00000,0.81419,0.78000,0.93499,0.34028,21.62471,0.04019,0.03455,0.05457,22.55071,0.03921,1148.00000,1233.00000,-85.00000
Na2NbMnO3Cl3,1.76704,-2.07144,0.12564,30.00000,0.85000,0.28000,0.94228,0.40031,22.23790,0.03921,0.03368,0.05319,22.20991,0.03922,1150.00000,1021.00000,129.00000
Na2GeTaO3I3,1.69427,-1.80485,5.47469,30.00000,0.80220,0.78000,0.94577,0.32500,21.97869,0.04057,0.03516,0.05456,23.32983,0.03923,1151.00000,1331.00000,-180.00000
Na2TiFeS3I3,1.06648,-1.21070,0.43650,30.00000,0.83693,0.08000,0.91162,0.30941,22.22234,0.03961,0.03355,0.45848,22.63070,0.03924,1152.00000,1104.00000,48.00000
K2GeCrSe3Br3,1.11432,-1.22935,5.17194,30.00000,0.80740,0.41000,1.00399,0.29061,22.43807,0.04035,0.03470,0.43746,23.67490,0.03924,1152.00000,1274.00000,-122.00000
K2TiGaSe3Cl3,1.75039,-1.76584,1.73703,30.00000,0.82744,0.61000,0.99686,0.32322,21.88987,0.03988,0.03428,0.05412,22.48948,0.03925,1154.00000,1159.00000,-5.00000
Na2WInO3I3,1.75531,-1.50925,1.44181,30.00000,0.83906,0.78000,0.90227,0.38889,22.12457,0.03958,0.03403,0.05366,22.43162,0.03926,1155.00000,1096.00000,59.00000
K2GeGaO3I3,1.67443,-1.41998,6.90044,30.00000,0.80411,0.78000,1.02419,0.31944,22.27256,0.04057,0.03526,0.05435,23.58556,0.03926,1155.00000,1332.00000,-177.00000
K2SnGaS3I3,1.75211,-1.07269,1.52349,30.00000,0.85000,0.08000,0.96748,0.32426,22.46477,0.03926,0.03382,0.05306,22.43501,0.03927,1157.00000,1032.00000,125.00000
K2MnCuI6,1.07049,-1.04929,0.56785,30.00000,0.85000,0.00000,0.94036,0.31250,22.70441,0.03919,0.03332,0.45645,22.68584,0.03928,1158.00000,1013.00000,145.00000
K2SbCuS3I3,1.06747,-0.88302,0.46029,30.00000,0.85000,0.08000,0.96388,0.32921,22.60902,0.03925,0.03331,0.45766,22.61554,0.03929,1159.00000,1030.00000,129.00000
Na2GeCrSe3Br3,1.10996,-1.14451,5.41757,30.00000,0.79242,0.41000,0.93447,0.29061,21.93492,0.04092,0.03507,0.44665,23.64229,0.03929,1159.00000,1422.00000,-263.00000
Rb2SnTaSe3I3,1.40522,-1.29886,14.82897,30.00000,0.85000,0.11000,0.97789,0.31818,25.37378,0.03926,0.03491,0.05523,25.33619,0.03930,1161.00000,1031.00000,130.00000
Li2GeNbSe3F3,1.66338,-2.11833,7.47328,30.00000,0.58192,1.43000,0.76260,0.35562,16.09695,0.04948,0.04181,0.06942,23.71417,0.03930,1161.00000,2217.00000,-1056.00000
K2GeWO3Se3,1.69761,-1.46964,5.73658,30.00000,0.80487,0.89000,1.04420,0.33432,22.01520,0.04059,0.03516,0.05461,23.29078,0.03930,1161.00000,1335.00000,-174.00000
Na2CrAgS3I3,1.08421,-0.95168,2.50086,30.00000,0.85000,0.08000,0.86039,0.38738,23.06540,0.03923,0.03355,0.45647,23.05701,0.03931,1164.00000,1026.00000,138.00000
K2GeMoO3Se3,1.67684,-1.52174,6.70634,30.00000,0.80094,0.89000,1.04652,0.33136,22.15441,0.04066,0.03530,0.05452,23.55286,0.03931,1164.00000,1356.00000,-192.00000
K2CrMnO3Cl3,1.77535,-1.73829,0.04216,30.00000,0.85000,0.28000,1.02665,0.39252,22.09967,0.03931,0.03371,0.05349,22.09223,0.03931,1164.00000,1044.00000,120.00000
Rb2SnBiSe3I3,1.29638,-1.01021,14.22150,30.00000,0.85000,0.11000,0.95704,0.34689,25.28333,0.03929,0.03486,0.07715,25.27199,0.03931,1164.00000,1041.00000,123.00000
K2CrMoO3Cl3,1.77878,-1.72928,0.20166,30.00000,0.85000,0.28000,1.03944,0.37539,22.04397,0.03939,0.03375,0.05368,22.10221,0.03932,1168.00000,1059.00000,109.00000
K2MoGaO3I3,1.75595,-1.60094,1.71720,30.00000,0.82416,0.78000,1.01141,0.33611,21.71985,0.04004,0.03437,0.05449,22.40795,0.03933,1169.00000,1195.00000,-26.00000
K2SnWS6,1.77651,-1.10471,0.18780,30.00000,0.85000,0.00000,0.99023,0.35054,22.08032,0.03935,0.03373,0.05359,22.07848,0.03933,1169.00000,1051.00000,118.00000
Na2GeFeO3Cl3,1.60172,-1.67683,10.31139,30.00000,0.85000,0.28000,0.96592,0.36604,24.35492,0.03928,0.03459,0.05163,24.31826,0.03933,1169.00000,1038.00000,131.00000
