Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta,Lifetime_Ef_current,Lifetime_Ef_future
K2TaSbS3Se3,1.58344,-1.11986,0.7118,30.0,0.85,0.03,0.99219,0.32461,24.51626,0.03745,0.03315,0.04872,24.49216,0.03744,573.0,404.0,169.0,20.0,30.0
K2ZrWS6,1.60155,-1.47928,0.16588,30.0,0.85,0.0,0.98429,0.3587,24.35707,0.03747,0.03311,0.04883,24.36282,0.03744,573.0,416.0,157.0,20.0,30.0
K2TiSbSe3Br3,1.19513,-1.45586,0.24879,30.0,0.8267,0.41,0.99229,0.30584,24.00626,0.03796,0.0334,0.1656,24.6425,0.03745,577.0,656.0,-79.0,20.0,30.0
K2GeBiSe3I3,1.41101,-0.97388,3.92549,30.0,0.85,0.11,0.96435,0.30861,25.36264,0.03739,0.03336,0.05164,25.2829,0.03745,577.0,382.0,195.0,20.0,30.0
K2ZrFeS3I3,1.19554,-1.32929,0.42237,30.0,0.85,0.08,0.95764,0.33787,24.71402,0.03742,0.033,0.16178,24.66489,0.03745,577.0,393.0,184.0,20.0,30.0
Na2VCuSe3I3,1.19735,-0.9595,0.51279,30.0,0.8215,0.11,0.90302,0.30383,23.86868,0.03813,0.03354,0.16232,24.6976,0.03745,577.0,721.0,-144.0,20.0,30.0
Na2MnGaS3I3,1.22775,-1.00694,1.68376,30.0,0.83978,0.08,0.90904,0.31312,24.64212,0.03768,0.03331,0.11716,24.94167,0.03746,581.0,528.0,53.0,20.0,30.0
K2FeMnO3I3,1.59188,-1.57756,0.44271,30.0,0.84664,0.78,0.99487,0.35833,24.34392,0.03754,0.03319,0.04888,24.42728,0.03746,581.0,449.0,132.0,20.0,30.0
Na2WAgO3Cl3,1.5115,-1.56342,3.02252,30.0,0.85,0.28,0.88983,0.48287,25.00909,0.03748,0.03335,0.04893,25.00303,0.03746,581.0,419.0,162.0,20.0,30.0
Na2MoAgO3Cl3,1.47143,-1.5795,3.70795,30.0,0.85,0.28,0.8917,0.47975,25.18483,0.03746,0.03338,0.04946,25.18576,0.03746,581.0,411.0,170.0,20.0,30.0
K2WGaSe3Br3,1.56835,-1.34251,1.22791,30.0,0.83117,0.41,0.9894,0.30964,24.093,0.0379,0.03354,0.04943,24.64736,0.03746,581.0,622.0,-41.0,20.0,30.0
Na2SnCrO3Se3,1.60075,-1.47922,0.28998,30.0,0.84208,0.89,0.92973,0.38609,24.1334,0.03768,0.03327,0.04915,24.34792,0.03746,581.0,527.0,54.0,20.0,30.0
Na2ZrSbO3I3,1.58527,-1.8838,0.493,30.0,0.83014,0.78,0.91694,0.36667,23.91389,0.0379,0.03348,0.04946,24.49036,0.03746,581.0,623.0,-42.0,20.0,30.0
Na2WAgO3F3,1.4902,-2.30799,3.36063,30.0,0.85,0.54,0.91127,0.57196,25.11379,0.03746,0.03337,0.04913,25.08037,0.03746,581.0,412.0,169.0,20.0,30.0
Na2CuZnCl3I3,1.18183,-1.14018,0.41438,30.0,0.82852,0.5,0.87614,0.36658,23.94981,0.03806,0.03342,0.19055,24.6866,0.03747,589.0,689.0,-100.0,20.0,30.0
K2NbFeO3Br3,1.60435,-2.01442,0.11277,30.0,0.85,0.48,1.0108,0.38244,24.32539,0.03748,0.03311,0.04884,24.31918,0.03747,589.0,420.0,169.0,20.0,30.0
Na2ZrGaS3Br3,1.56718,-1.513,1.57052,30.0,0.84987,0.38,0.90521,0.35263,24.65461,0.0375,0.03324,0.04879,24.61321,0.03748,591.0,425.0,166.0,20.0,30.0
K2GeSbSe3I3,1.41011,-0.93556,4.29252,30.0,0.80933,0.11,0.99341,0.27033,24.11947,0.03846,0.03419,0.05362,25.33395,0.03748,591.0,822.0,-231.0,20.0,30.0
Na2WAgS3I3,1.53788,-0.93292,2.15516,30.0,0.85,0.08,0.8627,0.38366,24.86491,0.03745,0.03326,0.04875,24.82293,0.03748,591.0,408.0,183.0,20.0,30.0
K2TaZnO3Cl3,1.58831,-2.08487,0.72025,30.0,0.85,0.28,0.99981,0.42991,24.47582,0.03748,0.03316,0.04877,24.44427,0.03748,591.0,418.0,173.0,20.0,30.0
K2MnGaSe3I3,1.218,-1.14414,1.45892,30.0,0.84951,0.11,0.96878,0.30263,24.86135,0.03746,0.03311,0.12866,24.88077,0.03748,591.0,413.0,178.0,20.0,30.0
K2SnVSe3Cl3,1.18894,-1.57808,0.29121,30.0,0.82891,0.61,0.99587,0.32454,24.02477,0.03797,0.03338,0.17637,24.65042,0.03748,591.0,659.0,-68.0,20.0,30.0
Na2ZrCrS3I3,1.19201,-1.33119,0.43944,30.0,0.85,0.08,0.8972,0.33045,24.68514,0.03745,0.033,0.16874,24.66018,0.03748,591.0,406.0,185.0,20.0,30.0
K2NbMnO3Br3,1.61012,-2.08279,0.11456,30.0,0.85,0.48,1.0108,0.38244,24.2715,0.03753,0.03313,0.04892,24.2596,0.03748,591.0,448.0,143.0,20.0,30.0
Na2GeSbSe3I3,1.38688,-0.82018,4.44479,30.0,0.79074,0.11,0.92683,0.27033,23.57103,0.03898,0.03459,0.05646,25.37427,0.03749,599.0,970.0,-371.0,20.0,30.0
Li2MoWO3Se3,1.59164,-1.5243,0.38356,30.0,0.62509,0.89,0.75817,0.35207,17.8465,0.0447,0.03854,0.06075,24.39054,0.03749,599.0,1953.0,-1354.0,20.0,30.0
K2SnGaSe3F3,1.55034,-2.05744,1.72937,30.0,0.81391,1.43,1.00993,0.39818,23.70184,0.03833,0.0339,0.05016,24.74687,0.03749,599.0,785.0,-186.0,20.0,30.0
Na2TiMoO3Se3,1.59606,-2.0024,0.36309,30.0,0.82317,0.89,0.95208,0.35355,23.61933,0.03813,0.03363,0.04985,24.4058,0.03749,599.0,722.0,-123.0,20.0,30.0
K2MoFeSe3F3,1.5969,-2.05725,0.33951,30.0,0.79427,1.43,1.02667,0.37538,22.76259,0.03889,0.0342,0.05109,24.38056,0.03749,599.0,948.0,-349.0,20.0,30.0
Na2CrAgO3I3,1.24887,-1.30695,2.68224,30.0,0.845,0.78,0.87344,0.43472,24.93142,0.03761,0.03332,0.09723,25.07834,0.03749,599.0,480.0,119.0,20.0,30.0
Na2TaMnO3Cl3,1.59264,-2.12723,0.77127,30.0,0.85,0.28,0.94228,0.40031,24.4382,0.03752,0.03318,0.04885,24.46034,0.03749,599.0,436.0,163.0,20.0,30.0
K2FeMnSe3I3,1.18857,-1.1299,0.46853,30.0,0.85,0.11,0.96435,0.30861,24.65266,0.03749,0.03301,0.17491,24.65851,0.0375,606.0,421.0,185.0,20.0,30.0
Na2VTaSe6,1.20443,-1.18659,0.75355,30.0,0.8395,0.0,0.92722,0.29798,24.45897,0.03767,0.03323,0.14856,24.74175,0.0375,606.0,521.0,85.0,20.0,30.0
Na2SnInSe3Br3,1.58083,-1.15717,1.25343,30.0,0.84646,0.41,0.87509,0.37817,24.43247,0.03761,0.03329,0.04897,24.55364,0.03751,608.0,481.0,127.0,20.0,30.0
Na2SnSbS3Br3,1.60421,-1.00107,0.1705,30.0,0.84231,0.38,0.9141,0.33947,24.10226,0.03768,0.03326,0.04914,24.29263,0.03751,608.0,524.0,84.0,20.0,30.0
Na2MoFeS3Br3,1.18299,-1.1315,0.14651,30.0,0.83232,0.38,0.92408,0.325,24.08114,0.03791,0.03331,0.18712,24.54744,0.03751,608.0,627.0,-19.0,20.0,30.0
Na2ZrGaS3I3,1.56879,-1.33469,1.62027,30.0,0.85,0.08,0.89637,0.33168,24.64821,0.03751,0.03326,0.04881,24.57358,0.03751,608.0,434.0,174.0,20.0,30.0
Na2SnGaSe3F3,1.56353,-1.83249,1.82035,30.0,0.79858,1.43,0.93307,0.39818,23.16162,0.03881,0.03426,0.05095,24.63036,0.03751,608.0,925.0,-317.0,20.0,30.0
K2ZrSbSe3Cl3,1.59597,-1.6614,0.29662,30.0,0.85,0.61,0.97833,0.34828,24.40984,0.03746,0.03312,0.04877,24.30436,0.03752,613.0,409.0,204.0,20.0,30.0
K2SnMnBr3I3,1.18155,-1.2604,0.36344,30.0,0.8495,0.3,0.95739,0.32091,24.5821,0.03753,0.03302,0.18796,24.64676,0.03752,613.0,445.0,168.0,20.0,30.0
K2SnVS3Br3,1.17934,-1.35648,0.13805,30.0,0.85,0.38,0.99529,0.32368,24.57483,0.0375,0.03299,0.19206,24.53041,0.03753,615.0,427.0,188.0,20.0,30.0
K2CrMoSe3Br3,1.17564,-1.29089,0.26843,30.0,0.8267,0.41,0.99229,0.30584,23.8302,0.03812,0.03344,0.20611,24.5942,0.03753,615.0,719.0,-104.0,20.0,30.0
Na2VCuS3I3,1.18151,-1.03368,0.47065,30.0,0.8407,0.08,0.90819,0.31436,24.31663,0.03777,0.0332,0.18943,24.56557,0.03753,615.0,569.0,46.0,20.0,30.0
K2TiFeO3Cl3,1.60681,-2.13238,0.03805,30.0,0.85,0.28,1.02895,0.38941,24.30048,0.03749,0.03311,0.04885,24.21399,0.03754,618.0,422.0,196.0,20.0,30.0
Na2VFeS3I3,1.18278,-1.06074,0.46497,30.0,0.82324,0.08,0.92296,0.29332,23.80414,0.0382,0.03353,0.18932,24.62337,0.03754,618.0,745.0,-127.0,20.0,30.0
K2CuZnCl3I3,1.17808,-1.25724,0.40617,30.0,0.85,0.5,0.94066,0.36658,24.56377,0.03755,0.03303,0.19482,24.57046,0.03754,618.0,458.0,160.0,20.0,30.0
Na2FeMnO3I3,1.61029,-1.53928,0.45401,30.0,0.82574,0.78,0.92256,0.35833,23.56138,0.03819,0.03363,0.04997,24.30825,0.03755,621.0,741.0,-120.0,20.0,30.0
K2SnGeCl3I3,1.42761,-1.29892,4.88659,30.0,0.8152,0.5,0.98562,0.30424,24.25973,0.03844,0.03418,0.05267,25.31713,0.03755,621.0,814.0,-193.0,20.0,30.0
Na2GeTaSe3Br3,1.44784,-1.27674,4.94238,30.0,0.79852,0.41,0.92989,0.29695,23.70278,0.03892,0.03455,0.05274,25.3265,0.03755,621.0,960.0,-339.0,20.0,30.0
Na2VZnS3I3,1.18111,-1.13532,0.46061,30.0,0.84251,0.08,0.90648,0.31683,24.36463,0.03772,0.03317,0.19014,24.57171,0.03755,621.0,549.0,72.0,20.0,30.0
K2SnInO3Br3,1.58677,-1.57103,1.41955,30.0,0.85,0.48,0.96808,0.44345,24.48971,0.03759,0.03326,0.04896,24.51915,0.03755,621.0,474.0,147.0,20.0,30.0
K2GeTaSe3I3,1.45993,-1.17829,4.31777,30.0,0.82229,0.11,0.98598,0.2799,24.38169,0.03821,0.03398,0.05107,25.21714,0.03755,621.0,754.0,-133.0,20.0,30.0
Na2SnGeBr6,1.39313,-1.22266,4.80169,30.0,0.85,0.0,0.92172,0.31122,25.38366,0.03753,0.03348,0.05317,25.33085,0.03755,621.0,442.0,179.0,20.0,30.0
Li2GeWSe6,1.376,-0.94748,4.90734,30.0,0.64198,0.0,0.76129,0.28535,19.03016,0.04414,0.03849,0.06785,25.34677,0.03755,621.0,1903.0,-1282.0,20.0,30.0
K2ZrFeSe3Br3,1.17009,-1.56738,0.19964,30.0,0.85,0.41,0.96236,0.34645,24.47005,0.03759,0.03301,0.21475,24.54272,0.03755,621.0,470.0,151.0,20.0,30.0
K2SnSbS3I3,1.61022,-0.97601,0.46411,30.0,0.85,0.08,0.97111,0.31931,24.26996,0.0376,0.03318,0.04902,24.26836,0.03755,621.0,476.0,145.0,20.0,30.0
K2GeZnBr6,1.40334,-1.41837,4.90938,30.0,0.85,0.0,0.98096,0.32398,25.37365,0.03756,0.03349,0.05246,25.32493,0.03756,631.0,462.0,169.0,20.0,30.0
Na2CrWO3F3,1.61982,-2.58078,0.1505,30.0,0.85,0.54,0.98905,0.44834,24.17942,0.03762,0.03316,0.04907,24.18103,0.03756,631.0,487.0,144.0,20.0,30.0
Na2FeMnO3Br3,1.61239,-1.68713,0.02326,30.0,0.85,0.48,0.93369,0.38393,24.24798,0.03753,0.03312,0.04892,24.15788,0.03756,631.0,444.0,187.0,20.0,30.0
K2SnSbO3I3,1.60419,-1.29551,0.48676,30.0,0.84664,0.78,0.99487,0.35833,24.23066,0.03763,0.03323,0.04906,24.30047,0.03756,631.0,495.0,136.0,20.0,30.0
K2GeSbSe3Br3,1.38613,-1.09715,4.7594,30.0,0.80221,0.41,1.00696,0.2868,23.9238,0.03873,0.0344,0.05606,25.33592,0.03756,631.0,902.0,-271.0,20.0,30.0
Li2GeVSe3I3,1.35216,-0.98646,5.00767,30.0,0.5994,0.11,0.76772,0.25598,17.7126,0.04611,0.03991,0.07657,25.3797,0.03756,631.0,2065.0,-1434.0,20.0,30.0
K2MnInO3Cl3,1.55768,-1.87154,2.01003,30.0,0.85,0.28,0.98585,0.45016,24.72897,0.03753,0.03328,0.04885,24.65998,0.03756,631.0,440.0,191.0,20.0,30.0
K2SnCuS3Se3,1.1809,-0.90781,0.27285,30.0,0.85,0.03,0.9581,0.37173,24.58976,0.03751,0.033,0.18912,24.51591,0.03757,638.0,432.0,206.0,20.0,30.0
Na2TiCrO3Se3,1.61095,-2.08298,0.26212,30.0,0.82828,0.89,0.94691,0.36095,23.62926,0.03809,0.03355,0.04984,24.22985,0.03757,638.0,707.0,-69.0,20.0,30.0
Na2GeSbSe3Br3,1.37084,-0.99042,4.96259,30.0,0.78859,0.41,0.93723,0.2868,23.51592,0.03915,0.03471,0.0587,25.35701,0.03757,638.0,1010.0,-372.0,20.0,30.0
K2WAgS3I3,1.55998,-1.04378,2.0822,30.0,0.85,0.08,0.92594,0.38366,24.707,0.03755,0.03329,0.0489,24.64795,0.03758,641.0,455.0,186.0,20.0,30.0
Na2AgGaCl3I3,1.2596,-1.19542,3.54297,30.0,0.83429,0.5,0.86044,0.39152,24.65549,0.03796,0.03365,0.09105,25.18303,0.03758,641.0,654.0,-13.0,20.0,30.0
Na2MnSbO3Cl3,1.62004,-1.76167,0.15491,30.0,0.85,0.28,0.95075,0.38785,24.1776,0.03762,0.03316,0.04908,24.20361,0.03758,641.0,491.0,150.0,20.0,30.0
Na2ZrGaSe3Cl3,1.57561,-1.59679,1.71598,30.0,0.82802,0.61,0.90559,0.35356,23.93332,0.03811,0.03369,0.0498,24.58989,0.03758,641.0,712.0,-71.0,20.0,30.0
Na2GeNbSe3I3,1.30709,-1.00982,4.58178,30.0,0.80052,0.11,0.9199,0.2799,23.7992,0.03886,0.03444,0.07207,25.3374,0.03758,641.0,935.0,-294.0,20.0,30.0
K2MoBiO3Br3,1.61446,-1.47217,0.22597,30.0,0.85,0.48,0.99686,0.40179,24.22744,0.03758,0.03316,0.04902,24.2137,0.03758,641.0,466.0,175.0,20.0,30.0
K2WFeS3I3,1.60604,-1.07439,0.41517,30.0,0.85,0.08,0.97938,0.30817,24.3105,0.03755,0.03316,0.04895,24.28803,0.03758,641.0,457.0,184.0,20.0,30.0
K2GeTaSe3Br3,1.32387,-1.35522,4.75487,30.0,0.81572,0.41,0.99908,0.29695,24.29825,0.03845,0.03415,0.06616,25.32771,0.03758,641.0,821.0,-180.0,20.0,30.0
K2GeZnBr3I3,1.29091,-1.22272,4.38736,30.0,0.83383,0.3,0.96885,0.30529,24.76837,0.03801,0.03376,0.07562,25.29885,0.03759,649.0,678.0,-29.0,20.0,30.0
Na2SnGeCl3I3,1.40662,-1.17685,5.09335,30.0,0.79241,0.5,0.91802,0.30424,23.60115,0.03906,0.03466,0.05488,25.33283,0.03759,649.0,997.0,-348.0,20.0,30.0
Na2ZrSbSe3Cl3,1.62208,-1.52735,0.29979,30.0,0.82518,0.61,0.90914,0.34828,23.43544,0.03827,0.03365,0.05015,24.19012,0.03759,649.0,772.0,-123.0,20.0,30.0
Na2WGaSe3Cl3,1.58553,-1.31334,1.52069,30.0,0.80747,0.61,0.92728,0.3219,23.24632,0.03866,0.03408,0.05071,24.50507,0.03759,649.0,882.0,-233.0,20.0,30.0
K2MoFeS3I3,1.18161,-1.07407,0.48283,30.0,0.85,0.08,0.98124,0.30569,24.59783,0.03754,0.03303,0.18811,24.54421,0.0376,653.0,452.0,201.0,20.0,30.0
K2ZrCrO3Br3,1.61948,-2.0886,0.0775,30.0,0.85,0.48,1.00004,0.39732,24.18021,0.0376,0.03315,0.04905,24.16948,0.0376,653.0,478.0,175.0,20.0,30.0
Na2CrWO3Se3,1.61653,-1.59736,0.28537,30.0,0.82729,0.89,0.94794,0.35947,23.54939,0.03817,0.03359,0.04996,24.22899,0.0376,653.0,736.0,-83.0,20.0,30.0
K2FeMnO3Cl3,1.61833,-1.72974,0.03066,30.0,0.85,0.28,1.01981,0.40187,24.19355,0.03758,0.03314,0.04901,24.17625,0.0376,653.0,467.0,186.0,20.0,30.0
Na2WGaS3I3,1.58792,-1.05475,1.47002,30.0,0.83089,0.08,0.91682,0.30198,23.91799,0.03807,0.03362,0.04974,24.42604,0.03761,657.0,698.0,-41.0,20.0,30.0
K2SnGeF3I3,1.35387,-1.99029,5.22832,30.0,0.78159,1.32,1.01506,0.34758,23.30096,0.03941,0.0349,0.06168,25.38003,0.03761,657.0,1063.0,-406.0,20.0,30.0
K2FeMnSe3Br3,1.16624,-1.29614,0.18395,30.0,0.85,0.41,0.97616,0.32741,24.43004,0.03763,0.03302,0.22569,24.44222,0.03761,657.0,497.0,160.0,20.0,30.0
K2NbTaS6,1.60882,-1.43495,0.72468,30.0,0.85,0.0,0.99223,0.34783,24.28222,0.03763,0.03321,0.04907,24.27511,0.03762,660.0,500.0,160.0,20.0,30.0
K2VFeO3I3,1.61589,-1.76941,0.48068,30.0,0.81614,0.78,1.0167,0.32917,23.23405,0.03848,0.03384,0.05046,24.18062,0.03762,660.0,833.0,-173.0,20.0,30.0
Na2TaSbS6,1.61053,-1.10481,0.74215,30.0,0.85,0.0,0.92844,0.33696,24.26593,0.03765,0.03322,0.0491,24.28518,0.03762,660.0,508.0,152.0,20.0,30.0
K2CrMnO3Br3,1.62652,-1.749,0.04605,30.0,0.85,0.48,1.01627,0.375,24.11134,0.03765,0.03317,0.04918,24.10553,0.03762,660.0,509.0,151.0,20.0,30.0
K2GeWSe6,1.32458,-1.00326,4.52549,30.0,0.84131,0.0,1.00579,0.28535,25.08586,0.03777,0.03362,0.06437,25.29386,0.03763,664.0,572.0,92.0,20.0,30.0
Na2MoInSe3Br3,1.19242,-1.15116,1.32999,30.0,0.83729,0.41,0.89151,0.35279,24.30475,0.03792,0.03337,0.17063,24.66388,0.03763,664.0,634.0,30.0,20.0,30.0
K2MnSbO3S3,1.62388,-1.62756,0.17796,30.0,0.85,0.86,1.02795,0.38426,24.13898,0.03765,0.03318,0.04916,24.12262,0.03763,664.0,510.0,154.0,20.0,30.0
Na2TiFeO3Cl3,1.62616,-2.08802,0.01692,30.0,0.85,0.28,0.94968,0.38941,24.11587,0.03764,0.03316,0.04916,24.09631,0.03763,664.0,506.0,158.0,20.0,30.0
Na2GeWSe6,1.29093,-0.95469,4.70346,30.0,0.82724,0.0,0.93633,0.28535,24.56427,0.03823,0.03393,0.07618,25.26318,0.03763,664.0,759.0,-95.0,20.0,30.0
K2SnGaSe3I3,1.59842,-0.99177,1.39306,30.0,0.85,0.11,0.96084,0.3134,24.3854,0.03767,0.03328,0.04912,24.40307,0.03763,664.0,520.0,144.0,20.0,30.0
K2VFeS3I3,1.17874,-1.18032,0.45389,30.0,0.8437,0.08,0.99063,0.29332,24.38029,0.03771,0.03315,0.19426,24.49602,0.03763,664.0,543.0,121.0,20.0,30.0
K2GeNbS3I3,1.40752,-1.19473,5.14463,30.0,0.83897,0.08,0.99348,0.2896,25.03066,0.03786,0.03374,0.05268,25.30747,0.03764,671.0,605.0,66.0,20.0,30.0
Na2WGaS3Br3,1.59563,-1.15365,1.39417,30.0,0.82928,0.38,0.92685,0.32105,23.8045,0.03816,0.03366,0.04989,24.40808,0.03764,671.0,732.0,-61.0,20.0,30.0
Na2FeSbO3Cl3,1.63112,-1.76268,0.15238,30.0,0.85,0.28,0.95075,0.38785,24.05682,0.0377,0.03319,0.04927,24.05739,0.03764,671.0,541.0,130.0,20.0,30.0
Na2MnGaSe6,1.19196,-0.95574,1.59895,30.0,0.85,0.0,0.91213,0.31944,24.68462,0.03766,0.03317,0.1705,24.71643,0.03764,671.0,512.0,159.0,20.0,30.0
K2TiCrSe3Br3,1.16917,-1.58321,0.19626,30.0,0.83117,0.41,0.9894,0.30964,23.89522,0.03806,0.03336,0.21984,24.36768,0.03764,671.0,692.0,-21.0,20.0,30.0
Na2GeZnCl3I3,1.36305,-1.20605,5.44727,30.0,0.8022,0.5,0.90933,0.31671,23.94132,0.03887,0.0345,0.0592,25.39266,0.03765,676.0,940.0,-264.0,20.0,30.0
K2VMnO3I3,1.61908,-1.96994,0.48273,30.0,0.81614,0.78,1.0167,0.32917,23.19974,0.03851,0.03384,0.05053,24.2064,0.03765,676.0,841.0,-165.0,20.0,30.0
K2SnCrO3Br3,1.63341,-1.648,0.10544,30.0,0.85,0.48,1.00647,0.38839,24.03529,0.03771,0.03318,0.0493,24.05785,0.03765,676.0,544.0,132.0,20.0,30.0
Na2WInS3I3,1.6052,-1.04923,1.36384,30.0,0.85,0.08,0.88648,0.34653,24.31969,0.03771,0.03329,0.0492,24.37786,0.03765,676.0,546.0,130.0,20.0,30.0
K2GeNbSe3I3,1.29638,-1.12006,4.41929,30.0,0.82229,0.11,0.98598,0.2799,24.43016,0.0383,0.03399,0.07424,25.23643,0.03765,676.0,778.0,-102.0,20.0,30.0
Na2SnVO3Br3,1.62048,-1.83518,0.1341,30.0,0.85,0.48,0.94589,0.36607,24.17282,0.03762,0.03316,0.04909,24.11064,0.03765,676.0,490.0,186.0,20.0,30.0
Na2GeNbS3I3,1.40741,-1.05285,5.37428,30.0,0.81976,0.08,0.92562,0.2896,24.43806,0.03838,0.03414,0.05362,25.31146,0.03765,676.0,797.0,-121.0,20.0,30.0
K2MnGaSe3Cl3,1.20115,-1.46021,1.71039,30.0,0.83869,0.61,0.98897,0.33377,24.41547,0.03788,0.03338,0.15575,24.74411,0.03765,676.0,615.0,61.0,20.0,30.0
Na2SnGeF3I3,1.32247,-1.82152,5.46651,30.0,0.76991,1.32,0.94032,0.34758,22.88937,0.03985,0.03523,0.06981,25.3625,0.03766,684.0,1155.0,-471.0,20.0,30.0
Na2ZrCrO3Br3,1.63272,-2.05373,0.0667,30.0,0.85,0.48,0.92474,0.39732,24.04178,0.0377,0.03318,0.04928,24.07847,0.03766,684.0,538.0,146.0,20.0,30.0
K2MoFeO3Cl3,1.62777,-1.73425,0.18979,30.0,0.85,0.28,1.03242,0.38474,24.09487,0.03769,0.03319,0.04924,24.05295,0.03766,684.0,532.0,152.0,20.0,30.0
Na2GeTaSe3I3,1.48875,-1.01125,4.4611,30.0,0.80052,0.11,0.9199,0.2799,23.62539,0.0389,0.03449,0.05153,25.09752,0.03767,687.0,953.0,-266.0,20.0,30.0
K2SnTaO3Br3,1.61341,-2.01414,0.5805,30.0,0.85,0.48,1.00111,0.39583,24.23957,0.03764,0.03321,0.0491,24.172,0.03767,687.0,504.0,183.0,20.0,30.0
K2TaMnO3Cl3,1.60773,-2.19091,0.73455,30.0,0.85,0.28,1.02094,0.40031,24.29281,0.03762,0.03321,0.04906,24.30983,0.03767,687.0,493.0,194.0,20.0,30.0
Na2MnGaO6,1.54808,-2.09274,3.08088,30.0,0.85,0.0,0.97064,0.45179,24.78901,0.03766,0.03341,0.04906,24.75801,0.03767,687.0,518.0,169.0,20.0,30.0
Na2WMnSe6,1.16607,-1.05334,0.34698,30.0,0.85,0.0,0.91564,0.31439,24.42524,0.03766,0.03304,0.22661,24.45484,0.03767,687.0,516.0,171.0,20.0,30.0
K2NbSbSe6,1.16942,-1.02823,0.41026,30.0,0.85,0.0,0.98451,0.31313,24.45974,0.03763,0.03304,0.21696,24.41683,0.03767,687.0,501.0,186.0,20.0,30.0
Na2VCuSe3Br3,1.1588,-1.21297,0.22528,30.0,0.8194,0.41,0.91205,0.32234,23.43878,0.03849,0.03361,0.25182,24.34803,0.03768,693.0,834.0,-141.0,20.0,30.0
Li2WGaSe3Br3,1.60076,-1.1058,1.32476,30.0,0.60968,0.41,0.74822,0.30964,17.33666,0.04573,0.03926,0.06249,24.34785,0.03768,693.0,2037.0,-1344.0,20.0,30.0
K2MnInSe3I3,1.17991,-1.1539,1.35871,30.0,0.85,0.11,0.93778,0.34569,24.57918,0.03771,0.03316,0.1936,24.63669,0.03768,693.0,545.0,148.0,20.0,30.0
K2AgGaCl3I3,1.24748,-1.31716,3.39961,30.0,0.85,0.5,0.9238,0.39152,25.07499,0.03762,0.03334,0.0984,24.98728,0.03768,693.0,492.0,201.0,20.0,30.0
Na2MoInSe3I3,1.1831,-0.95882,1.4077,30.0,0.84034,0.11,0.88357,0.33254,24.32295,0.03793,0.03334,0.18769,24.65774,0.03768,693.0,640.0,53.0,20.0,30.0
Na2AgGaBr3I3,1.22202,-1.15931,2.99201,30.0,0.83929,0.3,0.85643,0.3774,24.58508,0.03796,0.03352,0.12526,24.9012,0.03768,693.0,653.0,40.0,20.0,30.0
Na2MnGaO3Se3,1.57417,-1.44195,2.03267,30.0,0.83626,0.89,0.93773,0.37426,24.18955,0.03795,0.03357,0.04955,24.51033,0.03768,693.0,648.0,45.0,20.0,30.0
Na2TiInO3I3,1.59519,-2.03616,1.6728,30.0,0.83949,0.78,0.90137,0.39028,24.10452,0.03795,0.03351,0.04955,24.3961,0.03768,693.0,650.0,43.0,20.0,30.0
Na2ZrFeS3I3,1.15742,-1.29748,0.43127,30.0,0.85,0.08,0.89222,0.33787,24.32758,0.03776,0.03308,0.25212,24.4279,0.03768,693.0,564.0,129.0,20.0,30.0
Na2TaMnO3Br3,1.62412,-2.0056,0.60379,30.0,0.85,0.48,0.93469,0.38244,24.13595,0.03773,0.03324,0.04929,24.14175,0.03768,693.0,551.0,142.0,20.0,30.0
K2SnCrO3Se3,1.62689,-1.50837,0.28681,30.0,0.85,0.89,1.00519,0.38609,24.1061,0.0377,0.0332,0.04926,24.10578,0.03768,693.0,537.0,156.0,20.0,30.0
Na2MnGaO3Cl3,1.56244,-1.7809,2.52909,30.0,0.85,0.28,0.9465,0.39408,24.69012,0.03764,0.03337,0.04903,24.65466,0.03769,704.0,502.0,202.0,20.0,30.0
K2TiGaS3I3,1.59331,-1.34544,1.63555,30.0,0.85,0.08,0.9831,0.30322,24.43092,0.03768,0.0333,0.04909,24.39595,0.03769,704.0,526.0,178.0,20.0,30.0
Na2VMnSe3Br3,1.16536,-1.33737,0.21821,30.0,0.80201,0.41,0.92717,0.30076,22.98547,0.03886,0.03394,0.23519,24.38407,0.03769,704.0,937.0,-233.0,20.0,30.0
Li2MoGaS3I3,1.59865,-0.98229,1.75713,30.0,0.63123,0.08,0.74886,0.2995,17.9764,0.04483,0.03863,0.06096,24.39724,0.03769,704.0,1968.0,-1264.0,20.0,30.0
K2MoSbSe3Cl3,1.16508,-1.21988,0.36442,30.0,0.81671,0.61,1.00386,0.31398,23.42706,0.03851,0.03367,0.23412,24.39153,0.03769,704.0,839.0,-135.0,20.0,30.0
Na2MoSbO3F3,1.62905,-2.31737,0.329,30.0,0.85,0.54,0.99539,0.43911,24.08079,0.03772,0.03321,0.04929,24.09837,0.03769,704.0,548.0,156.0,20.0,30.0
K2TaSbO3Se3,1.6077,-1.69299,0.75517,30.0,0.84215,0.89,1.01934,0.36686,24.06479,0.03781,0.03336,0.04937,24.22543,0.0377,710.0,588.0,122.0,20.0,30.0
